PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1up_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_shared_D1up_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
80	Hmel207008	295284	295789	+	0	NA	Intergenic	Intergenic	-10575	ID=HMEL037525g1.t1-E1;Parent=HMEL037525g1.t1								
336	Hmel212013	668516	668747	+	0	NA	Intergenic	Intergenic	-3181	ID=HMEL011957g2.t1-E2;Parent=HMEL011957g2.t1								
457	Hmel215034	487500	488632	+	0	NA	promoter-TSS (ID=HMEL032805g1.t1-E8;Parent=HMEL032805g1.t1)	-promoter-TSS (ID=HMEL032805g1.t1-E8;Parent=HMEL032805g1.t1)	-298	ID=HMEL032805g1.t1-E8;Parent=HMEL032805g1.t1								
821	Hmel203067	751683	752053	+	0	NA	Intergenic	Intergenic	-3302	ID=HMEL036147g1.t1-E1;Parent=HMEL036147g1.t1								
179	Hmel210005	559834	561278	+	0	NA	Intergenic	Intergenic	-4651	ID=HMEL030754g1.t1-E1;Parent=HMEL030754g1.t1								
696	Hmel219018	1051137	1052207	+	0	NA	Intergenic	Intergenic	-4218	ID=HMEL034905g1.t1-E1;Parent=HMEL034905g1.t1								
383	Hmel213049	731544	732828	+	0	NA	Intergenic	Intergenic	-10205	ID=HMEL004352g1.t1-E1;Parent=HMEL004352g1.t1								
297	Hmel212001	3250496	3252315	+	0	NA	Intergenic	Intergenic	-4292	ID=HMEL004107g2.t1-E2;Parent=HMEL004107g2.t1								
713	Hmel220003	2755404	2755659	+	0	NA	promoter-TSS (ID=HMEL012529g1.t1-E3;Parent=HMEL012529g1.t1)	-promoter-TSS (ID=HMEL012529g1.t1-E3;Parent=HMEL012529g1.t1)	-430	ID=HMEL012529g1.t1-E3;Parent=HMEL012529g1.t1								
676	Hmel219005	360897	361108	+	0	NA	promoter-TSS (ID=HMEL009296g1.t1-E2;Parent=HMEL009296g1.t1)	-promoter-TSS (ID=HMEL009296g1.t1-E2;Parent=HMEL009296g1.t1)	-993	ID=HMEL009296g1.t1-E2;Parent=HMEL009296g1.t1								
277	Hmel201011	2692738	2693048	+	0	NA	Intergenic	Intergenic	-5712	ID=HMEL006157g3.t1-E1;Parent=HMEL006157g3.t1								
92	Hmel207014	240829	241184	+	0	NA	Intergenic	Intergenic	-4382	ID=HMEL037615g1.t1-E1;Parent=HMEL037615g1.t1								
879	Hmel205022	201175	201481	+	0	NA	Intergenic	Intergenic	12004	ID=HMEL036814g1.t1-E2;Parent=HMEL036814g1.t1								
10	Hmel201009	455205	455801	+	0	NA	Intergenic	Intergenic	11996	ID=HMEL030127g1.t1-E2;Parent=HMEL030127g1.t1								
550	Hmel218003	958868	960299	+	0	NA	Intergenic	Intergenic	11304	ID=HMEL001004g1.t1-E6;Parent=HMEL001004g1.t1								
505	Hmel202006	1544643	1544938	+	0	NA	Intergenic	Intergenic	-3507	ID=HMEL009417g1.t1-E1;Parent=HMEL009417g1.t1								
670	Hmel219003	7036216	7036607	+	0	NA	Intergenic	Intergenic	-49017	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
419	Hmel214008	339491	339728	+	0	NA	Intergenic	Intergenic	-72033	ID=HMEL008012g1.t1-E1;Parent=HMEL008012g1.t1								
837	Hmel204001	1257074	1257623	+	0	NA	Intergenic	Intergenic	3273	ID=HMEL009715g1.t1-E3;Parent=HMEL009715g1.t1								
133	Hmel208051	787427	787904	+	0	NA	TTS (ID=HMEL008169g2.t1-E1;Parent=HMEL008169g2.t1)	-TTS (ID=HMEL008169g2.t1-E1;Parent=HMEL008169g2.t1)	861	ID=HMEL008169g2.t1-E1;Parent=HMEL008169g2.t1								
290	Hmel212001	2921466	2921878	+	0	NA	Intergenic	Intergenic	-2475	ID=HMEL031377g1.t1-E2;Parent=HMEL031377g1.t1								
625	Hmel218018	7759148	7760623	+	0	NA	Intergenic	Intergenic	5103	ID=HMEL016588g4.t1-E2;Parent=HMEL016588g4.t1								
592	Hmel218018	1087773	1087960	+	0	NA	Intergenic	Intergenic	38168	ID=HMEL034360g1.t1-E2;Parent=HMEL034360g1.t1								
149	Hmel201009	5208533	5208833	+	0	NA	Intergenic	Intergenic	-4590	ID=HMEL011661g1.t1-E1;Parent=HMEL011661g1.t1								
123	Hmel201009	3890784	3891027	+	0	NA	Intergenic	Intergenic	1203	ID=HMEL012433g1.t1-E1;Parent=HMEL012433g1.t1								
304	Hmel212001	4496967	4497693	+	0	NA	TTS (ID=HMEL016544g2.t1-E3;Parent=HMEL016544g2.t1)	-TTS (ID=HMEL016544g2.t1-E3;Parent=HMEL016544g2.t1)	463	ID=HMEL016544g2.t1-E3;Parent=HMEL016544g2.t1								
712	Hmel220003	2291281	2291996	+	0	NA	Intergenic	Intergenic	-3011	ID=HMEL012563g1.t1-E1;Parent=HMEL012563g1.t1								
631	Hmel218018	8335674	8335921	+	0	NA	Intergenic	Intergenic	31576	ID=HMEL009224g1.t1-E2;Parent=HMEL009224g1.t1								
547	Hmel217020	1220757	1221310	+	0	NA	Intergenic	Intergenic	-6824	ID=HMEL004430g1.t1-E1;Parent=HMEL004430g1.t1								
210	Hmel210011	3947724	3948124	+	0	NA	Intergenic	Intergenic	10334	ID=HMEL030906g1.t1-E2;Parent=HMEL030906g1.t1								
406	Hmel213067	687160	687386	+	0	NA	Intergenic	Intergenic	-58969	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
258	Hmel211012	5957	6469	+	0	NA	promoter-TSS (ID=HMEL010362g1.t1-E12;Parent=HMEL010362g1.t1)	-promoter-TSS (ID=HMEL010362g1.t1-E12;Parent=HMEL010362g1.t1)	-661	ID=HMEL010362g1.t1-E12;Parent=HMEL010362g1.t1								
396	Hmel213065	691785	692410	+	0	NA	Intergenic	Intergenic	-8409	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
482	Hmel216011	1379063	1379251	+	0	NA	Intergenic	Intergenic	62953	ID=HMEL033557g1.t1-E2;Parent=HMEL033557g1.t1								
173	Hmel210004	6753156	6754805	+	0	NA	promoter-TSS (ID=HMEL009658g1.t1-E5;Parent=HMEL009658g1.t1)	-promoter-TSS (ID=HMEL009658g1.t1-E5;Parent=HMEL009658g1.t1)	-601	ID=HMEL009658g1.t1-E5;Parent=HMEL009658g1.t1								
530	Hmel217004	3187334	3187779	+	0	NA	Intergenic	Intergenic	-21649	ID=HMEL033830g1.t1-E1;Parent=HMEL033830g1.t1								
56	Hmel207002	3223008	3224180	+	0	NA	Intergenic	Intergenic	5137	ID=HMEL009342g1.t1-E1;Parent=HMEL009342g1.t1								
499	Hmel216015	943113	943365	+	0	NA	Intergenic	Intergenic	-5257	ID=HMEL033644g1.t1-E1;Parent=HMEL033644g1.t1								
66	Hmel207002	5839511	5839975	+	0	NA	Intergenic	Intergenic	4889	ID=HMEL037488g1.t1-E2;Parent=HMEL037488g1.t1								
19	Hmel206009	2510687	2511074	+	0	NA	Intergenic	Intergenic	-21454	ID=HMEL005357g1.t1-E1;Parent=HMEL005357g1.t1								
54	Hmel207002	2806298	2807326	+	0	NA	Intergenic	Intergenic	-2390	ID=HMEL007135g1.t1-E1;Parent=HMEL007135g1.t1								
365	Hmel213020	254203	255168	+	0	NA	promoter-TSS (ID=HMEL004894g1.t1-E7;Parent=HMEL004894g1.t1)	-promoter-TSS (ID=HMEL004894g1.t1-E7;Parent=HMEL004894g1.t1)	-675	ID=HMEL004894g1.t1-E7;Parent=HMEL004894g1.t1								
763	Hmel221001	1969650	1969937	+	0	NA	promoter-TSS (ID=HMEL007277g1.t1-E4;Parent=HMEL007277g1.t1)	-promoter-TSS (ID=HMEL007277g1.t1-E4;Parent=HMEL007277g1.t1)	-412	ID=HMEL007277g1.t1-E4;Parent=HMEL007277g1.t1								
306	Hmel201013	19004	19514	+	0	NA	NA	NA	NA	NA								
70	Hmel207002	6080142	6080761	+	0	NA	Intergenic	Intergenic	-29820	ID=HMEL017796g2.t1-E1;Parent=HMEL017796g2.t1								
470	Hmel215047	1972446	1972706	+	0	NA	Intergenic	Intergenic	45360	ID=HMEL032922g1.t1-E3;Parent=HMEL032922g1.t1								
839	Hmel204001	1264322	1264740	+	0	NA	Intergenic	Intergenic	-2513	ID=HMEL009715g1.t1-E2;Parent=HMEL009715g1.t1								
793	Hmel221015	690943	691651	+	0	NA	Intergenic	Intergenic	9358	ID=HMEL008471g2.t1-E1;Parent=HMEL008471g2.t1								
166	Hmel201009	5959979	5960321	+	0	NA	Intergenic	Intergenic	2567	ID=HMEL030299g1.t1-E2;Parent=HMEL030299g1.t1								
88	Hmel207011	195053	195516	+	0	NA	TTS (ID=HMEL007905g1.t1-E2;Parent=HMEL007905g1.t1)	-TTS (ID=HMEL007905g1.t1-E2;Parent=HMEL007905g1.t1)	916	ID=HMEL007905g1.t1-E2;Parent=HMEL007905g1.t1								
141	Hmel209005	873916	874621	+	0	NA	Intergenic	Intergenic	29345	ID=HMEL030334g1.t1-E2;Parent=HMEL030334g1.t1								
30	Hmel201009	1101496	1101896	+	0	NA	Intergenic	Intergenic	5397	ID=HMEL003506g1.t1-E2;Parent=HMEL003506g1.t1								
654	Hmel219003	4525244	4525490	+	0	NA	Intergenic	Intergenic	-10350	ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1								
570	Hmel218007	913429	914063	+	0	NA	promoter-TSS (ID=HMEL013710g1.t1-E13;Parent=HMEL013710g1.t1)	-promoter-TSS (ID=HMEL013710g1.t1-E13;Parent=HMEL013710g1.t1)	-117	ID=HMEL013710g1.t2-E14;Parent=HMEL013710g1.t2								
403	Hmel213067	626464	626784	+	0	NA	Intergenic	Intergenic	57864	ID=HMEL032193g1.t1-E1;Parent=HMEL032193g1.t1								
252	Hmel211009	669098	669440	+	0	NA	Intergenic	Intergenic	-1209	ID=HMEL009794g1.t1-E1;Parent=HMEL009794g1.t1								
466	Hmel215047	1011653	1012047	+	0	NA	Intergenic	Intergenic	-1693	ID=HMEL009118g1.t1-E2;Parent=HMEL009118g1.t1								
156	Hmel210004	1706593	1706751	+	0	NA	Intergenic	Intergenic	-20417	ID=HMEL030633g1.t1-E1;Parent=HMEL030633g1.t1								
134	Hmel208051	1591331	1591658	+	0	NA	Intergenic	Intergenic	4286	ID=HMEL038177g1.t1-E1;Parent=HMEL038177g1.t1								
75	Hmel207002	6367351	6367939	+	0	NA	Intergenic	Intergenic	-7816	ID=HMEL016486g1.t1-E1;Parent=HMEL016486g1.t1								
283	Hmel212001	1907774	1908193	+	0	NA	promoter-TSS (ID=HMEL031359g1.t1-E1;Parent=HMEL031359g1.t1)	-promoter-TSS (ID=HMEL031359g1.t1-E1;Parent=HMEL031359g1.t1)	-45	ID=HMEL031359g1.t1-E1;Parent=HMEL031359g1.t1								
618	Hmel218018	6426310	6427335	+	0	NA	Intergenic	Intergenic	-9108	ID=HMEL016325g1.t2-E1;Parent=HMEL016325g1.t2								
848	Hmel204017	1475452	1475693	+	0	NA	promoter-TSS (ID=HMEL007432g2.t1-E3;Parent=HMEL007432g2.t1)	-promoter-TSS (ID=HMEL007432g2.t1-E3;Parent=HMEL007432g2.t1)	-262	ID=HMEL007432g2.t1-E3;Parent=HMEL007432g2.t1								
655	Hmel219003	4576891	4577580	+	0	NA	Intergenic	Intergenic	-62218	ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1								
59	Hmel207002	4115930	4116178	+	0	NA	Intergenic	Intergenic	5560	ID=HMEL013747g1.t1-E1;Parent=HMEL013747g1.t1								
421	Hmel214008	436477	437069	+	0	NA	Intergenic	Intergenic	18994	ID=HMEL032315g1.t1-E1;Parent=HMEL032315g1.t1								
450	Hmel215008	21722	22383	+	0	NA	Intergenic	Intergenic	1737	ID=HMEL032698g1.t1-E2;Parent=HMEL032698g1.t1								
271	Hmel211015	487840	488517	+	0	NA	Intergenic	Intergenic	15988	ID=HMEL015397g1.t1-E1;Parent=HMEL015397g1.t1								
703	Hmel220003	783970	784527	+	0	NA	Intergenic	Intergenic	10045	ID=HMEL034988g1.t1-E3;Parent=HMEL034988g1.t1								
491	Hmel216012	263418	264224	+	0	NA	Intergenic	Intergenic	8987	ID=HMEL033595g1.t1-E2;Parent=HMEL033595g1.t1								
864	Hmel201007	1523985	1524726	+	0	NA	promoter-TSS (ID=HMEL010942g1.t1-E1;Parent=HMEL010942g1.t1)	-promoter-TSS (ID=HMEL010942g1.t1-E1;Parent=HMEL010942g1.t1)	-114	ID=HMEL010942g1.t1-E1;Parent=HMEL010942g1.t1								
219	Hmel210011	4667241	4667850	+	0	NA	Intergenic	Intergenic	9844	ID=HMEL009059g1.t1-E5;Parent=HMEL009059g1.t1								
318	Hmel212006	420476	421009	+	0	NA	Intergenic	Intergenic	20684	ID=HMEL031536g1.t1-E2;Parent=HMEL031536g1.t1								
13	Hmel201009	599611	599844	+	0	NA	Intergenic	Intergenic	23585	ID=HMEL030129g1.t1-E2;Parent=HMEL030129g1.t1								
799	Hmel221017	408738	409469	+	0	NA	Intergenic	Intergenic	-11688	ID=HMEL035671g1.t1-E1;Parent=HMEL035671g1.t1								
105	Hmel207021	2281611	2281788	+	0	NA	Intergenic	Intergenic	2135	ID=HMEL037718g1.t1-E2;Parent=HMEL037718g1.t1								
473	Hmel216009	153332	153526	+	0	NA	Intergenic	Intergenic	12923	ID=HMEL010213g1.t1-E9;Parent=HMEL010213g1.t1								
840	Hmel204001	1294972	1296139	+	0	NA	Intergenic	Intergenic	-4049	ID=HMEL009714g2.t1-E1;Parent=HMEL009714g2.t1								
185	Hmel210009	14169	14855	+	0	NA	Intergenic	Intergenic	-3717	ID=HMEL005917g1.t1-E1;Parent=HMEL005917g1.t1								
3	Hmel206006	701982	702399	+	0	NA	Intergenic	Intergenic	19806	ID=HMEL012157g1.t1-E2;Parent=HMEL012157g1.t1								
597	Hmel218018	1446414	1447490	+	0	NA	Intergenic	Intergenic	-1009	ID=HMEL016212g1.t1-E2;Parent=HMEL016212g1.t1								
248	Hmel201011	2231052	2231494	+	0	NA	Intergenic	Intergenic	-2027	ID=HMEL011434-RA-E4;Parent=HMEL011434-RA								
390	Hmel213062	679587	680016	+	0	NA	Intergenic	Intergenic	-3393	ID=HMEL032117g1.t1-E1;Parent=HMEL032117g1.t1								
146	Hmel201009	5145013	5146536	+	0	NA	Intergenic	Intergenic	13702	ID=HMEL030268g1.t1-E2;Parent=HMEL030268g1.t1								
111	Hmel208013	124353	126081	+	0	NA	TTS (ID=HMEL006004g1.t1-E8;Parent=HMEL006004g1.t1)	-TTS (ID=HMEL006004g1.t1-E8;Parent=HMEL006004g1.t1)	880	ID=HMEL006004g1.t1-E8;Parent=HMEL006004g1.t1								
802	Hmel221044	517390	518517	+	0	NA	Intergenic	Intergenic	2708	ID=HMEL011561g1.t1-E2;Parent=HMEL011561g1.t1								
38	Hmel201009	1651806	1652409	+	0	NA	Intergenic	Intergenic	-7519	ID=HMEL030152g1.t1-E1;Parent=HMEL030152g1.t1								
356	Hmel213004	1487682	1488013	+	0	NA	Intergenic	Intergenic	2335	ID=HMEL013359g1.t1-E1;Parent=HMEL013359g1.t1								
408	Hmel213069	98067	98889	+	0	NA	Intergenic	Intergenic	-5823	ID=HMEL032199g1.t1-E1;Parent=HMEL032199g1.t1								
4	Hmel206006	793783	794447	+	0	NA	Intergenic	Intergenic	-2608	ID=HMEL036941g1.t1-E1;Parent=HMEL036941g1.t1								
528	Hmel217004	2964551	2964709	+	0	NA	Intergenic	Intergenic	2313	ID=HMEL005235g1.t1-E3;Parent=HMEL005235g1.t1								
164	Hmel210004	2391469	2392810	+	0	NA	promoter-TSS (ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1)	-promoter-TSS (ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1)	-763	ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1								
807	Hmel203045	618541	618928	+	0	NA	Intergenic	Intergenic	6796	ID=HMEL036074g1.t1-E17;Parent=HMEL036074g1.t1								
196	Hmel210011	784454	785044	+	0	NA	Intergenic	Intergenic	-3776	ID=HMEL006953g1.t1-E1;Parent=HMEL006953g1.t1								
242	Hmel211004	3706224	3707189	+	0	NA	Intergenic	Intergenic	2918	ID=HMEL003987g1.t1-E1;Parent=HMEL003987g1.t1								
