PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thup.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
680	Herato0701	6854392	6854604	+	0	NA	Intergenic	Intergenic	2070	ID=evm.model.Herato0701.307-E4;Parent=evm.model.Herato0701.307								
5658	Herato1910	2231064	2231223	+	0	NA	Intergenic	Intergenic	-3163	ID=evm.model.Herato1910.132-E3;Parent=evm.model.Herato1910.132								
3962	Herato1805	2770914	2771204	+	0	NA	Intergenic	Intergenic	-31473	ID=evm.model.Herato1805.87-E1;Parent=evm.model.Herato1805.87								
1147	Herato1202	3443047	3443395	+	0	NA	Intergenic	Intergenic	-6616	ID=evm.model.Herato1202.116.2-E2;Parent=evm.model.Herato1202.116.2								
2783	Herato1507	6078210	6078401	+	0	NA	TTS (ID=evm.model.Herato1507.219-E26;Parent=evm.model.Herato1507.219)	-TTS (ID=evm.model.Herato1507.219-E26;Parent=evm.model.Herato1507.219)	109	ID=evm.model.Herato1507.219-E26;Parent=evm.model.Herato1507.219								
334	Herato1404	17945	18307	+	0	NA	NA	NA	NA	NA								
4870	Herato0310	5100385	5100678	+	0	NA	Intergenic	Intergenic	6975	ID=evm.model.Herato0310.124-E2;Parent=evm.model.Herato0310.124								
3902	Herato1301	14619579	14619923	+	0	NA	Intergenic	Intergenic	-29690	ID=evm.model.Herato1301.553-E1;Parent=evm.model.Herato1301.553								
2292	Herato1007	1135771	1136502	+	0	NA	TTS (ID=evm.model.Herato1007.44-E2;Parent=evm.model.Herato1007.44)	-TTS (ID=evm.model.Herato1007.44-E2;Parent=evm.model.Herato1007.44)	1005	ID=evm.model.Herato1007.44-E2;Parent=evm.model.Herato1007.44								
3582	Herato1408	2478130	2478409	+	0	NA	Intergenic	Intergenic	-6037	ID=evm.model.Herato1408.69-E1;Parent=evm.model.Herato1408.69								
1997	Herato1801	4861652	4862247	+	0	NA	TTS (ID=evm.model.Herato1801.166-E4;Parent=evm.model.Herato1801.166)	-TTS (ID=evm.model.Herato1801.166-E4;Parent=evm.model.Herato1801.166)	325	ID=evm.model.Herato1801.166-E4;Parent=evm.model.Herato1801.166								
4675	Herato1904	8247962	8248682	+	0	NA	Intergenic	Intergenic	-49314	ID=evm.model.Herato1904.276-E1;Parent=evm.model.Herato1904.276								
5256	Herato2001	11619819	11620181	+	0	NA	Intergenic	Intergenic	8491	ID=evm.model.Herato2001.441-E4;Parent=evm.model.Herato2001.441								
1680	Herato0901	7940560	7940966	+	0	NA	Intergenic	Intergenic	-52424	ID=evm.model.Herato0901.260-E1;Parent=evm.model.Herato0901.260								
2879	Herato1906	887480	887760	+	0	NA	Intergenic	Intergenic	-3869	ID=evm.model.Herato1906.27-E2;Parent=evm.model.Herato1906.27								
1139	Herato0801	197587	198060	+	0	NA	Intergenic	Intergenic	86752	ID=evm.model.Herato0801.6-E2;Parent=evm.model.Herato0801.6								
1319	Herato1202	9865748	9866592	+	0	NA	Intergenic	Intergenic	-50128	ID=evm.model.Herato1202.407-E1;Parent=evm.model.Herato1202.407								
5847	Herato1904	2928059	2928914	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.97-E1;Parent=evm.model.Herato1904.97)	-promoter-TSS (ID=evm.model.Herato1904.97-E1;Parent=evm.model.Herato1904.97)	-208	ID=evm.model.Herato1904.97.3-E1;Parent=evm.model.Herato1904.97.3								
4043	Herato1301	21298394	21299065	+	0	NA	Intergenic	Intergenic	-9445	ID=evm.model.Herato1301.725-E1;Parent=evm.model.Herato1301.725								
1826	Herato1301	4048682	4049065	+	0	NA	Intergenic	Intergenic	-2270	ID=evm.model.Herato1301.112-E5;Parent=evm.model.Herato1301.112								
2454	Herato1411	2022379	2022892	+	0	NA	Intergenic	Intergenic	46372	ID=evm.model.Herato1411.57-E3;Parent=evm.model.Herato1411.57								
2077	Herato0301	4715754	4716248	+	0	NA	Intergenic	Intergenic	-3730	ID=evm.model.Herato0301.117-E4;Parent=evm.model.Herato0301.117								
2036	Herato1003	3912418	3913829	+	0	NA	Intergenic	Intergenic	4264	ID=evm.model.Herato1003.113-E7;Parent=evm.model.Herato1003.113								
1747	Herato0901	11013736	11014357	+	0	NA	Intergenic	Intergenic	-42080	ID=evm.model.Herato0901.329.1.2-E1;Parent=evm.model.Herato0901.329.1.2								
5588	Herato1904	2926268	2927119	+	0	NA	Intergenic	Intergenic	-1531	ID=evm.model.Herato1904.96-E1;Parent=evm.model.Herato1904.96								
820	Herato0701	10973060	10973704	+	0	NA	Intergenic	Intergenic	-6112	ID=evm.model.Herato0701.468-E5;Parent=evm.model.Herato0701.468								
5698	Herato0310	8282946	8283319	+	0	NA	Intergenic	Intergenic	-47060	ID=evm.model.Herato0310.223-E1;Parent=evm.model.Herato0310.223								
1799	Herato0901	12448241	12448713	+	0	NA	Intergenic	Intergenic	-28399	ID=evm.model.Herato0901.375-E1;Parent=evm.model.Herato0901.375								
1552	Herato0901	3162433	3162827	+	0	NA	Intergenic	Intergenic	-60616	ID=evm.model.Herato0901.89-E1;Parent=evm.model.Herato0901.89								
1194	Herato1202	4673918	4674773	+	0	NA	Intergenic	Intergenic	-1286	ID=evm.model.Herato1202.173-E1;Parent=evm.model.Herato1202.173								
3716	Herato1708	2139952	2140242	+	0	NA	Intergenic	Intergenic	-2617	ID=evm.model.Herato1708.122-E1;Parent=evm.model.Herato1708.122								
5579	Herato2101	7478843	7479232	+	0	NA	Intergenic	Intergenic	36067	ID=evm.model.Herato2101.266-E10;Parent=evm.model.Herato2101.266								
4433	Herato1411	6564646	6565196	+	0	NA	Intergenic	Intergenic	16169	ID=evm.model.Herato1411.243-E1;Parent=evm.model.Herato1411.243								
41	Herato0508	1989063	1990164	+	0	NA	TTS (ID=evm.model.Herato0508.76-E1;Parent=evm.model.Herato0508.76)	-TTS (ID=evm.model.Herato0508.76-E1;Parent=evm.model.Herato0508.76)	1023	ID=evm.model.Herato0508.76-E1;Parent=evm.model.Herato0508.76								
3014	Herato1202	3220241	3220445	+	0	NA	Intergenic	Intergenic	-5013	ID=evm.model.Herato1202.113-E6;Parent=evm.model.Herato1202.113								
3084	Herato1202	5339550	5340122	+	0	NA	Intergenic	Intergenic	5575	ID=evm.model.Herato1202.215-E1;Parent=evm.model.Herato1202.215								
2887	Herato1108	13350639	13350867	+	0	NA	Intergenic	Intergenic	-12061	ID=evm.model.Herato1108.569-E1;Parent=evm.model.Herato1108.569								
1453	Herato0901	477371	477711	+	0	NA	Intergenic	Intergenic	-8028	ID=evm.model.Herato0901.21-E3;Parent=evm.model.Herato0901.21								
866	Herato0101	11467723	11467875	+	0	NA	Intergenic	Intergenic	-4489	ID=evm.model.Herato0101.335-E1;Parent=evm.model.Herato0101.335								
5454	Herato2101	472653	472931	+	0	NA	Intergenic	Intergenic	-5018	ID=evm.model.Herato2101.24-E7;Parent=evm.model.Herato2101.24								
2223	Herato1408	355913	356684	+	0	NA	Intergenic	Intergenic	-1704	ID=evm.model.Herato1408.22-E1;Parent=evm.model.Herato1408.22								
5118	Herato1805	3127264	3127729	+	0	NA	Intergenic	Intergenic	60469	ID=evm.model.Herato1805.89-E1;Parent=evm.model.Herato1805.89								
3532	Herato1202	20290739	20291168	+	0	NA	Intergenic	Intergenic	-11602	ID=evm.model.Herato1202.819.2-E1;Parent=evm.model.Herato1202.819.2								
770	Herato0101	1775259	1775730	+	0	NA	Intergenic	Intergenic	8320	ID=evm.model.Herato0101.43.1-E7;Parent=evm.model.Herato0101.43.1								
3380	Herato1202	15853079	15853268	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.612-E8;Parent=evm.model.Herato1202.612)	-promoter-TSS (ID=evm.model.Herato1202.612-E8;Parent=evm.model.Herato1202.612)	127	ID=evm.model.Herato1202.612-E7;Parent=evm.model.Herato1202.612								
4292	Herato1910	3464713	3465055	+	0	NA	Intergenic	Intergenic	-7756	ID=evm.model.Herato1910.159.2-E3;Parent=evm.model.Herato1910.159.2								
1097	Herato0701	18276580	18276937	+	0	NA	Intergenic	Intergenic	26000	ID=evm.model.Herato0701.744-E1;Parent=evm.model.Herato0701.744								
641	Herato1108	3397255	3398377	+	0	NA	Intergenic	Intergenic	-1330	ID=evm.model.Herato1108.113-E3;Parent=evm.model.Herato1108.113								
4734	Herato1908	129388	130270	+	0	NA	Intergenic	Intergenic	19341	ID=evm.model.Herato1908.6-E2;Parent=evm.model.Herato1908.6								
838	Herato0101	1800843	1801314	+	0	NA	Intergenic	Intergenic	-3998	ID=evm.model.Herato0101.43.1-E4;Parent=evm.model.Herato0101.43.1								
2962	Herato1202	1795522	1796590	+	0	NA	Intergenic	Intergenic	-5685	ID=evm.model.Herato1202.63.8-E2;Parent=evm.model.Herato1202.63.8								
2664	Herato1507	363741	364018	+	0	NA	Intergenic	Intergenic	8919	ID=evm.model.Herato1507.18-E1;Parent=evm.model.Herato1507.18								
616	Herato0701	4761145	4761455	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.223-E2;Parent=evm.model.Herato0701.223)	-promoter-TSS (ID=evm.model.Herato0701.223-E2;Parent=evm.model.Herato0701.223)	-503	ID=evm.model.Herato0701.223-E2;Parent=evm.model.Herato0701.223								
5019	Herato1701	4913489	4914384	+	0	NA	Intergenic	Intergenic	-23902	ID=evm.model.Herato1701.111-E1;Parent=evm.model.Herato1701.111								
1121	Herato0801	40896	41234	+	0	NA	Intergenic	Intergenic	-6556	ID=evm.model.Herato0801.3-E1;Parent=evm.model.Herato0801.3								
870	Herato1108	11110758	11111723	+	0	NA	Intergenic	Intergenic	10958	ID=evm.model.Herato1108.480-E7;Parent=evm.model.Herato1108.480								
4245	Herato1705	1096662	1097139	+	0	NA	Intergenic	Intergenic	-86289	ID=evm.model.Herato1705.13-E1;Parent=evm.model.Herato1705.13								
896	Herato0701	14059941	14060093	+	0	NA	Intergenic	Intergenic	-4847	ID=evm.model.Herato0701.636.1-E2;Parent=evm.model.Herato0701.636.1								
5593	Herato2001	12036033	12036252	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.462-E5;Parent=evm.model.Herato2001.462)	-promoter-TSS (ID=evm.model.Herato2001.462-E5;Parent=evm.model.Herato2001.462)	-301	ID=evm.model.Herato2001.462-E5;Parent=evm.model.Herato2001.462								
3530	Herato2001	13819729	13820465	+	0	NA	Intergenic	Intergenic	-18445	ID=evm.model.Herato2001.549-E1;Parent=evm.model.Herato2001.549								
5539	Herato1807	632787	633005	+	0	NA	Intergenic	Intergenic	-1304	ID=evm.model.Herato1807.12-E5;Parent=evm.model.Herato1807.12								
3672	Herato1708	260363	261201	+	0	NA	Intergenic	Intergenic	3301	ID=evm.model.Herato1708.20-E1;Parent=evm.model.Herato1708.20								
2903	Herato1108	14102550	14102787	+	0	NA	Intergenic	Intergenic	7889	ID=evm.model.Herato1108.602.1-E1;Parent=evm.model.Herato1108.602.1								
4934	Herato1605	115781	115945	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.7-E2;Parent=evm.model.Herato1605.7)	-promoter-TSS (ID=evm.model.Herato1605.7-E2;Parent=evm.model.Herato1605.7)	-343	ID=evm.model.Herato1605.7-E2;Parent=evm.model.Herato1605.7								
2165	Herato1005	1096769	1096965	+	0	NA	Intergenic	Intergenic	-3246	ID=evm.model.Herato1005.70-E1;Parent=evm.model.Herato1005.70								
5096	Herato2001	5112913	5114138	+	0	NA	Intergenic	Intergenic	15152	ID=evm.model.Herato2001.171-E4;Parent=evm.model.Herato2001.171								
2347	Herato0401	794293	794522	+	0	NA	TTS (ID=evm.model.Herato0401.9-E2;Parent=evm.model.Herato0401.9)	-TTS (ID=evm.model.Herato0401.9-E2;Parent=evm.model.Herato0401.9)	696	ID=evm.model.Herato0401.9-E2;Parent=evm.model.Herato0401.9								
4310	Herato1603	2420779	2421175	+	0	NA	Intergenic	Intergenic	-9313	ID=evm.model.Herato1603.66-E3;Parent=evm.model.Herato1603.66								
777	Herato0701	9665230	9665584	+	0	NA	Intergenic	Intergenic	-1642	ID=evm.model.Herato0701.400-E1;Parent=evm.model.Herato0701.400								
5045	Herato0310	1823859	1824728	+	0	NA	Intergenic	Intergenic	-9985	ID=evm.model.Herato0310.43-E1;Parent=evm.model.Herato0310.43								
3609	Herato1703	1589684	1590034	+	0	NA	Intergenic	Intergenic	-9611	ID=evm.model.Herato1703.26-E1;Parent=evm.model.Herato1703.26								
2786	Herato1108	10074082	10074491	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.449-E4;Parent=evm.model.Herato1108.449)	-promoter-TSS (ID=evm.model.Herato1108.449-E4;Parent=evm.model.Herato1108.449)	-640	ID=evm.model.Herato1108.449-E4;Parent=evm.model.Herato1108.449								
5747	Herato0310	5181823	5182101	+	0	NA	Intergenic	Intergenic	1718	ID=evm.model.Herato0310.126-E4;Parent=evm.model.Herato0310.126								
3968	Herato1805	2950201	2950580	+	0	NA	Intergenic	Intergenic	20757	ID=evm.model.Herato1805.88-E39;Parent=evm.model.Herato1805.88								
1672	Herato0901	7621305	7621771	+	0	NA	Intergenic	Intergenic	25419	ID=evm.model.Herato0901.255-E1;Parent=evm.model.Herato0901.255								
2325	Herato1007	1986890	1987152	+	0	NA	Intergenic	Intergenic	-9613	ID=evm.model.Herato1007.84-E2;Parent=evm.model.Herato1007.84								
1685	Herato0901	7999442	7999750	+	0	NA	Intergenic	Intergenic	6409	ID=evm.model.Herato0901.260-E1;Parent=evm.model.Herato0901.260								
1891	Herato1001	2496998	2497520	+	0	NA	Intergenic	Intergenic	8175	ID=evm.model.Herato1001.93-E7;Parent=evm.model.Herato1001.93								
4924	Herato2001	587370	587833	+	0	NA	Intergenic	Intergenic	-2101	ID=evm.model.Herato2001.16-E3;Parent=evm.model.Herato2001.16								
3941	Herato1301	17544815	17545890	+	0	NA	Intergenic	Intergenic	-5641	ID=evm.model.Herato1301.619-E4;Parent=evm.model.Herato1301.619								
2768	Herato1904	6502116	6503002	+	0	NA	Intergenic	Intergenic	-2079	ID=evm.model.Herato1904.237.2-E3;Parent=evm.model.Herato1904.237.2								
562	Herato0701	2964486	2965220	+	0	NA	Intergenic	Intergenic	3649	ID=evm.model.Herato0701.163-E26;Parent=evm.model.Herato0701.163								
5203	Herato1703	841477	841853	+	0	NA	Intergenic	Intergenic	-2446	ID=evm.model.Herato1703.16-E5;Parent=evm.model.Herato1703.16								
2269	Herato1007	548268	548646	+	0	NA	Intergenic	Intergenic	16950	ID=evm.model.Herato1007.8.1-E2;Parent=evm.model.Herato1007.8.1								
1102	Herato1202	2056289	2056866	+	0	NA	Intergenic	Intergenic	12768	ID=evm.model.Herato1202.72-E2;Parent=evm.model.Herato1202.72								
183	Herato0606	1474345	1474498	+	0	NA	Intergenic	Intergenic	58232	ID=evm.model.Herato0606.50-E12;Parent=evm.model.Herato0606.50								
2544	Herato1108	3007245	3007453	+	0	NA	Intergenic	Intergenic	-2183	ID=evm.model.Herato1108.92-E2;Parent=evm.model.Herato1108.92								
1478	Herato0901	1350030	1350706	+	0	NA	Intergenic	Intergenic	12733	ID=evm.model.Herato0901.49-E12;Parent=evm.model.Herato0901.49								
2541	Herato1108	2962082	2962307	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.90-E1;Parent=evm.model.Herato1108.90)	-promoter-TSS (ID=evm.model.Herato1108.90-E1;Parent=evm.model.Herato1108.90)	43	ID=evm.model.Herato1108.90-E1;Parent=evm.model.Herato1108.90								
439	Herato1007	2734684	2735030	+	0	NA	Intergenic	Intergenic	-2076	ID=evm.model.Herato1007.97-E1;Parent=evm.model.Herato1007.97								
362	Herato1805	9181147	9181658	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.279-E5;Parent=evm.model.Herato1805.279)	-promoter-TSS (ID=evm.model.Herato1805.279-E5;Parent=evm.model.Herato1805.279)	596	ID=evm.model.Herato1805.279.2-E4;Parent=evm.model.Herato1805.279.2								
5846	Herato0310	1547936	1548428	+	0	NA	Intergenic	Intergenic	-35195	ID=evm.model.Herato0310.28-E1;Parent=evm.model.Herato0310.28								
1379	Herato1202	11977549	11978482	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.463-E10;Parent=evm.model.Herato1202.463)	-promoter-TSS (ID=evm.model.Herato1202.463-E10;Parent=evm.model.Herato1202.463)	-82	ID=evm.model.Herato1202.463-E10;Parent=evm.model.Herato1202.463								
2607	Herato1904	2183883	2184224	+	0	NA	TTS (ID=evm.model.Herato1904.78-E8;Parent=evm.model.Herato1904.78)	-TTS (ID=evm.model.Herato1904.78-E8;Parent=evm.model.Herato1904.78)	259	ID=evm.model.Herato1904.78.2-E8;Parent=evm.model.Herato1904.78.2								
3345	Herato0419	2203882	2204524	+	0	NA	Intergenic	Intergenic	8532	ID=evm.model.Herato0419.69-E1;Parent=evm.model.Herato0419.69								
4598	Herato1507	4710146	4710691	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.160-E8;Parent=evm.model.Herato1507.160)	-promoter-TSS (ID=evm.model.Herato1507.160-E8;Parent=evm.model.Herato1507.160)	49	ID=evm.model.Herato1507.160-E8;Parent=evm.model.Herato1507.160								
4839	Herato2001	4372011	4372268	+	0	NA	Intergenic	Intergenic	5846	ID=evm.model.Herato2001.143.3-E1;Parent=evm.model.Herato2001.143.3								
3798	Herato1301	11089824	11091764	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.440-E1;Parent=evm.model.Herato1301.440)	-promoter-TSS (ID=evm.model.Herato1301.440-E1;Parent=evm.model.Herato1301.440)	-342	ID=evm.model.Herato1301.440-E1;Parent=evm.model.Herato1301.440								
2496	Herato0101	17497663	17498075	+	0	NA	Intergenic	Intergenic	-6574	ID=evm.model.Herato0101.687-E1;Parent=evm.model.Herato0101.687								
407	Herato1007	1265249	1265853	+	0	NA	Intergenic	Intergenic	17662	ID=evm.model.Herato1007.47-E7;Parent=evm.model.Herato1007.47								
5351	Herato2001	14606708	14607437	+	0	NA	Intergenic	Intergenic	3055	ID=evm.model.Herato2001.570-E3;Parent=evm.model.Herato2001.570								
3686	Herato1411	646829	647367	+	0	NA	Intergenic	Intergenic	1852	ID=evm.model.Herato1411.17.1-E3;Parent=evm.model.Herato1411.17.1								
4374	Herato0215	825394	825688	+	0	NA	Intergenic	Intergenic	18544	ID=evm.model.Herato0215.27-E23;Parent=evm.model.Herato0215.27								
18	Herato1301	10545800	10546186	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.424-E3;Parent=evm.model.Herato1301.424)	-promoter-TSS (ID=evm.model.Herato1301.424-E3;Parent=evm.model.Herato1301.424)	-536	ID=evm.model.Herato1301.424-E3;Parent=evm.model.Herato1301.424								
376	Herato0606	8460938	8461496	+	0	NA	Intergenic	Intergenic	48327	ID=evm.model.Herato0606.268-E2;Parent=evm.model.Herato0606.268								
4511	Herato2101	16776972	16777247	+	0	NA	Intergenic	Intergenic	14552	ID=evm.model.Herato2101.517-E9;Parent=evm.model.Herato2101.517								
5826	Herato2001	1777634	1778855	+	0	NA	Intergenic	Intergenic	-8033	ID=evm.model.Herato2001.35-E1;Parent=evm.model.Herato2001.35								
1393	Herato1202	12635788	12636120	+	0	NA	Intergenic	Intergenic	4570	ID=evm.model.Herato1202.474-E5;Parent=evm.model.Herato1202.474								
1167	Herato0801	1241833	1242292	+	0	NA	Intergenic	Intergenic	-60253	ID=evm.model.Herato0801.20-E1;Parent=evm.model.Herato0801.20								
609	Herato0701	4545075	4545327	+	0	NA	Intergenic	Intergenic	30556	ID=evm.model.Herato0701.218-E6;Parent=evm.model.Herato0701.218								
5615	Herato1801	2978605	2979038	+	0	NA	Intergenic	Intergenic	7371	ID=evm.model.Herato1801.108.1-E2;Parent=evm.model.Herato1801.108.1								
5490	Herato0310	5035509	5036025	+	0	NA	Intergenic	Intergenic	-16570	ID=evm.model.Herato0310.123-E1;Parent=evm.model.Herato0310.123								
4790	Herato1605	1765621	1766114	+	0	NA	Intergenic	Intergenic	10321	ID=evm.model.Herato1605.54-E2;Parent=evm.model.Herato1605.54								
3652	Herato2101	510460	511748	+	0	NA	Intergenic	Intergenic	4011	ID=evm.model.Herato2101.27-E1;Parent=evm.model.Herato2101.27								
3373	Herato1301	19175897	19176327	+	0	NA	Intergenic	Intergenic	-9981	ID=evm.model.Herato1301.668.1-E1;Parent=evm.model.Herato1301.668.1								
5248	Herato1805	5765992	5766683	+	0	NA	Intergenic	Intergenic	48943	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
148	Herato0606	539743	540074	+	0	NA	Intergenic	Intergenic	-14151	ID=evm.model.Herato0606.18-E1;Parent=evm.model.Herato0606.18								
5567	Herato0501	203306	203571	+	0	NA	Intergenic	Intergenic	-17408	ID=evm.model.Herato0501.13.1-E1;Parent=evm.model.Herato0501.13.1								
1343	Herato1605	3602061	3602903	+	0	NA	Intergenic	Intergenic	-1552	ID=evm.model.Herato1605.106-E2;Parent=evm.model.Herato1605.106								
4948	Herato1605	616398	616590	+	0	NA	Intergenic	Intergenic	-22012	ID=evm.model.Herato1605.30-E1;Parent=evm.model.Herato1605.30								
2489	Herato0411	1059110	1059351	+	0	NA	Intergenic	Intergenic	-1254	ID=evm.model.Herato0411.18-E1;Parent=evm.model.Herato0411.18								
2655	Herato1904	3391950	3392144	+	0	NA	Intergenic	Intergenic	-16665	ID=evm.model.Herato1904.118-E1;Parent=evm.model.Herato1904.118								
726	Herato0701	8432668	8433746	+	0	NA	Intergenic	Intergenic	-15601	ID=evm.model.Herato0701.371-E1;Parent=evm.model.Herato0701.371								
2509	Herato1901	2250942	2251287	+	0	NA	Intergenic	Intergenic	-18759	ID=evm.model.Herato1901.66.1-E1;Parent=evm.model.Herato1901.66.1								
2955	Herato1601	2573330	2573681	+	0	NA	Intergenic	Intergenic	-1109	ID=evm.model.Herato1601.58-E1;Parent=evm.model.Herato1601.58								
2703	Herato1108	7806764	7807391	+	0	NA	Intergenic	Intergenic	34934	ID=evm.model.Herato1108.342-E1;Parent=evm.model.Herato1108.342								
4919	Herato1807	5183168	5183593	+	0	NA	Intergenic	Intergenic	-22659	ID=evm.model.Herato1807.127-E1;Parent=evm.model.Herato1807.127								
4210	Herato1605	2069205	2069911	+	0	NA	Intergenic	Intergenic	6900	ID=evm.model.Herato1605.64-E1;Parent=evm.model.Herato1605.64								
4110	Herato1805	7528689	7528936	+	0	NA	Intergenic	Intergenic	97192	ID=evm.model.Herato1805.226-E7;Parent=evm.model.Herato1805.226								
157	Herato0101	8762920	8763184	+	0	NA	Intergenic	Intergenic	-20330	ID=evm.model.Herato0101.261.5-E1;Parent=evm.model.Herato0101.261.5								
964	Herato0701	15609568	15609956	+	0	NA	Intergenic	Intergenic	1552	ID=evm.model.Herato0701.679.1-E1;Parent=evm.model.Herato0701.679.1								
2009	Herato1003	2385164	2385429	+	0	NA	Intergenic	Intergenic	-13358	ID=evm.model.Herato1003.74-E2;Parent=evm.model.Herato1003.74								
1909	Herato1001	4234095	4235408	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.137-E6;Parent=evm.model.Herato1001.137)	-promoter-TSS (ID=evm.model.Herato1001.137-E6;Parent=evm.model.Herato1001.137)	-913	ID=evm.model.Herato1001.137-E6;Parent=evm.model.Herato1001.137								
4192	Herato0204	984235	984608	+	0	NA	Intergenic	Intergenic	-17498	ID=evm.model.Herato0204.29-E1;Parent=evm.model.Herato0204.29								
