PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_shared_5thdown_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
908	Hmel201011	2564150	2565018	+	0	NA	Intergenic	Intergenic	-24684	ID=HMEL011985g1.t1-E1;Parent=HMEL011985g1.t1								
2580	Hmel201007	590718	591583	+	0	NA	promoter-TSS (ID=HMEL014538g1.t1-E1;Parent=HMEL014538g1.t1)	-promoter-TSS (ID=HMEL014538g1.t1-E1;Parent=HMEL014538g1.t1)	-670	ID=HMEL014538g1.t1-E1;Parent=HMEL014538g1.t1								
284	Hmel207011	244931	245318	+	0	NA	Intergenic	Intergenic	-12892	ID=HMEL007904g1.t1-E1;Parent=HMEL007904g1.t1								
1340	Hmel214008	310095	310780	+	0	NA	Intergenic	Intergenic	-101205	ID=HMEL008012g1.t1-E1;Parent=HMEL008012g1.t1								
903	Hmel211012	1460228	1460425	+	0	NA	Intergenic	Intergenic	-9014	ID=HMEL004913g1.t1-E1;Parent=HMEL004913g1.t1								
247	Hmel201009	2333094	2333558	+	0	NA	Intergenic	Intergenic	-1821	ID=HMEL017258g1.t1-E1;Parent=HMEL017258g1.t1								
165	Hmel207002	2036952	2037388	+	0	NA	Intergenic	Intergenic	17722	ID=HMEL037395g1.t1-E8;Parent=HMEL037395g1.t1								
289	Hmel207011	407699	408273	+	0	NA	TTS (ID=HMEL037571g1.t1-E4;Parent=HMEL037571g1.t1)	-TTS (ID=HMEL037571g1.t1-E4;Parent=HMEL037571g1.t1)	691	ID=HMEL037571g1.t1-E4;Parent=HMEL037571g1.t1								
2351	Hmel220009	544077	544299	+	0	NA	Intergenic	Intergenic	-11560	ID=HMEL035260g1.t1-E1;Parent=HMEL035260g1.t1								
729	Hmel210011	3410578	3410962	+	0	NA	Intergenic	Intergenic	-7910	ID=HMEL030897g1.t1-E1;Parent=HMEL030897g1.t1								
2119	Hmel219012	322838	323215	+	0	NA	Intergenic	Intergenic	-29130	ID=HMEL034766g1.t1-E1;Parent=HMEL034766g1.t1								
2	Hmel205022	575875	576221	+	0	NA	Intergenic	Intergenic	2725	ID=HMEL013056g1.t1-E2;Parent=HMEL013056g1.t1								
808	Hmel211004	1785045	1785630	+	0	NA	TTS (ID=HMEL031068g1.t1-E1;Parent=HMEL031068g1.t1)	-TTS (ID=HMEL031068g1.t1-E1;Parent=HMEL031068g1.t1)	550	ID=HMEL031068g1.t1-E3;Parent=HMEL031068g1.t1								
845	Hmel211009	571501	571806	+	0	NA	Intergenic	Intergenic	4857	ID=HMEL006541g1.t2-E12;Parent=HMEL006541g1.t2								
2125	Hmel219012	377963	378316	+	0	NA	Intergenic	Intergenic	-19726	ID=HMEL006034g1.t1-E1;Parent=HMEL006034g1.t1								
2553	Hmel204001	1264322	1264740	+	0	NA	Intergenic	Intergenic	-2513	ID=HMEL009715g1.t1-E2;Parent=HMEL009715g1.t1								
1847	Hmel218018	1024762	1025061	+	0	NA	Intergenic	Intergenic	-21229	ID=HMEL034360g1.t1-E1;Parent=HMEL034360g1.t1								
1231	Hmel213049	591463	592180	+	0	NA	Intergenic	Intergenic	22445	ID=HMEL032073g1.t1-E3;Parent=HMEL032073g1.t1								
1249	Hmel213055	119158	119860	+	0	NA	Intergenic	Intergenic	-3533	ID=HMEL032099g1.t1-E1;Parent=HMEL032099g1.t1								
147	Hmel207002	588462	589230	+	0	NA	Intergenic	Intergenic	-6266	ID=HMEL037354g1.t1-E1;Parent=HMEL037354g1.t1								
2446	Hmel221046	60400	60961	+	0	NA	promoter-TSS (ID=HMEL013041g1.t1-E2;Parent=HMEL013041g1.t1)	-promoter-TSS (ID=HMEL013041g1.t1-E2;Parent=HMEL013041g1.t1)	-318	ID=HMEL013041g1.t1-E2;Parent=HMEL013041g1.t1								
973	Hmel212001	3409027	3409588	+	0	NA	Intergenic	Intergenic	3536	ID=HMEL013208g1.t1-E6;Parent=HMEL013208g1.t1								
2569	Hmel204013	1236059	1236330	+	0	NA	Intergenic	Intergenic	-6573	ID=HMEL036411g1.t2-E3;Parent=HMEL036411g1.t2								
1046	Hmel212011	379355	381311	+	0	NA	exon (ID=HMEL012711g1.t1-E7;Parent=HMEL012711g1.t1, exon 1 of 1)	-exon (ID=HMEL012711g1.t1-E7;Parent=HMEL012711g1.t1, exon 1 of 1)	249	ID=HMEL012711g1.t1-E7;Parent=HMEL012711g1.t1								
1142	Hmel201019	1322167	1322883	+	0	NA	Intergenic	Intergenic	-4439	ID=HMEL003933g1.t1-E1;Parent=HMEL003933g1.t1								
2095	Hmel219005	363256	363462	+	0	NA	promoter-TSS (ID=HMEL009296g1.t1-E3;Parent=HMEL009296g1.t1)	-promoter-TSS (ID=HMEL009296g1.t1-E3;Parent=HMEL009296g1.t1)	-275	ID=HMEL009296g1.t1-E3;Parent=HMEL009296g1.t1								
1291	Hmel213067	671631	671892	+	0	NA	Intergenic	Intergenic	-74481	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
2601	Hmel205001	464726	465467	+	0	NA	Intergenic	Intergenic	9583	ID=HMEL010302g1.t1-E3;Parent=HMEL010302g1.t1								
2599	Hmel205001	342734	344097	+	0	NA	Intergenic	Intergenic	6596	ID=HMEL036595g1.t1-E2;Parent=HMEL036595g1.t1								
319	Hmel201009	2991880	2992541	+	0	NA	Intergenic	Intergenic	1293	ID=HMEL017200g1.t1-E1;Parent=HMEL017200g1.t1								
2571	Hmel204017	89757	89997	+	0	NA	Intergenic	Intergenic	5084	ID=HMEL036415g1.t2-E2;Parent=HMEL036415g1.t2								
1179	Hmel213020	1072104	1072330	+	0	NA	Intergenic	Intergenic	-14798	ID=HMEL031904g1.t1-E1;Parent=HMEL031904g1.t1								
1052	Hmel212011	775488	776017	+	0	NA	Intergenic	Intergenic	-3289	ID=HMEL031609g1.t1-E1;Parent=HMEL031609g1.t1								
1922	Hmel218018	6852516	6852946	+	0	NA	Intergenic	Intergenic	-8177	ID=HMEL015839g1.t1-E2;Parent=HMEL015839g1.t1								
735	Hmel210011	3700237	3700627	+	0	NA	Intergenic	Intergenic	23784	ID=HMEL015496g1.t1-E3;Parent=HMEL015496g1.t1								
1493	Hmel216009	336165	337174	+	0	NA	Intergenic	Intergenic	-8859	ID=HMEL033487g1.t1-E1;Parent=HMEL033487g1.t1								
2397	Hmel221001	2024245	2024552	+	0	NA	Intergenic	Intergenic	1238	ID=HMEL007282g1.t1-E2;Parent=HMEL007282g1.t1								
974	Hmel212001	3427559	3428015	+	0	NA	Intergenic	Intergenic	-4680	ID=HMEL013208g1.t1-E3;Parent=HMEL013208g1.t1								
2629	Hmel205012	587567	588304	+	0	NA	Intergenic	Intergenic	-1040	ID=HMEL007210g1.t1-E2;Parent=HMEL007210g1.t1								
1271	Hmel213065	560749	561223	+	0	NA	Intergenic	Intergenic	-10577	ID=HMEL032151g1.t1-E9;Parent=HMEL032151g1.t1								
1668	Hmel217004	4399518	4399922	+	0	NA	Intergenic	Intergenic	22799	ID=HMEL010081g1.t1-E6;Parent=HMEL010081g1.t1								
1715	Hmel218003	588034	588852	+	0	NA	Intergenic	Intergenic	-21209	ID=HMEL002053g1.t1-E1;Parent=HMEL002053g1.t1								
344	Hmel207028	284529	284960	+	0	NA	Intergenic	Intergenic	-4960	ID=HMEL037757g1.t1-E1;Parent=HMEL037757g1.t1								
1613	Hmel217004	1480336	1482000	+	0	NA	Intergenic	Intergenic	-12411	ID=HMEL033798g1.t1-E1;Parent=HMEL033798g1.t1								
2103	Hmel219009	109576	110045	+	0	NA	promoter-TSS (ID=HMEL034735g1.t1-E1;Parent=HMEL034735g1.t1)	-promoter-TSS (ID=HMEL034735g1.t1-E1;Parent=HMEL034735g1.t1)	-5	ID=HMEL034735g1.t1-E1;Parent=HMEL034735g1.t1								
636	Hmel210005	224674	224939	+	0	NA	Intergenic	Intergenic	-2750	ID=HMEL014120g4.t1-E1;Parent=HMEL014120g4.t1								
1710	Hmel217020	2436047	2436481	+	0	NA	Intergenic	Intergenic	-2050	ID=HMEL013462g1.t1-E1;Parent=HMEL013462g1.t1								
1406	Hmel214029	1332795	1333366	+	0	NA	promoter-TSS (ID=HMEL016112g1.t1-E1;Parent=HMEL016112g1.t1)	-promoter-TSS (ID=HMEL016112g1.t1-E1;Parent=HMEL016112g1.t1)	-275	ID=HMEL016112g1.t1-E1;Parent=HMEL016112g1.t1								
1104	Hmel212013	2397209	2397440	+	0	NA	Intergenic	Intergenic	9497	ID=HMEL031692g1.t1-E2;Parent=HMEL031692g1.t1								
2224	Hmel220003	2210621	2210845	+	0	NA	Intergenic	Intergenic	-9806	ID=HMEL012567g1.t1-E1;Parent=HMEL012567g1.t1								
1133	Hmel213004	1378476	1379804	+	0	NA	Intergenic	Intergenic	7646	ID=HMEL031783g1.t1-E2;Parent=HMEL031783g1.t1								
2421	Hmel221012	1997687	1999043	+	0	NA	Intergenic	Intergenic	-3948	ID=HMEL017925g1.t1-E1;Parent=HMEL017925g1.t1								
209	Hmel207002	5492620	5493297	+	0	NA	TTS (ID=HMEL005504g1.t1-E3;Parent=HMEL005504g1.t1)	-TTS (ID=HMEL005504g1.t1-E3;Parent=HMEL005504g1.t1)	355	ID=HMEL005504g1.t1-E3;Parent=HMEL005504g1.t1								
1905	Hmel218018	6497983	6498245	+	0	NA	Intergenic	Intergenic	-1193	ID=HMEL016322g1.t1-E2;Parent=HMEL016322g1.t1								
1118	Hmel212013	3251167	3252109	+	0	NA	Intergenic	Intergenic	-47119	ID=HMEL031706g1.t1-E1;Parent=HMEL031706g1.t1								
1575	Hmel217001	922193	922609	+	0	NA	Intergenic	Intergenic	9200	ID=HMEL017727g1.t1-E3;Parent=HMEL017727g1.t1								
117	Hmel201009	1099239	1099809	+	0	NA	Intergenic	Intergenic	3225	ID=HMEL003506g1.t1-E2;Parent=HMEL003506g1.t1								
2428	Hmel221012	2793853	2794760	+	0	NA	Intergenic	Intergenic	5901	ID=HMEL035614g1.t1-E2;Parent=HMEL035614g1.t1								
2207	Hmel220003	1562395	1563455	+	0	NA	Intergenic	Intergenic	-6194	ID=HMEL034999g1.t1-E1;Parent=HMEL034999g1.t1								
600	Hmel210004	3594141	3594713	+	0	NA	Intergenic	Intergenic	-4393	ID=HMEL011840g1.t1-E1;Parent=HMEL011840g1.t1								
80	Hmel201009	828832	829393	+	0	NA	Intergenic	Intergenic	7327	ID=HMEL013300g1.t1-E13;Parent=HMEL013300g1.t1								
336	Hmel207023	475149	476390	+	0	NA	Intergenic	Intergenic	-37086	ID=HMEL037742g1.t1-E1;Parent=HMEL037742g1.t1								
2472	Hmel203041	174458	174912	+	0	NA	Intergenic	Intergenic	9866	ID=HMEL036051g1.t1-E2;Parent=HMEL036051g1.t1								
457	Hmel209001	659579	660326	+	0	NA	Intergenic	Intergenic	26980	ID=HMEL038222g1.t1-E1;Parent=HMEL038222g1.t1								
1301	Hmel213069	93322	94020	+	0	NA	Intergenic	Intergenic	-10630	ID=HMEL032199g1.t1-E1;Parent=HMEL032199g1.t1								
821	Hmel201011	1969693	1969922	+	0	NA	Intergenic	Intergenic	-4167	ID=HMEL033063g1.t1-E1;Parent=HMEL033063g1.t1								
696	Hmel210011	1473352	1473612	+	0	NA	Intergenic	Intergenic	3079	ID=HMEL030855g1.t1-E1;Parent=HMEL030855g1.t1								
383	Hmel208021	565636	566582	+	0	NA	Intergenic	Intergenic	12557	ID=HMEL037960g1.t1-E2;Parent=HMEL037960g1.t1								
2532	Hmel203069	2059919	2060563	+	0	NA	promoter-TSS (ID=HMEL017403g1.t1-E3;Parent=HMEL017403g1.t1)	-promoter-TSS (ID=HMEL017403g1.t1-E3;Parent=HMEL017403g1.t1)	-507	ID=HMEL017403g1.t1-E3;Parent=HMEL017403g1.t1								
1873	Hmel218018	2926971	2927284	+	0	NA	Intergenic	Intergenic	-4490	ID=HMEL010069g1.t1-E1;Parent=HMEL010069g1.t1								
1721	Hmel218003	920907	921387	+	0	NA	Intergenic	Intergenic	3854	ID=HMEL001009g4.t1-E2;Parent=HMEL001009g4.t1								
2497	Hmel203067	388173	388534	+	0	NA	Intergenic	Intergenic	7445	ID=HMEL036138g1.t1-E1;Parent=HMEL036138g1.t1								
2179	Hmel220003	147380	148810	+	0	NA	Intergenic	Intergenic	-9467	ID=HMEL003909g1.t1-E1;Parent=HMEL003909g1.t1								
2172	Hmel219018	1051137	1052207	+	0	NA	Intergenic	Intergenic	-4218	ID=HMEL034905g1.t1-E1;Parent=HMEL034905g1.t1								
1431	Hmel215006	1370014	1370220	+	0	NA	Intergenic	Intergenic	-3097	ID=HMEL000026-RA-E12;Parent=HMEL000026-RA								
92	Hmel206009	3255681	3256128	+	0	NA	Intergenic	Intergenic	49280	ID=HMEL037053g1.t1-E1;Parent=HMEL037053g1.t1								
1489	Hmel216009	153332	153526	+	0	NA	Intergenic	Intergenic	12923	ID=HMEL010213g1.t1-E9;Parent=HMEL010213g1.t1								
1212	Hmel213044	628744	629610	+	0	NA	Intergenic	Intergenic	-23056	ID=HMEL032040g1.t1-E1;Parent=HMEL032040g1.t1								
2253	Hmel220005	766491	766613	+	0	NA	Intergenic	Intergenic	6554	ID=HMEL035060g1.t1-E1;Parent=HMEL035060g1.t1								
2433	Hmel221015	602014	602576	+	0	NA	promoter-TSS (ID=HMEL008470g1.t1-E5;Parent=HMEL008470g1.t1)	-promoter-TSS (ID=HMEL008470g1.t1-E5;Parent=HMEL008470g1.t1)	-232	ID=HMEL008470g1.t1-E5;Parent=HMEL008470g1.t1								
1805	Hmel218011	257764	258672	+	0	NA	Intergenic	Intergenic	-1827	ID=HMEL034333g1.t1-E1;Parent=HMEL034333g1.t1								
1727	Hmel218003	1472402	1473243	+	0	NA	Intergenic	Intergenic	21037	ID=HMEL003382g1.t1-E1;Parent=HMEL003382g1.t1								
1477	Hmel215047	1774043	1774413	+	0	NA	Intergenic	Intergenic	-28192	ID=HMEL032919g1.t1-E1;Parent=HMEL032919g1.t1								
1164	Hmel213013	250145	250424	+	0	NA	Intergenic	Intergenic	-4667	ID=HMEL015357g1.t1-E1;Parent=HMEL015357g1.t1								
505	Hmel209007	1646420	1647380	+	0	NA	Intergenic	Intergenic	-4129	ID=HMEL015712g1.t1-E3;Parent=HMEL015712g1.t1								
670	Hmel210009	375336	375811	+	0	NA	Intergenic	Intergenic	-24617	ID=HMEL005948g1.t1-E1;Parent=HMEL005948g1.t1								
1094	Hmel212013	1387770	1388290	+	0	NA	Intergenic	Intergenic	12053	ID=HMEL015316g1.t1-E3;Parent=HMEL015316g1.t1								
419	Hmel201009	4173633	4173778	+	0	NA	Intergenic	Intergenic	-4028	ID=HMEL030238g1.t1-E1;Parent=HMEL030238g1.t1								
2178	Hmel202006	5444554	5445469	+	0	NA	Intergenic	Intergenic	-13444	ID=HMEL033390g1.t1-E1;Parent=HMEL033390g1.t1								
995	Hmel212001	6244848	6245413	+	0	NA	Intergenic	Intergenic	-10348	ID=HMEL016387g1.t1-E1;Parent=HMEL016387g1.t1								
1225	Hmel213049	442547	443577	+	0	NA	promoter-TSS (ID=HMEL032071g1.t1-E1;Parent=HMEL032071g1.t1)	-promoter-TSS (ID=HMEL032071g1.t1-E1;Parent=HMEL032071g1.t1)	-228	ID=HMEL032071g1.t1-E1;Parent=HMEL032071g1.t1								
837	Hmel201011	2162105	2162566	+	0	NA	promoter-TSS (ID=HMEL011425g1.t1-E2;Parent=HMEL011425g1.t1)	-promoter-TSS (ID=HMEL011425g1.t1-E2;Parent=HMEL011425g1.t1)	-101	ID=HMEL011425g1.t1-E2;Parent=HMEL011425g1.t1								
2015	Hmel219003	3392176	3392524	+	0	NA	Intergenic	Intergenic	-8951	ID=HMEL006183g1.t1-E1;Parent=HMEL006183g1.t1								
290	Hmel207011	424837	425461	+	0	NA	TTS (ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1)	-TTS (ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1)	754	ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1								
625	Hmel210004	6724081	6725242	+	0	NA	Intergenic	Intergenic	-20237	ID=HMEL009657g1.t1-E1;Parent=HMEL009657g1.t1								
149	Hmel207002	606202	606666	+	0	NA	Intergenic	Intergenic	-2378	ID=HMEL009522g1.t1-E1;Parent=HMEL009522g1.t1								
712	Hmel210011	2666621	2666913	+	0	NA	promoter-TSS (ID=HMEL015940g1.t1-E4;Parent=HMEL015940g1.t1)	-promoter-TSS (ID=HMEL015940g1.t1-E4;Parent=HMEL015940g1.t1)	-1000	ID=HMEL015940g1.t1-E4;Parent=HMEL015940g1.t1								
210	Hmel207002	5741788	5742672	+	0	NA	promoter-TSS (ID=HMEL020746g1.t1-E5;Parent=HMEL020746g1.t1)	-promoter-TSS (ID=HMEL020746g1.t1-E5;Parent=HMEL020746g1.t1)	-89	ID=HMEL020746g1.t1-E5;Parent=HMEL020746g1.t1								
406	Hmel208046	58724	59678	+	0	NA	Intergenic	Intergenic	-6865	ID=HMEL038091g1.t1-E1;Parent=HMEL038091g1.t1								
2560	Hmel201007	290982	291252	+	0	NA	Intergenic	Intergenic	-12025	ID=HMEL030088g1.t1-E1;Parent=HMEL030088g1.t1								
2289	Hmel202006	6038887	6040099	+	0	NA	Intergenic	Intergenic	-23997	ID=HMEL004565g1.t1-E1;Parent=HMEL004565g1.t1								
2312	Hmel220005	4221045	4221276	+	0	NA	promoter-TSS (ID=HMEL035200g1.t1-E2;Parent=HMEL035200g1.t1)	-promoter-TSS (ID=HMEL035200g1.t1-E2;Parent=HMEL035200g1.t1)	451	ID=HMEL035200g1.t1-E1;Parent=HMEL035200g1.t1								
19	Hmel206006	450020	450447	+	0	NA	Intergenic	Intergenic	20258	ID=HMEL012148g1.t1-E2;Parent=HMEL012148g1.t1								
1030	Hmel212006	456976	457290	+	0	NA	Intergenic	Intergenic	5950	ID=HMEL031537g1.t1-E5;Parent=HMEL031537g1.t1								
365	Hmel208019	35210	35470	+	0	NA	Intergenic	Intergenic	27949	ID=HMEL013427g1.t1-E2;Parent=HMEL013427g1.t1								
763	Hmel201011	1198524	1199226	+	0	NA	Intergenic	Intergenic	13637	ID=HMEL033039g1.t1-E1;Parent=HMEL033039g1.t1								
2593	Hmel204017	2775869	2776214	+	0	NA	Intergenic	Intergenic	-1725	ID=HMEL022324g1.t1-E2;Parent=HMEL022324g1.t1								
2021	Hmel219003	3970397	3970590	+	0	NA	Intergenic	Intergenic	-10554	ID=HMEL013178g1.t1-E1;Parent=HMEL013178g1.t1								
1895	Hmel218018	6277321	6277763	+	0	NA	promoter-TSS (ID=HMEL034459g1.t1-E2;Parent=HMEL034459g1.t1)	-promoter-TSS (ID=HMEL034459g1.t1-E2;Parent=HMEL034459g1.t1)	60	ID=HMEL034459g1.t1-E2;Parent=HMEL034459g1.t1								
2038	Hmel219003	4655171	4656861	+	0	NA	promoter-TSS (ID=HMEL034652g1.t1-E3;Parent=HMEL034652g1.t1)	-promoter-TSS (ID=HMEL034652g1.t1-E3;Parent=HMEL034652g1.t1)	135	ID=HMEL034652g1.t1-E2;Parent=HMEL034652g1.t1								
570	Hmel210004	1092761	1093221	+	0	NA	Intergenic	Intergenic	-3899	ID=HMEL011109g1.t1-E2;Parent=HMEL011109g1.t1								
1880	Hmel218018	3797691	3798673	+	0	NA	Intergenic	Intergenic	-43815	ID=HMEL003237g1.t1-E1;Parent=HMEL003237g1.t1								
252	Hmel207002	6563468	6563661	+	0	NA	Intergenic	Intergenic	17130	ID=HMEL037500g1.t1-E9;Parent=HMEL037500g1.t1								
1159	Hmel213013	137468	137839	+	0	NA	Intergenic	Intergenic	10791	ID=HMEL015354g1.t1-E7;Parent=HMEL015354g1.t1								
883	Hmel211012	920949	921248	+	0	NA	Intergenic	Intergenic	-6191	ID=HMEL015092g1.t1-E1;Parent=HMEL015092g1.t1								
2048	Hmel219003	5131604	5131935	+	0	NA	Intergenic	Intergenic	-3501	ID=HMEL016896g1.t1-E2;Parent=HMEL016896g1.t1								
655	Hmel210005	810694	811814	+	0	NA	promoter-TSS (ID=HMEL030769g1.t1-E3;Parent=HMEL030769g1.t1)	-promoter-TSS (ID=HMEL030769g1.t1-E3;Parent=HMEL030769g1.t1)	-763	ID=HMEL030769g1.t1-E3;Parent=HMEL030769g1.t1								
421	Hmel201009	4182437	4184033	+	0	NA	Intergenic	Intergenic	2212	ID=HMEL030238g1.t1-E2;Parent=HMEL030238g1.t1								
1998	Hmel219003	1936282	1936620	+	0	NA	Intergenic	Intergenic	1446	ID=HMEL010669g1.t1-E4;Parent=HMEL010669g1.t1								
2332	Hmel220005	5484426	5484718	+	0	NA	Intergenic	Intergenic	2625	ID=HMEL009443g2.t1-E4;Parent=HMEL009443g2.t1								
1367	Hmel202004	961558	961937	+	0	NA	Intergenic	Intergenic	-7088	ID=HMEL007050g1.t1-E1;Parent=HMEL007050g1.t1								
271	Hmel207008	480196	480447	+	0	NA	Intergenic	Intergenic	4414	ID=HMEL007118g1.t1-E1;Parent=HMEL007118g1.t1								
1070	Hmel212011	1574719	1574862	+	0	NA	Intergenic	Intergenic	2515	ID=HMEL031620g1.t1-E2;Parent=HMEL031620g1.t1								
1024	Hmel212006	356132	357014	+	0	NA	Intergenic	Intergenic	6821	ID=HMEL031534g1.t1-E1;Parent=HMEL031534g1.t1								
491	Hmel209007	169329	170112	+	0	NA	Intergenic	Intergenic	-9499	ID=HMEL007495g1.t1-E3;Parent=HMEL007495g1.t1								
1863	Hmel218018	2571347	2572610	+	0	NA	Intergenic	Intergenic	-31615	ID=HMEL034392g1.t1-E1;Parent=HMEL034392g1.t1								
2463	Hmel201005	429596	430031	+	0	NA	TTS (ID=HMEL003400g1.t1-E1;Parent=HMEL003400g1.t1)	-TTS (ID=HMEL003400g1.t1-E1;Parent=HMEL003400g1.t1)	1121	ID=HMEL003400g1.t1-E1;Parent=HMEL003400g1.t1								
13	Hmel206006	361868	362811	+	0	NA	Intergenic	Intergenic	-61978	ID=HMEL036935g1.t1-E1;Parent=HMEL036935g1.t1								
2493	Hmel203049	79386	80166	+	0	NA	Intergenic	Intergenic	-4238	ID=HMEL036100g1.t1-E1;Parent=HMEL036100g1.t1								
105	Hmel201009	954339	954909	+	0	NA	Intergenic	Intergenic	38608	ID=HMEL030140g1.t1-E2;Parent=HMEL030140g1.t1								
1514	Hmel216011	684649	685030	+	0	NA	Intergenic	Intergenic	-6853	ID=HMEL011153g1.t1-E1;Parent=HMEL011153g1.t1								
840	Hmel211009	137097	137328	+	0	NA	Intergenic	Intergenic	-9205	ID=HMEL013079g1.t1-E2;Parent=HMEL013079g1.t1								
1647	Hmel217004	3116518	3117745	+	0	NA	promoter-TSS (ID=HMEL033829g1.t1-E2;Parent=HMEL033829g1.t1)	-promoter-TSS (ID=HMEL033829g1.t1-E2;Parent=HMEL033829g1.t1)	-177	ID=HMEL033829g1.t1-E2;Parent=HMEL033829g1.t1								
597	Hmel210004	3084166	3084900	+	0	NA	Intergenic	Intergenic	-3991	ID=HMEL006080g1.t1-E5;Parent=HMEL006080g1.t1								
2380	Hmel220014	670248	671167	+	0	NA	Intergenic	Intergenic	-2993	ID=HMEL014881g1.t2-E1;Parent=HMEL014881g1.t2								
111	Hmel206009	4307127	4307557	+	0	NA	Intergenic	Intergenic	15520	ID=HMEL016070g1.t1-E5;Parent=HMEL016070g1.t1								
1411	Hmel215006	64713	65016	+	0	NA	Intergenic	Intergenic	-9692	ID=HMEL020902g1.t1-E1;Parent=HMEL020902g1.t1								
408	Hmel208046	95230	95492	+	0	NA	Intergenic	Intergenic	-1025	ID=HMEL038092g1.t1-E5;Parent=HMEL038092g1.t1								
1480	Hmel215047	2238819	2239217	+	0	NA	Intergenic	Intergenic	-5046	ID=HMEL032926g1.t1-E1;Parent=HMEL032926g1.t1								
242	Hmel207002	6427706	6428148	+	0	NA	Intergenic	Intergenic	-22619	ID=HMEL037498g1.t1-E1;Parent=HMEL037498g1.t1								
559	Hmel210001	878616	878980	+	0	NA	Intergenic	Intergenic	-4574	ID=HMEL030588g1.t1-E1;Parent=HMEL030588g1.t1								
1588	Hmel217004	377451	377793	+	0	NA	Intergenic	Intergenic	3974	ID=HMEL007465g1.t1-E5;Parent=HMEL007465g1.t1								
32	Hmel206006	1920860	1921679	+	0	NA	Intergenic	Intergenic	4149	ID=HMEL036962g1.t1-E3;Parent=HMEL036962g1.t1								
443	Hmel208051	1739402	1739846	+	0	NA	Intergenic	Intergenic	1512	ID=HMEL038190g1.t1-E1;Parent=HMEL038190g1.t1								
2234	Hmel220003	2561248	2562407	+	0	NA	Intergenic	Intergenic	-1420	ID=HMEL012545g1.t1-E1;Parent=HMEL012545g1.t1								
1795	Hmel218011	56131	56590	+	0	NA	Intergenic	Intergenic	-1372	ID=HMEL015740g1.t1-E1;Parent=HMEL015740g1.t1								
580	Hmel210004	2017345	2017722	+	0	NA	promoter-TSS (ID=HMEL004236g1.t1-E3;Parent=HMEL004236g1.t1)	-promoter-TSS (ID=HMEL004236g1.t1-E3;Parent=HMEL004236g1.t1)	1	ID=HMEL004236g1.t1-E3;Parent=HMEL004236g1.t1								
2523	Hmel203069	456692	457304	+	0	NA	TTS (ID=HMEL008369g5.t1-E1;Parent=HMEL008369g5.t1)	-TTS (ID=HMEL008369g5.t1-E1;Parent=HMEL008369g5.t1)	1108	ID=HMEL008369g5.t1-E1;Parent=HMEL008369g5.t1								
1257	Hmel213062	861697	862154	+	0	NA	Intergenic	Intergenic	6323	ID=HMEL020073g1.t1-E1;Parent=HMEL020073g1.t1								
846	Hmel211009	572019	572705	+	0	NA	Intergenic	Intergenic	5566	ID=HMEL006541g1.t2-E12;Parent=HMEL006541g1.t2								
31	Hmel206006	1907997	1908375	+	0	NA	Intergenic	Intergenic	-7338	ID=HMEL036962g1.t1-E1;Parent=HMEL036962g1.t1								
1689	Hmel217018	550400	551074	+	0	NA	TTS (ID=HMEL033966g1.t1-E1;Parent=HMEL033966g1.t1)	-TTS (ID=HMEL033966g1.t1-E1;Parent=HMEL033966g1.t1)	191	ID=HMEL033966g1.t1-E1;Parent=HMEL033966g1.t1								
2307	Hmel220005	4094559	4094839	+	0	NA	promoter-TSS (ID=HMEL035193g1.t1-E1;Parent=HMEL035193g1.t1)	-promoter-TSS (ID=HMEL035193g1.t1-E1;Parent=HMEL035193g1.t1)	-669	ID=HMEL035193g1.t1-E1;Parent=HMEL035193g1.t1								
1861	Hmel218018	2513531	2513833	+	0	NA	Intergenic	Intergenic	-11140	ID=HMEL017830g1.t1-E1;Parent=HMEL017830g1.t1								
1296	Hmel213067	738024	738399	+	0	NA	Intergenic	Intergenic	-8031	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
1553	Hmel216013	323976	324295	+	0	NA	Intergenic	Intergenic	1216	ID=HMEL017538g1.t2-E2;Parent=HMEL017538g1.t2								
2161	Hmel219014	1871899	1872261	+	0	NA	promoter-TSS (ID=HMEL008055g1.t1-E2;Parent=HMEL008055g1.t1)	-promoter-TSS (ID=HMEL008055g1.t1-E2;Parent=HMEL008055g1.t1)	-402	ID=HMEL008055g1.t1-E2;Parent=HMEL008055g1.t1								
1303	Hmel213069	317122	317929	+	0	NA	Intergenic	Intergenic	1836	ID=HMEL007866g1.t1-E3;Parent=HMEL007866g1.t1								
