PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thdown.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1000	Herato0701	4414469	4415137	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.213-E1;Parent=evm.model.Herato0701.213)	-promoter-TSS (ID=evm.model.Herato0701.213-E1;Parent=evm.model.Herato0701.213)	97	ID=evm.model.Herato0701.213-E1;Parent=evm.model.Herato0701.213								
43	Herato0508	1330412	1331109	+	0	NA	Intergenic	Intergenic	-10283	ID=evm.model.Herato0508.60-E1;Parent=evm.model.Herato0508.60								
8410	Herato2001	11633875	11634180	+	0	NA	Intergenic	Intergenic	-3705	ID=evm.model.Herato2001.441.1-E2;Parent=evm.model.Herato2001.441.1								
6012	Herato1507	7279109	7279351	+	0	NA	Intergenic	Intergenic	7989	ID=evm.model.Herato1507.258-E10;Parent=evm.model.Herato1507.258								
2582	Herato1301	2683520	2683724	+	0	NA	Intergenic	Intergenic	17842	ID=evm.model.Herato1301.64-E1;Parent=evm.model.Herato1301.64								
6669	Herato1805	974522	975689	+	0	NA	Intergenic	Intergenic	2206	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
3502	Herato1408	3505871	3506746	+	0	NA	Intergenic	Intergenic	-1505	ID=evm.model.Herato1408.118-E1;Parent=evm.model.Herato1408.118								
7887	Herato0101	2909874	2910275	+	0	NA	Intergenic	Intergenic	-1616	ID=evm.model.Herato0101.93-E2;Parent=evm.model.Herato0101.93								
3955	Herato1108	6425279	6425569	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.272-E5;Parent=evm.model.Herato1108.272)	-promoter-TSS (ID=evm.model.Herato1108.272-E5;Parent=evm.model.Herato1108.272)	-407	ID=evm.model.Herato1108.272.1-E5;Parent=evm.model.Herato1108.272.1								
5367	Herato1705	2597386	2598113	+	0	NA	Intergenic	Intergenic	-2385	ID=evm.model.Herato1705.94.1-E1;Parent=evm.model.Herato1705.94.1								
193	Herato0601	3066710	3067587	+	0	NA	Intergenic	Intergenic	-60030	ID=evm.model.Herato0601.74-E1;Parent=evm.model.Herato0601.74								
288	Herato0606	1781512	1782106	+	0	NA	Intergenic	Intergenic	-12350	ID=evm.model.Herato0606.54-E3;Parent=evm.model.Herato0606.54								
119	Herato0601	1304097	1304895	+	0	NA	Intergenic	Intergenic	-15579	ID=evm.model.Herato0601.15-E2;Parent=evm.model.Herato0601.15								
4875	Herato1301	16762359	16762702	+	0	NA	Intergenic	Intergenic	51305	ID=evm.model.Herato1301.593-E13;Parent=evm.model.Herato1301.593								
7859	Herato1905	211673	211827	+	0	NA	Intergenic	Intergenic	-1514	ID=evm.model.Herato1905.11-E6;Parent=evm.model.Herato1905.11								
5227	Herato1701	10622962	10623752	+	0	NA	Intergenic	Intergenic	1428	ID=evm.model.Herato1701.365-E5;Parent=evm.model.Herato1701.365								
5954	Herato2001	10779277	10779851	+	0	NA	Intergenic	Intergenic	8220	ID=evm.model.Herato2001.420-E8;Parent=evm.model.Herato2001.420								
4730	Herato1301	12579274	12579507	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.488-E16;Parent=evm.model.Herato1301.488)	-promoter-TSS (ID=evm.model.Herato1301.488-E16;Parent=evm.model.Herato1301.488)	90	ID=evm.model.Herato1301.488-E16;Parent=evm.model.Herato1301.488								
7946	Herato2001	14495504	14495788	+	0	NA	Intergenic	Intergenic	-60033	ID=evm.model.Herato2001.568-E1;Parent=evm.model.Herato2001.568								
4438	Herato1202	3261032	3261289	+	0	NA	Intergenic	Intergenic	-15386	ID=evm.model.Herato1202.113.1-E3;Parent=evm.model.Herato1202.113.1								
8515	Herato2101	1655668	1656086	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.58.1-E1;Parent=evm.model.Herato2101.58.1)	-promoter-TSS (ID=evm.model.Herato2101.58.1-E1;Parent=evm.model.Herato2101.58.1)	-879	ID=evm.model.Herato2101.58.1-E1;Parent=evm.model.Herato2101.58.1								
2118	Herato0901	472265	472623	+	0	NA	Intergenic	Intergenic	-2931	ID=evm.model.Herato0901.21-E3;Parent=evm.model.Herato0901.21								
415	Herato1005	801561	802118	+	0	NA	Intergenic	Intergenic	2916	ID=evm.model.Herato1005.52-E1;Parent=evm.model.Herato1005.52								
4196	Herato1507	7770413	7770649	+	0	NA	Intergenic	Intergenic	6151	ID=evm.model.Herato1507.273-E5;Parent=evm.model.Herato1507.273								
3987	Herato1507	2057735	2058280	+	0	NA	Intergenic	Intergenic	2538	ID=evm.model.Herato1507.58-E2;Parent=evm.model.Herato1507.58								
2597	Herato0101	14854081	14854377	+	0	NA	Intergenic	Intergenic	-2623	ID=evm.model.Herato0101.531.1-E19;Parent=evm.model.Herato0101.531.1								
1292	Herato0101	11108175	11108399	+	0	NA	Intergenic	Intergenic	46007	ID=evm.model.Herato0101.317-E6;Parent=evm.model.Herato0101.317								
8370	Herato0503	7104801	7105196	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.258-E1;Parent=evm.model.Herato0503.258)	-promoter-TSS (ID=evm.model.Herato0503.258-E1;Parent=evm.model.Herato0503.258)	-812	ID=evm.model.Herato0503.258.1-E1;Parent=evm.model.Herato0503.258.1								
5441	Herato1708	1434362	1436049	+	0	NA	Intergenic	Intergenic	9810	ID=evm.model.Herato1708.80.1-E1;Parent=evm.model.Herato1708.80.1								
1356	Herato0701	10412382	10412551	+	0	NA	Intergenic	Intergenic	8539	ID=evm.model.Herato0701.433-E2;Parent=evm.model.Herato0701.433								
5208	Herato1301	447234	448251	+	0	NA	Intergenic	Intergenic	-1577	ID=evm.model.Herato1301.18.2-E10;Parent=evm.model.Herato1301.18.2								
1153	Herato0701	7718159	7718682	+	0	NA	Intergenic	Intergenic	1707	ID=evm.model.Herato0701.354-E3;Parent=evm.model.Herato0701.354								
1871	Herato1202	6962255	6962456	+	0	NA	Intergenic	Intergenic	-2007	ID=evm.model.Herato1202.279-E1;Parent=evm.model.Herato1202.279								
5209	Herato1301	576086	576622	+	0	NA	Intergenic	Intergenic	10672	ID=evm.model.Herato1301.19-E2;Parent=evm.model.Herato1301.19								
7843	Herato1701	6990980	6991380	+	0	NA	TTS (ID=evm.model.Herato1701.205-E1;Parent=evm.model.Herato1701.205)	-TTS (ID=evm.model.Herato1701.205-E1;Parent=evm.model.Herato1701.205)	887	ID=evm.model.Herato1701.205-E1;Parent=evm.model.Herato1701.205								
4463	Herato1603	645470	646246	+	0	NA	TTS (ID=evm.model.Herato1603.125-E2;Parent=evm.model.Herato1603.125)	-TTS (ID=evm.model.Herato1603.125-E2;Parent=evm.model.Herato1603.125)	1129	ID=evm.model.Herato1603.125-E2;Parent=evm.model.Herato1603.125								
2795	Herato1001	4656869	4657568	+	0	NA	Intergenic	Intergenic	-37232	ID=evm.model.Herato1001.160-E1;Parent=evm.model.Herato1001.160								
8517	Herato0503	117885	118153	+	0	NA	Intergenic	Intergenic	-19708	ID=novel_model_51-E1;Parent=novel_model_51								
4830	Herato1701	601851	602467	+	0	NA	Intergenic	Intergenic	-32009	ID=evm.model.Herato1701.25.1-E1;Parent=evm.model.Herato1701.25.1								
8123	Herato0310	3399700	3400122	+	0	NA	Intergenic	Intergenic	-1839	ID=evm.model.Herato0310.73-E9;Parent=evm.model.Herato0310.73								
3912	Herato1108	5273676	5275033	+	0	NA	TTS (ID=evm.model.Herato1108.229-E3;Parent=evm.model.Herato1108.229)	-TTS (ID=evm.model.Herato1108.229-E3;Parent=evm.model.Herato1108.229)	420	ID=evm.model.Herato1108.229-E3;Parent=evm.model.Herato1108.229								
6500	Herato2101	9050121	9050260	+	0	NA	Intergenic	Intergenic	-62068	ID=evm.model.Herato2101.309-E1;Parent=evm.model.Herato2101.309								
6637	Herato0411	6177484	6177699	+	0	NA	Intergenic	Intergenic	-6437	ID=evm.model.Herato0411.145-E1;Parent=evm.model.Herato0411.145								
784	Herato1007	3471606	3471812	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.128-E1;Parent=evm.model.Herato1007.128)	-promoter-TSS (ID=evm.model.Herato1007.128-E1;Parent=evm.model.Herato1007.128)	-551	ID=evm.model.Herato1007.128-E1;Parent=evm.model.Herato1007.128								
7601	Herato2101	17032527	17033475	+	0	NA	Intergenic	Intergenic	-20246	ID=evm.model.Herato2101.521-E5;Parent=evm.model.Herato2101.521								
6300	Herato1807	2581415	2581920	+	0	NA	Intergenic	Intergenic	-29826	ID=evm.model.Herato1807.50.1-E4;Parent=evm.model.Herato1807.50.1								
1844	Herato0801	4374307	4375467	+	0	NA	Intergenic	Intergenic	-3758	ID=evm.model.Herato0801.93-E3;Parent=evm.model.Herato0801.93								
5765	Herato1805	1322411	1322925	+	0	NA	TTS (ID=evm.model.Herato1805.66-E6;Parent=evm.model.Herato1805.66)	-TTS (ID=evm.model.Herato1805.66-E6;Parent=evm.model.Herato1805.66)	812	ID=evm.model.Herato1805.66-E6;Parent=evm.model.Herato1805.66								
7186	Herato0401	1130064	1130207	+	0	NA	Intergenic	Intergenic	6122	ID=evm.model.Herato0401.20-E1;Parent=evm.model.Herato0401.20								
762	Herato0101	9883331	9883788	+	0	NA	Intergenic	Intergenic	-20539	ID=evm.model.Herato0101.288-E1;Parent=evm.model.Herato0101.288								
4619	Herato1202	7423209	7423440	+	0	NA	Intergenic	Intergenic	10251	ID=evm.model.Herato1202.295-E6;Parent=evm.model.Herato1202.295								
5281	Herato1703	1082809	1082990	+	0	NA	Intergenic	Intergenic	-5635	ID=evm.model.Herato1703.48-E1;Parent=evm.model.Herato1703.48								
6118	Herato1805	9040387	9040689	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.269-E2;Parent=evm.model.Herato1805.269)	-promoter-TSS (ID=evm.model.Herato1805.269-E2;Parent=evm.model.Herato1805.269)	-620	ID=evm.model.Herato1805.269-E2;Parent=evm.model.Herato1805.269								
5708	Herato1301	14569826	14570141	+	0	NA	Intergenic	Intergenic	-3654	ID=evm.model.Herato1301.551.2-E5;Parent=evm.model.Herato1301.551.2								
2205	Herato1701	4237006	4237486	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.98-E10;Parent=evm.model.Herato1701.98)	-promoter-TSS (ID=evm.model.Herato1701.98-E10;Parent=evm.model.Herato1701.98)	239	ID=evm.model.Herato1701.98-E9;Parent=evm.model.Herato1701.98								
8071	Herato2001	5346232	5346782	+	0	NA	Intergenic	Intergenic	-1823	ID=evm.model.Herato2001.184-E3;Parent=evm.model.Herato2001.184								
7965	Herato2001	685260	686266	+	0	NA	Intergenic	Intergenic	-13319	ID=evm.model.Herato2001.17-E1;Parent=evm.model.Herato2001.17								
8292	Herato2101	3755763	3755937	+	0	NA	Intergenic	Intergenic	-8886	ID=evm.model.Herato2101.125-E1;Parent=evm.model.Herato2101.125								
6349	Herato2001	5831379	5832008	+	0	NA	Intergenic	Intergenic	-1890	ID=evm.model.Herato2001.202.8-E15;Parent=evm.model.Herato2001.202.8								
7593	Herato1805	1614884	1615449	+	0	NA	Intergenic	Intergenic	18027	ID=evm.model.Herato1805.68-E1;Parent=evm.model.Herato1805.68								
22	Herato0101	7993605	7993835	+	0	NA	Intergenic	Intergenic	3694	ID=evm.model.Herato0101.239-E8;Parent=evm.model.Herato0101.239								
205	Herato0101	1549209	1550063	+	0	NA	Intergenic	Intergenic	6729	ID=evm.model.Herato0101.39.4-E1;Parent=evm.model.Herato0101.39.4								
3296	Herato1301	22180536	22180867	+	0	NA	TTS (ID=evm.model.Herato1301.752-E4;Parent=evm.model.Herato1301.752)	-TTS (ID=evm.model.Herato1301.752-E4;Parent=evm.model.Herato1301.752)	134	ID=evm.model.Herato1301.752.1-E4;Parent=evm.model.Herato1301.752.1								
5730	Herato1301	15147724	15148102	+	0	NA	Intergenic	Intergenic	-2389	ID=evm.model.Herato1301.561.5-E1;Parent=evm.model.Herato1301.561.5								
2681	Herato1301	5601197	5602655	+	0	NA	TTS (ID=evm.model.Herato1301.199-E1;Parent=evm.model.Herato1301.199)	-TTS (ID=evm.model.Herato1301.199-E1;Parent=evm.model.Herato1301.199)	691	ID=evm.model.Herato1301.199-E1;Parent=evm.model.Herato1301.199								
8013	Herato0310	9348063	9348419	+	0	NA	Intergenic	Intergenic	1775	ID=evm.model.Herato0310.285.3-E1;Parent=evm.model.Herato0310.285.3								
1260	Herato0701	8967709	8968554	+	0	NA	Intergenic	Intergenic	67028	ID=evm.model.Herato0701.375-E9;Parent=evm.model.Herato0701.375								
8636	Herato2001	3821392	3821928	+	0	NA	Intergenic	Intergenic	13130	ID=evm.model.Herato2001.129.1-E10;Parent=evm.model.Herato2001.129.1								
874	Herato0701	1354577	1356289	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.54-E5;Parent=evm.model.Herato0701.54)	-promoter-TSS (ID=evm.model.Herato0701.54-E5;Parent=evm.model.Herato0701.54)	-486	ID=evm.model.Herato0701.54-E5;Parent=evm.model.Herato0701.54								
1708	Herato0701	18839981	18840873	+	0	NA	Intergenic	Intergenic	19726	ID=evm.model.Herato0701.761-E10;Parent=evm.model.Herato0701.761								
2220	Herato0901	2947569	2947736	+	0	NA	Intergenic	Intergenic	17206	ID=evm.model.Herato0901.87-E1;Parent=evm.model.Herato0901.87								
2528	Herato0901	11059117	11059523	+	0	NA	Intergenic	Intergenic	3194	ID=evm.model.Herato0901.329.1-E1;Parent=evm.model.Herato0901.329.1								
1591	Herato1507	10581481	10581713	+	0	NA	Intergenic	Intergenic	36378	ID=novel_model_192-E1;Parent=novel_model_192								
8043	Herato1910	414261	415178	+	0	NA	Intergenic	Intergenic	-16451	ID=evm.model.Herato1910.40-E2;Parent=evm.model.Herato1910.40								
1677	Herato0101	12005399	12006225	+	0	NA	Intergenic	Intergenic	39268	ID=evm.model.Herato0101.380-E6;Parent=evm.model.Herato0101.380								
2174	Herato1202	15417094	15418256	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.589-E4;Parent=evm.model.Herato1202.589)	-promoter-TSS (ID=evm.model.Herato1202.589-E4;Parent=evm.model.Herato1202.589)	-137	ID=evm.model.Herato1202.589-E4;Parent=evm.model.Herato1202.589								
1320	Herato0101	11156868	11157306	+	0	NA	Intergenic	Intergenic	7115	ID=evm.model.Herato0101.318-E19;Parent=evm.model.Herato0101.318								
8417	Herato0411	1939508	1940361	+	0	NA	Intergenic	Intergenic	-1839	ID=evm.model.Herato0411.35-E1;Parent=evm.model.Herato0411.35								
7814	Herato0310	3383976	3385298	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.70-E4;Parent=evm.model.Herato0310.70)	-promoter-TSS (ID=evm.model.Herato0310.70-E4;Parent=evm.model.Herato0310.70)	188	ID=evm.model.Herato0310.70-E3;Parent=evm.model.Herato0310.70								
8561	Herato2001	12022070	12022472	+	0	NA	Intergenic	Intergenic	6568	ID=evm.model.Herato2001.462-E4;Parent=evm.model.Herato2001.462								
1026	Herato1108	2703403	2703854	+	0	NA	Intergenic	Intergenic	7411	ID=evm.model.Herato1108.79-E1;Parent=evm.model.Herato1108.79								
5606	Herato1411	6031151	6031740	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.214.1_evm.model.Herato1411.216_evm.model.Herato1411.214_evm.model.Herato1411.215-E9;Parent=evm.model.Herato1411.214.1_evm.model.Herato1411.216_evm.model.Herato1411.214_evm.model.Herato1411.215)	-promoter-TSS (ID=evm.model.Herato1411.214.1_evm.model.Herato1411.216_evm.model.Herato1411.214_evm.model.Herato1411.215-E9;Parent=evm.model.Herato1411.214.1_evm.model.Herato1411.216_evm.model.Herato1411.214_evm.model.Herato1411.215)	-835	ID=evm.model.Herato1411.214.1_evm.model.Herato1411.216_evm.model.Herato1411.214_evm.model.Herato1411.215-E9;Parent=evm.model.Herato1411.214.1_evm.model.Herato1411.216_evm.model.Herato1411.214_evm.model.Herato1411.215								
1390	Herato0701	10940300	10941426	+	0	NA	Intergenic	Intergenic	-1006	ID=evm.model.Herato0701.468-E10;Parent=evm.model.Herato0701.468								
8521	Herato1904	2782495	2782844	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.92.1-E10;Parent=evm.model.Herato1904.92.1)	-promoter-TSS (ID=evm.model.Herato1904.92.1-E10;Parent=evm.model.Herato1904.92.1)	9	ID=evm.model.Herato1904.92.1-E10;Parent=evm.model.Herato1904.92.1								
3544	Herato1007	2967177	2967989	+	0	NA	Intergenic	Intergenic	44868	ID=evm.model.Herato1007.106-E3;Parent=evm.model.Herato1007.106								
1469	Herato0701	12346665	12347283	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.576-E1;Parent=evm.model.Herato0701.576)	-promoter-TSS (ID=evm.model.Herato0701.576-E1;Parent=evm.model.Herato0701.576)	-698	ID=evm.model.Herato0701.576-E1;Parent=evm.model.Herato0701.576								
4674	Herato1202	8960505	8961361	+	0	NA	Intergenic	Intergenic	-1926	ID=evm.model.Herato1202.364-E1;Parent=evm.model.Herato1202.364								
1268	Herato0101	11067961	11068490	+	0	NA	Intergenic	Intergenic	5945	ID=evm.model.Herato0101.317-E6;Parent=evm.model.Herato0101.317								
1977	Herato0821	315987	316224	+	0	NA	Intergenic	Intergenic	-10341	ID=evm.model.Herato0821.19-E1;Parent=evm.model.Herato0821.19								
2023	Herato0821	1851978	1852730	+	0	NA	Intergenic	Intergenic	-3607	ID=evm.model.Herato0821.68-E4;Parent=evm.model.Herato0821.68								
4387	Herato1202	2252611	2253802	+	0	NA	TTS (ID=evm.model.Herato1202.78-E4;Parent=evm.model.Herato1202.78)	-TTS (ID=evm.model.Herato1202.78-E4;Parent=evm.model.Herato1202.78)	1026	ID=evm.model.Herato1202.78.3-E4;Parent=evm.model.Herato1202.78.3								
8331	Herato0215	1427505	1427791	+	0	NA	Intergenic	Intergenic	-4206	ID=evm.model.Herato0215.47.1-E2;Parent=evm.model.Herato0215.47.1								
3445	Herato1007	1268229	1268427	+	0	NA	Intergenic	Intergenic	14885	ID=evm.model.Herato1007.47-E7;Parent=evm.model.Herato1007.47								
1669	Herato0701	17950798	17951358	+	0	NA	Intergenic	Intergenic	19151	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
1825	Herato0801	4130913	4131269	+	0	NA	Intergenic	Intergenic	-21169	ID=evm.model.Herato0801.87-E3;Parent=evm.model.Herato0801.87								
1285	Herato0101	11097381	11097890	+	0	NA	Intergenic	Intergenic	35355	ID=evm.model.Herato0101.317-E6;Parent=evm.model.Herato0101.317								
6401	Herato0405	339782	340455	+	0	NA	Intergenic	Intergenic	3488	ID=evm.model.Herato0405.17-E1;Parent=evm.model.Herato0405.17								
7335	Herato1605	93001	93753	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.5-E3;Parent=evm.model.Herato1605.5)	-promoter-TSS (ID=evm.model.Herato1605.5-E3;Parent=evm.model.Herato1605.5)	-162	ID=evm.model.Herato1605.5-E3;Parent=evm.model.Herato1605.5								
3757	Herato1108	2168450	2168926	+	0	NA	Intergenic	Intergenic	-6044	ID=evm.model.Herato1108.66-E1;Parent=evm.model.Herato1108.66								
1959	Herato0807	105812	106493	+	0	NA	Intergenic	Intergenic	13019	ID=evm.model.Herato0807.1-E9;Parent=evm.model.Herato0807.1								
1242	Herato0701	8876522	8876657	+	0	NA	Intergenic	Intergenic	-124286	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
1874	Herato1202	7042903	7043502	+	0	NA	exon (ID=evm.model.Herato1202.282-E4;Parent=evm.model.Herato1202.282, exon 1 of 1)	-exon (ID=evm.model.Herato1202.282-E4;Parent=evm.model.Herato1202.282, exon 1 of 1)	263	ID=evm.model.Herato1202.282-E4;Parent=evm.model.Herato1202.282								
3542	Herato1007	2899344	2899751	+	0	NA	Intergenic	Intergenic	2608	ID=evm.model.Herato1007.105-E4;Parent=evm.model.Herato1007.105								
6619	Herato2001	5217582	5218000	+	0	NA	Intergenic	Intergenic	-2313	ID=evm.model.Herato2001.177-E1;Parent=evm.model.Herato2001.177								
519	Herato0606	5864310	5864557	+	0	NA	Intergenic	Intergenic	-2000	ID=evm.model.Herato0606.202.2-E1;Parent=evm.model.Herato0606.202.2								
5070	Herato1202	17498240	17499203	+	0	NA	Intergenic	Intergenic	11207	ID=evm.model.Herato1202.713-E1;Parent=evm.model.Herato1202.713								
6383	Herato1807	4248224	4248477	+	0	NA	Intergenic	Intergenic	4948	ID=evm.model.Herato1807.90-E1;Parent=evm.model.Herato1807.90								
4092	Herato0208	169076	169316	+	0	NA	Intergenic	Intergenic	74030	ID=evm.model.Herato0208.7-E8;Parent=evm.model.Herato0208.7								
2451	Herato1202	20626554	20627254	+	0	NA	Intergenic	Intergenic	-12694	ID=evm.model.Herato1202.828-E1;Parent=evm.model.Herato1202.828								
8621	Herato2101	5873725	5873968	+	0	NA	Intergenic	Intergenic	-9333	ID=evm.model.Herato2101.203-E1;Parent=evm.model.Herato2101.203								
7059	Herato1601	1575053	1575894	+	0	NA	Intergenic	Intergenic	32838	ID=evm.model.Herato1601.50.1-E3;Parent=evm.model.Herato1601.50.1								
5466	Herato1301	7357070	7357545	+	0	NA	Intergenic	Intergenic	3494	ID=evm.model.Herato1301.282.1-E4;Parent=evm.model.Herato1301.282.1								
3337	Herato0101	16527807	16528585	+	0	NA	Intergenic	Intergenic	4616	ID=evm.model.Herato0101.644.1.1-E9;Parent=evm.model.Herato0101.644.1.1								
1274	Herato1108	6866451	6866669	+	0	NA	Intergenic	Intergenic	-10723	ID=evm.model.Herato1108.303-E1;Parent=evm.model.Herato1108.303								
5119	Herato1202	18745828	18746579	+	0	NA	Intergenic	Intergenic	8914	ID=evm.model.Herato1202.758-E1;Parent=evm.model.Herato1202.758								
110	Herato1003	1185489	1185866	+	0	NA	Intergenic	Intergenic	3367	ID=evm.model.Herato1003.41-E1;Parent=evm.model.Herato1003.41								
4861	Herato1202	13288304	13289260	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.501-E1;Parent=evm.model.Herato1202.501)	-promoter-TSS (ID=evm.model.Herato1202.501-E1;Parent=evm.model.Herato1202.501)	-70	ID=evm.model.Herato1202.501-E1;Parent=evm.model.Herato1202.501								
8215	Herato1801	2100902	2101431	+	0	NA	Intergenic	Intergenic	-14239	ID=evm.model.Herato1801.88.1-E4;Parent=evm.model.Herato1801.88.1								
8139	Herato1904	601463	602257	+	0	NA	Intergenic	Intergenic	-14456	ID=evm.model.Herato1904.21-E1;Parent=evm.model.Herato1904.21								
2210	Herato0901	2627357	2627494	+	0	NA	Intergenic	Intergenic	5505	ID=evm.model.Herato0901.78-E1;Parent=evm.model.Herato0901.78								
2658	Herato1001	530768	531547	+	0	NA	Intergenic	Intergenic	16800	ID=evm.model.Herato1001.27-E12;Parent=evm.model.Herato1001.27								
8778	Herato0503	4395422	4395729	+	0	NA	Intergenic	Intergenic	89940	ID=evm.model.Herato0503.130-E12;Parent=evm.model.Herato0503.130								
8112	Herato1807	4231878	4232193	+	0	NA	Intergenic	Intergenic	-8970	ID=evm.model.Herato1807.90.1-E2;Parent=evm.model.Herato1807.90.1								
6309	Herato1807	2856387	2856631	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.58-E1;Parent=evm.model.Herato1807.58)	-promoter-TSS (ID=evm.model.Herato1807.58-E1;Parent=evm.model.Herato1807.58)	-50	ID=evm.model.Herato1807.58-E1;Parent=evm.model.Herato1807.58								
