PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thup.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5538	Hmel220003	934351	934755	+	0	NA	TTS (ID=HMEL017007g1.t1-E4;Parent=HMEL017007g1.t1)	-TTS (ID=HMEL017007g1.t1-E4;Parent=HMEL017007g1.t1)	196	ID=HMEL017007g1.t1-E4;Parent=HMEL017007g1.t1								
2249	Hmel209007	2095560	2095979	+	0	NA	Intergenic	Intergenic	-15778	ID=HMEL008474g1.t1-E1;Parent=HMEL008474g1.t1								
3353	Hmel213004	597848	598519	+	0	NA	Intergenic	Intergenic	57666	ID=HMEL020366g1.t1-E10;Parent=HMEL020366g1.t1								
5678	Hmel220005	2154343	2156253	+	0	NA	Intergenic	Intergenic	-4517	ID=HMEL035129g1.t1-E1;Parent=HMEL035129g1.t1								
2423	Hmel210004	5932702	5932921	+	0	NA	Intergenic	Intergenic	10348	ID=HMEL009013g1.t2-E1;Parent=HMEL009013g1.t2								
1605	Hmel207002	2196980	2197336	+	0	NA	TTS (ID=HMEL037397g1.t1-E2;Parent=HMEL037397g1.t1)	-TTS (ID=HMEL037397g1.t1-E2;Parent=HMEL037397g1.t1)	632	ID=HMEL037397g1.t1-E2;Parent=HMEL037397g1.t1								
663	Hmel203033	337597	338061	+	0	NA	Intergenic	Intergenic	2027	ID=HMEL009870g1.t1-E1;Parent=HMEL009870g1.t1								
4301	Hmel216009	270741	271397	+	0	NA	Intergenic	Intergenic	3849	ID=HMEL033486g1.t1-E2;Parent=HMEL033486g1.t1								
2431	Hmel210004	6461775	6462053	+	0	NA	Intergenic	Intergenic	-17130	ID=HMEL009642g1.t1-E1;Parent=HMEL009642g1.t1								
5050	Hmel218018	3620570	3620878	+	0	NA	TTS (ID=HMEL003250g1.t1-E4;Parent=HMEL003250g1.t1)	-TTS (ID=HMEL003250g1.t1-E4;Parent=HMEL003250g1.t1)	786	ID=HMEL003250g1.t1-E4;Parent=HMEL003250g1.t1								
1945	Hmel208017	311751	312018	+	0	NA	Intergenic	Intergenic	-5360	ID=HMEL012181g1.t1-E1;Parent=HMEL012181g1.t1								
4326	Hmel216009	1289080	1289253	+	0	NA	Intergenic	Intergenic	4991	ID=HmelUGT33X3-E4;Parent=HmelUGT33X3								
969	Hmel204019	433760	434104	+	0	NA	Intergenic	Intergenic	-2434	ID=HMEL009841g1.t1-E2;Parent=HMEL009841g1.t1								
5184	Hmel219002	62991	64156	+	0	NA	promoter-TSS (ID=HMEL003232g1.t1-E2;Parent=HMEL003232g1.t1)	-promoter-TSS (ID=HMEL003232g1.t1-E2;Parent=HMEL003232g1.t1)	328	ID=HMEL003232g1.t1-E1;Parent=HMEL003232g1.t1								
5802	Hmel220017	609081	609285	+	0	NA	Intergenic	Intergenic	-5139	ID=HMEL020608g1.t1-E1;Parent=HMEL020608g1.t1								
4295	Hmel216008	43332	43830	+	0	NA	Intergenic	Intergenic	27592	ID=HMEL033483g1.t1-E1;Parent=HMEL033483g1.t1								
1946	Hmel208017	313389	314719	+	0	NA	Intergenic	Intergenic	-7530	ID=HMEL012181g1.t1-E1;Parent=HMEL012181g1.t1								
2276	Hmel209007	3712515	3712654	+	0	NA	Intergenic	Intergenic	17824	ID=HMEL013703g1.t1-E5;Parent=HMEL013703g1.t1								
4207	Hmel215048	346898	347309	+	0	NA	promoter-TSS (ID=HMEL032968g1.t1-E1;Parent=HMEL032968g1.t1)	-promoter-TSS (ID=HMEL032968g1.t1-E1;Parent=HMEL032968g1.t1)	-550	ID=HMEL032968g1.t1-E1;Parent=HMEL032968g1.t1								
4089	Hmel215032	65187	65914	+	0	NA	Intergenic	Intergenic	-12384	ID=HMEL016290g1.t1-E1;Parent=HMEL016290g1.t1								
1501	Hmel206012	1030230	1030682	+	0	NA	Intergenic	Intergenic	2008	ID=HMEL008647g1.t1-E2;Parent=HMEL008647g1.t1								
4808	Hmel218003	462327	463311	+	0	NA	Intergenic	Intergenic	-16085	ID=HMEL034211g1.t1-E1;Parent=HMEL034211g1.t1								
549	Hmel202006	4458999	4459503	+	0	NA	promoter-TSS (ID=HMEL014039g1.t1-E8;Parent=HMEL014039g1.t1)	-promoter-TSS (ID=HMEL014039g1.t1-E8;Parent=HMEL014039g1.t1)	-122	ID=HMEL014039g1.t1-E8;Parent=HMEL014039g1.t1								
3465	Hmel213020	167943	168462	+	0	NA	TTS (ID=HMEL031876g1.t1-E1;Parent=HMEL031876g1.t1)	-TTS (ID=HMEL031876g1.t1-E1;Parent=HMEL031876g1.t1)	280	ID=HMEL031876g1.t1-E2;Parent=HMEL031876g1.t1								
3629	Hmel213051	150970	151397	+	0	NA	promoter-TSS (ID=HMEL032086g1.t1-E2;Parent=HMEL032086g1.t1)	-promoter-TSS (ID=HMEL032086g1.t1-E2;Parent=HMEL032086g1.t1)	144	ID=HMEL032086g1.t1-E1;Parent=HMEL032086g1.t1								
6127	Hmel221045	33232	33557	+	0	NA	Intergenic	Intergenic	-4507	ID=HMEL035805g1.t1-E1;Parent=HMEL035805g1.t1								
5501	Hmel219020	16405	17115	+	0	NA	promoter-TSS (ID=HMEL004490g1.t1-E3;Parent=HMEL004490g1.t1)	-promoter-TSS (ID=HMEL004490g1.t1-E3;Parent=HMEL004490g1.t1)	144	ID=HMEL004490g1.t1-E2;Parent=HMEL004490g1.t1								
3930	Hmel214024	447322	447540	+	0	NA	promoter-TSS (ID=HMEL032521g1.t1-E78;Parent=HMEL032521g1.t1)	-promoter-TSS (ID=HMEL032521g1.t1-E78;Parent=HMEL032521g1.t1)	152	ID=HMEL032521g1.t1-E77;Parent=HMEL032521g1.t1								
946	Hmel204017	1976065	1977188	+	0	NA	Intergenic	Intergenic	6382	ID=HMEL014388g1.t1-E10;Parent=HMEL014388g1.t1								
2644	Hmel210011	4223655	4224891	+	0	NA	Intergenic	Intergenic	-1700	ID=HMEL009088g1.t2-E1;Parent=HMEL009088g1.t2								
1361	Hmel206009	762633	763464	+	0	NA	Intergenic	Intergenic	-17409	ID=HMEL017101g1.t1-E1;Parent=HMEL017101g1.t1								
6063	Hmel221019	21690	22328	+	0	NA	Intergenic	Intergenic	-3888	ID=HMEL010547g1.t1-E1;Parent=HMEL010547g1.t1								
5811	Hmel220017	920186	920779	+	0	NA	Intergenic	Intergenic	-9245	ID=HMEL035367g1.t1-E1;Parent=HMEL035367g1.t1								
3864	Hmel214012	173472	173660	+	0	NA	Intergenic	Intergenic	-8008	ID=HMEL032415g1.t1-E1;Parent=HMEL032415g1.t1								
3155	Hmel212004	249007	249666	+	0	NA	Intergenic	Intergenic	-4375	ID=HMEL018011g1.t1-E1;Parent=HMEL018011g1.t1								
5079	Hmel218018	4944798	4945689	+	0	NA	Intergenic	Intergenic	-9918	ID=HMEL004586g1.t1-E1;Parent=HMEL004586g1.t1								
3773	Hmel213071	892646	892845	+	0	NA	Intergenic	Intergenic	-9239	ID=HMEL032258g1.t1-E1;Parent=HMEL032258g1.t1								
5025	Hmel218018	2452421	2453344	+	0	NA	Intergenic	Intergenic	-2894	ID=HMEL017833g1.t1-E5;Parent=HMEL017833g1.t1								
3280	Hmel212013	1656909	1657536	+	0	NA	Intergenic	Intergenic	-2325	ID=HMEL031676g1.t1-E1;Parent=HMEL031676g1.t1								
1465	Hmel206009	4309391	4309988	+	0	NA	Intergenic	Intergenic	17387	ID=HMEL037084g1.t1-E20;Parent=HMEL037084g1.t1								
2990	Hmel212001	388915	389462	+	0	NA	Intergenic	Intergenic	-10975	ID=HMEL031328g1.t1-E1;Parent=HMEL031328g1.t1								
1397	Hmel206009	1535859	1536142	+	0	NA	Intergenic	Intergenic	3235	ID=HMEL016779g1.t1-E4;Parent=HMEL016779g1.t1								
3678	Hmel213062	951869	952542	+	0	NA	Intergenic	Intergenic	-19416	ID=HMEL032123g1.t1-E2;Parent=HMEL032123g1.t1								
941	Hmel204017	1482606	1483061	+	0	NA	promoter-TSS (ID=HMEL007431g1.t1-E1;Parent=HMEL007431g1.t1)	-promoter-TSS (ID=HMEL007431g1.t1-E1;Parent=HMEL007431g1.t1)	-203	ID=HMEL007431g1.t1-E1;Parent=HMEL007431g1.t1								
6051	Hmel221015	800852	801375	+	0	NA	Intergenic	Intergenic	7343	ID=HMEL035660g1.t1-E2;Parent=HMEL035660g1.t1								
583	Hmel202006	6041223	6041494	+	0	NA	Intergenic	Intergenic	-22132	ID=HMEL004565g1.t1-E1;Parent=HMEL004565g1.t1								
4848	Hmel218003	1869676	1870478	+	0	NA	Intergenic	Intergenic	-38043	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
3436	Hmel213013	60599	61179	+	0	NA	promoter-TSS (ID=HMEL031836g1.t1-E5;Parent=HMEL031836g1.t1)	-promoter-TSS (ID=HMEL031836g1.t1-E5;Parent=HMEL031836g1.t1)	-98	ID=HMEL031836g1.t1-E5;Parent=HMEL031836g1.t1								
5063	Hmel218018	4113745	4114439	+	0	NA	Intergenic	Intergenic	4532	ID=HMEL006067g1.t2-E4;Parent=HMEL006067g1.t2								
1869	Hmel207023	500463	500936	+	0	NA	Intergenic	Intergenic	-12156	ID=HMEL037742g1.t1-E1;Parent=HMEL037742g1.t1								
3190	Hmel212009	203724	204001	+	0	NA	Intergenic	Intergenic	8661	ID=HMEL031554g1.t1-E1;Parent=HMEL031554g1.t1								
591	Hmel202006	6231693	6233483	+	0	NA	Intergenic	Intergenic	1960	ID=HMEL033409g1.t1-E4;Parent=HMEL033409g1.t1								
2304	Hmel209007	5055051	5055290	+	0	NA	Intergenic	Intergenic	2079	ID=HMEL014901g1.t1-E1;Parent=HMEL014901g1.t1								
3846	Hmel214008	2162402	2162632	+	0	NA	promoter-TSS (ID=HMEL006361g2.t1-E10;Parent=HMEL006361g2.t1)	-promoter-TSS (ID=HMEL006361g2.t1-E10;Parent=HMEL006361g2.t1)	254	ID=HMEL006361g2.t1-E9;Parent=HMEL006361g2.t1								
3481	Hmel213020	911643	912020	+	0	NA	promoter-TSS (ID=HMEL031897g1.t1-E10;Parent=HMEL031897g1.t1)	-promoter-TSS (ID=HMEL031897g1.t1-E10;Parent=HMEL031897g1.t1)	-100	ID=HMEL031897g1.t1-E9;Parent=HMEL031897g1.t1								
2804	Hmel211004	851107	851304	+	0	NA	Intergenic	Intergenic	-1779	ID=HMEL031040g1.t1-E1;Parent=HMEL031040g1.t1								
2341	Hmel210001	1344767	1345063	+	0	NA	promoter-TSS (ID=HMEL017339g3.t1-E3;Parent=HMEL017339g3.t1)	-promoter-TSS (ID=HMEL017339g3.t1-E3;Parent=HMEL017339g3.t1)	-287	ID=HMEL017339g3.t1-E3;Parent=HMEL017339g3.t1								
3583	Hmel213044	379690	379948	+	0	NA	promoter-TSS (ID=HMEL008552g1.t1-E2;Parent=HMEL008552g1.t1)	-promoter-TSS (ID=HMEL008552g1.t1-E2;Parent=HMEL008552g1.t1)	-881	ID=HMEL008552g1.t1-E2;Parent=HMEL008552g1.t1								
4078	Hmel215029	358269	358444	+	0	NA	promoter-TSS (ID=HMEL005395g1.t1-E10;Parent=HMEL005395g1.t1)	-promoter-TSS (ID=HMEL005395g1.t1-E10;Parent=HMEL005395g1.t1)	94	ID=HMEL005395g1.t1-E10;Parent=HMEL005395g1.t1								
5123	Hmel218018	7198466	7198880	+	0	NA	Intergenic	Intergenic	-1637	ID=HMEL034476g1.t1-E2;Parent=HMEL034476g1.t1								
4149	Hmel215047	438808	439211	+	0	NA	Intergenic	Intergenic	3601	ID=HMEL032868g1.t1-E1;Parent=HMEL032868g1.t1								
4990	Hmel218018	685632	686026	+	0	NA	promoter-TSS (ID=HMEL016239g1.t1-E4;Parent=HMEL016239g1.t1)	-promoter-TSS (ID=HMEL016239g1.t1-E4;Parent=HMEL016239g1.t1)	-456	ID=HMEL016239g1.t1-E4;Parent=HMEL016239g1.t1								
102	Hmel201008	14145	14593	+	0	NA	Intergenic	Intergenic	-1974	ID=HMEL002949g1.t1-E3;Parent=HMEL002949g1.t1								
1920	Hmel208014	452967	453355	+	0	NA	Intergenic	Intergenic	-1025	ID=HMEL037863g1.t1-E1;Parent=HMEL037863g1.t1								
3827	Hmel214008	1129494	1129814	+	0	NA	Intergenic	Intergenic	-2496	ID=HMEL008097g2.t1-E1;Parent=HMEL008097g2.t1								
5157	Hmel218018	8247622	8248208	+	0	NA	Intergenic	Intergenic	-10313	ID=HMEL009223g1.t1-E1;Parent=HMEL009223g1.t1								
4589	Hmel217004	815044	815527	+	0	NA	promoter-TSS (ID=HMEL033781g1.t1-E7;Parent=HMEL033781g1.t1)	-promoter-TSS (ID=HMEL033781g1.t1-E7;Parent=HMEL033781g1.t1)	-42	ID=HMEL033781g1.t1-E7;Parent=HMEL033781g1.t1								
2992	Hmel212001	393949	394270	+	0	NA	Intergenic	Intergenic	-6054	ID=HMEL031328g1.t1-E1;Parent=HMEL031328g1.t1								
5414	Hmel219014	2538177	2538760	+	0	NA	Intergenic	Intergenic	-2961	ID=HMEL016421g1.t1-E3;Parent=HMEL016421g1.t1								
4942	Hmel218007	1483933	1484110	+	0	NA	promoter-TSS (ID=HMEL003258g1.t1-E7;Parent=HMEL003258g1.t1)	-promoter-TSS (ID=HMEL003258g1.t1-E7;Parent=HMEL003258g1.t1)	47	ID=HMEL003258g1.t1-E7;Parent=HMEL003258g1.t1								
2639	Hmel210011	4062259	4063097	+	0	NA	Intergenic	Intergenic	-1630	ID=HMEL009095g1.t1-E1;Parent=HMEL009095g1.t1								
4227	Hmel216001	752357	752929	+	0	NA	Intergenic	Intergenic	9329	ID=HMEL032986g1.t1-E1;Parent=HMEL032986g1.t1								
3483	Hmel213020	922390	923195	+	0	NA	Intergenic	Intergenic	-3250	ID=HMEL031897g1.t2-E1;Parent=HMEL031897g1.t2								
1218	Hmel205024	11325	12141	+	0	NA	promoter-TSS (ID=HMEL013723g1.t1-E3;Parent=HMEL013723g1.t1)	-promoter-TSS (ID=HMEL013723g1.t1-E3;Parent=HMEL013723g1.t1)	-668	ID=HMEL013723g1.t1-E3;Parent=HMEL013723g1.t1								
4409	Hmel216012	156195	156495	+	0	NA	Intergenic	Intergenic	-13789	ID=HMEL011490g1.t1-E1;Parent=HMEL011490g1.t1								
2398	Hmel210004	4565772	4566064	+	0	NA	Intergenic	Intergenic	-1257	ID=HMEL018077g4.t1-E2;Parent=HMEL018077g4.t1								
5036	Hmel218018	2576951	2577280	+	0	NA	Intergenic	Intergenic	-36752	ID=HMEL034392g1.t1-E1;Parent=HMEL034392g1.t1								
259	Hmel201011	1004468	1006943	+	0	NA	promoter-TSS (ID=HMEL033034g1.t1-E1;Parent=HMEL033034g1.t1)	-promoter-TSS (ID=HMEL033034g1.t1-E1;Parent=HMEL033034g1.t1)	-748	ID=HMEL033034g1.t1-E1;Parent=HMEL033034g1.t1								
6194	Hmel215006	1767	2756	+	0	NA	TTS (ID=HMEL013368g1.t1-E1;Parent=HMEL013368g1.t1)	-TTS (ID=HMEL013368g1.t1-E1;Parent=HMEL013368g1.t1)	674	ID=HMEL013368g1.t1-E2;Parent=HMEL013368g1.t1								
5290	Hmel219003	4413427	4414428	+	0	NA	Intergenic	Intergenic	-1763	ID=HMEL013150g1.t1-E2;Parent=HMEL013150g1.t1								
1625	Hmel207002	3620866	3621116	+	0	NA	Intergenic	Intergenic	-23143	ID=HMEL037431g1.t1-E1;Parent=HMEL037431g1.t1								
163	Hmel201009	1913074	1913462	+	0	NA	Intergenic	Intergenic	4640	ID=HMEL015812g1.t1-E2;Parent=HMEL015812g1.t1								
4070	Hmel215028	984285	984438	+	0	NA	Intergenic	Intergenic	1272	ID=HMEL021630g1.t1-E8;Parent=HMEL021630g1.t1								
3898	Hmel214019	898607	898894	+	0	NA	Intergenic	Intergenic	-1498	ID=HMEL032470g1.t1-E3;Parent=HMEL032470g1.t1								
1106	Hmel205014	191097	191335	+	0	NA	Intergenic	Intergenic	-12706	ID=HMEL015047g1.t1-E1;Parent=HMEL015047g1.t1								
1836	Hmel207021	2117420	2117731	+	0	NA	Intergenic	Intergenic	-3568	ID=HMEL013370g2.t1-E2;Parent=HMEL013370g2.t1								
1531	Hmel206019	2040568	2041149	+	0	NA	promoter-TSS (ID=HMEL010784g3.t1-E4;Parent=HMEL010784g3.t1)	-promoter-TSS (ID=HMEL010784g3.t1-E4;Parent=HMEL010784g3.t1)	-360	ID=HMEL010784g3.t1-E4;Parent=HMEL010784g3.t1								
2731	Hmel211002	23863	24154	+	0	NA	Intergenic	Intergenic	10213	ID=HMEL030983g1.t1-E2;Parent=HMEL030983g1.t1								
5160	Hmel218018	8367810	8368425	+	0	NA	Intergenic	Intergenic	-22274	ID=HMEL009225g1.t1-E1;Parent=HMEL009225g1.t1								
3976	Hmel214029	939437	939685	+	0	NA	promoter-TSS (ID=HMEL032615g1.t1-E1;Parent=HMEL032615g1.t1)	-promoter-TSS (ID=HMEL032615g1.t1-E1;Parent=HMEL032615g1.t1)	61	ID=HMEL032615g1.t1-E1;Parent=HMEL032615g1.t1								
2929	Hmel211012	280673	281104	+	0	NA	Intergenic	Intergenic	-1369	ID=HMEL010344g1.t2-E2;Parent=HMEL010344g1.t2								
5640	Hmel220005	744396	745437	+	0	NA	Intergenic	Intergenic	-12638	ID=HMEL035059g1.t1-E1;Parent=HMEL035059g1.t1								
5681	Hmel220005	2446036	2446270	+	0	NA	Intergenic	Intergenic	2790	ID=HMEL012111g1.t1-E2;Parent=HMEL012111g1.t1								
2738	Hmel211002	59800	60448	+	0	NA	Intergenic	Intergenic	-8373	ID=HMEL015339g1.t1-E1;Parent=HMEL015339g1.t1								
1333	Hmel206007	300604	301436	+	0	NA	TTS (ID=HMEL006755g1.t1-E2;Parent=HMEL006755g1.t1)	-TTS (ID=HMEL006755g1.t1-E2;Parent=HMEL006755g1.t1)	415	ID=HMEL006755g1.t1-E2;Parent=HMEL006755g1.t1								
5629	Hmel220005	580340	580519	+	0	NA	Intergenic	Intergenic	7410	ID=HMEL035054g1.t1-E2;Parent=HMEL035054g1.t1								
5179	Hmel218019	506004	506784	+	0	NA	Intergenic	Intergenic	10798	ID=HMEL002955g3.t1-E4;Parent=HMEL002955g3.t1								
5447	Hmel219018	514433	514808	+	0	NA	Intergenic	Intergenic	-14715	ID=HMEL034884g1.t1-E1;Parent=HMEL034884g1.t1								
2770	Hmel211002	1732202	1732610	+	0	NA	Intergenic	Intergenic	-5512	ID=HMEL010885g2.t2-E3;Parent=HMEL010885g2.t2								
3859	Hmel214010	242099	242568	+	0	NA	Intergenic	Intergenic	8901	ID=HMEL032396g1.t1-E5;Parent=HMEL032396g1.t1								
6165	Hmel206009	311295	311932	+	0	NA	Intergenic	Intergenic	-6476	ID=HMEL008895g2.t1-E1;Parent=HMEL008895g2.t1								
3087	Hmel212001	3091715	3092209	+	0	NA	Intergenic	Intergenic	-30833	ID=HMEL031380g1.t1-E1;Parent=HMEL031380g1.t1								
6208	Hmel217001	1366165	1367198	+	0	NA	Intergenic	Intergenic	-9219	ID=HMEL009707g1.t1-E1;Parent=HMEL009707g1.t1								
442	Hmel202004	1979681	1980528	+	0	NA	Intergenic	Intergenic	2895	ID=HMEL015546g1.t1-E8;Parent=HMEL015546g1.t1								
5524	Hmel220003	544112	545215	+	0	NA	Intergenic	Intergenic	-8437	ID=HMEL034983g1.t1-E1;Parent=HMEL034983g1.t1								
4044	Hmel215006	1930257	1931680	+	0	NA	TTS (ID=HMEL002914g1.t1-E1;Parent=HMEL002914g1.t1)	-TTS (ID=HMEL002914g1.t1-E1;Parent=HMEL002914g1.t1)	171	ID=HMEL002914g1.t1-E2;Parent=HMEL002914g1.t1								
4492	Hmel216016	189203	189887	+	0	NA	promoter-TSS (ID=HMEL011803g1.t1-E1;Parent=HMEL011803g1.t1)	-promoter-TSS (ID=HMEL011803g1.t1-E1;Parent=HMEL011803g1.t1)	-376	ID=HMEL011803g1.t1-E1;Parent=HMEL011803g1.t1								
2156	Hmel209005	715826	716780	+	0	NA	Intergenic	Intergenic	-5932	ID=HMEL003706g1.t1-E1;Parent=HMEL003706g1.t1								
1577	Hmel207002	1436499	1436993	+	0	NA	Intergenic	Intergenic	-1564	ID=HMEL011228g1.t1-E1;Parent=HMEL011228g1.t1								
1572	Hmel207002	1358840	1359058	+	0	NA	promoter-TSS (ID=HMEL037390g1.t1-E3;Parent=HMEL037390g1.t1)	-promoter-TSS (ID=HMEL037390g1.t1-E3;Parent=HMEL037390g1.t1)	-519	ID=HMEL037390g1.t1-E3;Parent=HMEL037390g1.t1								
2851	Hmel211004	2631120	2631523	+	0	NA	promoter-TSS (ID=HMEL011747g1.t1-E1;Parent=HMEL011747g1.t1)	-promoter-TSS (ID=HMEL011747g1.t1-E1;Parent=HMEL011747g1.t1)	-147	ID=HMEL011747g1.t1-E1;Parent=HMEL011747g1.t1								
886	Hmel204003	564040	565234	+	0	NA	Intergenic	Intergenic	2231	ID=HMEL008037g1.t1-E2;Parent=HMEL008037g1.t1								
4984	Hmel218018	361770	362297	+	0	NA	Intergenic	Intergenic	125108	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
4733	Hmel217018	1326316	1326591	+	0	NA	Intergenic	Intergenic	-9755	ID=HMEL002936g1.t1-E1;Parent=HMEL002936g1.t1								
2835	Hmel211004	1747200	1747424	+	0	NA	Intergenic	Intergenic	-1143	ID=HMEL015169g1.t1-E1;Parent=HMEL015169g1.t1								
1329	Hmel206007	289561	289948	+	0	NA	Intergenic	Intergenic	2865	ID=HMEL006755g1.t1-E1;Parent=HMEL006755g1.t1								
3728	Hmel213068	25978	26878	+	0	NA	Intergenic	Intergenic	-5990	ID=HMEL021035g1.t1-E1;Parent=HMEL021035g1.t1								
5440	Hmel219016	247305	247545	+	0	NA	TTS (ID=HMEL034863g1.t1-E1;Parent=HMEL034863g1.t1)	-TTS (ID=HMEL034863g1.t1-E1;Parent=HMEL034863g1.t1)	797	ID=HMEL034863g1.t1-E1;Parent=HMEL034863g1.t1								
5562	Hmel220003	1287625	1288394	+	0	NA	Intergenic	Intergenic	-11734	ID=HMEL017017g1.t1-E1;Parent=HMEL017017g1.t1								
4186	Hmel215047	1350474	1350874	+	0	NA	Intergenic	Intergenic	-3505	ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1								
3568	Hmel213037	73904	74126	+	0	NA	Intergenic	Intergenic	-3689	ID=HMEL008085g1.t1-E1;Parent=HMEL008085g1.t1								
5642	Hmel220005	807724	808345	+	0	NA	Intergenic	Intergenic	-1343	ID=HMEL035063g1.t1-E3;Parent=HMEL035063g1.t1								
3243	Hmel212013	75822	76066	+	0	NA	TTS (ID=HMEL017593g1.t1-E1;Parent=HMEL017593g1.t1)	-TTS (ID=HMEL017593g1.t1-E1;Parent=HMEL017593g1.t1)	644	ID=HMEL017593g1.t1-E2;Parent=HMEL017593g1.t1								
3777	Hmel213071	1191130	1191370	+	0	NA	promoter-TSS (ID=HMEL007392g1.t1-E3;Parent=HMEL007392g1.t1)	-promoter-TSS (ID=HMEL007392g1.t1-E3;Parent=HMEL007392g1.t1)	45	ID=HMEL007392g1.t1-E3;Parent=HMEL007392g1.t1								
320	Hmel201011	2810469	2811021	+	0	NA	promoter-TSS (ID=HMEL033087g1.t1-E1;Parent=HMEL033087g1.t1)	-promoter-TSS (ID=HMEL033087g1.t1-E1;Parent=HMEL033087g1.t1)	-561	ID=HMEL033087g1.t1-E1;Parent=HMEL033087g1.t1								
5663	Hmel220005	1613321	1613570	+	0	NA	promoter-TSS (ID=HMEL035092g1.t1-E31;Parent=HMEL035092g1.t1)	-promoter-TSS (ID=HMEL035092g1.t1-E31;Parent=HMEL035092g1.t1)	124	ID=HMEL035092g1.t1-E30;Parent=HMEL035092g1.t1								
3528	Hmel213029	124988	125620	+	0	NA	exon (ID=HMEL031986g1.t2-E2;Parent=HMEL031986g1.t2, exon 1 of 1)	-exon (ID=HMEL031986g1.t2-E2;Parent=HMEL031986g1.t2, exon 1 of 1)	126	ID=HMEL031986g1.t2-E2;Parent=HMEL031986g1.t2								
3756	Hmel213071	10990	11647	+	0	NA	Intergenic	Intergenic	-2429	ID=HMEL010717g1.t1-E3;Parent=HMEL010717g1.t1								
811	Hmel203069	1919256	1919905	+	0	NA	Intergenic	Intergenic	1808	ID=HMEL017410g1.t1-E2;Parent=HMEL017410g1.t1								
6184	Hmel212013	2625540	2625974	+	0	NA	promoter-TSS (ID=HMEL012631g3.t1-E1;Parent=HMEL012631g3.t1)	-promoter-TSS (ID=HMEL012631g3.t1-E1;Parent=HMEL012631g3.t1)	-829	ID=HMEL012631g3.t1-E1;Parent=HMEL012631g3.t1								
465	Hmel202006	703210	705038	+	0	NA	Intergenic	Intergenic	2043	ID=HMEL010193g1.t1-E1;Parent=HMEL010193g1.t1								
249	Hmel201011	534810	535539	+	0	NA	Intergenic	Intergenic	-1191	ID=HMEL015640g1.t1-E1;Parent=HMEL015640g1.t1								
1612	Hmel207002	2375378	2375648	+	0	NA	Intergenic	Intergenic	-8251	ID=HMEL037401g1.t1-E1;Parent=HMEL037401g1.t1								
819	Hmel203069	2400792	2401025	+	0	NA	Intergenic	Intergenic	2324	ID=HMEL036268g1.t1-E1;Parent=HMEL036268g1.t1								
5280	Hmel219003	3969173	3969631	+	0	NA	Intergenic	Intergenic	-11645	ID=HMEL013178g1.t1-E1;Parent=HMEL013178g1.t1								
1177	Hmel205017	629728	630178	+	0	NA	Intergenic	Intergenic	1315	ID=HMEL009767g2.t1-E3;Parent=HMEL009767g2.t1								
1189	Hmel205020	331446	331696	+	0	NA	Intergenic	Intergenic	7671	ID=HMEL036792g1.t1-E2;Parent=HMEL036792g1.t1								
3680	Hmel213062	976059	976225	+	0	NA	promoter-TSS (ID=HMEL032123g1.t1-E4;Parent=HMEL032123g1.t1)	-promoter-TSS (ID=HMEL032123g1.t1-E4;Parent=HMEL032123g1.t1)	-477	ID=HMEL032123g1.t1-E4;Parent=HMEL032123g1.t1								
1748	Hmel207015	29127	29409	+	0	NA	Intergenic	Intergenic	-78649	ID=HMEL037636g1.t1-E1;Parent=HMEL037636g1.t1								
2127	Hmel209001	1417195	1417416	+	0	NA	Intergenic	Intergenic	-4236	ID=HMEL007620g1.t1-E1;Parent=HMEL007620g1.t1								
858	Hmel204001	1795697	1795955	+	0	NA	promoter-TSS (ID=HMEL016536g1.t1-E2;Parent=HMEL016536g1.t1)	-promoter-TSS (ID=HMEL016536g1.t1-E2;Parent=HMEL016536g1.t1)	-782	ID=HMEL016536g1.t1-E2;Parent=HMEL016536g1.t1								
3768	Hmel213071	545143	546231	+	0	NA	Intergenic	Intergenic	-56991	ID=HMEL005620g1.t1-E1;Parent=HMEL005620g1.t1								
5131	Hmel218018	7312402	7312802	+	0	NA	Intergenic	Intergenic	45720	ID=HMEL034478g1.t1-E2;Parent=HMEL034478g1.t1								
385	Hmel201019	731063	731442	+	0	NA	Intergenic	Intergenic	3252	ID=HMEL033122g1.t1-E9;Parent=HMEL033122g1.t1								
1359	Hmel206009	746379	746571	+	0	NA	promoter-TSS (ID=HMEL017101g1.t1-E1;Parent=HMEL017101g1.t1)	-promoter-TSS (ID=HMEL017101g1.t1-E1;Parent=HMEL017101g1.t1)	-836	ID=HMEL017101g1.t1-E1;Parent=HMEL017101g1.t1								
