PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thdown_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1340	Herato1408	610267	611002	+	0	NA	Intergenic	Intergenic	-48271	ID=evm.model.Herato1408.26-E1;Parent=evm.model.Herato1408.26								
903	Herato1108	12571631	12571879	+	0	NA	Intergenic	Intergenic	-12691	ID=evm.model.Herato1108.526-E3;Parent=evm.model.Herato1108.526								
247	Herato0101	11055110	11055546	+	0	NA	Intergenic	Intergenic	-1357	ID=evm.model.Herato0101.317-E1;Parent=evm.model.Herato0101.317								
165	Herato0701	3121491	3121945	+	0	NA	Intergenic	Intergenic	24079	ID=evm.model.Herato0701.167-E8;Parent=evm.model.Herato0701.167								
289	Herato0701	11176950	11178100	+	0	NA	TTS (ID=evm.model.Herato0701.473-E3;Parent=evm.model.Herato0701.473)	-TTS (ID=evm.model.Herato0701.473-E3;Parent=evm.model.Herato0701.473)	600	ID=evm.model.Herato0701.473-E4;Parent=evm.model.Herato0701.473								
2351	Herato2001	12476579	12476953	+	0	NA	Intergenic	Intergenic	32078	ID=evm.model.Herato2001.473-E3;Parent=evm.model.Herato2001.473								
729	Herato1007	1779358	1779657	+	0	NA	Intergenic	Intergenic	13671	ID=evm.model.Herato1007.76-E10;Parent=evm.model.Herato1007.76								
2119	Herato1906	876149	876545	+	0	NA	Intergenic	Intergenic	7404	ID=evm.model.Herato1906.27-E2;Parent=evm.model.Herato1906.27								
2	Herato0508	777267	777555	+	0	NA	Intergenic	Intergenic	2390	ID=evm.model.Herato0508.43-E2;Parent=evm.model.Herato0508.43								
808	Herato1108	4997079	4997898	+	0	NA	TTS (ID=evm.model.Herato1108.205-E1;Parent=evm.model.Herato1108.205)	-TTS (ID=evm.model.Herato1108.205-E1;Parent=evm.model.Herato1108.205)	487	ID=evm.model.Herato1108.205-E3;Parent=evm.model.Herato1108.205								
845	Herato1108	9581389	9581722	+	0	NA	Intergenic	Intergenic	6803	ID=evm.model.Herato1108.423-E12;Parent=evm.model.Herato1108.423								
2125	Herato1906	949047	949434	+	0	NA	Intergenic	Intergenic	-15576	ID=evm.model.Herato1906.28-E1;Parent=evm.model.Herato1906.28								
2553	Herato0401	1718288	1718748	+	0	NA	Intergenic	Intergenic	-1775	ID=evm.model.Herato0401.70-E1;Parent=evm.model.Herato0401.70								
1847	Herato1805	3848680	3849030	+	0	NA	Intergenic	Intergenic	97569	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
1231	Herato1301	14189042	14189424	+	0	NA	Intergenic	Intergenic	-91822	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
1249	Herato1301	15384904	15386395	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.572-E1;Parent=evm.model.Herato1301.572)	-promoter-TSS (ID=evm.model.Herato1301.572-E1;Parent=evm.model.Herato1301.572)	-808	ID=evm.model.Herato1301.572-E1;Parent=evm.model.Herato1301.572								
147	Herato0701	1161537	1162433	+	0	NA	Intergenic	Intergenic	18505	ID=evm.model.Herato0701.41-E3;Parent=evm.model.Herato0701.41								
2446	Herato2101	17007253	17007585	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.521-E3;Parent=evm.model.Herato2101.521)	-promoter-TSS (ID=evm.model.Herato2101.521-E3;Parent=evm.model.Herato2101.521)	-457	ID=evm.model.Herato2101.521.1-E3;Parent=evm.model.Herato2101.521.1								
973	Herato1202	4009739	4010510	+	0	NA	Intergenic	Intergenic	6041	ID=evm.model.Herato1202.143-E10;Parent=evm.model.Herato1202.143								
2569	Herato0411	1200062	1200224	+	0	NA	Intergenic	Intergenic	-7092	ID=evm.model.Herato0411.25-E3;Parent=evm.model.Herato0411.25								
1046	Herato1202	14212074	14214160	+	0	NA	exon (ID=evm.model.Herato1202.541-E12;Parent=evm.model.Herato1202.541, exon 1 of 1)	-exon (ID=evm.model.Herato1202.541-E12;Parent=evm.model.Herato1202.541, exon 1 of 1)	180	ID=evm.model.Herato1202.541-E12;Parent=evm.model.Herato1202.541								
1142	Herato0101	21493472	21494782	+	0	NA	Intergenic	Intergenic	11128	ID=evm.model.Herato0101.831-E5;Parent=evm.model.Herato0101.831								
2095	Herato1904	6888965	6889131	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.248-E3;Parent=evm.model.Herato1904.248)	-promoter-TSS (ID=evm.model.Herato1904.248-E3;Parent=evm.model.Herato1904.248)	-299	ID=evm.model.Herato1904.248-E3;Parent=evm.model.Herato1904.248								
1291	Herato1301	19541218	19541705	+	0	NA	Intergenic	Intergenic	-119355	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
2601	Herato0501	626382	627416	+	0	NA	Intergenic	Intergenic	12527	ID=evm.model.Herato0501.23-E3;Parent=evm.model.Herato0501.23								
2599	Herato0501	463933	465253	+	0	NA	Intergenic	Intergenic	55239	ID=evm.model.Herato0501.17-E10;Parent=evm.model.Herato0501.17								
319	Herato0101	11811445	11812554	+	0	NA	Intergenic	Intergenic	-6935	ID=evm.model.Herato0101.368-E1;Parent=evm.model.Herato0101.368								
2571	Herato0411	1393971	1394195	+	0	NA	Intergenic	Intergenic	5301	ID=evm.model.Herato0411.29-E4;Parent=evm.model.Herato0411.29								
1179	Herato1301	6585847	6586199	+	0	NA	Intergenic	Intergenic	-9256	ID=evm.model.Herato1301.239.1-E1;Parent=evm.model.Herato1301.239.1								
1052	Herato1202	14696830	14697586	+	0	NA	Intergenic	Intergenic	-11419	ID=evm.model.Herato1202.567.2.3-E1;Parent=evm.model.Herato1202.567.2.3								
1922	Herato1807	1354190	1354675	+	0	NA	Intergenic	Intergenic	-9608	ID=evm.model.Herato1807.26-E2;Parent=evm.model.Herato1807.26								
735	Herato1007	2109223	2109688	+	0	NA	Intergenic	Intergenic	23535	ID=evm.model.Herato1007.87-E5;Parent=evm.model.Herato1007.87								
1493	Herato1601	4681644	4682370	+	0	NA	Intergenic	Intergenic	50260	ID=evm.model.Herato1601.98.1-E2;Parent=evm.model.Herato1601.98.1								
2397	Herato2101	2773848	2774446	+	0	NA	Intergenic	Intergenic	1537	ID=evm.model.Herato2101.104-E2;Parent=evm.model.Herato2101.104								
974	Herato1202	4034420	4035134	+	0	NA	Intergenic	Intergenic	-6685	ID=evm.model.Herato1202.143.1-E7;Parent=evm.model.Herato1202.143.1								
2629	Herato0503	3714513	3715082	+	0	NA	Intergenic	Intergenic	-1032	ID=evm.model.Herato0503.122-E2;Parent=evm.model.Herato0503.122								
1271	Herato1301	18150975	18151458	+	0	NA	Intergenic	Intergenic	-1848	ID=evm.model.Herato1301.628.1-E1;Parent=evm.model.Herato1301.628.1								
1668	Herato1701	9735971	9736753	+	0	NA	Intergenic	Intergenic	-14547	ID=evm.model.Herato1701.333-E1;Parent=evm.model.Herato1701.333								
1715	Herato1801	1104036	1105208	+	0	NA	Intergenic	Intergenic	-26364	ID=evm.model.Herato1801.48-E1;Parent=evm.model.Herato1801.48								
344	Herato0701	18537757	18538179	+	0	NA	Intergenic	Intergenic	-4625	ID=evm.model.Herato0701.760-E1;Parent=evm.model.Herato0701.760								
1613	Herato1701	5927387	5928485	+	0	NA	Intergenic	Intergenic	17355	ID=evm.model.Herato1701.165-E1;Parent=evm.model.Herato1701.165								
2103	Herato1904	8297394	8298112	+	0	NA	exon (ID=evm.model.Herato1904.276-E1;Parent=evm.model.Herato1904.276, exon 1 of 1)	-exon (ID=evm.model.Herato1904.276-E1;Parent=evm.model.Herato1904.276, exon 1 of 1)	117	ID=evm.model.Herato1904.276-E1;Parent=evm.model.Herato1904.276								
636	Herato1003	6792250	6792506	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.240-E1;Parent=evm.model.Herato1003.240)	-promoter-TSS (ID=evm.model.Herato1003.240-E1;Parent=evm.model.Herato1003.240)	75	ID=evm.model.Herato1003.240-E1;Parent=evm.model.Herato1003.240								
1710	Herato1708	2102523	2103097	+	0	NA	Intergenic	Intergenic	7544	ID=evm.model.Herato1708.123-E1;Parent=evm.model.Herato1708.123								
1406	Herato1411	6707782	6708735	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.246-E2;Parent=evm.model.Herato1411.246)	-promoter-TSS (ID=evm.model.Herato1411.246-E2;Parent=evm.model.Herato1411.246)	-123	ID=evm.model.Herato1411.246-E2;Parent=evm.model.Herato1411.246								
1104	Herato1202	18752737	18753068	+	0	NA	Intergenic	Intergenic	15613	ID=evm.model.Herato1202.758-E1;Parent=evm.model.Herato1202.758								
2224	Herato2001	3197261	3197487	+	0	NA	Intergenic	Intergenic	9515	ID=evm.model.Herato2001.90-E20;Parent=evm.model.Herato2001.90								
1133	Herato1301	2324023	2325261	+	0	NA	Intergenic	Intergenic	7853	ID=evm.model.Herato1301.58-E3;Parent=evm.model.Herato1301.58								
2421	Herato2101	8043267	8044560	+	0	NA	Intergenic	Intergenic	-4070	ID=evm.model.Herato2101.281-E3;Parent=evm.model.Herato2101.281								
209	Herato0701	7623807	7624558	+	0	NA	TTS (ID=evm.model.Herato0701.346-E3;Parent=evm.model.Herato0701.346)	-TTS (ID=evm.model.Herato0701.346-E3;Parent=evm.model.Herato0701.346)	386	ID=evm.model.Herato0701.346-E3;Parent=evm.model.Herato0701.346								
1905	Herato1807	942852	943125	+	0	NA	Intergenic	Intergenic	-2091	ID=evm.model.Herato1807.16.1-E3;Parent=evm.model.Herato1807.16.1								
1118	Herato1202	19737410	19738530	+	0	NA	Intergenic	Intergenic	-51172	ID=evm.model.Herato1202.799-E1;Parent=evm.model.Herato1202.799								
1575	Herato1701	1233937	1234237	+	0	NA	Intergenic	Intergenic	-86280	ID=evm.model.Herato1701.36.1-E1;Parent=evm.model.Herato1701.36.1								
117	Herato0101	9403949	9404486	+	0	NA	Intergenic	Intergenic	4202	ID=evm.model.Herato0101.284-E3;Parent=evm.model.Herato0101.284								
2428	Herato2101	9046462	9047252	+	0	NA	Intergenic	Intergenic	-65401	ID=evm.model.Herato2101.309-E1;Parent=evm.model.Herato2101.309								
2207	Herato2001	2251898	2252933	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.58-E1;Parent=evm.model.Herato2001.58)	-promoter-TSS (ID=evm.model.Herato2001.58-E1;Parent=evm.model.Herato2001.58)	-67	ID=evm.model.Herato2001.58-E1;Parent=evm.model.Herato2001.58								
600	Herato1003	973996	974331	+	0	NA	Intergenic	Intergenic	-4894	ID=evm.model.Herato1003.24-E1;Parent=evm.model.Herato1003.24								
80	Herato0101	9113720	9114341	+	0	NA	Intergenic	Intergenic	9859	ID=evm.model.Herato0101.278-E13;Parent=evm.model.Herato0101.278								
336	Herato0701	17903226	17904243	+	0	NA	Intergenic	Intergenic	65647	ID=evm.model.Herato0701.741-E25;Parent=evm.model.Herato0701.741								
2472	Herato0310	444083	444487	+	0	NA	Intergenic	Intergenic	-11236	ID=evm.model.Herato0310.10-E7;Parent=evm.model.Herato0310.10								
457	Herato0901	930945	931581	+	0	NA	Intergenic	Intergenic	-8523	ID=evm.model.Herato0901.36-E2;Parent=evm.model.Herato0901.36								
1301	Herato1301	20055833	20056714	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.681-E1;Parent=evm.model.Herato1301.681)	-promoter-TSS (ID=evm.model.Herato1301.681-E1;Parent=evm.model.Herato1301.681)	-894	ID=evm.model.Herato1301.681-E1;Parent=evm.model.Herato1301.681								
821	Herato0101	18117920	18118389	+	0	NA	Intergenic	Intergenic	-56129	ID=evm.model.Herato0101.720-E1;Parent=evm.model.Herato0101.720								
696	Herato1005	4025578	4025861	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.188-E1;Parent=evm.model.Herato1005.188)	-promoter-TSS (ID=evm.model.Herato1005.188-E1;Parent=evm.model.Herato1005.188)	-868	ID=evm.model.Herato1005.188-E1;Parent=evm.model.Herato1005.188								
383	Herato0801	5838977	5839775	+	0	NA	Intergenic	Intergenic	-21498	ID=evm.model.Herato0801.157-E3;Parent=evm.model.Herato0801.157								
2532	Herato0310	9696093	9697468	+	0	NA	Intergenic	Intergenic	-1159	ID=evm.model.Herato0310.296-E10;Parent=evm.model.Herato0310.296								
1873	Herato1805	6262409	6263017	+	0	NA	Intergenic	Intergenic	-20223	ID=evm.model.Herato1805.172.3-E1;Parent=evm.model.Herato1805.172.3								
1721	Herato1801	1530578	1531191	+	0	NA	Intergenic	Intergenic	6065	ID=evm.model.Herato1801.74-E2;Parent=evm.model.Herato1801.74								
2497	Herato0310	5101418	5101788	+	0	NA	Intergenic	Intergenic	8047	ID=evm.model.Herato0310.124-E2;Parent=evm.model.Herato0310.124								
2179	Herato2001	522840	524239	+	0	NA	Intergenic	Intergenic	-13870	ID=evm.model.Herato2001.12-E2;Parent=evm.model.Herato2001.12								
2172	Herato1910	3149674	3150951	+	0	NA	Intergenic	Intergenic	-8160	ID=evm.model.Herato1910.157-E1;Parent=evm.model.Herato1910.157								
1431	Herato1505	2315703	2315950	+	0	NA	TTS (ID=evm.model.Herato1505.164-E4;Parent=evm.model.Herato1505.164)	-TTS (ID=evm.model.Herato1505.164-E4;Parent=evm.model.Herato1505.164)	919	ID=evm.model.Herato1505.164-E4;Parent=evm.model.Herato1505.164								
92	Herato0606	4823157	4823557	+	0	NA	Intergenic	Intergenic	-67825	ID=evm.model.Herato0606.149.2-E1;Parent=evm.model.Herato0606.149.2								
1489	Herato1601	4451475	4451696	+	0	NA	Intergenic	Intergenic	8556	ID=evm.model.Herato1601.84-E1;Parent=evm.model.Herato1601.84								
1212	Herato1301	12090071	12090602	+	0	NA	Intergenic	Intergenic	-3318	ID=evm.model.Herato1301.479-E2;Parent=evm.model.Herato1301.479								
2253	Herato2001	5171436	5171630	+	0	NA	Intergenic	Intergenic	7674	ID=evm.model.Herato2001.174.2-E1;Parent=evm.model.Herato2001.174.2								
2433	Herato2101	10969263	10969638	+	0	NA	Intergenic	Intergenic	2557	ID=evm.model.Herato2101.382-E4;Parent=evm.model.Herato2101.382								
1805	Herato1805	1974424	1975385	+	0	NA	Intergenic	Intergenic	27558	ID=evm.model.Herato1805.81-E1;Parent=evm.model.Herato1805.81								
1727	Herato1801	2221595	2222264	+	0	NA	TTS (ID=evm.model.Herato1801.88-E1;Parent=evm.model.Herato1801.88)	-TTS (ID=evm.model.Herato1801.88-E1;Parent=evm.model.Herato1801.88)	1005	ID=evm.model.Herato1801.88-E1;Parent=evm.model.Herato1801.88								
1477	Herato1507	9083496	9083922	+	0	NA	Intergenic	Intergenic	-70207	ID=evm.model.Herato1507.316-E1;Parent=evm.model.Herato1507.316								
1164	Herato1301	4297627	4298044	+	0	NA	Intergenic	Intergenic	6154	ID=evm.model.Herato1301.117-E3;Parent=evm.model.Herato1301.117								
505	Herato0901	7263596	7265331	+	0	NA	Intergenic	Intergenic	-6190	ID=evm.model.Herato0901.241-E4;Parent=evm.model.Herato0901.241								
670	Herato1005	1215649	1215929	+	0	NA	Intergenic	Intergenic	-14971	ID=evm.model.Herato1005.75-E1;Parent=evm.model.Herato1005.75								
1094	Herato1202	17366880	17367592	+	0	NA	Intergenic	Intergenic	-8383	ID=evm.model.Herato1202.710-E1;Parent=evm.model.Herato1202.710								
419	Herato0101	13344930	13345097	+	0	NA	Intergenic	Intergenic	11248	ID=evm.model.Herato0101.460-E23;Parent=evm.model.Herato0101.460								
2178	Herato0215	2230078	2231067	+	0	NA	Intergenic	Intergenic	16619	ID=evm.model.Herato0215.80-E3;Parent=evm.model.Herato0215.80								
995	Herato1202	7736155	7736799	+	0	NA	Intergenic	Intergenic	-11662	ID=evm.model.Herato1202.307-E1;Parent=evm.model.Herato1202.307								
1225	Herato1301	13964972	13965875	+	0	NA	Intergenic	Intergenic	100432	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
837	Herato0101	18359888	18360510	+	0	NA	Intergenic	Intergenic	4287	ID=evm.model.Herato0101.727-E3;Parent=evm.model.Herato0101.727								
2015	Herato1904	902831	903123	+	0	NA	Intergenic	Intergenic	-11961	ID=evm.model.Herato1904.28_evm.model.Herato1904.29-E2;Parent=evm.model.Herato1904.28_evm.model.Herato1904.29								
290	Herato0701	11205729	11206565	+	0	NA	TTS (ID=evm.model.Herato0701.475-E1;Parent=evm.model.Herato0701.475)	-TTS (ID=evm.model.Herato0701.475-E1;Parent=evm.model.Herato0701.475)	1252	ID=evm.model.Herato0701.475.1-E1;Parent=evm.model.Herato0701.475.1								
625	Herato1003	5292012	5293046	+	0	NA	Intergenic	Intergenic	-6526	ID=evm.model.Herato1003.173-E2;Parent=evm.model.Herato1003.173								
149	Herato0701	1185506	1186154	+	0	NA	Intergenic	Intergenic	-3470	ID=evm.model.Herato0701.41-E4;Parent=evm.model.Herato0701.41								
712	Herato1007	893454	893825	+	0	NA	Intergenic	Intergenic	-1040	ID=evm.model.Herato1007.38-E4;Parent=evm.model.Herato1007.38								
210	Herato0701	7973770	7974719	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.361-E6;Parent=evm.model.Herato0701.361)	-promoter-TSS (ID=evm.model.Herato0701.361-E6;Parent=evm.model.Herato0701.361)	-55	ID=evm.model.Herato0701.361-E6;Parent=evm.model.Herato0701.361								
406	Herato0821	84296	85300	+	0	NA	Intergenic	Intergenic	-9137	ID=evm.model.Herato0821.2-E3;Parent=evm.model.Herato0821.2								
2560	Herato0101	5780439	5780653	+	0	NA	Intergenic	Intergenic	2956	ID=evm.model.Herato0101.159-E2;Parent=evm.model.Herato0101.159								
2289	Herato0215	2962673	2963925	+	0	NA	Intergenic	Intergenic	-19369	ID=evm.model.Herato0215.118-E1;Parent=evm.model.Herato0215.118								
2312	Herato2001	9715711	9715941	+	0	NA	Intergenic	Intergenic	-46578	ID=evm.model.Herato2001.392-E1;Parent=evm.model.Herato2001.392								
19	Herato0601	1144202	1144552	+	0	NA	Intergenic	Intergenic	22870	ID=evm.model.Herato0601.11-E2;Parent=evm.model.Herato0601.11								
1030	Herato1202	11658205	11658445	+	0	NA	Intergenic	Intergenic	2437	ID=evm.model.Herato1202.455-E4;Parent=evm.model.Herato1202.455								
365	Herato0801	3921103	3921397	+	0	NA	Intergenic	Intergenic	25638	ID=evm.model.Herato0801.83-E2;Parent=evm.model.Herato0801.83								
763	Herato0101	17171373	17172285	+	0	NA	Intergenic	Intergenic	8873	ID=evm.model.Herato0101.663-E2;Parent=evm.model.Herato0101.663								
2593	Herato0411	5224819	5225159	+	0	NA	Intergenic	Intergenic	-3199	ID=evm.model.Herato0411.121-E3;Parent=evm.model.Herato0411.121								
2021	Herato1904	1641436	1641715	+	0	NA	Intergenic	Intergenic	-13810	ID=evm.model.Herato1904.60-E2;Parent=evm.model.Herato1904.60								
1895	Herato1807	669675	670023	+	0	NA	TTS (ID=evm.model.Herato1807.12-E3;Parent=evm.model.Herato1807.12)	-TTS (ID=evm.model.Herato1807.12-E3;Parent=evm.model.Herato1807.12)	813	ID=evm.model.Herato1807.12-E3;Parent=evm.model.Herato1807.12								
2038	Herato1904	2662482	2664180	+	0	NA	Intergenic	Intergenic	-58048	ID=evm.model.Herato1904.88-E1;Parent=evm.model.Herato1904.88								
570	Herato1001	3587171	3587678	+	0	NA	Intergenic	Intergenic	-4244	ID=evm.model.Herato1001.118.1-E3;Parent=evm.model.Herato1001.118.1								
1880	Herato1805	7788089	7789011	+	0	NA	Intergenic	Intergenic	-46465	ID=evm.model.Herato1805.231-E1;Parent=evm.model.Herato1805.231								
252	Herato0701	9003530	9003796	+	0	NA	Intergenic	Intergenic	31496	ID=evm.model.Herato0701.375-E9;Parent=evm.model.Herato0701.375								
1159	Herato1301	4160938	4161327	+	0	NA	Intergenic	Intergenic	3719	ID=evm.model.Herato1301.114-E1;Parent=evm.model.Herato1301.114								
883	Herato1108	11895114	11895330	+	0	NA	Intergenic	Intergenic	-5996	ID=evm.model.Herato1108.507-E2;Parent=evm.model.Herato1108.507								
2048	Herato1904	3268070	3268566	+	0	NA	Intergenic	Intergenic	-3613	ID=evm.model.Herato1904.117-E2;Parent=evm.model.Herato1904.117								
655	Herato1005	162475	164457	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.14-E1;Parent=evm.model.Herato1005.14)	-promoter-TSS (ID=evm.model.Herato1005.14-E1;Parent=evm.model.Herato1005.14)	-498	ID=evm.model.Herato1005.14-E1;Parent=evm.model.Herato1005.14								
421	Herato0101	13358278	13359550	+	0	NA	Intergenic	Intergenic	-2104	ID=novel_model_8-E1;Parent=novel_model_8								
1998	Herato1901	3017079	3017579	+	0	NA	Intergenic	Intergenic	1516	ID=evm.model.Herato1901.100-E4;Parent=evm.model.Herato1901.100								
2332	Herato2001	11357041	11357362	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.435.1-E1;Parent=evm.model.Herato2001.435.1)	-promoter-TSS (ID=evm.model.Herato2001.435.1-E1;Parent=evm.model.Herato2001.435.1)	41	ID=evm.model.Herato2001.435.1-E1;Parent=evm.model.Herato2001.435.1								
1367	Herato0204	1355979	1356579	+	0	NA	Intergenic	Intergenic	-9991	ID=evm.model.Herato0204.42.1-E2;Parent=evm.model.Herato0204.42.1								
271	Herato0701	10109437	10109736	+	0	NA	Intergenic	Intergenic	4836	ID=evm.model.Herato0701.410-E1;Parent=evm.model.Herato0701.410								
1070	Herato1202	15636442	15636644	+	0	NA	Intergenic	Intergenic	-12692	ID=evm.model.Herato1202.605.1-E1;Parent=evm.model.Herato1202.605.1								
1024	Herato1202	11536707	11537538	+	0	NA	Intergenic	Intergenic	48329	ID=evm.model.Herato1202.454-E3;Parent=evm.model.Herato1202.454								
491	Herato0901	4835074	4835723	+	0	NA	Intergenic	Intergenic	-11290	ID=evm.model.Herato0901.124-E7;Parent=evm.model.Herato0901.124								
1863	Herato1805	5797257	5799097	+	0	NA	Intergenic	Intergenic	80783	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
2463	Herato0101	4095999	4096407	+	0	NA	TTS (ID=evm.model.Herato0101.121-E1;Parent=evm.model.Herato0101.121)	-TTS (ID=evm.model.Herato0101.121-E1;Parent=evm.model.Herato0101.121)	1129	ID=evm.model.Herato0101.121-E1;Parent=evm.model.Herato0101.121								
13	Herato0601	1039295	1040405	+	0	NA	Intergenic	Intergenic	-79241	ID=evm.model.Herato0601.11-E1;Parent=evm.model.Herato0601.11								
2493	Herato0310	4571626	4572352	+	0	NA	Intergenic	Intergenic	-7791	ID=evm.model.Herato0310.116-E1;Parent=evm.model.Herato0310.116								
105	Herato0101	9255458	9256078	+	0	NA	Intergenic	Intergenic	54399	ID=evm.model.Herato0101.281-E1;Parent=evm.model.Herato0101.281								
1514	Herato1603	2074098	2074550	+	0	NA	Intergenic	Intergenic	-7606	ID=evm.model.Herato1603.60.1-E1;Parent=evm.model.Herato1603.60.1								
840	Herato1108	9026710	9027063	+	0	NA	Intergenic	Intergenic	1989	ID=evm.model.Herato1108.386-E3;Parent=evm.model.Herato1108.386								
1647	Herato1701	8158178	8159641	+	0	NA	Intergenic	Intergenic	-30899	ID=evm.model.Herato1701.249-E1;Parent=evm.model.Herato1701.249								
597	Herato1003	295555	296409	+	0	NA	Intergenic	Intergenic	-4401	ID=evm.model.Herato1003.5-E5;Parent=evm.model.Herato1003.5								
