PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thup_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1122	Herato1411	253203	253530	+	0	NA	TTS (ID=evm.model.Herato1411.3-E1;Parent=evm.model.Herato1411.3)	-TTS (ID=evm.model.Herato1411.3-E1;Parent=evm.model.Herato1411.3)	1637	ID=evm.model.Herato1411.3-E1;Parent=evm.model.Herato1411.3								
1697	Herato1910	3358228	3358687	+	0	NA	Intergenic	Intergenic	58284	ID=evm.model.Herato1910.158-E5;Parent=evm.model.Herato1910.158								
1053	Herato1301	17627506	17627756	+	0	NA	Intergenic	Intergenic	3066	ID=evm.model.Herato1301.621-E16;Parent=evm.model.Herato1301.621								
414	Herato0901	3296427	3296914	+	0	NA	Intergenic	Intergenic	-140177	ID=evm.model.Herato0901.90-E1;Parent=evm.model.Herato0901.90								
462	Herato1001	1460583	1461549	+	0	NA	Intergenic	Intergenic	-4822	ID=evm.model.Herato1001.52.1-E1;Parent=evm.model.Herato1001.52.1								
1770	Herato2001	6325008	6325546	+	0	NA	Intergenic	Intergenic	-5839	ID=evm.model.Herato2001.226.2-E1;Parent=evm.model.Herato2001.226.2								
1209	Herato1507	7105898	7106938	+	0	NA	Intergenic	Intergenic	-15647	ID=evm.model.Herato1507.249.1-E1;Parent=evm.model.Herato1507.249.1								
263	Herato0701	14428874	14429329	+	0	NA	Intergenic	Intergenic	-3560	ID=evm.model.Herato0701.663-E1;Parent=evm.model.Herato0701.663								
991	Herato1301	7421369	7422217	+	0	NA	Intergenic	Intergenic	2251	ID=evm.model.Herato1301.285-E1;Parent=evm.model.Herato1301.285								
931	Herato1202	20207696	20208442	+	0	NA	Intergenic	Intergenic	1367	ID=evm.model.Herato1202.819-E15;Parent=evm.model.Herato1202.819								
615	Herato1007	3880838	3881977	+	0	NA	Intergenic	Intergenic	-10223	ID=evm.model.Herato1007.145-E1;Parent=evm.model.Herato1007.145								
476	Herato1001	4549523	4550010	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.152-E2;Parent=evm.model.Herato1001.152)	-promoter-TSS (ID=evm.model.Herato1001.152-E2;Parent=evm.model.Herato1001.152)	-643	ID=evm.model.Herato1001.152-E2;Parent=evm.model.Herato1001.152								
1198	Herato1507	5107692	5108498	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.175-E2;Parent=evm.model.Herato1507.175)	-promoter-TSS (ID=evm.model.Herato1507.175-E2;Parent=evm.model.Herato1507.175)	-840	ID=evm.model.Herato1507.175-E2;Parent=evm.model.Herato1507.175								
1626	Herato1904	2462296	2463320	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.87-E6;Parent=evm.model.Herato1904.87)	-promoter-TSS (ID=evm.model.Herato1904.87-E6;Parent=evm.model.Herato1904.87)	-888	ID=evm.model.Herato1904.87.1-E5;Parent=evm.model.Herato1904.87.1								
1409	Herato1801	3878300	3879445	+	0	NA	Intergenic	Intergenic	-29471	ID=evm.model.Herato1801.134-E1;Parent=evm.model.Herato1801.134								
1077	Herato1301	20948292	20949388	+	0	NA	Intergenic	Intergenic	-19726	ID=evm.model.Herato1301.715-E1;Parent=evm.model.Herato1301.715								
1716	Herato2001	1012242	1012675	+	0	NA	Intergenic	Intergenic	23742	ID=evm.model.Herato2001.18-E2;Parent=evm.model.Herato2001.18								
293	Herato0701	16300574	16301187	+	0	NA	Intergenic	Intergenic	-89139	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
1272	Herato1603	3911229	3911817	+	0	NA	Intergenic	Intergenic	-19203	ID=evm.model.Herato1603.133-E1;Parent=evm.model.Herato1603.133								
1781	Herato2001	7414012	7414688	+	0	NA	TTS (ID=evm.model.Herato2001.293-E2;Parent=evm.model.Herato2001.293)	-TTS (ID=evm.model.Herato2001.293-E2;Parent=evm.model.Herato2001.293)	235	ID=evm.model.Herato2001.293.1-E2;Parent=evm.model.Herato2001.293.1								
1299	Herato1701	451932	453357	+	0	NA	Intergenic	Intergenic	-15923	ID=evm.model.Herato1701.21-E1;Parent=evm.model.Herato1701.21								
1663	Herato1904	7539784	7540099	+	0	NA	Intergenic	Intergenic	-8789	ID=evm.model.Herato1904.264.1-E1;Parent=evm.model.Herato1904.264.1								
967	Herato1301	4092801	4093113	+	0	NA	Intergenic	Intergenic	12958	ID=evm.model.Herato1301.112-E34;Parent=evm.model.Herato1301.112								
1611	Herato1903	88439	88904	+	0	NA	Intergenic	Intergenic	17300	ID=evm.model.Herato1903.2.2-E5;Parent=evm.model.Herato1903.2.2								
322	Herato0701	18397008	18398653	+	0	NA	Intergenic	Intergenic	5181	ID=evm.model.Herato0701.745-E5;Parent=evm.model.Herato0701.745								
469	Herato1001	2596802	2597054	+	0	NA	Intergenic	Intergenic	-11163	ID=evm.model.Herato1001.95-E2;Parent=evm.model.Herato1001.95								
635	Herato1102	412328	412821	+	0	NA	Intergenic	Intergenic	13203	ID=evm.model.Herato1102.10.5-E2;Parent=evm.model.Herato1102.10.5								
1088	Herato0204	520627	521741	+	0	NA	Intergenic	Intergenic	-6633	ID=evm.model.Herato0204.27-E4;Parent=evm.model.Herato0204.27								
575	Herato1007	883224	883551	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.38-E2;Parent=evm.model.Herato1007.38)	-promoter-TSS (ID=evm.model.Herato1007.38-E2;Parent=evm.model.Herato1007.38)	-248	ID=evm.model.Herato1007.38-E2;Parent=evm.model.Herato1007.38								
1835	Herato2001	15350579	15351308	+	0	NA	Intergenic	Intergenic	21411	ID=evm.model.Herato2001.602-E3;Parent=evm.model.Herato2001.602								
1566	Herato1807	2564409	2564941	+	0	NA	Intergenic	Intergenic	15086	ID=evm.model.Herato1807.50.1-E3;Parent=evm.model.Herato1807.50.1								
979	Herato1301	6384189	6384649	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.224-E5;Parent=evm.model.Herato1301.224)	-promoter-TSS (ID=evm.model.Herato1301.224-E5;Parent=evm.model.Herato1301.224)	-20	ID=evm.model.Herato1301.224-E5;Parent=evm.model.Herato1301.224								
709	Herato1108	9827365	9827919	+	0	NA	Intergenic	Intergenic	-8882	ID=evm.model.Herato1108.433-E1;Parent=evm.model.Herato1108.433								
40	Herato0101	832420	833082	+	0	NA	Intergenic	Intergenic	-17720	ID=evm.model.Herato0101.18-E1;Parent=evm.model.Herato0101.18								
310	Herato0701	17909112	17909537	+	0	NA	Intergenic	Intergenic	60905	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
192	Herato0701	3458846	3459943	+	0	NA	Intergenic	Intergenic	-13698	ID=evm.model.Herato0701.170-E1;Parent=evm.model.Herato0701.170								
699	Herato1108	8016111	8016877	+	0	NA	Intergenic	Intergenic	-13371	ID=evm.model.Herato1108.355-E1;Parent=evm.model.Herato1108.355								
1115	Herato1408	5654923	5655480	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.213-E1;Parent=evm.model.Herato1408.213)	-promoter-TSS (ID=evm.model.Herato1408.213-E1;Parent=evm.model.Herato1408.213)	-707	ID=evm.model.Herato1408.213-E1;Parent=evm.model.Herato1408.213								
960	Herato1301	2737147	2737458	+	0	NA	Intergenic	Intergenic	14686	ID=evm.model.Herato1301.65-E2;Parent=evm.model.Herato1301.65								
818	Herato1202	7833996	7834249	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.318-E1;Parent=evm.model.Herato1202.318)	-promoter-TSS (ID=evm.model.Herato1202.318-E1;Parent=evm.model.Herato1202.318)	55	ID=evm.model.Herato1202.318.1-E1;Parent=evm.model.Herato1202.318.1								
1038	Herato1301	16581488	16581980	+	0	NA	Intergenic	Intergenic	-80964	ID=evm.model.Herato1301.592-E1;Parent=evm.model.Herato1301.592								
1707	Herato1910	3495093	3495907	+	0	NA	Intergenic	Intergenic	22860	ID=evm.model.Herato1910.159-E4;Parent=evm.model.Herato1910.159								
267	Herato0701	14465872	14466981	+	0	NA	Intergenic	Intergenic	-3925	ID=evm.model.Herato0701.662-E1;Parent=evm.model.Herato0701.662								
543	Herato1005	2585584	2585964	+	0	NA	Intergenic	Intergenic	-2234	ID=evm.model.Herato1005.129-E8;Parent=evm.model.Herato1005.129								
1892	Herato2101	8927931	8928619	+	0	NA	Intergenic	Intergenic	-16268	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
1777	Herato2001	6792658	6792920	+	0	NA	Intergenic	Intergenic	7057	ID=evm.model.Herato2001.251-E1;Parent=evm.model.Herato2001.251								
2044	Herato0411	5391355	5391787	+	0	NA	Intergenic	Intergenic	-13088	ID=evm.model.Herato0411.131-E5;Parent=evm.model.Herato0411.131								
354	Herato0801	5830463	5831028	+	0	NA	Intergenic	Intergenic	-12867	ID=evm.model.Herato0801.157-E3;Parent=evm.model.Herato0801.157								
1437	Herato1805	1932892	1934159	+	0	NA	Intergenic	Intergenic	30952	ID=evm.model.Herato1805.80-E10;Parent=evm.model.Herato1805.80								
1064	Herato1301	19413633	19413995	+	0	NA	Intergenic	Intergenic	-60465	ID=evm.model.Herato1301.671-E1;Parent=evm.model.Herato1301.671								
757	Herato1202	419700	420078	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.24-E13;Parent=evm.model.Herato1202.24)	-promoter-TSS (ID=evm.model.Herato1202.24-E13;Parent=evm.model.Herato1202.24)	-529	ID=evm.model.Herato1202.24-E13;Parent=evm.model.Herato1202.24								
9	Herato0601	810171	810714	+	0	NA	Intergenic	Intergenic	-13901	ID=evm.model.Herato0601.9-E1;Parent=evm.model.Herato0601.9								
1217	Herato1507	8293223	8293637	+	0	NA	Intergenic	Intergenic	10256	ID=evm.model.Herato1507.297-E2;Parent=evm.model.Herato1507.297								
1740	Herato2001	2225435	2226042	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.58-E5;Parent=evm.model.Herato2001.58)	-promoter-TSS (ID=evm.model.Herato2001.58-E5;Parent=evm.model.Herato2001.58)	-771	ID=evm.model.Herato2001.58-E5;Parent=evm.model.Herato2001.58								
1600	Herato1901	2956569	2957083	+	0	NA	Intergenic	Intergenic	-5172	ID=evm.model.Herato1901.96-E1;Parent=evm.model.Herato1901.96								
603	Herato1007	2739219	2740474	+	0	NA	Intergenic	Intergenic	-1858	ID=evm.model.Herato1007.97-E2;Parent=evm.model.Herato1007.97								
90	Herato0606	3958365	3958823	+	0	NA	Intergenic	Intergenic	-19419	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
1850	Herato2101	475801	476303	+	0	NA	Intergenic	Intergenic	-8278	ID=evm.model.Herato2101.24-E7;Parent=evm.model.Herato2101.24								
565	Herato1007	388062	388408	+	0	NA	Intergenic	Intergenic	-10064	ID=evm.model.Herato1007.7-E1;Parent=evm.model.Herato1007.7								
1346	Herato1701	9289835	9290366	+	0	NA	Intergenic	Intergenic	-5130	ID=evm.model.Herato1701.296_evm.model.Herato1701.295-E1;Parent=evm.model.Herato1701.296_evm.model.Herato1701.295								
1964	Herato0310	3491042	3492476	+	0	NA	exon (ID=evm.model.Herato0310.77-E2;Parent=evm.model.Herato0310.77, exon 1 of 1)	-exon (ID=evm.model.Herato0310.77-E2;Parent=evm.model.Herato0310.77, exon 1 of 1)	159	ID=evm.model.Herato0310.77-E2;Parent=evm.model.Herato0310.77								
850	Herato1202	13182800	13183047	+	0	NA	Intergenic	Intergenic	-5489	ID=evm.model.Herato1202.496-E1;Parent=evm.model.Herato1202.496								
891	Herato1202	16623091	16623710	+	0	NA	Intergenic	Intergenic	5653	ID=evm.model.Herato1202.663-E2;Parent=evm.model.Herato1202.663								
1004	Herato1301	10752852	10753117	+	0	NA	Intergenic	Intergenic	-29250	ID=evm.model.Herato1301.426-E12;Parent=evm.model.Herato1301.426								
2106	Herato0503	7714465	7715326	+	0	NA	Intergenic	Intergenic	1268	ID=evm.model.Herato0503.294-E5;Parent=evm.model.Herato0503.294								
1360	Herato1703	685214	685600	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.6-E3;Parent=evm.model.Herato1703.6)	-promoter-TSS (ID=evm.model.Herato1703.6-E3;Parent=evm.model.Herato1703.6)	-768	ID=evm.model.Herato1703.6-E3;Parent=evm.model.Herato1703.6								
233	Herato0101	11137188	11137563	+	0	NA	Intergenic	Intergenic	26827	ID=evm.model.Herato0101.318-E19;Parent=evm.model.Herato0101.318								
1013	Herato1301	12119372	12119852	+	0	NA	Intergenic	Intergenic	-32594	ID=evm.model.Herato1301.479-E2;Parent=evm.model.Herato1301.479								
1490	Herato1805	4028331	4028612	+	0	NA	Intergenic	Intergenic	40699	ID=evm.model.Herato1805.105-E1;Parent=evm.model.Herato1805.105								
1693	Herato1910	911512	911902	+	0	NA	TTS (ID=evm.model.Herato1910.66-E3;Parent=evm.model.Herato1910.66)	-TTS (ID=evm.model.Herato1910.66-E3;Parent=evm.model.Herato1910.66)	907	ID=evm.model.Herato1910.66-E3;Parent=evm.model.Herato1910.66								
316	Herato0701	18173900	18174429	+	0	NA	Intergenic	Intergenic	-76594	ID=evm.model.Herato0701.744-E1;Parent=evm.model.Herato0701.744								
1806	Herato2001	11499065	11499414	+	0	NA	Intergenic	Intergenic	3143	ID=evm.model.Herato2001.440.6.6-E2;Parent=evm.model.Herato2001.440.6.6								
1738	Herato2001	2034201	2034810	+	0	NA	Intergenic	Intergenic	-4599	ID=evm.model.Herato2001.43-E2;Parent=evm.model.Herato2001.43								
2025	Herato0411	2723517	2724315	+	0	NA	Intergenic	Intergenic	2871	ID=evm.model.Herato0411.47-E3;Parent=evm.model.Herato0411.47								
1370	Herato1703	1160117	1160384	+	0	NA	Intergenic	Intergenic	3837	ID=evm.model.Herato1703.19-E2;Parent=evm.model.Herato1703.19								
11	Herato0601	933085	934257	+	0	NA	Intergenic	Intergenic	-27750	ID=evm.model.Herato0601.10-E1;Parent=evm.model.Herato0601.10								
511	Herato1003	6891377	6891913	+	0	NA	Intergenic	Intergenic	-20492	ID=evm.model.Herato1003.246-E1;Parent=evm.model.Herato1003.246								
842	Herato1202	12202045	12203924	+	0	NA	Intergenic	Intergenic	-23836	ID=evm.model.Herato1202.469-E1;Parent=evm.model.Herato1202.469								
899	Herato1202	17473924	17474392	+	0	NA	TTS (ID=evm.model.Herato1202.713-E2;Parent=evm.model.Herato1202.713)	-TTS (ID=evm.model.Herato1202.713-E2;Parent=evm.model.Herato1202.713)	834	ID=evm.model.Herato1202.713-E2;Parent=evm.model.Herato1202.713								
2000	Herato0401	912039	913319	+	0	NA	Intergenic	Intergenic	6665	ID=evm.model.Herato0401.15-E1;Parent=evm.model.Herato0401.15								
199	Herato0701	4611157	4611743	+	0	NA	Intergenic	Intergenic	-3674	ID=evm.model.Herato0701.219-E3;Parent=evm.model.Herato0701.219								
1979	Herato0310	5256788	5257185	+	0	NA	Intergenic	Intergenic	49730	ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123								
1899	Herato2101	11050453	11050864	+	0	NA	Intergenic	Intergenic	9858	ID=evm.model.Herato2101.383-E1;Parent=evm.model.Herato2101.383								
1929	Herato0301	3256755	3257429	+	0	NA	Intergenic	Intergenic	-1075	ID=evm.model.Herato0301.86-E2;Parent=evm.model.Herato0301.86								
1737	Herato2001	2031229	2031607	+	0	NA	Intergenic	Intergenic	-7686	ID=evm.model.Herato2001.43-E2;Parent=evm.model.Herato2001.43								
1948	Herato0101	4087459	4087896	+	0	NA	Intergenic	Intergenic	-4017	ID=evm.model.Herato0101.120-E1;Parent=evm.model.Herato0101.120								
795	Herato1202	3632152	3632621	+	0	NA	Intergenic	Intergenic	2819	ID=evm.model.Herato1202.123.2-E1;Parent=evm.model.Herato1202.123.2								
1609	Herato1901	3173601	3174413	+	0	NA	promoter-TSS (ID=evm.model.Herato1901.106-E1;Parent=evm.model.Herato1901.106)	-promoter-TSS (ID=evm.model.Herato1901.106-E1;Parent=evm.model.Herato1901.106)	146	ID=evm.model.Herato1901.107-E2;Parent=evm.model.Herato1901.107								
794	Herato1202	3596757	3596954	+	0	NA	Intergenic	Intergenic	-5400	ID=evm.model.Herato1202.123.1-E2;Parent=evm.model.Herato1202.123.1								
944	Herato1301	1517016	1517519	+	0	NA	Intergenic	Intergenic	-6360	ID=evm.model.Herato1301.37-E8;Parent=evm.model.Herato1301.37								
1780	Herato2001	7399201	7399916	+	0	NA	Intergenic	Intergenic	-3426	ID=evm.model.Herato2001.292.1-E1;Parent=evm.model.Herato2001.292.1								
1113	Herato1408	3717124	3717491	+	0	NA	Intergenic	Intergenic	-8428	ID=evm.model.Herato1408.133-E3;Parent=evm.model.Herato1408.133								
674	Herato1108	5326337	5326647	+	0	NA	Intergenic	Intergenic	1170	ID=evm.model.Herato1108.232-E2;Parent=evm.model.Herato1108.232								
1317	Herato1701	5531910	5532543	+	0	NA	Intergenic	Intergenic	28704	ID=evm.model.Herato1701.148-E2;Parent=evm.model.Herato1701.148								
280	Herato0701	14719637	14720458	+	0	NA	Intergenic	Intergenic	-102609	ID=evm.model.Herato0701.665-E1;Parent=evm.model.Herato0701.665								
957	Herato1301	2458489	2458728	+	0	NA	TTS (ID=evm.model.Herato1301.60-E2;Parent=evm.model.Herato1301.60)	-TTS (ID=evm.model.Herato1301.60-E2;Parent=evm.model.Herato1301.60)	2557	ID=evm.model.Herato1301.60-E2;Parent=evm.model.Herato1301.60								
273	Herato0701	14611694	14612247	+	0	NA	Intergenic	Intergenic	5468	ID=evm.model.Herato0701.665-E1;Parent=evm.model.Herato0701.665								
471	Herato0101	15280212	15280935	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.551-E1;Parent=evm.model.Herato0101.551)	-promoter-TSS (ID=evm.model.Herato0101.551-E1;Parent=evm.model.Herato0101.551)	-20	ID=evm.model.Herato0101.551-E1;Parent=evm.model.Herato0101.551								
1503	Herato1805	5807239	5807576	+	0	NA	Intergenic	Intergenic	-85283	ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158								
1509	Herato1805	6131646	6131953	+	0	NA	Intergenic	Intergenic	-5672	ID=evm.model.Herato1805.165-E2;Parent=evm.model.Herato1805.165								
1936	Herato0301	3377634	3377831	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.88-E1;Parent=evm.model.Herato0301.88)	-promoter-TSS (ID=evm.model.Herato0301.88-E1;Parent=evm.model.Herato0301.88)	-961	ID=evm.model.Herato0301.88-E1;Parent=evm.model.Herato0301.88								
1325	Herato1701	6094615	6095150	+	0	NA	Intergenic	Intergenic	24835	ID=evm.model.Herato1701.167-E1;Parent=evm.model.Herato1701.167								
1643	Herato1904	4256555	4257340	+	0	NA	Intergenic	Intergenic	-2223	ID=evm.model.Herato1904.146-E2;Parent=evm.model.Herato1904.146								
131	Herato0609	83978	84710	+	0	NA	Intergenic	Intergenic	3581	ID=evm.model.Herato0609.8-E1;Parent=evm.model.Herato0609.8								
1565	Herato1807	2561402	2562153	+	0	NA	Intergenic	Intergenic	12188	ID=evm.model.Herato1807.50.1-E3;Parent=evm.model.Herato1807.50.1								
502	Herato1003	6000721	6001261	+	0	NA	Intergenic	Intergenic	5242	ID=evm.model.Herato1003.199.3-E1;Parent=evm.model.Herato1003.199.3								
1286	Herato1605	2158036	2158546	+	0	NA	Intergenic	Intergenic	1909	ID=evm.model.Herato1605.65-E2;Parent=evm.model.Herato1605.65								
314	Herato0701	18021734	18022797	+	0	NA	Intergenic	Intergenic	-7862	ID=evm.model.Herato0701.743-E2;Parent=evm.model.Herato0701.743								
1796	Herato0215	3016481	3017112	+	0	NA	Intergenic	Intergenic	22921	ID=evm.model.Herato0215.118-E2;Parent=evm.model.Herato0215.118								
1502	Herato1805	5784107	5785063	+	0	NA	Intergenic	Intergenic	67191	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
1872	Herato2101	4630377	4631018	+	0	NA	Intergenic	Intergenic	-14257	ID=evm.model.Herato2101.150.1-E1;Parent=evm.model.Herato2101.150.1								
355	Herato0101	12742789	12743416	+	0	NA	Intergenic	Intergenic	-2458	ID=evm.model.Herato0101.432-E1;Parent=evm.model.Herato0101.432								
553	Herato1005	4384933	4385336	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.204-E1;Parent=evm.model.Herato1005.204)	-promoter-TSS (ID=evm.model.Herato1005.204-E1;Parent=evm.model.Herato1005.204)	-1	ID=evm.model.Herato1005.204-E1;Parent=evm.model.Herato1005.204								
2058	Herato0503	1123846	1125936	+	0	NA	TTS (ID=evm.model.Herato0503.40-E5;Parent=evm.model.Herato0503.40)	-TTS (ID=evm.model.Herato0503.40-E5;Parent=evm.model.Herato0503.40)	1075	ID=evm.model.Herato0503.40-E5;Parent=evm.model.Herato0503.40								
1252	Herato1603	2601015	2601622	+	0	NA	Intergenic	Intergenic	17076	ID=evm.model.Herato1603.79-E4;Parent=evm.model.Herato1603.79								
555	Herato0101	16716438	16716696	+	0	NA	Intergenic	Intergenic	-55610	ID=evm.model.Herato0101.645-E1;Parent=evm.model.Herato0101.645								
1037	Herato1301	16481580	16481962	+	0	NA	Intergenic	Intergenic	1760	ID=evm.model.Herato1301.591-E1;Parent=evm.model.Herato1301.591								
37	Herato0101	8693296	8694221	+	0	NA	Intergenic	Intergenic	6709	ID=evm.model.Herato0101.260-E4;Parent=evm.model.Herato0101.260								
855	Herato1202	13209934	13211015	+	0	NA	Intergenic	Intergenic	5420	ID=evm.model.Herato1202.497.1-E4;Parent=evm.model.Herato1202.497.1								
195	Herato0701	3901652	3902504	+	0	NA	Intergenic	Intergenic	-23489	ID=evm.model.Herato0701.184-E2;Parent=evm.model.Herato0701.184								
2005	Herato0403	422630	423452	+	0	NA	Intergenic	Intergenic	38878	ID=evm.model.Herato0403.9-E4;Parent=evm.model.Herato0403.9								
1706	Herato1910	3486468	3486969	+	0	NA	Intergenic	Intergenic	14078	ID=evm.model.Herato1910.159-E4;Parent=evm.model.Herato1910.159								
1839	Herato2001	15612321	15612710	+	0	NA	Intergenic	Intergenic	9833	ID=novel_model_277-E1;Parent=novel_model_277								
1788	Herato2001	8557717	8558432	+	0	NA	Intergenic	Intergenic	-17189	ID=evm.model.Herato2001.361-E1;Parent=evm.model.Herato2001.361								
679	Herato0101	18049092	18050093	+	0	NA	Intergenic	Intergenic	-17935	ID=evm.model.Herato0101.719-E1;Parent=evm.model.Herato0101.719								
680	Herato1108	5541329	5542042	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.240-E9;Parent=evm.model.Herato1108.240)	-promoter-TSS (ID=evm.model.Herato1108.240-E9;Parent=evm.model.Herato1108.240)	375	ID=evm.model.Herato1108.240-E8;Parent=evm.model.Herato1108.240								
831	Herato1202	11163816	11164638	+	0	NA	exon (ID=evm.model.Herato1202.444.2-E1;Parent=evm.model.Herato1202.444.2, exon 1 of 1)	-exon (ID=evm.model.Herato1202.444.2-E1;Parent=evm.model.Herato1202.444.2, exon 1 of 1)	208	ID=evm.model.Herato1202.444.2-E1;Parent=evm.model.Herato1202.444.2								
1147	Herato1411	5782418	5782837	+	0	NA	Intergenic	Intergenic	-7137	ID=evm.model.Herato1411.204-E1;Parent=evm.model.Herato1411.204								
1960	Herato0310	2124262	2125049	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.47-E20;Parent=evm.model.Herato0310.47)	-promoter-TSS (ID=evm.model.Herato0310.47-E20;Parent=evm.model.Herato0310.47)	-92	ID=evm.model.Herato0310.47.1-E20;Parent=evm.model.Herato0310.47.1								
