PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_shared_5thup_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1457	Hmel218018	102039	102865	+	0	NA	Intergenic	Intergenic	57810	ID=HMEL017500-RA-E1;Parent=HMEL017500-RA								
200	Hmel207002	3247164	3247417	+	0	NA	Intergenic	Intergenic	-4929	ID=HMEL037422g1.t1-E1;Parent=HMEL037422g1.t1								
1261	Hmel216011	1694999	1695219	+	0	NA	Intergenic	Intergenic	-3279	ID=HMEL033564g1.t1-E1;Parent=HMEL033564g1.t1								
1352	Hmel217014	340907	341215	+	0	NA	Intergenic	Intergenic	1228	ID=HMEL021822g6.t1-E1;Parent=HMEL021822g6.t1								
329	Hmel208003	74300	76760	+	0	NA	TTS (ID=HMEL037799g1.t1-E1;Parent=HMEL037799g1.t1)	-TTS (ID=HMEL037799g1.t1-E1;Parent=HMEL037799g1.t1)	285	ID=HMEL037799g1.t1-E2;Parent=HMEL037799g1.t1								
525	Hmel210009	96875	97993	+	0	NA	promoter-TSS (ID=HMEL005924-RA-E3;Parent=HMEL005924-RA)	-promoter-TSS (ID=HMEL005924-RA-E3;Parent=HMEL005924-RA)	-907	ID=HMEL005924-RA-E3;Parent=HMEL005924-RA								
1621	Hmel219003	3728027	3728695	+	0	NA	Intergenic	Intergenic	-1403	ID=HMEL002087g1.t1-E3;Parent=HMEL002087g1.t1								
27	Hmel206006	1685385	1685941	+	0	NA	Intergenic	Intergenic	-8103	ID=HMEL008984g2.t1-E1;Parent=HMEL008984g2.t1								
787	Hmel212001	2676446	2677063	+	0	NA	Intergenic	Intergenic	-6776	ID=HMEL016834g2.t1-E1;Parent=HMEL016834g2.t1								
1902	Hmel221017	411321	412153	+	0	NA	Intergenic	Intergenic	-14322	ID=HMEL035671g1.t1-E1;Parent=HMEL035671g1.t1								
1561	Hmel218018	7749295	7749523	+	0	NA	Intergenic	Intergenic	-2576	ID=HMEL016588g4.t1-E4;Parent=HMEL016588g4.t1								
161	Hmel207002	1393963	1394427	+	0	NA	promoter-TSS (ID=HMEL011223-RA-E1;Parent=HMEL011223-RA)	-promoter-TSS (ID=HMEL011223-RA-E1;Parent=HMEL011223-RA)	23	ID=HMEL011223-RA-E1;Parent=HMEL011223-RA								
1866	Hmel221001	2225454	2226668	+	0	NA	Intergenic	Intergenic	-9913	ID=HMEL003963g1.t1-E1;Parent=HMEL003963g1.t1								
2001	Hmel204001	1026123	1027127	+	0	NA	Intergenic	Intergenic	-20166	ID=HMEL036324g1.t1-E1;Parent=HMEL036324g1.t1								
1310	Hmel217004	139547	139851	+	0	NA	TTS (ID=HMEL007347g1.t1-E3;Parent=HMEL007347g1.t1)	-TTS (ID=HMEL007347g1.t1-E3;Parent=HMEL007347g1.t1)	786	ID=HMEL007347g1.t1-E3;Parent=HMEL007347g1.t1								
109	Hmel206012	184835	185172	+	0	NA	Intergenic	Intergenic	-30330	ID=HMEL037100g1.t1-E1;Parent=HMEL037100g1.t1								
2115	Hmel205020	816162	816728	+	0	NA	Intergenic	Intergenic	4891	ID=HMEL036806g1.t1-E2;Parent=HMEL036806g1.t1								
1239	Hmel216011	237431	237854	+	0	NA	TTS (ID=HMEL012023g1.t1-E9;Parent=HMEL012023g1.t1)	-TTS (ID=HMEL012023g1.t1-E9;Parent=HMEL012023g1.t1)	1051	ID=HMEL012023g1.t1-E9;Parent=HMEL012023g1.t1								
769	Hmel201011	2911407	2912073	+	0	NA	Intergenic	Intergenic	13096	ID=HMEL033090g1.t1-E2;Parent=HMEL033090g1.t1								
1556	Hmel218018	7361223	7362098	+	0	NA	Intergenic	Intergenic	-3001	ID=HMEL034478g1.t1-E1;Parent=HMEL034478g1.t1								
1181	Hmel215028	7253	7407	+	0	NA	Intergenic	Intergenic	5043	ID=HMEL013591g1.t1-E1;Parent=HMEL013591g1.t1								
1809	Hmel220005	5674585	5675151	+	0	NA	Intergenic	Intergenic	46792	ID=HMEL012769g1.t1-E1;Parent=HMEL012769g1.t1								
803	Hmel201012	93193	94029	+	0	NA	Intergenic	Intergenic	37005	ID=HMEL033095g1.t1-E2;Parent=HMEL033095g1.t1								
1766	Hmel220005	818722	819484	+	0	NA	Intergenic	Intergenic	8948	ID=HMEL035065g1.t1-E1;Parent=HMEL035065g1.t1								
60	Hmel206009	1127964	1128573	+	0	NA	Intergenic	Intergenic	14727	ID=HMEL002926g1.t1-E1;Parent=HMEL002926g1.t1								
1245	Hmel216011	837243	837600	+	0	NA	Intergenic	Intergenic	27637	ID=HMEL011147g1.t1-E4;Parent=HMEL011147g1.t1								
1400	Hmel218004	68994	69595	+	0	NA	Intergenic	Intergenic	1850	ID=HMEL014191g1.t1-E3;Parent=HMEL014191g1.t1								
1067	Hmel213067	632351	632692	+	0	NA	Intergenic	Intergenic	63761	ID=HMEL032193g1.t1-E1;Parent=HMEL032193g1.t1								
691	Hmel201002	1310853	1311432	+	0	NA	Intergenic	Intergenic	2474	ID=HMEL011296g1.t1-E6;Parent=HMEL011296g1.t1								
1676	Hmel219014	386788	387202	+	0	NA	Intergenic	Intergenic	-3647	ID=HMEL012870g2.t1-E1;Parent=HMEL012870g2.t1								
1388	Hmel218003	1247112	1247839	+	0	NA	Intergenic	Intergenic	-5592	ID=HMEL003289g1.t1-E1;Parent=HMEL003289g1.t1								
346	Hmel208019	536071	536465	+	0	NA	Intergenic	Intergenic	4705	ID=HMEL017963g1.t1-E19;Parent=HMEL017963g1.t1								
911	Hmel212013	2463316	2463960	+	0	NA	Intergenic	Intergenic	1468	ID=HMEL011469g1.t1-E4;Parent=HMEL011469g1.t1								
427	Hmel209007	420808	421669	+	0	NA	promoter-TSS (ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1)	-promoter-TSS (ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1)	-491	ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1								
2072	Hmel205012	475003	475355	+	0	NA	Intergenic	Intergenic	6856	ID=HMEL007217g2.t1-E2;Parent=HMEL007217g2.t1								
82	Hmel206009	2351669	2352056	+	0	NA	Intergenic	Intergenic	-6504	ID=HMEL005363g1.t1-E1;Parent=HMEL005363g1.t1								
650	Hmel211004	169097	169526	+	0	NA	Intergenic	Intergenic	-22271	ID=HMEL015222g1.t1-E1;Parent=HMEL015222g1.t1								
1154	Hmel214029	1420029	1420304	+	0	NA	Intergenic	Intergenic	17620	ID=HMEL032632g1.t1-E2;Parent=HMEL032632g1.t1								
895	Hmel212013	1392239	1392588	+	0	NA	Intergenic	Intergenic	16436	ID=HMEL015316g1.t1-E3;Parent=HMEL015316g1.t1								
1763	Hmel220005	764703	765188	+	0	NA	Intergenic	Intergenic	4947	ID=HMEL035060g1.t1-E1;Parent=HMEL035060g1.t1								
69	Hmel206009	1922593	1923437	+	0	NA	Intergenic	Intergenic	1999	ID=HMEL016759g1.t1-E4;Parent=HMEL016759g1.t1								
1910	Hmel221030	64822	65653	+	0	NA	Intergenic	Intergenic	2272	ID=HMEL009822g1.t1-E1;Parent=HMEL009822g1.t1								
1157	Hmel215006	398169	398689	+	0	NA	Intergenic	Intergenic	8165	ID=HMEL032663g1.t1-E1;Parent=HMEL032663g1.t1								
1470	Hmel218018	368021	368898	+	0	NA	Intergenic	Intergenic	118682	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
224	Hmel207002	6486022	6486298	+	0	NA	Intergenic	Intergenic	-3938	ID=HMEL037499g1.t1-E1;Parent=HMEL037499g1.t1								
2100	Hmel205017	162434	163072	+	0	NA	Intergenic	Intergenic	-4341	ID=HMEL036722g1.t1-E1;Parent=HMEL036722g1.t1								
1982	Hmel203067	634451	635800	+	0	NA	Intergenic	Intergenic	13958	ID=HMEL036144g1.t1-E1;Parent=HMEL036144g1.t1								
1006	Hmel213044	229291	229484	+	0	NA	Intergenic	Intergenic	-11967	ID=HMEL032029g1.t1-E1;Parent=HMEL032029g1.t1								
426	Hmel209007	366473	367020	+	0	NA	TTS (ID=HMEL007479g2.t1-E9;Parent=HMEL007479g2.t1)	-TTS (ID=HMEL007479g2.t1-E9;Parent=HMEL007479g2.t1)	968	ID=HMEL007479g2.t1-E9;Parent=HMEL007479g2.t1								
996	Hmel213025	487437	488400	+	0	NA	Intergenic	Intergenic	-27859	ID=HMEL031952g1.t1-E1;Parent=HMEL031952g1.t1								
1435	Hmel201002	2340736	2341097	+	0	NA	Intergenic	Intergenic	12350	ID=HMEL014985g1.t1-E1;Parent=HMEL014985g1.t1								
1840	Hmel220017	468103	469380	+	0	NA	Intergenic	Intergenic	-2879	ID=HMEL005468g1.t1-E2;Parent=HMEL005468g1.t1								
279	Hmel201009	2851231	2851503	+	0	NA	Intergenic	Intergenic	-4645	ID=HMEL030194g1.t1-E1;Parent=HMEL030194g1.t1								
2069	Hmel205012	268054	268526	+	0	NA	Intergenic	Intergenic	11624	ID=HMEL004058g3.t1-E3;Parent=HMEL004058g3.t1								
956	Hmel213004	1452496	1452969	+	0	NA	Intergenic	Intergenic	-29421	ID=HMEL013358g2.t1-E1;Parent=HMEL013358g2.t1								
483	Hmel210004	3067157	3067639	+	0	NA	promoter-TSS (ID=HMEL006080g1.t1-E1;Parent=HMEL006080g1.t1)	-promoter-TSS (ID=HMEL006080g1.t1-E1;Parent=HMEL006080g1.t1)	-351	ID=HMEL006080g1.t1-E1;Parent=HMEL006080g1.t1								
498	Hmel210004	6851788	6852116	+	0	NA	Intergenic	Intergenic	10837	ID=HMEL030728g1.t1-E4;Parent=HMEL030728g1.t1								
629	Hmel211002	33607	33814	+	0	NA	Intergenic	Intergenic	19915	ID=HMEL030983g1.t1-E2;Parent=HMEL030983g1.t1								
2055	Hmel205005	225369	225693	+	0	NA	promoter-TSS (ID=HMEL036618g1.t1-E18;Parent=HMEL036618g1.t1)	-promoter-TSS (ID=HMEL036618g1.t1-E18;Parent=HMEL036618g1.t1)	631	ID=HMEL036618g1.t1-E17;Parent=HMEL036618g1.t1								
1487	Hmel218018	952746	953130	+	0	NA	Intergenic	Intergenic	7136	ID=HMEL034358g1.t1-E2;Parent=HMEL034358g1.t1								
372	Hmel208050	56552	56844	+	0	NA	Intergenic	Intergenic	-6272	ID=HMEL038130g1.t1-E1;Parent=HMEL038130g1.t1								
2028	Hmel204017	1035563	1036330	+	0	NA	Intergenic	Intergenic	2013	ID=HMEL017779g1.t1-E1;Parent=HMEL017779g1.t1								
1540	Hmel218018	6299383	6299653	+	0	NA	Intergenic	Intergenic	-21381	ID=HMEL034459g1.t1-E1;Parent=HMEL034459g1.t1								
1661	Hmel219005	241009	241909	+	0	NA	Intergenic	Intergenic	-3790	ID=HMEL009286g1.t1-E1;Parent=HMEL009286g1.t1								
1330	Hmel217004	1735147	1735422	+	0	NA	TTS (ID=HMEL033802g1.t1-E1;Parent=HMEL033802g1.t1)	-TTS (ID=HMEL033802g1.t1-E1;Parent=HMEL033802g1.t1)	156	ID=HMEL033802g1.t1-E2;Parent=HMEL033802g1.t1								
1284	Hmel216013	136955	137378	+	0	NA	promoter-TSS (ID=HMEL022531-RA-E1;Parent=HMEL022531-RA)	-promoter-TSS (ID=HMEL022531-RA-E1;Parent=HMEL022531-RA)	-107	ID=HMEL022531-RA-E1;Parent=HMEL022531-RA								
1606	Hmel219003	1990513	1990806	+	0	NA	Intergenic	Intergenic	-6799	ID=HMEL010680g1.t1-E1;Parent=HMEL010680g1.t1								
2064	Hmel201007	1415385	1415939	+	0	NA	Intergenic	Intergenic	-11691	ID=HMEL004282g1.t1-E1;Parent=HMEL004282g1.t1								
1160	Hmel215006	514400	514772	+	0	NA	Intergenic	Intergenic	-13021	ID=HMEL005802g1.t1-E2;Parent=HMEL005802g1.t1								
99	Hmel206009	3039189	3039392	+	0	NA	Intergenic	Intergenic	6805	ID=HMEL003212g2.t1-E1;Parent=HMEL003212g2.t1								
869	Hmel212011	945117	945470	+	0	NA	Intergenic	Intergenic	-1462	ID=HMEL012672g1.t1-E1;Parent=HMEL012672g1.t1								
1592	Hmel219003	1391806	1392080	+	0	NA	TTS (ID=HMEL016974g1.t1-E8;Parent=HMEL016974g1.t1)	-TTS (ID=HMEL016974g1.t1-E8;Parent=HMEL016974g1.t1)	685	ID=HMEL016974g1.t1-E9;Parent=HMEL016974g1.t1								
1933	Hmel203030	186625	187263	+	0	NA	Intergenic	Intergenic	3235	ID=HMEL036017g1.t1-E3;Parent=HMEL036017g1.t1								
2022	Hmel204017	58768	59094	+	0	NA	Intergenic	Intergenic	-2804	ID=HMEL036414g1.t1-E1;Parent=HMEL036414g1.t1								
790	Hmel212001	2946037	2946799	+	0	NA	Intergenic	Intergenic	1189	ID=HMEL031377g1.t1-E1;Parent=HMEL031377g1.t1								
533	Hmel210009	656379	656983	+	0	NA	Intergenic	Intergenic	3258	ID=HMEL030805g1.t1-E1;Parent=HMEL030805g1.t1								
2080	Hmel205012	885983	887068	+	0	NA	Intergenic	Intergenic	10867	ID=HMEL036670g1.t1-E1;Parent=HMEL036670g1.t1								
1122	Hmel214019	612939	613508	+	0	NA	TTS (ID=HMEL032461g1.t1-E1;Parent=HMEL032461g1.t1)	-TTS (ID=HMEL032461g1.t1-E1;Parent=HMEL032461g1.t1)	1723	ID=HMEL032461g1.t1-E1;Parent=HMEL032461g1.t1								
1697	Hmel219018	1184940	1185360	+	0	NA	promoter-TSS (ID=HMEL034910g1.t1-E1;Parent=HMEL034910g1.t1)	-promoter-TSS (ID=HMEL034910g1.t1-E1;Parent=HMEL034910g1.t1)	79	ID=HMEL034910g1.t1-E1;Parent=HMEL034910g1.t1								
1053	Hmel213065	255095	255288	+	0	NA	Intergenic	Intergenic	-3372	ID=HMEL010032g1.t1-E1;Parent=HMEL010032g1.t1								
414	Hmel209005	543488	543773	+	0	NA	Intergenic	Intergenic	6254	ID=HMEL030328g1.t1-E1;Parent=HMEL030328g1.t1								
462	Hmel210001	1085364	1086150	+	0	NA	Intergenic	Intergenic	-2416	ID=HMEL030594g1.t1-E1;Parent=HMEL030594g1.t1								
1770	Hmel220005	1583687	1584029	+	0	NA	Intergenic	Intergenic	-11706	ID=HMEL035090g1.t1-E1;Parent=HMEL035090g1.t1								
1209	Hmel215047	535689	536501	+	0	NA	promoter-TSS (ID=HMEL032869g1.t1-E1;Parent=HMEL032869g1.t1)	-promoter-TSS (ID=HMEL032869g1.t1-E1;Parent=HMEL032869g1.t1)	-122	ID=HMEL032869g1.t1-E1;Parent=HMEL032869g1.t1								
263	Hmel207021	652520	653004	+	0	NA	Intergenic	Intergenic	-6337	ID=HMEL037678g1.t1-E1;Parent=HMEL037678g1.t1								
991	Hmel213025	109565	110152	+	0	NA	Intergenic	Intergenic	1841	ID=HMEL005422g1.t1-E1;Parent=HMEL005422g1.t1								
931	Hmel212014	172540	173409	+	0	NA	TTS (ID=HMEL014809g2.t1-E3;Parent=HMEL014809g2.t1)	-TTS (ID=HMEL014809g2.t1-E3;Parent=HMEL014809g2.t1)	312	ID=HMEL014809g2.t1-E4;Parent=HMEL014809g2.t1								
615	Hmel210011	5058624	5059767	+	0	NA	Intergenic	Intergenic	-61184	ID=HMEL030933g1.t1-E1;Parent=HMEL030933g1.t1								
476	Hmel210004	1729428	1729930	+	0	NA	Intergenic	Intergenic	-9248	ID=HMEL002901-RA-E1;Parent=HMEL002901-RA								
1198	Hmel215034	506849	507489	+	0	NA	promoter-TSS (ID=HMEL032805g1.t1-E1;Parent=HMEL032805g1.t1)	-promoter-TSS (ID=HMEL032805g1.t1-E1;Parent=HMEL032805g1.t1)	-763	ID=HMEL032805g1.t1-E1;Parent=HMEL032805g1.t1								
1626	Hmel219003	4478772	4479837	+	0	NA	promoter-TSS (ID=HMEL013143g1.t1-E6;Parent=HMEL013143g1.t1)	-promoter-TSS (ID=HMEL013143g1.t1-E6;Parent=HMEL013143g1.t1)	-776	ID=HMEL013143g1.t1-E6;Parent=HMEL013143g1.t1								
1409	Hmel218005	256286	257367	+	0	NA	Intergenic	Intergenic	26484	ID=HMEL034251g1.t1-E1;Parent=HMEL034251g1.t1								
1077	Hmel213069	856390	857242	+	0	NA	Intergenic	Intergenic	-1373	ID=HMEL032228g1.t1-E1;Parent=HMEL032228g1.t1								
1716	Hmel220003	533235	533627	+	0	NA	Intergenic	Intergenic	18254	ID=HMEL016466g1.t1-E2;Parent=HMEL016466g1.t1								
293	Hmel207021	2039323	2040117	+	0	NA	Intergenic	Intergenic	-8023	ID=HMEL037715g1.t1-E1;Parent=HMEL037715g1.t1								
1272	Hmel216011	2036163	2036715	+	0	NA	Intergenic	Intergenic	-4425	ID=HMEL004406g4.t1-E1;Parent=HMEL004406g4.t1								
1781	Hmel220005	2470965	2471989	+	0	NA	TTS (ID=HMEL012113g2.t1-E3;Parent=HMEL012113g2.t1)	-TTS (ID=HMEL012113g2.t1-E3;Parent=HMEL012113g2.t1)	317	ID=HMEL012113g2.t1-E3;Parent=HMEL012113g2.t1								
1299	Hmel217001	356171	357185	+	0	NA	Intergenic	Intergenic	-4959	ID=HMEL016452g4.t1-E1;Parent=HMEL016452g4.t1								
1663	Hmel219005	843383	843715	+	0	NA	Intergenic	Intergenic	-11914	ID=HMEL034720g1.t1-E1;Parent=HMEL034720g1.t1								
967	Hmel213013	86707	87035	+	0	NA	Intergenic	Intergenic	10786	ID=HMEL031836g1.t1-E33;Parent=HMEL031836g1.t1								
1611	Hmel219003	2300182	2300550	+	0	NA	Intergenic	Intergenic	7985	ID=HMEL003515g1.t1-E2;Parent=HMEL003515g1.t1								
322	Hmel207028	163476	164747	+	0	NA	Intergenic	Intergenic	4877	ID=HMEL003943g1.t1-E5;Parent=HMEL003943g1.t1								
469	Hmel210004	439381	439623	+	0	NA	Intergenic	Intergenic	-7184	ID=HMEL003122g1.t1-E1;Parent=HMEL003122g1.t1								
635	Hmel211002	79263	79878	+	0	NA	Intergenic	Intergenic	10682	ID=HMEL015339g1.t1-E2;Parent=HMEL015339g1.t1								
1088	Hmel202004	307392	308821	+	0	NA	TTS (ID=HMEL033194g1.t1-E2;Parent=HMEL033194g1.t1)	-TTS (ID=HMEL033194g1.t1-E2;Parent=HMEL033194g1.t1)	601	ID=HMEL033194g1.t1-E2;Parent=HMEL033194g1.t1								
575	Hmel210011	2656229	2656474	+	0	NA	promoter-TSS (ID=HMEL015940g1.t1-E2;Parent=HMEL015940g1.t1)	-promoter-TSS (ID=HMEL015940g1.t1-E2;Parent=HMEL015940g1.t1)	-254	ID=HMEL015940g1.t2-E2;Parent=HMEL015940g1.t2								
1835	Hmel220014	928450	929448	+	0	NA	Intergenic	Intergenic	14598	ID=HMEL035328g1.t1-E3;Parent=HMEL035328g1.t1								
1566	Hmel218018	7843106	7843542	+	0	NA	Intergenic	Intergenic	-35611	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
979	Hmel213020	913206	914042	+	0	NA	promoter-TSS (ID=HMEL031897g1.t1-E5;Parent=HMEL031897g1.t1)	-promoter-TSS (ID=HMEL031897g1.t1-E5;Parent=HMEL031897g1.t1)	-196	ID=HMEL031897g1.t2-E5;Parent=HMEL031897g1.t2								
709	Hmel211009	773490	773979	+	0	NA	Intergenic	Intergenic	-7354	ID=HMEL009784g1.t1-E1;Parent=HMEL009784g1.t1								
40	Hmel201002	563040	563833	+	0	NA	Intergenic	Intergenic	22657	ID=HMEL030020g1.t1-E2;Parent=HMEL030020g1.t1								
310	Hmel207023	479361	479855	+	0	NA	Intergenic	Intergenic	-33247	ID=HMEL037742g1.t1-E1;Parent=HMEL037742g1.t1								
192	Hmel207002	2314028	2315020	+	0	NA	Intergenic	Intergenic	-10652	ID=HMEL037400g1.t1-E1;Parent=HMEL037400g1.t1								
699	Hmel211004	3971154	3971930	+	0	NA	Intergenic	Intergenic	7664	ID=HMEL015693g1.t1-E1;Parent=HMEL015693g1.t1								
1115	Hmel214019	162044	162610	+	0	NA	promoter-TSS (ID=HMEL003114-RA-E1;Parent=HMEL003114-RA)	-promoter-TSS (ID=HMEL003114-RA-E1;Parent=HMEL003114-RA)	-632	ID=HMEL003114-RA-E1;Parent=HMEL003114-RA								
960	Hmel213004	1715853	1716216	+	0	NA	promoter-TSS (ID=HMEL031790g1.t1-E1;Parent=HMEL031790g1.t1)	-promoter-TSS (ID=HMEL031790g1.t1-E1;Parent=HMEL031790g1.t1)	-677	ID=HMEL031790g1.t1-E1;Parent=HMEL031790g1.t1								
818	Hmel212001	6322553	6322890	+	0	NA	Intergenic	Intergenic	7263	ID=HMEL016395g2.t1-E2;Parent=HMEL016395g2.t1								
1038	Hmel213062	629138	629491	+	0	NA	Intergenic	Intergenic	17912	ID=HMEL032116g1.t1-E1;Parent=HMEL032116g1.t1								
1707	Hmel219018	1284381	1284942	+	0	NA	Intergenic	Intergenic	-18496	ID=HMEL034911g1.t1-E3;Parent=HMEL034911g1.t1								
267	Hmel207021	683736	685175	+	0	NA	Intergenic	Intergenic	-4910	ID=HMEL037679g1.t1-E1;Parent=HMEL037679g1.t1								
543	Hmel210011	360996	361283	+	0	NA	Intergenic	Intergenic	-2699	ID=HMEL013326g1.t1-E4;Parent=HMEL013326g1.t1								
1892	Hmel221012	2678699	2679254	+	0	NA	Intergenic	Intergenic	-10590	ID=HMEL008788g1.t1-E1;Parent=HMEL008788g1.t1								
1777	Hmel220005	1959181	1959386	+	0	NA	Intergenic	Intergenic	6294	ID=HMEL035115g1.t1-E1;Parent=HMEL035115g1.t1								
2044	Hmel204019	35562	35999	+	0	NA	Intergenic	Intergenic	-6037	ID=HMEL004620g1.t1-E1;Parent=HMEL004620g1.t1								
354	Hmel208021	558111	558681	+	0	NA	Intergenic	Intergenic	4844	ID=HMEL037960g1.t1-E2;Parent=HMEL037960g1.t1								
1437	Hmel218011	217681	219331	+	0	NA	Intergenic	Intergenic	31387	ID=HMEL034332g1.t1-E10;Parent=HMEL034332g1.t1								
1064	Hmel213067	557975	558320	+	0	NA	Intergenic	Intergenic	-3458	ID=HMEL032192g1.t1-E1;Parent=HMEL032192g1.t1								
757	Hmel212001	757665	758024	+	0	NA	Intergenic	Intergenic	13780	ID=HMEL005312g1.t1-E1;Parent=HMEL005312g1.t1								
9	Hmel206006	168547	169111	+	0	NA	Intergenic	Intergenic	-12593	ID=HMEL010586g1.t1-E1;Parent=HMEL010586g1.t1								
1217	Hmel215047	1427365	1428033	+	0	NA	Intergenic	Intergenic	-14231	ID=HMEL032906g1.t1-E1;Parent=HMEL032906g1.t1								
1740	Hmel220003	1536729	1537209	+	0	NA	promoter-TSS (ID=HMEL017039g1.t1-E4;Parent=HMEL017039g1.t1)	-promoter-TSS (ID=HMEL017039g1.t1-E4;Parent=HMEL017039g1.t1)	-524	ID=HMEL017039g1.t1-E4;Parent=HMEL017039g1.t1								
1600	Hmel219003	1890643	1891060	+	0	NA	Intergenic	Intergenic	4421	ID=HMEL010667g1.t1-E3;Parent=HMEL010667g1.t1								
603	Hmel210011	4186118	4187572	+	0	NA	Intergenic	Intergenic	7235	ID=HMEL030912g1.t1-E3;Parent=HMEL030912g1.t1								
90	Hmel206009	2580253	2580799	+	0	NA	Intergenic	Intergenic	-17200	ID=HMEL005355g1.t1-E1;Parent=HMEL005355g1.t1								
1850	Hmel221001	271835	272117	+	0	NA	Intergenic	Intergenic	-4484	ID=HMEL011045-RA-E7;Parent=HMEL011045-RA								
565	Hmel210011	2239187	2239788	+	0	NA	Intergenic	Intergenic	-10925	ID=HMEL003719g1.t1-E1;Parent=HMEL003719g1.t1								
1346	Hmel217004	4004733	4005131	+	0	NA	Intergenic	Intergenic	-4330	ID=HMEL033862g1.t1-E1;Parent=HMEL033862g1.t1								
1964	Hmel203048	273116	274727	+	0	NA	promoter-TSS (ID=HMEL016988g2.t1-E2;Parent=HMEL016988g2.t1)	-promoter-TSS (ID=HMEL016988g2.t1-E2;Parent=HMEL016988g2.t1)	76	ID=HMEL016988g2.t1-E2;Parent=HMEL016988g2.t1								
850	Hmel212009	891921	892242	+	0	NA	Intergenic	Intergenic	11220	ID=HMEL011918g1.t1-E5;Parent=HMEL011918g1.t1								
891	Hmel212013	784865	785462	+	0	NA	Intergenic	Intergenic	-2453	ID=HMEL031652g1.t1-E1;Parent=HMEL031652g1.t1								
1004	Hmel213038	80599	81024	+	0	NA	Intergenic	Intergenic	-13061	ID=HMEL032020g1.t1-E1;Parent=HMEL032020g1.t1								
2106	Hmel205020	128327	129066	+	0	NA	Intergenic	Intergenic	-7210	ID=HMEL020778g1.t1-E1;Parent=HMEL020778g1.t1								
1360	Hmel217018	260416	261070	+	0	NA	promoter-TSS (ID=HMEL002231g1.t1-E2;Parent=HMEL002231g1.t1)	-promoter-TSS (ID=HMEL002231g1.t1-E2;Parent=HMEL002231g1.t1)	-614	ID=HMEL002231g1.t1-E2;Parent=HMEL002231g1.t1								
233	Hmel201009	2403550	2403957	+	0	NA	Intergenic	Intergenic	10977	ID=HMEL030177g1.t1-E2;Parent=HMEL030177g1.t1								
1013	Hmel213044	650279	650855	+	0	NA	Intergenic	Intergenic	27141	ID=HMEL017299g1.t1-E1;Parent=HMEL017299g1.t1								
1490	Hmel218018	1167917	1168361	+	0	NA	Intergenic	Intergenic	35235	ID=HMEL016226-RA-E1;Parent=HMEL016226-RA								
1693	Hmel219015	136744	137296	+	0	NA	TTS (ID=HMEL008758g1.t1-E2;Parent=HMEL008758g1.t1)	-TTS (ID=HMEL008758g1.t1-E2;Parent=HMEL008758g1.t1)	591	ID=HMEL008758g1.t1-E3;Parent=HMEL008758g1.t1								
316	Hmel207024	8951	9310	+	0	NA	NA	NA	NA	NA								
1806	Hmel220005	5607590	5608172	+	0	NA	Intergenic	Intergenic	-4241	ID=HMEL035242g1.t1-E1;Parent=HMEL035242g1.t1								
1738	Hmel220003	1387633	1388349	+	0	NA	Intergenic	Intergenic	-2595	ID=HMEL017022g1.t1-E1;Parent=HMEL017022g1.t1								
2025	Hmel204017	774471	775077	+	0	NA	Intergenic	Intergenic	2484	ID=HMEL008385g1.t1-E6;Parent=HMEL008385g1.t1								
1370	Hmel217018	662363	662547	+	0	NA	Intergenic	Intergenic	-9510	ID=HMEL009592g1.t1-E1;Parent=HMEL009592g1.t1								
11	Hmel206006	268113	269272	+	0	NA	Intergenic	Intergenic	-21867	ID=HMEL036934g1.t1-E1;Parent=HMEL036934g1.t1								
511	Hmel210005	299797	300313	+	0	NA	promoter-TSS (ID=HMEL030742g1.t1-E2;Parent=HMEL030742g1.t1)	-promoter-TSS (ID=HMEL030742g1.t1-E2;Parent=HMEL030742g1.t1)	16	ID=HMEL030742g1.t1-E2;Parent=HMEL030742g1.t1								
842	Hmel212009	220154	221711	+	0	NA	Intergenic	Intergenic	7316	ID=HMEL031555g1.t1-E2;Parent=HMEL031555g1.t1								
899	Hmel212013	1471431	1471878	+	0	NA	Intergenic	Intergenic	20051	ID=HMEL015319g1.t1-E1;Parent=HMEL015319g1.t1								
2000	Hmel204001	672764	674261	+	0	NA	Intergenic	Intergenic	-3794	ID=HMEL036318g1.t1-E1;Parent=HMEL036318g1.t1								
199	Hmel207002	3232297	3232735	+	0	NA	Intergenic	Intergenic	-2668	ID=HMEL009342g1.t1-E2;Parent=HMEL009342g1.t1								
1979	Hmel203067	524381	524722	+	0	NA	Intergenic	Intergenic	5828	ID=HMEL036141g1.t1-E3;Parent=HMEL036141g1.t1								
