PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
507	Hmel205005	713435	713569	+	0	NA	Intergenic	Intergenic	-13055	ID=HMEL016273g1.t3-E1;Parent=HMEL016273g1.t3								
1173	Hmel210004	5720810	5721148	+	0	NA	Intergenic	Intergenic	-1315	ID=HMEL009005g2.t1-E6;Parent=HMEL009005g2.t1								
1963	Hmel215006	856017	856970	+	0	NA	Intergenic	Intergenic	2367	ID=HMEL002010g1.t1-E4;Parent=HMEL002010g1.t1								
309	Hmel203033	139135	139370	+	0	NA	Intergenic	Intergenic	-13721	ID=HMEL021515g1.t1-E1;Parent=HMEL021515g1.t1								
1734	Hmel213037	76725	77391	+	0	NA	Intergenic	Intergenic	-5458	ID=HMEL008086g1.t1-E1;Parent=HMEL008086g1.t1								
2085	Hmel216009	7462	7843	+	0	NA	Intergenic	Intergenic	-9457	ID=HMEL033484g1.t1-E1;Parent=HMEL033484g1.t1								
1733	Hmel213037	73904	74126	+	0	NA	Intergenic	Intergenic	-3689	ID=HMEL008085g1.t1-E1;Parent=HMEL008085g1.t1								
2113	Hmel216009	1128226	1128943	+	0	NA	Intergenic	Intergenic	13398	ID=HMEL033511g1.t1-E3;Parent=HMEL033511g1.t1								
2153	Hmel216011	2416239	2416661	+	0	NA	Intergenic	Intergenic	-3267	ID=HMEL002803g1.t1-E1;Parent=HMEL002803g1.t1								
1258	Hmel210011	2767606	2767824	+	0	NA	Intergenic	Intergenic	-5642	ID=HMEL030881g1.t1-E1;Parent=HMEL030881g1.t1								
824	Hmel207006	14251	14462	+	0	NA	TTS (ID=HMEL022433g1.t1-E1;Parent=HMEL022433g1.t1)	-TTS (ID=HMEL022433g1.t1-E1;Parent=HMEL022433g1.t1)	2206	ID=HMEL022433g1.t1-E1;Parent=HMEL022433g1.t1								
120	Hmel201011	1743441	1743723	+	0	NA	Intergenic	Intergenic	2229	ID=HMEL011402g7.t1-E2;Parent=HMEL011402g7.t1								
2568	Hmel219005	433708	434234	+	0	NA	Intergenic	Intergenic	-1711	ID=HMEL009299g1.t1-E1;Parent=HMEL009299g1.t1								
1148	Hmel210004	1139726	1140411	+	0	NA	Intergenic	Intergenic	-1888	ID=HMEL030626g1.t1-E1;Parent=HMEL030626g1.t1								
2841	Hmel204026	17390	17654	+	0	NA	Intergenic	Intergenic	1772	ID=HMEL036522g1.t1-E6;Parent=HMEL036522g1.t1								
2386	Hmel218008	73472	73679	+	0	NA	promoter-TSS (ID=HMEL017513g1.t1-E1;Parent=HMEL017513g1.t1)	-promoter-TSS (ID=HMEL017513g1.t1-E1;Parent=HMEL017513g1.t1)	-395	ID=HMEL017513g1.t1-E1;Parent=HMEL017513g1.t1								
2313	Hmel217018	2229842	2230874	+	0	NA	Intergenic	Intergenic	-11903	ID=HMEL034019g1.t1-E1;Parent=HMEL034019g1.t1								
254	Hmel202006	5450060	5450777	+	0	NA	Intergenic	Intergenic	-8037	ID=HMEL033390g1.t1-E1;Parent=HMEL033390g1.t1								
392	Hmel204001	116163	116605	+	0	NA	Intergenic	Intergenic	3774	ID=HMEL036301g1.t1-E3;Parent=HMEL036301g1.t1								
1321	Hmel211002	37303	37531	+	0	NA	Intergenic	Intergenic	23622	ID=HMEL030983g1.t1-E2;Parent=HMEL030983g1.t1								
2242	Hmel217004	693012	693859	+	0	NA	Intergenic	Intergenic	-18182	ID=HMEL033779g1.t1-E1;Parent=HMEL033779g1.t1								
2442	Hmel218018	6547139	6547466	+	0	NA	Intergenic	Intergenic	8782	ID=HMEL034461g1.t1-E3;Parent=HMEL034461g1.t1								
2254	Hmel217004	1653010	1653326	+	0	NA	promoter-TSS (ID=HMEL006829g1.t1-E1;Parent=HMEL006829g1.t1)	-promoter-TSS (ID=HMEL006829g1.t1-E1;Parent=HMEL006829g1.t1)	-453	ID=HMEL006829g1.t1-E1;Parent=HMEL006829g1.t1								
1987	Hmel215034	169782	170176	+	0	NA	Intergenic	Intergenic	-7611	ID=HMEL022129g1.t1-E1;Parent=HMEL022129g1.t1								
813	Hmel207002	6462469	6463277	+	0	NA	Intergenic	Intergenic	-27225	ID=HMEL037499g1.t1-E1;Parent=HMEL037499g1.t1								
2014	Hmel215047	409364	409915	+	0	NA	Intergenic	Intergenic	-10439	ID=HMEL032867g1.t1-E1;Parent=HMEL032867g1.t1								
2602	Hmel219014	2607310	2608062	+	0	NA	Intergenic	Intergenic	-2348	ID=HMEL034836g1.t1-E1;Parent=HMEL034836g1.t1								
644	Hmel206006	2042231	2042475	+	0	NA	TTS (ID=HMEL036968g1.t1-E6;Parent=HMEL036968g1.t1)	-TTS (ID=HMEL036968g1.t1-E6;Parent=HMEL036968g1.t1)	553	ID=HMEL036968g1.t1-E6;Parent=HMEL036968g1.t1								
2477	Hmel218019	225988	226797	+	0	NA	Intergenic	Intergenic	3270	ID=HMEL002968g1.t1-E1;Parent=HMEL002968g1.t1								
851	Hmel207015	153951	154337	+	0	NA	Intergenic	Intergenic	-2476	ID=HMEL006285g1.t1-E1;Parent=HMEL006285g1.t1								
1820	Hmel213069	934241	934416	+	0	NA	Intergenic	Intergenic	-3547	ID=HMEL007467g2.t1-E1;Parent=HMEL007467g2.t1								
399	Hmel204001	1007150	1007657	+	0	NA	Intergenic	Intergenic	-11170	ID=HMEL017425g1.t1-E1;Parent=HMEL017425g1.t1								
2296	Hmel217018	674529	674711	+	0	NA	promoter-TSS (ID=HMEL033973g1.t1-E1;Parent=HMEL033973g1.t1)	-promoter-TSS (ID=HMEL033973g1.t1-E1;Parent=HMEL033973g1.t1)	-453	ID=HMEL033973g1.t1-E1;Parent=HMEL033973g1.t1								
2110	Hmel216009	1244809	1245436	+	0	NA	Intergenic	Intergenic	-11140	ID=HMEL033514g1.t1-E1;Parent=HMEL033514g1.t1								
1811	Hmel213067	531902	532549	+	0	NA	Intergenic	Intergenic	13595	ID=HMEL032192g1.t1-E2;Parent=HMEL032192g1.t1								
436	Hmel204013	1229066	1229353	+	0	NA	promoter-TSS (ID=HMEL036411g1.t1-E4;Parent=HMEL036411g1.t1)	-promoter-TSS (ID=HMEL036411g1.t1-E4;Parent=HMEL036411g1.t1)	-400	ID=HMEL036411g1.t1-E4;Parent=HMEL036411g1.t1								
1342	Hmel211004	254979	255206	+	0	NA	promoter-TSS (ID=HMEL015231g1.t1-E1;Parent=HMEL015231g1.t1)	-promoter-TSS (ID=HMEL015231g1.t1-E1;Parent=HMEL015231g1.t1)	-62	ID=HMEL015231g1.t1-E1;Parent=HMEL015231g1.t1								
2457	Hmel218018	7871907	7872269	+	0	NA	Intergenic	Intergenic	-6847	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
1968	Hmel215008	103576	103954	+	0	NA	Intergenic	Intergenic	-16471	ID=HMEL032699g1.t1-E1;Parent=HMEL032699g1.t1								
1802	Hmel213062	821801	822035	+	0	NA	promoter-TSS (ID=HMEL032118g1.t1-E1;Parent=HMEL032118g1.t1)	-promoter-TSS (ID=HMEL032118g1.t1-E1;Parent=HMEL032118g1.t1)	646	ID=HMEL032119g1.t1-E6;Parent=HMEL032119g1.t1								
94	Hmel201009	3465301	3465487	+	0	NA	Intergenic	Intergenic	-3237	ID=HMEL012404g1.t1-E3;Parent=HMEL012404g1.t1								
213	Hmel202006	3593397	3593710	+	0	NA	Intergenic	Intergenic	8120	ID=HMEL033346g1.t1-E1;Parent=HMEL033346g1.t1								
2775	Hmel220014	1243022	1243353	+	0	NA	Intergenic	Intergenic	-5634	ID=HMEL035337g1.t1-E1;Parent=HMEL035337g1.t1								
1450	Hmel212001	1172448	1172936	+	0	NA	Intergenic	Intergenic	-2188	ID=HMEL031349g1.t1-E1;Parent=HMEL031349g1.t1								
2863	Hmel211009	41665	42067	+	0	NA	Intergenic	Intergenic	12227	ID=HMEL031162g1.t1-E2;Parent=HMEL031162g1.t1								
2668	Hmel220003	1207666	1209127	+	0	NA	Intergenic	Intergenic	-36604	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
568	Hmel205015	94773	95199	+	0	NA	Intergenic	Intergenic	-11378	ID=HMEL036710g1.t1-E1;Parent=HMEL036710g1.t1								
2273	Hmel217005	81978	82880	+	0	NA	Intergenic	Intergenic	-1118	ID=HMEL033881g1.t1-E6;Parent=HMEL033881g1.t1								
2411	Hmel218018	2529167	2529523	+	0	NA	Intergenic	Intergenic	10269	ID=HMEL034392g1.t1-E2;Parent=HMEL034392g1.t1								
1129	Hmel210001	505593	506247	+	0	NA	Intergenic	Intergenic	1785	ID=HMEL030582g1.t1-E15;Parent=HMEL030582g1.t1								
791	Hmel207002	4126641	4126884	+	0	NA	Intergenic	Intergenic	-2390	ID=HMEL013747g1.t1-E2;Parent=HMEL013747g1.t1								
1143	Hmel210004	798872	799102	+	0	NA	Intergenic	Intergenic	15395	ID=HMEL030620g1.t1-E7;Parent=HMEL030620g1.t1								
1355	Hmel211004	1009264	1010449	+	0	NA	Intergenic	Intergenic	-9033	ID=HMEL031048g1.t1-E1;Parent=HMEL031048g1.t1								
2848	Hmel206006	98069	98318	+	0	NA	Intergenic	Intergenic	10713	ID=HMEL036929g1.t1-E1;Parent=HMEL036929g1.t1								
2231	Hmel217004	514002	514281	+	0	NA	TTS (ID=HMEL033776g1.t1-E1;Parent=HMEL033776g1.t1)	-TTS (ID=HMEL033776g1.t1-E1;Parent=HMEL033776g1.t1)	586	ID=HMEL033776g1.t1-E1;Parent=HMEL033776g1.t1								
1961	Hmel215006	781390	783518	+	0	NA	promoter-TSS (ID=HMEL002008g1.t1-E13;Parent=HMEL002008g1.t1)	-promoter-TSS (ID=HMEL002008g1.t1-E13;Parent=HMEL002008g1.t1)	-488	ID=HMEL002008g1.t1-E13;Parent=HMEL002008g1.t1								
386	Hmel203069	2836041	2836445	+	0	NA	Intergenic	Intergenic	1803	ID=HMEL036289g1.t1-E3;Parent=HMEL036289g1.t1								
916	Hmel207030	60023	61392	+	0	NA	promoter-TSS (ID=HMEL005305g4.t1-E3;Parent=HMEL005305g4.t1)	-promoter-TSS (ID=HMEL005305g4.t1-E3;Parent=HMEL005305g4.t1)	-159	ID=HMEL005305g4.t1-E3;Parent=HMEL005305g4.t1								
2043	Hmel216001	853339	854332	+	0	NA	Intergenic	Intergenic	-2192	ID=HMEL014293g1.t1-E1;Parent=HMEL014293g1.t1								
1457	Hmel212001	1718876	1719231	+	0	NA	Intergenic	Intergenic	16185	ID=HMEL005670g1.t1-E2;Parent=HMEL005670g1.t1								
200	Hmel202006	1222862	1223075	+	0	NA	Intergenic	Intergenic	-10103	ID=HMEL006869g1.t2-E1;Parent=HMEL006869g1.t2								
1261	Hmel210011	2939963	2941232	+	0	NA	Intergenic	Intergenic	-4039	ID=HMEL015955g1.t1-E1;Parent=HMEL015955g1.t1								
1352	Hmel211004	691760	692207	+	0	NA	Intergenic	Intergenic	2268	ID=HMEL015266g1.t2-E1;Parent=HMEL015266g1.t2								
329	Hmel203042	55341	55905	+	0	NA	TTS (ID=HMEL011687g1.t1-E1;Parent=HMEL011687g1.t1)	-TTS (ID=HMEL011687g1.t1-E1;Parent=HMEL011687g1.t1)	1001	ID=HMEL011687g1.t1-E1;Parent=HMEL011687g1.t1								
525	Hmel205012	526354	526968	+	0	NA	Intergenic	Intergenic	-3298	ID=HMEL007212g1.t1-E3;Parent=HMEL007212g1.t1								
1621	Hmel213004	909334	909822	+	0	NA	Intergenic	Intergenic	-4215	ID=HMEL015480g1.t1-E1;Parent=HMEL015480g1.t1								
27	Hmel201005	432272	432454	+	0	NA	Intergenic	Intergenic	3671	ID=HMEL003400g1.t1-E1;Parent=HMEL003400g1.t1								
787	Hmel207002	3687955	3688318	+	0	NA	promoter-TSS (ID=HMEL015858g1.t1-E1;Parent=HMEL015858g1.t1)	-promoter-TSS (ID=HMEL015858g1.t1-E1;Parent=HMEL015858g1.t1)	-675	ID=HMEL015858g1.t1-E1;Parent=HMEL015858g1.t1								
2331	Hmel218003	306292	306451	+	0	NA	Intergenic	Intergenic	5308	ID=HMEL034203g1.t1-E2;Parent=HMEL034203g1.t1								
1902	Hmel214022	36818	37337	+	0	NA	Intergenic	Intergenic	-1493	ID=HMEL032480g1.t1-E2;Parent=HMEL032480g1.t1								
1561	Hmel212013	324175	324476	+	0	NA	Intergenic	Intergenic	-2499	ID=HMEL017580g1.t1-E1;Parent=HMEL017580g1.t1								
161	Hmel201019	731063	731442	+	0	NA	Intergenic	Intergenic	3252	ID=HMEL033122g1.t1-E9;Parent=HMEL033122g1.t1								
1866	Hmel214008	1810774	1811160	+	0	NA	Intergenic	Intergenic	2347	ID=HMEL032357g1.t1-E5;Parent=HMEL032357g1.t1								
2001	Hmel215044	227623	228319	+	0	NA	Intergenic	Intergenic	15750	ID=HMEL005506g1.t1-E1;Parent=HMEL005506g1.t1								
1310	Hmel210012	208900	209168	+	0	NA	Intergenic	Intergenic	1369	ID=HMEL030956g1.t1-E5;Parent=HMEL030956g1.t1								
109	Hmel201011	97755	98004	+	0	NA	promoter-TSS (ID=HMEL006811g1.t1-E4;Parent=HMEL006811g1.t1)	-promoter-TSS (ID=HMEL006811g1.t1-E4;Parent=HMEL006811g1.t1)	72	ID=HMEL006811g1.t1-E4;Parent=HMEL006811g1.t1								
2115	Hmel216009	1457631	1458338	+	0	NA	Intergenic	Intergenic	-2278	ID=HMEL008830g1.t1-E1;Parent=HMEL008830g1.t1								
2318	Hmel217019	225889	226149	+	0	NA	Intergenic	Intergenic	12568	ID=HMEL014828g2.t1-E3;Parent=HMEL014828g2.t1								
2651	Hmel220003	545523	545758	+	0	NA	Intergenic	Intergenic	-7460	ID=HMEL034983g1.t1-E1;Parent=HMEL034983g1.t1								
1239	Hmel210011	867566	868008	+	0	NA	Intergenic	Intergenic	8065	ID=HMEL006948g1.t1-E1;Parent=HMEL006948g1.t1								
2764	Hmel220014	163757	165088	+	0	NA	Intergenic	Intergenic	-33620	ID=HMEL035305g1.t1-E1;Parent=HMEL035305g1.t1								
2797	Hmel221001	1566733	1566922	+	0	NA	Intergenic	Intergenic	-3922	ID=HMEL013511g2.t1-E1;Parent=HMEL013511g2.t1								
769	Hmel207002	1530162	1530326	+	0	NA	Intergenic	Intergenic	1443	ID=HMEL011234g1.t1-E1;Parent=HMEL011234g1.t1								
1556	Hmel212013	75822	76066	+	0	NA	TTS (ID=HMEL017593g1.t1-E1;Parent=HMEL017593g1.t1)	-TTS (ID=HMEL017593g1.t1-E1;Parent=HMEL017593g1.t1)	644	ID=HMEL017593g1.t1-E2;Parent=HMEL017593g1.t1								
1181	Hmel210004	6017608	6018755	+	0	NA	Intergenic	Intergenic	1690	ID=HMEL009019g1.t1-E2;Parent=HMEL009019g1.t1								
1809	Hmel213067	273686	274019	+	0	NA	promoter-TSS (ID=HMEL003058-RA-E2;Parent=HMEL003058-RA)	-promoter-TSS (ID=HMEL003058-RA-E2;Parent=HMEL003058-RA)	-494	ID=HMEL003058-RA-E2;Parent=HMEL003058-RA								
803	Hmel207002	5985726	5985931	+	0	NA	promoter-TSS (ID=HMEL037490g1.t1-E5;Parent=HMEL037490g1.t1)	-promoter-TSS (ID=HMEL037490g1.t1-E5;Parent=HMEL037490g1.t1)	-699	ID=HMEL037490g1.t1-E5;Parent=HMEL037490g1.t1								
2744	Hmel220009	141626	141865	+	0	NA	Intergenic	Intergenic	-7623	ID=HMEL035254g1.t2-E1;Parent=HMEL035254g1.t2								
2559	Hmel219003	6864597	6865393	+	0	NA	Intergenic	Intergenic	-1157	ID=HMEL034703g1.t1-E1;Parent=HMEL034703g1.t1								
1766	Hmel213046	85772	88470	+	0	NA	Intergenic	Intergenic	-1486	ID=HMEL032051g1.t1-E1;Parent=HMEL032051g1.t1								
60	Hmel201008	48549	49198	+	0	NA	Intergenic	Intergenic	-16009	ID=HMEL002949g1.t1-E1;Parent=HMEL002949g1.t1								
1245	Hmel210011	1911534	1911758	+	0	NA	promoter-TSS (ID=HMEL007313g1.t1-E1;Parent=HMEL007313g1.t1)	-promoter-TSS (ID=HMEL007313g1.t1-E1;Parent=HMEL007313g1.t1)	-944	ID=HMEL007313g1.t1-E1;Parent=HMEL007313g1.t1								
1400	Hmel211010	13154	13884	+	0	NA	Intergenic	Intergenic	-9150	ID=HMEL031189g1.t1-E1;Parent=HMEL031189g1.t1								
1067	Hmel209007	985205	985929	+	0	NA	Intergenic	Intergenic	-1994	ID=HMEL030387g1.t1-E1;Parent=HMEL030387g1.t1								
691	Hmel206009	1908057	1909178	+	0	NA	promoter-TSS (ID=HMEL016760g2.t1-E1;Parent=HMEL016760g2.t1)	-promoter-TSS (ID=HMEL016760g2.t1-E1;Parent=HMEL016760g2.t1)	-743	ID=HMEL016760g2.t1-E1;Parent=HMEL016760g2.t1								
2615	Hmel219018	597426	598493	+	0	NA	Intergenic	Intergenic	8054	ID=HMEL008596g1.t1-E6;Parent=HMEL008596g1.t1								
1676	Hmel213020	221946	222204	+	0	NA	Intergenic	Intergenic	-6743	ID=HMEL004896g1.t1-E1;Parent=HMEL004896g1.t1								
1388	Hmel211005	90042	90385	+	0	NA	Intergenic	Intergenic	5137	ID=HMEL005970g1.t1-E5;Parent=HMEL005970g1.t1								
346	Hmel203060	208	1046	+	0	NA	Intergenic	Intergenic	-8639	ID=HMEL036129g1.t1-E1;Parent=HMEL036129g1.t1								
911	Hmel207023	630277	630637	+	0	NA	Intergenic	Intergenic	-7999	ID=HMEL037745g1.t1-E1;Parent=HMEL037745g1.t1								
427	Hmel204013	541596	542277	+	0	NA	Intergenic	Intergenic	21261	ID=HMEL036397g1.t1-E2;Parent=HMEL036397g1.t1								
2072	Hmel216006	700907	701168	+	0	NA	Intergenic	Intergenic	-7858	ID=HMEL009398g1.t1-E1;Parent=HMEL009398g1.t1								
82	Hmel201009	1971566	1972212	+	0	NA	Intergenic	Intergenic	-1551	ID=HMEL015802g1.t1-E1;Parent=HMEL015802g1.t1								
2202	Hmel216016	182347	182716	+	0	NA	promoter-TSS (ID=HMEL011802g1.t1-E1;Parent=HMEL011802g1.t1)	-promoter-TSS (ID=HMEL011802g1.t1-E1;Parent=HMEL011802g1.t1)	-544	ID=HMEL011802g1.t1-E1;Parent=HMEL011802g1.t1								
650	Hmel206006	2160710	2160906	+	0	NA	Intergenic	Intergenic	-4638	ID=HMEL016515g1.t1-E1;Parent=HMEL016515g1.t1								
1154	Hmel210004	3144299	3145101	+	0	NA	Intergenic	Intergenic	-3141	ID=HMEL030649g1.t1-E1;Parent=HMEL030649g1.t1								
2624	Hmel219018	1394506	1394983	+	0	NA	promoter-TSS (ID=HMEL014696g1.t1-E1;Parent=HMEL014696g1.t1)	-promoter-TSS (ID=HMEL014696g1.t1-E1;Parent=HMEL014696g1.t1)	48	ID=HMEL014696g1.t1-E1;Parent=HMEL014696g1.t1								
895	Hmel207022	5831	6024	+	0	NA	Intergenic	Intergenic	2069	ID=HMEL021351g1.t1-E8;Parent=HMEL021351g1.t1								
1763	Hmel213046	29868	30713	+	0	NA	TTS (ID=HMEL032048g1.t1-E1;Parent=HMEL032048g1.t1)	-TTS (ID=HMEL032048g1.t1-E1;Parent=HMEL032048g1.t1)	198	ID=HMEL032048g1.t1-E1;Parent=HMEL032048g1.t1								
69	Hmel201009	1341201	1342626	+	0	NA	TTS (ID=HMEL030146g1.t1-E2;Parent=HMEL030146g1.t1)	-TTS (ID=HMEL030146g1.t1-E2;Parent=HMEL030146g1.t1)	-1021	ID=HMEL030145g1.t1-E1;Parent=HMEL030145g1.t1								
1910	Hmel214024	898505	898698	+	0	NA	Intergenic	Intergenic	-3079	ID=HMEL032538g1.t1-E1;Parent=HMEL032538g1.t1								
1157	Hmel210004	3496130	3496771	+	0	NA	promoter-TSS (ID=HMEL004371g1.t1-E3;Parent=HMEL004371g1.t1)	-promoter-TSS (ID=HMEL004371g1.t1-E3;Parent=HMEL004371g1.t1)	-464	ID=HMEL004371g1.t1-E3;Parent=HMEL004371g1.t1								
1470	Hmel212001	2668383	2668936	+	0	NA	Intergenic	Intergenic	4301	ID=HMEL016834g1.t1-E3;Parent=HMEL016834g1.t1								
2762	Hmel220014	138048	138941	+	0	NA	Intergenic	Intergenic	-11770	ID=HmelUGT351A1-E1;Parent=HmelUGT351A1								
224	Hmel202006	2091042	2091497	+	0	NA	Intergenic	Intergenic	-7880	ID=HMEL014362g1.t1-E1;Parent=HMEL014362g1.t1								
2711	Hmel220005	1323886	1324415	+	0	NA	Intergenic	Intergenic	-6979	ID=HMEL016155g1.t1-E1;Parent=HMEL016155g1.t1								
2100	Hmel216009	660567	661486	+	0	NA	Intergenic	Intergenic	-3396	ID=HMEL033495g1.t1-E2;Parent=HMEL033495g1.t1								
1982	Hmel215031	57997	58169	+	0	NA	promoter-TSS (ID=HMEL002320g1.t1-E7;Parent=HMEL002320g1.t1)	-promoter-TSS (ID=HMEL002320g1.t1-E7;Parent=HMEL002320g1.t1)	-99	ID=HMEL002320g1.t1-E7;Parent=HMEL002320g1.t1								
1006	Hmel208051	1478407	1479139	+	0	NA	promoter-TSS (ID=HMEL004476g1.t1-E1;Parent=HMEL004476g1.t1)	-promoter-TSS (ID=HMEL004476g1.t1-E1;Parent=HMEL004476g1.t1)	-894	ID=HMEL004476g1.t1-E1;Parent=HMEL004476g1.t1								
2393	Hmel218014	49580	50785	+	0	NA	Intergenic	Intergenic	48549	ID=HMEL034340g1.t1-E2;Parent=HMEL034340g1.t1								
426	Hmel204013	454479	454758	+	0	NA	Intergenic	Intergenic	-2149	ID=HMEL036395g1.t1-E1;Parent=HMEL036395g1.t1								
996	Hmel208051	48029	48383	+	0	NA	TTS (ID=HMEL038133g1.t1-E8;Parent=HMEL038133g1.t1)	-TTS (ID=HMEL038133g1.t1-E8;Parent=HMEL038133g1.t1)	732	ID=HMEL038133g1.t1-E8;Parent=HMEL038133g1.t1								
1435	Hmel212001	105232	105377	+	0	NA	promoter-TSS (ID=HMEL031318g1.t1-E3;Parent=HMEL031318g1.t1)	-promoter-TSS (ID=HMEL031318g1.t1-E3;Parent=HMEL031318g1.t1)	-508	ID=HMEL031318g1.t1-E3;Parent=HMEL031318g1.t1								
1840	Hmel214008	168880	169139	+	0	NA	Intergenic	Intergenic	12744	ID=HMEL032314g1.t1-E1;Parent=HMEL032314g1.t1								
279	Hmel203007	35281	35600	+	0	NA	Intergenic	Intergenic	-18547	ID=HMEL035963g1.t1-E1;Parent=HMEL035963g1.t1								
2408	Hmel218018	2383202	2384091	+	0	NA	Intergenic	Intergenic	-2481	ID=HMEL017836g1.t1-E1;Parent=HMEL017836g1.t1								
2069	Hmel216006	25546	26090	+	0	NA	Intergenic	Intergenic	-9434	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
956	Hmel208017	346494	347284	+	0	NA	promoter-TSS (ID=HMEL037892g1.t1-E6;Parent=HMEL037892g1.t1)	-promoter-TSS (ID=HMEL037892g1.t1-E6;Parent=HMEL037892g1.t1)	30	ID=HMEL037892g1.t2-E6;Parent=HMEL037892g1.t2								
483	Hmel205001	214428	215113	+	0	NA	Intergenic	Intergenic	3839	ID=HMEL036590g1.t1-E2;Parent=HMEL036590g1.t1								
498	Hmel205005	595707	595952	+	0	NA	Intergenic	Intergenic	17105	ID=HmIR143a_1-E1;Parent=HmIR143a_1								
629	Hmel206006	95527	96182	+	0	NA	Intergenic	Intergenic	8374	ID=HMEL036929g1.t1-E1;Parent=HMEL036929g1.t1								
2055	Hmel216001	419730	420111	+	0	NA	Intergenic	Intergenic	3249	ID=HMEL032979g1.t1-E1;Parent=HMEL032979g1.t1								
1487	Hmel212001	3722434	3723000	+	0	NA	Intergenic	Intergenic	-9618	ID=HMEL031391g1.t2-E1;Parent=HMEL031391g1.t2								
372	Hmel203069	654438	654709	+	0	NA	promoter-TSS (ID=HMEL036196g1.t1-E2;Parent=HMEL036196g1.t1)	-promoter-TSS (ID=HMEL036196g1.t1-E2;Parent=HMEL036196g1.t1)	-395	ID=HMEL036196g1.t1-E2;Parent=HMEL036196g1.t1								
2028	Hmel215047	1325201	1325685	+	0	NA	TTS (ID=HMEL021121g1.t1-E3;Parent=HMEL021121g1.t1)	-TTS (ID=HMEL021121g1.t1-E3;Parent=HMEL021121g1.t1)	834	ID=HMEL021121g1.t1-E3;Parent=HMEL021121g1.t1								
1540	Hmel212011	131162	131897	+	0	NA	Intergenic	Intergenic	5961	ID=HMEL031587g1.t1-E2;Parent=HMEL031587g1.t1								
1661	Hmel213014	8246	8394	+	0	NA	Intergenic	Intergenic	-6619	ID=HMEL031842g1.t1-E1;Parent=HMEL031842g1.t1								
1330	Hmel211002	88465	89530	+	0	NA	Intergenic	Intergenic	7809	ID=HMEL015337g1.t1-E7;Parent=HMEL015337g1.t1								
1284	Hmel210011	4121859	4123325	+	0	NA	Intergenic	Intergenic	16118	ID=HMEL030911g1.t1-E1;Parent=HMEL030911g1.t1								
1606	Hmel212014	186873	188762	+	0	NA	Intergenic	Intergenic	1232	ID=HMEL014810g1.t1-E1;Parent=HMEL014810g1.t1								
2064	Hmel216001	517457	518727	+	0	NA	Intergenic	Intergenic	1654	ID=HMEL032981g1.t1-E3;Parent=HMEL032981g1.t1								
1160	Hmel210004	3882259	3882430	+	0	NA	promoter-TSS (ID=HMEL030665g1.t1-E15;Parent=HMEL030665g1.t1)	-promoter-TSS (ID=HMEL030665g1.t1-E15;Parent=HMEL030665g1.t1)	-753	ID=HMEL030665g1.t1-E15;Parent=HMEL030665g1.t1								
99	Hmel201009	4480162	4480336	+	0	NA	Intergenic	Intergenic	1542	ID=HMEL012492g2.t1-E2;Parent=HMEL012492g2.t1								
869	Hmel207021	888285	888553	+	0	NA	promoter-TSS (ID=HMEL037684g1.t1-E1;Parent=HMEL037684g1.t1)	-promoter-TSS (ID=HMEL037684g1.t1-E1;Parent=HMEL037684g1.t1)	-294	ID=HMEL037684g1.t1-E1;Parent=HMEL037684g1.t1								
1592	Hmel212013	2357975	2358278	+	0	NA	Intergenic	Intergenic	-6874	ID=HMEL011473g1.t1-E1;Parent=HMEL011473g1.t1								
1933	Hmel214029	1320219	1320792	+	0	NA	Intergenic	Intergenic	11866	ID=HMEL032629g1.t1-E1;Parent=HMEL032629g1.t1								
2022	Hmel215047	901841	902234	+	0	NA	Intergenic	Intergenic	2235	ID=HMEL032882g1.t1-E1;Parent=HMEL032882g1.t1								
790	Hmel207002	4070306	4070956	+	0	NA	promoter-TSS (ID=HMEL015888g1.t1-E2;Parent=HMEL015888g1.t1)	-promoter-TSS (ID=HMEL015888g1.t1-E2;Parent=HMEL015888g1.t1)	-261	ID=HMEL015888g1.t1-E2;Parent=HMEL015888g1.t1								
533	Hmel205012	836060	836249	+	0	NA	Intergenic	Intergenic	7805	ID=HMEL036668g1.t1-E6;Parent=HMEL036668g1.t1								
2080	Hmel216007	412400	412890	+	0	NA	Intergenic	Intergenic	-48864	ID=HMEL004211g1.t1-E1;Parent=HMEL004211g1.t1								
1122	Hmel210001	159240	159910	+	0	NA	promoter-TSS (ID=HMEL013627g1.t1-E7;Parent=HMEL013627g1.t1)	-promoter-TSS (ID=HMEL013627g1.t1-E7;Parent=HMEL013627g1.t1)	-100	ID=HMEL013627g1.t1-E7;Parent=HMEL013627g1.t1								
