PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2182	Hmel207003	500	918	+	0	NA	TTS (ID=HMEL037514g1.t1-E1;Parent=HMEL037514g1.t1)	-TTS (ID=HMEL037514g1.t1-E1;Parent=HMEL037514g1.t1)	534	ID=HMEL037514g1.t1-E1;Parent=HMEL037514g1.t1								
1267	Hmel213065	58531	58698	+	0	NA	Intergenic	Intergenic	2596	ID=HMEL032136g1.t1-E2;Parent=HMEL032136g1.t1								
1032	Hmel212001	1765472	1765668	+	0	NA	promoter-TSS (ID=HMEL031354g1.t1-E4;Parent=HMEL031354g1.t1)	-promoter-TSS (ID=HMEL031354g1.t1-E4;Parent=HMEL031354g1.t1)	114	ID=HMEL031354g1.t1-E3;Parent=HMEL031354g1.t1								
113	Hmel201019	210522	211406	+	0	NA	Intergenic	Intergenic	7148	ID=HMEL033104g1.t1-E3;Parent=HMEL033104g1.t1								
901	Hmel211004	187326	188133	+	0	NA	Intergenic	Intergenic	8550	ID=HMEL015227g1.t1-E10;Parent=HMEL015227g1.t1								
2191	Hmel210008	14804	15108	+	0	NA	Intergenic	Intergenic	-4444	ID=HMEL030787g1.t1-E1;Parent=HMEL030787g1.t1								
152	Hmel202006	2460322	2461092	+	0	NA	Intergenic	Intergenic	-4189	ID=HMEL008673g2.t1-E4;Parent=HMEL008673g2.t1								
342	Hmel205022	205494	205824	+	0	NA	Intergenic	Intergenic	-12353	ID=HMEL021525g1.t1-E1;Parent=HMEL021525g1.t1								
1419	Hmel215047	357839	358300	+	0	NA	Intergenic	Intergenic	19525	ID=HMEL032865g1.t1-E2;Parent=HMEL032865g1.t1								
862	Hmel210011	3498744	3499707	+	0	NA	Intergenic	Intergenic	-1694	ID=HMEL015504g1.t1-E1;Parent=HMEL015504g1.t1								
341	Hmel205022	178323	178942	+	0	NA	Intergenic	Intergenic	-10000	ID=HMEL036814g1.t1-E1;Parent=HMEL036814g1.t1								
1056	Hmel212001	3718906	3720102	+	0	NA	Intergenic	Intergenic	-12831	ID=HMEL031391g1.t2-E1;Parent=HMEL031391g1.t2								
2189	Hmel209005	880079	881384	+	0	NA	Intergenic	Intergenic	24434	ID=HMEL030335g1.t1-E2;Parent=HMEL030335g1.t1								
64	Hmel201009	3365661	3366337	+	0	NA	promoter-TSS (ID=HMEL012396g1.t1-E6;Parent=HMEL012396g1.t1)	-promoter-TSS (ID=HMEL012396g1.t1-E6;Parent=HMEL012396g1.t1)	-178	ID=HMEL012396g1.t1-E6;Parent=HMEL012396g1.t1								
1473	Hmel216011	1362726	1362900	+	0	NA	Intergenic	Intergenic	46609	ID=HMEL033557g1.t1-E2;Parent=HMEL033557g1.t1								
881	Hmel210011	4920983	4922032	+	0	NA	promoter-TSS (ID=HMEL006982g1.t1-E1;Parent=HMEL006982g1.t1)	-promoter-TSS (ID=HMEL006982g1.t1-E1;Parent=HMEL006982g1.t1)	-168	ID=HMEL006982g1.t3-E1;Parent=HMEL006982g1.t3								
45	Hmel201009	363840	365553	+	0	NA	promoter-TSS (ID=HMEL011608g1.t1-E1;Parent=HMEL011608g1.t1)	-promoter-TSS (ID=HMEL011608g1.t1-E1;Parent=HMEL011608g1.t1)	-427	ID=HMEL011608g1.t1-E1;Parent=HMEL011608g1.t1								
405	Hmel206009	4148195	4148405	+	0	NA	promoter-TSS (ID=HMEL037073g1.t1-E6;Parent=HMEL037073g1.t1)	-promoter-TSS (ID=HMEL037073g1.t1-E6;Parent=HMEL037073g1.t1)	-409	ID=HMEL037073g1.t1-E6;Parent=HMEL037073g1.t1								
507	Hmel207002	6006647	6007344	+	0	NA	Intergenic	Intergenic	-3622	ID=HMEL037490g1.t1-E7;Parent=HMEL037490g1.t1								
1173	Hmel213013	115571	115768	+	0	NA	Intergenic	Intergenic	-4232	ID=HMEL031838g1.t1-E1;Parent=HMEL031838g1.t1								
1963	Hmel220017	483019	483331	+	0	NA	Intergenic	Intergenic	-8205	ID=HMEL005468g1.t1-E1;Parent=HMEL005468g1.t1								
309	Hmel205012	401246	401728	+	0	NA	Intergenic	Intergenic	-1427	ID=HMEL007222g1.t1-E2;Parent=HMEL007222g1.t1								
1734	Hmel218018	6664167	6664408	+	0	NA	Intergenic	Intergenic	3004	ID=HMEL016316g1.t1-E2;Parent=HMEL016316g1.t1								
2085	Hmel221015	447707	447993	+	0	NA	Intergenic	Intergenic	-1997	ID=HMEL008463g1.t1-E1;Parent=HMEL008463g1.t1								
1733	Hmel218018	6611381	6611848	+	0	NA	Intergenic	Intergenic	2420	ID=HMEL034466g1.t1-E5;Parent=HMEL034466g1.t1								
2113	Hmel221017	424945	425618	+	0	NA	Intergenic	Intergenic	-27866	ID=HMEL035671g1.t1-E1;Parent=HMEL035671g1.t1								
2153	Hmel221042	11336	11677	+	0	NA	NA	NA	NA	NA								
1258	Hmel213062	651914	652187	+	0	NA	Intergenic	Intergenic	-31144	ID=HMEL032117g1.t1-E1;Parent=HMEL032117g1.t1								
824	Hmel210009	315648	316671	+	0	NA	promoter-TSS (ID=HMEL030801g1.t1-E16;Parent=HMEL030801g1.t1)	-promoter-TSS (ID=HMEL030801g1.t1-E16;Parent=HMEL030801g1.t1)	-41	ID=HMEL030801g1.t1-E16;Parent=HMEL030801g1.t1								
120	Hmel201019	1305100	1305461	+	0	NA	Intergenic	Intergenic	5109	ID=HMEL003933g1.t1-E3;Parent=HMEL003933g1.t1								
1148	Hmel213004	432539	433518	+	0	NA	Intergenic	Intergenic	-3504	ID=HMEL017852g1.t1-E1;Parent=HMEL017852g1.t1								
254	Hmel204017	692235	692738	+	0	NA	Intergenic	Intergenic	11898	ID=HMEL036426g1.t1-E2;Parent=HMEL036426g1.t1								
392	Hmel206009	2620091	2620541	+	0	NA	Intergenic	Intergenic	-37774	ID=HMEL037042g1.t1-E1;Parent=HMEL037042g1.t1								
1321	Hmel214008	306385	306721	+	0	NA	Intergenic	Intergenic	-105089	ID=HMEL008012g1.t1-E1;Parent=HMEL008012g1.t1								
1987	Hmel221001	1860363	1860826	+	0	NA	promoter-TSS (ID=HMEL013493g1.t1-E9;Parent=HMEL013493g1.t1)	-promoter-TSS (ID=HMEL013493g1.t1-E9;Parent=HMEL013493g1.t1)	-262	ID=HMEL013493g1.t1-E9;Parent=HMEL013493g1.t1								
813	Hmel210005	434195	434454	+	0	NA	Intergenic	Intergenic	-1985	ID=HMEL014104g1.t1-E3;Parent=HMEL014104g1.t1								
2014	Hmel221009	258798	259011	+	0	NA	Intergenic	Intergenic	6525	ID=HMEL035523g1.t1-E2;Parent=HMEL035523g1.t1								
644	Hmel208051	433528	433716	+	0	NA	promoter-TSS (ID=HMEL004957g1.t1-E2;Parent=HMEL004957g1.t1)	-promoter-TSS (ID=HMEL004957g1.t1-E2;Parent=HMEL004957g1.t1)	93	ID=HMEL004957g1.t1-E2;Parent=HMEL004957g1.t1								
851	Hmel210011	783781	784193	+	0	NA	Intergenic	Intergenic	-4538	ID=HMEL006953g1.t1-E1;Parent=HMEL006953g1.t1								
1820	Hmel219005	942532	942863	+	0	NA	Intergenic	Intergenic	14042	ID=HMEL034723g1.t1-E7;Parent=HMEL034723g1.t1								
399	Hmel206009	3615408	3615786	+	0	NA	promoter-TSS (ID=HMEL011553g3.t1-E10;Parent=HMEL011553g3.t1)	-promoter-TSS (ID=HMEL011553g3.t1-E10;Parent=HMEL011553g3.t1)	21	ID=HMEL011553g3.t1-E9;Parent=HMEL011553g3.t1								
2110	Hmel221017	363705	364215	+	0	NA	Intergenic	Intergenic	4876	ID=HMEL012199g3.t1-E3;Parent=HMEL012199g3.t1								
1811	Hmel219003	7045149	7045555	+	0	NA	Intergenic	Intergenic	-40076	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
436	Hmel206019	1516854	1517894	+	0	NA	promoter-TSS (ID=HMEL037239g1.t1-E3;Parent=HMEL037239g1.t1)	-promoter-TSS (ID=HMEL037239g1.t1-E3;Parent=HMEL037239g1.t1)	-387	ID=HMEL037239g1.t1-E3;Parent=HMEL037239g1.t1								
1342	Hmel214019	262685	263658	+	0	NA	Intergenic	Intergenic	-2201	ID=HMEL032445g1.t1-E1;Parent=HMEL032445g1.t1								
1968	Hmel220022	708528	709659	+	0	NA	promoter-TSS (ID=HMEL035408g1.t1-E1;Parent=HMEL035408g1.t1)	-promoter-TSS (ID=HMEL035408g1.t1-E1;Parent=HMEL035408g1.t1)	-63	ID=HMEL035408g1.t1-E1;Parent=HMEL035408g1.t1								
1802	Hmel219003	6246364	6246598	+	0	NA	Intergenic	Intergenic	1739	ID=HMEL034690g1.t1-E1;Parent=HMEL034690g1.t1								
94	Hmel201011	1368046	1368206	+	0	NA	Intergenic	Intergenic	-3156	ID=HMEL033041g1.t1-E1;Parent=HMEL033041g1.t1								
213	Hmel203069	2051890	2054163	+	0	NA	TTS (ID=HMEL017403g1.t1-E2;Parent=HMEL017403g1.t1)	-TTS (ID=HMEL017403g1.t1-E2;Parent=HMEL017403g1.t1)	1196	ID=HMEL017403g1.t1-E2;Parent=HMEL017403g1.t1								
1450	Hmel216001	577232	577727	+	0	NA	Intergenic	Intergenic	-4247	ID=HMEL032982g1.t1-E4;Parent=HMEL032982g1.t1								
568	Hmel207021	925231	925748	+	0	NA	Intergenic	Intergenic	-19614	ID=HMEL037685g1.t1-E1;Parent=HMEL037685g1.t1								
1129	Hmel212013	2548159	2549042	+	0	NA	Intergenic	Intergenic	-2867	ID=HMEL031694g1.t1-E2;Parent=HMEL031694g1.t1								
791	Hmel210004	6817086	6817749	+	0	NA	Intergenic	Intergenic	-2264	ID=HMEL022548g3.t1-E2;Parent=HMEL022548g3.t1								
1143	Hmel212014	230140	230470	+	0	NA	Intergenic	Intergenic	-4032	ID=HMEL031714g1.t1-E1;Parent=HMEL031714g1.t1								
1355	Hmel214024	16959	17101	+	0	NA	Intergenic	Intergenic	-2992	ID=HMEL032495g1.t1-E1;Parent=HMEL032495g1.t1								
1961	Hmel220014	1066876	1067113	+	0	NA	Intergenic	Intergenic	-10839	ID=HMEL035332g1.t2-E1;Parent=HMEL035332g1.t2								
386	Hmel206009	2059750	2059984	+	0	NA	Intergenic	Intergenic	-5694	ID=HMEL037038g1.t1-E1;Parent=HMEL037038g1.t1								
916	Hmel211004	1069119	1069596	+	0	NA	Intergenic	Intergenic	4875	ID=HMEL002846g1.t1-E3;Parent=HMEL002846g1.t1								
2043	Hmel221012	890385	890569	+	0	NA	Intergenic	Intergenic	14337	ID=HMEL035571g1.t1-E2;Parent=HMEL035571g1.t1								
1457	Hmel216009	132055	132322	+	0	NA	Intergenic	Intergenic	1164	ID=HMEL010212g1.t1-E1;Parent=HMEL010212g1.t1								
200	Hmel203067	399207	399472	+	0	NA	Intergenic	Intergenic	3376	ID=HMEL025056-RA-E1;Parent=HMEL025056-RA								
1261	Hmel213062	1004760	1006199	+	0	NA	Intergenic	Intergenic	-3112	ID=HMEL032124g1.t1-E1;Parent=HMEL032124g1.t1								
1352	Hmel214022	170143	170883	+	0	NA	Intergenic	Intergenic	4254	ID=HMEL032486g1.t1-E3;Parent=HMEL032486g1.t1								
329	Hmel205015	168195	168980	+	0	NA	Intergenic	Intergenic	18393	ID=HMEL002495g1.t1-E1;Parent=HMEL002495g1.t1								
525	Hmel207008	143415	144426	+	0	NA	Intergenic	Intergenic	3286	ID=HMEL037517g1.t1-E2;Parent=HMEL037517g1.t1								
1621	Hmel218005	558175	558501	+	0	NA	Intergenic	Intergenic	1594	ID=HMEL034261g1.t1-E7;Parent=HMEL034261g1.t1								
27	Hmel201005	97650	97940	+	0	NA	Intergenic	Intergenic	-35268	ID=HMEL030066g1.t1-E1;Parent=HMEL030066g1.t1								
787	Hmel210004	6717279	6718355	+	0	NA	Intergenic	Intergenic	-13393	ID=HMEL009657g1.t1-E1;Parent=HMEL009657g1.t1								
1902	Hmel220005	747991	749234	+	0	NA	Intergenic	Intergenic	-8942	ID=HMEL035059g1.t1-E1;Parent=HMEL035059g1.t1								
1561	Hmel217018	592321	592581	+	0	NA	Intergenic	Intergenic	-2485	ID=HMEL033970g1.t1-E1;Parent=HMEL033970g1.t1								
161	Hmel202006	5420612	5420767	+	0	NA	promoter-TSS (ID=HMEL013279g1.t1-E3;Parent=HMEL013279g1.t1)	-promoter-TSS (ID=HMEL013279g1.t1-E3;Parent=HMEL013279g1.t1)	393	ID=HMEL013279g1.t1-E2;Parent=HMEL013279g1.t1								
1866	Hmel219018	954709	954891	+	0	NA	promoter-TSS (ID=HMEL034904g1.t1-E5;Parent=HMEL034904g1.t1)	-promoter-TSS (ID=HMEL034904g1.t1-E5;Parent=HMEL034904g1.t1)	-202	ID=HMEL034904g1.t1-E5;Parent=HMEL034904g1.t1								
2001	Hmel221005	583055	583559	+	0	NA	promoter-TSS (ID=HMEL015061g2.t1-E2;Parent=HMEL015061g2.t1)	-promoter-TSS (ID=HMEL015061g2.t1-E2;Parent=HMEL015061g2.t1)	-441	ID=HMEL015061g2.t1-E2;Parent=HMEL015061g2.t1								
1310	Hmel213071	89340	89609	+	0	NA	Intergenic	Intergenic	3904	ID=HMEL004684g1.t1-E1;Parent=HMEL004684g1.t1								
109	Hmel201013	16037	16247	+	0	NA	NA	NA	NA	NA								
2115	Hmel221019	23933	24142	+	0	NA	Intergenic	Intergenic	-1860	ID=HMEL010547g1.t1-E1;Parent=HMEL010547g1.t1								
1239	Hmel213056	34180	34623	+	0	NA	promoter-TSS (ID=HMEL014863g1.t1-E1;Parent=HMEL014863g1.t1)	-promoter-TSS (ID=HMEL014863g1.t1-E1;Parent=HMEL014863g1.t1)	-516	ID=HMEL014863g1.t1-E1;Parent=HMEL014863g1.t1								
769	Hmel210004	4615385	4616823	+	0	NA	Intergenic	Intergenic	9794	ID=HMEL018073g1.t1-E1;Parent=HMEL018073g1.t1								
1556	Hmel217018	222273	222804	+	0	NA	Intergenic	Intergenic	-2929	ID=HMEL033956g1.t1-E2;Parent=HMEL033956g1.t1								
1181	Hmel213020	10523	10991	+	0	NA	promoter-TSS (ID=HMEL031869g1.t1-E1;Parent=HMEL031869g1.t1)	-promoter-TSS (ID=HMEL031869g1.t1-E1;Parent=HMEL031869g1.t1)	-636	ID=HMEL031869g1.t1-E1;Parent=HMEL031869g1.t1								
1809	Hmel219003	6982610	6982866	+	0	NA	Intergenic	Intergenic	15335	ID=HMEL005995g1.t1-E1;Parent=HMEL005995g1.t1								
803	Hmel210004	7356308	7356789	+	0	NA	Intergenic	Intergenic	4243	ID=HMEL004083g1.t1-E3;Parent=HMEL004083g1.t1								
1766	Hmel218018	8539248	8539581	+	0	NA	Intergenic	Intergenic	1230	ID=HMEL034495g1.t1-E1;Parent=HMEL034495g1.t1								
60	Hmel201009	2990862	2991122	+	0	NA	promoter-TSS (ID=HMEL017200g1.t2-E1;Parent=HMEL017200g1.t2)	-promoter-TSS (ID=HMEL017200g1.t2-E1;Parent=HMEL017200g1.t2)	-139	ID=HMEL017200g1.t2-E1;Parent=HMEL017200g1.t2								
1245	Hmel213062	317823	319434	+	0	NA	Intergenic	Intergenic	-2598	ID=HMEL012885g1.t1-E2;Parent=HMEL012885g1.t1								
1400	Hmel215030	20688	22034	+	0	NA	exon (ID=HMEL007011g1.t1-E2;Parent=HMEL007011g1.t1, exon 1 of 1)	-exon (ID=HMEL007011g1.t1-E2;Parent=HMEL007011g1.t1, exon 1 of 1)	701	ID=HMEL007011g1.t1-E2;Parent=HMEL007011g1.t1								
1067	Hmel212001	6242036	6242281	+	0	NA	Intergenic	Intergenic	-13320	ID=HMEL016387g1.t1-E1;Parent=HMEL016387g1.t1								
691	Hmel209006	240811	241292	+	0	NA	Intergenic	Intergenic	8457	ID=HMEL030347g1.t1-E2;Parent=HMEL030347g1.t1								
1676	Hmel218018	946452	947334	+	0	NA	TTS (ID=HMEL034358g1.t1-E2;Parent=HMEL034358g1.t1)	-TTS (ID=HMEL034358g1.t1-E2;Parent=HMEL034358g1.t1)	1091	ID=HMEL034358g1.t1-E2;Parent=HMEL034358g1.t1								
1388	Hmel215009	41605	42301	+	0	NA	TTS (ID=HMEL032706g1.t1-E2;Parent=HMEL032706g1.t1)	-TTS (ID=HMEL032706g1.t1-E2;Parent=HMEL032706g1.t1)	377	ID=HMEL032706g1.t1-E2;Parent=HMEL032706g1.t1								
346	Hmel205022	586910	587153	+	0	NA	Intergenic	Intergenic	13708	ID=HMEL013056g1.t1-E2;Parent=HMEL013056g1.t1								
911	Hmel211004	558182	558335	+	0	NA	promoter-TSS (ID=HMEL015252g1.t1-E7;Parent=HMEL015252g1.t1)	-promoter-TSS (ID=HMEL015252g1.t1-E7;Parent=HMEL015252g1.t1)	75	ID=HMEL015252g1.t1-E7;Parent=HMEL015252g1.t1								
427	Hmel206018	29344	29759	+	0	NA	NA	NA	NA	NA								
2072	Hmel221012	2962623	2963343	+	0	NA	Intergenic	Intergenic	-6979	ID=HMEL007235g1.t1-E7;Parent=HMEL007235g1.t1								
82	Hmel201009	5593781	5594084	+	0	NA	Intergenic	Intergenic	1327	ID=HMEL030281g1.t1-E4;Parent=HMEL030281g1.t1								
2202	Hmel217020	495746	496159	+	0	NA	Intergenic	Intergenic	1672	ID=HMEL034070g1.t1-E2;Parent=HMEL034070g1.t1								
650	Hmel208051	717089	717704	+	0	NA	Intergenic	Intergenic	10203	ID=HMEL038154g1.t1-E2;Parent=HMEL038154g1.t1								
1154	Hmel213004	1121118	1121546	+	0	NA	Intergenic	Intergenic	-10059	ID=HMEL031779g1.t1-E1;Parent=HMEL031779g1.t1								
895	Hmel211004	16847	17163	+	0	NA	Intergenic	Intergenic	3298	ID=HMEL015207g1.t1-E7;Parent=HMEL015207g1.t1								
1763	Hmel218018	8300469	8300664	+	0	NA	Intergenic	Intergenic	-3320	ID=HMEL009224g1.t1-E1;Parent=HMEL009224g1.t1								
69	Hmel201009	4079188	4079338	+	0	NA	Intergenic	Intergenic	1708	ID=HMEL012451g1.t1-E10;Parent=HMEL012451g1.t1								
1910	Hmel220005	1828464	1828712	+	0	NA	Intergenic	Intergenic	1190	ID=HMEL035109g1.t1-E9;Parent=HMEL035109g1.t1								
1157	Hmel213004	1449393	1449669	+	0	NA	Intergenic	Intergenic	-26220	ID=HMEL013358g2.t1-E1;Parent=HMEL013358g2.t1								
1470	Hmel216011	869447	869706	+	0	NA	Intergenic	Intergenic	-5458	ID=HMEL011146g1.t1-E1;Parent=HMEL011146g1.t1								
224	Hmel204001	1257877	1258603	+	0	NA	Intergenic	Intergenic	2381	ID=HMEL009715g1.t1-E3;Parent=HMEL009715g1.t1								
2100	Hmel221015	287464	287834	+	0	NA	Intergenic	Intergenic	-14178	ID=HMEL035650g1.t1-E1;Parent=HMEL035650g1.t1								
1982	Hmel221001	961080	961254	+	0	NA	TTS (ID=HMEL011021g1.t1-E1;Parent=HMEL011021g1.t1)	-TTS (ID=HMEL011021g1.t1-E1;Parent=HMEL011021g1.t1)	388	ID=HMEL011021g1.t1-E1;Parent=HMEL011021g1.t1								
1006	Hmel211015	488892	489232	+	0	NA	Intergenic	Intergenic	15104	ID=HMEL015397g1.t1-E1;Parent=HMEL015397g1.t1								
426	Hmel206015	91844	92125	+	0	NA	Intergenic	Intergenic	3144	ID=HMEL037166g1.t1-E2;Parent=HMEL037166g1.t1								
996	Hmel211014	122206	122769	+	0	NA	Intergenic	Intergenic	10812	ID=HMEL004192g1.t1-E2;Parent=HMEL004192g1.t1								
1435	Hmel215047	2335839	2338355	+	0	NA	Intergenic	Intergenic	16293	ID=HMEL032928g1.t1-E5;Parent=HMEL032928g1.t1								
1840	Hmel219014	1255683	1255861	+	0	NA	Intergenic	Intergenic	-12359	ID=HMEL034800g1.t1-E1;Parent=HMEL034800g1.t1								
279	Hmel205001	468362	468519	+	0	NA	Intergenic	Intergenic	12927	ID=HMEL010302g1.t1-E3;Parent=HMEL010302g1.t1								
2069	Hmel221012	2814424	2814847	+	0	NA	Intergenic	Intergenic	-13341	ID=HMEL035614g1.t1-E1;Parent=HMEL035614g1.t1								
956	Hmel211010	43079	43582	+	0	NA	TTS (ID=HMEL031190g1.t1-E1;Parent=HMEL031190g1.t1)	-TTS (ID=HMEL031190g1.t1-E1;Parent=HMEL031190g1.t1)	305	ID=HMEL031190g1.t1-E1;Parent=HMEL031190g1.t1								
483	Hmel207002	3199851	3200195	+	0	NA	Intergenic	Intergenic	-7067	ID=HMEL037421g1.t1-E1;Parent=HMEL037421g1.t1								
498	Hmel207002	4927841	4928039	+	0	NA	Intergenic	Intergenic	51211	ID=HMEL013840g1.t1-E1;Parent=HMEL013840g1.t1								
629	Hmel208026	81971	82145	+	0	NA	Intergenic	Intergenic	-1424	ID=HMEL002366g1.t1-E2;Parent=HMEL002366g1.t1								
2055	Hmel221012	1346754	1347604	+	0	NA	promoter-TSS (ID=HMEL006376g2.t1-E2;Parent=HMEL006376g2.t1)	-promoter-TSS (ID=HMEL006376g2.t1-E2;Parent=HMEL006376g2.t1)	-3	ID=HMEL006376g2.t1-E2;Parent=HMEL006376g2.t1								
1487	Hmel216011	1941640	1943029	+	0	NA	Intergenic	Intergenic	-10651	ID=HMEL033571g1.t1-E1;Parent=HMEL033571g1.t1								
372	Hmel206007	270223	272961	+	0	NA	Intergenic	Intergenic	9510	ID=HMEL036988g1.t1-E1;Parent=HMEL036988g1.t1								
2028	Hmel221012	244833	245037	+	0	NA	Intergenic	Intergenic	3902	ID=HMEL012085g1.t1-E23;Parent=HMEL012085g1.t1								
1540	Hmel217004	3291434	3291740	+	0	NA	Intergenic	Intergenic	-1604	ID=HMEL033831g1.t1-E1;Parent=HMEL033831g1.t1								
1661	Hmel218018	192890	193054	+	0	NA	Intergenic	Intergenic	1574	ID=HMEL034351g1.t1-E1;Parent=HMEL034351g1.t1								
1330	Hmel214008	1705687	1706297	+	0	NA	Intergenic	Intergenic	-2093	ID=HMEL032352g1.t1-E3;Parent=HMEL032352g1.t1								
1284	Hmel213067	672676	672846	+	0	NA	Intergenic	Intergenic	-73481	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
1606	Hmel218003	1689809	1690118	+	0	NA	Intergenic	Intergenic	16677	ID=HMEL034229g1.t1-E3;Parent=HMEL034229g1.t1								
2064	Hmel221012	2726362	2726618	+	0	NA	Intergenic	Intergenic	14517	ID=HMEL035612g1.t1-E2;Parent=HMEL035612g1.t1								
1160	Hmel213004	1918987	1919616	+	0	NA	Intergenic	Intergenic	-8925	ID=HMEL031798g1.t1-E1;Parent=HMEL031798g1.t1								
99	Hmel201011	1688757	1689866	+	0	NA	Intergenic	Intergenic	-5231	ID=HMEL011402g2.t1-E1;Parent=HMEL011402g2.t1								
869	Hmel210011	3950207	3950579	+	0	NA	Intergenic	Intergenic	12803	ID=HMEL030906g1.t1-E2;Parent=HMEL030906g1.t1								
1592	Hmel218003	460837	461029	+	0	NA	Intergenic	Intergenic	-14199	ID=HMEL034211g1.t1-E1;Parent=HMEL034211g1.t1								
1933	Hmel220005	5740524	5740979	+	0	NA	Intergenic	Intergenic	-19091	ID=HMEL012769g1.t1-E1;Parent=HMEL012769g1.t1								
2022	Hmel221012	129919	130220	+	0	NA	Intergenic	Intergenic	-7835	ID=HMEL012092g3.t1-E1;Parent=HMEL012092g3.t1								
790	Hmel210004	6805753	6806137	+	0	NA	TTS (ID=HMEL022548g2.t1-E2;Parent=HMEL022548g2.t1)	-TTS (ID=HMEL022548g2.t1-E2;Parent=HMEL022548g2.t1)	384	ID=HMEL022548g2.t1-E2;Parent=HMEL022548g2.t1								
533	Hmel207008	490232	490626	+	0	NA	TTS (ID=HMEL007118g1.t1-E2;Parent=HMEL007118g1.t1)	-TTS (ID=HMEL007118g1.t1-E2;Parent=HMEL007118g1.t1)	998	ID=HMEL007118g1.t1-E2;Parent=HMEL007118g1.t1								
2080	Hmel221012	3163945	3164318	+	0	NA	Intergenic	Intergenic	-1968	ID=HMEL035625g1.t1-E1;Parent=HMEL035625g1.t1								
1122	Hmel212013	1215178	1215933	+	0	NA	Intergenic	Intergenic	1398	ID=HMEL031668g1.t2-E1;Parent=HMEL031668g1.t2								
1697	Hmel218018	3646106	3646285	+	0	NA	promoter-TSS (ID=HMEL003247g1.t1-E4;Parent=HMEL003247g1.t1)	-promoter-TSS (ID=HMEL003247g1.t1-E4;Parent=HMEL003247g1.t1)	-410	ID=HMEL003247g1.t1-E4;Parent=HMEL003247g1.t1								
1053	Hmel212001	3578032	3578265	+	0	NA	Intergenic	Intergenic	1435	ID=HMEL013201g2.t1-E1;Parent=HMEL013201g2.t1								
414	Hmel206012	1157722	1157986	+	0	NA	Intergenic	Intergenic	-18696	ID=HMEL015565g1.t1-E1;Parent=HMEL015565g1.t1								
462	Hmel207002	1288655	1289501	+	0	NA	TTS (ID=HMEL011211g1.t1-E1;Parent=HMEL011211g1.t1)	-TTS (ID=HMEL011211g1.t1-E1;Parent=HMEL011211g1.t1)	471	ID=HMEL011211g1.t1-E2;Parent=HMEL011211g1.t1								
1770	Hmel218018	9275615	9275833	+	0	NA	Intergenic	Intergenic	-1929	ID=HMEL003746g1.t1-E3;Parent=HMEL003746g1.t1								
1209	Hmel213039	1262	2047	+	0	NA	Intergenic	Intergenic	-39293	ID=HMEL032021g1.t1-E1;Parent=HMEL032021g1.t1								
263	Hmel204017	1540232	1540671	+	0	NA	Intergenic	Intergenic	-2012	ID=HMEL007430g1.t1-E1;Parent=HMEL007430g1.t1								
991	Hmel211014	156766	157066	+	0	NA	Intergenic	Intergenic	1503	ID=HMEL031239g1.t1-E1;Parent=HMEL031239g1.t1								
931	Hmel211004	2818368	2818601	+	0	NA	Intergenic	Intergenic	-8308	ID=HMEL003334g1.t1-E1;Parent=HMEL003334g1.t1								
615	Hmel208021	177718	178053	+	0	NA	promoter-TSS (ID=HMEL037940g1.t1-E2;Parent=HMEL037940g1.t1)	-promoter-TSS (ID=HMEL037940g1.t1-E2;Parent=HMEL037940g1.t1)	-421	ID=HMEL037940g1.t1-E2;Parent=HMEL037940g1.t1								
476	Hmel207002	2769586	2769825	+	0	NA	promoter-TSS (ID=HMEL007133g1.t1-E11;Parent=HMEL007133g1.t1)	-promoter-TSS (ID=HMEL007133g1.t1-E11;Parent=HMEL007133g1.t1)	98	ID=HMEL007133g1.t1-E11;Parent=HMEL007133g1.t1								
1198	Hmel213025	521704	522280	+	0	NA	Intergenic	Intergenic	-5783	ID=HMEL031952g1.t1-E2;Parent=HMEL031952g1.t1								
1626	Hmel218007	134756	135018	+	0	NA	Intergenic	Intergenic	-3992	ID=HMEL010979g1.t1-E1;Parent=HMEL010979g1.t1								
1409	Hmel215035	57136	57361	+	0	NA	promoter-TSS (ID=HMEL032808g1.t1-E5;Parent=HMEL032808g1.t1)	-promoter-TSS (ID=HMEL032808g1.t1-E5;Parent=HMEL032808g1.t1)	-437	ID=HMEL032808g1.t1-E5;Parent=HMEL032808g1.t1								
2141	Hmel221034	46659	47311	+	0	NA	Intergenic	Intergenic	-14031	ID=HMEL012735g2.t1-E2;Parent=HMEL012735g2.t1								
1077	Hmel212004	1483186	1484149	+	0	NA	Intergenic	Intergenic	-3059	ID=HMEL012600g1.t1-E1;Parent=HMEL012600g1.t1								
