PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thdown.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1608	Hmel208013	139802	140435	+	0	NA	TTS (ID=HMEL010925g1.t1-E3;Parent=HMEL010925g1.t1)	-TTS (ID=HMEL010925g1.t1-E3;Parent=HMEL010925g1.t1)	912	ID=HMEL010925g1.t1-E3;Parent=HMEL010925g1.t1								
2328	Hmel211004	477429	478566	+	0	NA	exon (ID=HMEL031024g1.t1-E1;Parent=HMEL031024g1.t1, exon 1 of 1)	-exon (ID=HMEL031024g1.t1-E1;Parent=HMEL031024g1.t1, exon 1 of 1)	193	ID=HMEL031024g1.t1-E1;Parent=HMEL031024g1.t1								
3232	Hmel213065	693237	693568	+	0	NA	Intergenic	Intergenic	-9714	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
2474	Hmel211014	228540	228762	+	0	NA	Intergenic	Intergenic	-13642	ID=HMEL011834g1.t1-E1;Parent=HMEL011834g1.t1								
2889	Hmel213004	1582986	1583398	+	0	NA	Intergenic	Intergenic	-2662	ID=HMEL031787g1.t1-E3;Parent=HMEL031787g1.t1								
3786	Hmel216011	1257877	1259350	+	0	NA	Intergenic	Intergenic	10618	ID=HMEL033556g1.t1-E4;Parent=HMEL033556g1.t1								
234	Hmel201009	5870473	5871369	+	0	NA	Intergenic	Intergenic	1777	ID=HMEL002300g1.t1-E3;Parent=HMEL002300g1.t1								
594	Hmel203067	536097	537091	+	0	NA	Intergenic	Intergenic	17871	ID=HMEL036141g1.t1-E3;Parent=HMEL036141g1.t1								
2924	Hmel213017	85889	86217	+	0	NA	promoter-TSS (ID=HMEL021388g1.t1-E1;Parent=HMEL021388g1.t1)	-promoter-TSS (ID=HMEL021388g1.t1-E1;Parent=HMEL021388g1.t1)	-615	ID=HMEL021388g1.t1-E1;Parent=HMEL021388g1.t1								
1438	Hmel207005	14858	15304	+	0	NA	Intergenic	Intergenic	-6866	ID=HMEL002337g2.t1-E1;Parent=HMEL002337g2.t1								
1903	Hmel209007	2980377	2980544	+	0	NA	promoter-TSS (ID=HMEL010765g1.t1-E4;Parent=HMEL010765g1.t1)	-promoter-TSS (ID=HMEL010765g1.t1-E4;Parent=HMEL010765g1.t1)	62	ID=HMEL010765g1.t1-E4;Parent=HMEL010765g1.t1								
4766	Hmel219015	239892	240147	+	0	NA	promoter-TSS (ID=HMEL008765g1.t1-E8;Parent=HMEL008765g1.t1)	-promoter-TSS (ID=HMEL008765g1.t1-E8;Parent=HMEL008765g1.t1)	-563	ID=HMEL008765g1.t1-E8;Parent=HMEL008765g1.t1								
4580	Hmel219003	4518082	4518951	+	0	NA	Intergenic	Intergenic	-3499	ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1								
5213	Hmel221019	90114	90693	+	0	NA	Intergenic	Intergenic	3915	ID=HMEL035676g1.t1-E2;Parent=HMEL035676g1.t1								
4302	Hmel218018	944788	946085	+	0	NA	promoter-TSS (ID=HMEL034358g1.t1-E2;Parent=HMEL034358g1.t1)	-promoter-TSS (ID=HMEL034358g1.t1-E2;Parent=HMEL034358g1.t1)	329	ID=HMEL034358g1.t1-E1;Parent=HMEL034358g1.t1								
3554	Hmel215029	167205	168317	+	0	NA	Intergenic	Intergenic	-7465	ID=HMEL032772g1.t1-E1;Parent=HMEL032772g1.t1								
3116	Hmel213052	175007	175405	+	0	NA	Intergenic	Intergenic	5944	ID=HMEL032091g1.t1-E1;Parent=HMEL032091g1.t1								
2776	Hmel212013	736086	737188	+	0	NA	promoter-TSS (ID=HMEL011964g1.t1-E5;Parent=HMEL011964g1.t1)	-promoter-TSS (ID=HMEL011964g1.t1-E5;Parent=HMEL011964g1.t1)	-165	ID=HMEL011964g1.t1-E5;Parent=HMEL011964g1.t1								
4443	Hmel218018	7185125	7185690	+	0	NA	Intergenic	Intergenic	11239	ID=HMEL034475g1.t1-E1;Parent=HMEL034475g1.t1								
4759	Hmel219014	2521840	2522321	+	0	NA	TTS (ID=HMEL034833g1.t1-E2;Parent=HMEL034833g1.t1)	-TTS (ID=HMEL034833g1.t1-E2;Parent=HMEL034833g1.t1)	974	ID=HMEL034833g1.t1-E2;Parent=HMEL034833g1.t1								
1000	Hmel205022	583186	583360	+	0	NA	Intergenic	Intergenic	9950	ID=HMEL013056g1.t1-E2;Parent=HMEL013056g1.t1								
43	Hmel201002	2250279	2250709	+	0	NA	promoter-TSS (ID=HMEL014991g1.t1-E1;Parent=HMEL014991g1.t1)	-promoter-TSS (ID=HMEL014991g1.t1-E1;Parent=HMEL014991g1.t1)	-894	ID=HMEL014991g1.t1-E1;Parent=HMEL014991g1.t1								
2582	Hmel212001	1643870	1644099	+	0	NA	Intergenic	Intergenic	2307	ID=HMEL007967g1.t1-E5;Parent=HMEL007967g1.t1								
3502	Hmel215006	860598	862410	+	0	NA	Intergenic	Intergenic	-1447	ID=HMEL002010g1.t1-E3;Parent=HMEL002010g1.t1								
1728	Hmel208051	146060	147045	+	0	NA	TTS (ID=HMEL038139g1.t1-E6;Parent=HMEL038139g1.t1)	-TTS (ID=HMEL038139g1.t1-E6;Parent=HMEL038139g1.t1)	752	ID=HMEL038139g1.t1-E6;Parent=HMEL038139g1.t1								
3955	Hmel217004	2614597	2614810	+	0	NA	Intergenic	Intergenic	24085	ID=HMEL004142g1.t1-E5;Parent=HMEL004142g1.t1								
3763	Hmel216011	272489	273026	+	0	NA	Intergenic	Intergenic	11197	ID=HMEL033536g1.t1-E2;Parent=HMEL033536g1.t1								
193	Hmel201009	3555845	3556041	+	0	NA	promoter-TSS (ID=HMEL030223g1.t1-E1;Parent=HMEL030223g1.t1)	-promoter-TSS (ID=HMEL030223g1.t1-E1;Parent=HMEL030223g1.t1)	-329	ID=HMEL030223g1.t1-E1;Parent=HMEL030223g1.t1								
288	Hmel201011	2725831	2726200	+	0	NA	Intergenic	Intergenic	-8878	ID=HMEL033083g1.t1-E1;Parent=HMEL033083g1.t1								
119	Hmel201007	1425298	1425517	+	0	NA	Intergenic	Intergenic	-15649	ID=HMEL022587g1.t1-E1;Parent=HMEL022587g1.t1								
4875	Hmel220005	157944	159674	+	0	NA	Intergenic	Intergenic	-1432	ID=HMEL007730g1.t1-E4;Parent=HMEL007730g1.t1								
3925	Hmel217004	883944	885306	+	0	NA	Intergenic	Intergenic	-1331	ID=HMEL033786g1.t1-E1;Parent=HMEL033786g1.t1								
5227	Hmel221033	21955	22138	+	0	NA	Intergenic	Intergenic	-3475	ID=HMEL035733g1.t1-E1;Parent=HMEL035733g1.t1								
4981	Hmel220005	4985624	4985993	+	0	NA	Intergenic	Intergenic	27643	ID=HMEL035222g1.t1-E8;Parent=HMEL035222g1.t1								
3374	Hmel214010	315087	315400	+	0	NA	Intergenic	Intergenic	-4704	ID=HMEL032398g1.t1-E2;Parent=HMEL032398g1.t1								
1180	Hmel206012	151119	151426	+	0	NA	Intergenic	Intergenic	-1083	ID=HMEL037099g1.t1-E1;Parent=HMEL037099g1.t1								
4730	Hmel219014	575995	576686	+	0	NA	TTS (ID=HMEL014653g1.t1-E5;Parent=HMEL014653g1.t1)	-TTS (ID=HMEL014653g1.t1-E5;Parent=HMEL014653g1.t1)	598	ID=HMEL014653g1.t1-E5;Parent=HMEL014653g1.t1								
430	Hmel202006	2606891	2607539	+	0	NA	Intergenic	Intergenic	-3960	ID=HMEL002110g1.t1-E1;Parent=HMEL002110g1.t1								
3602	Hmel215047	431832	432165	+	0	NA	Intergenic	Intergenic	10612	ID=HMEL032868g1.t1-E1;Parent=HMEL032868g1.t1								
447	Hmel202006	4279793	4280019	+	0	NA	Intergenic	Intergenic	5560	ID=HMEL033369g1.t1-E2;Parent=HMEL033369g1.t1								
3258	Hmel213067	804537	805218	+	0	NA	Intergenic	Intergenic	20188	ID=HMEL011763g1.t1-E16;Parent=HMEL011763g1.t1								
1446	Hmel207003	51956	52241	+	0	NA	TTS (ID=HMEL037514g1.t1-E9;Parent=HMEL037514g1.t1)	-TTS (ID=HMEL037514g1.t1-E9;Parent=HMEL037514g1.t1)	253	ID=HMEL037514g1.t1-E9;Parent=HMEL037514g1.t1								
4438	Hmel218018	6860785	6861056	+	0	NA	Intergenic	Intergenic	8294	ID=HMEL015839g1.t1-E1;Parent=HMEL015839g1.t1								
2118	Hmel210006	64730	65328	+	0	NA	Intergenic	Intergenic	1643	ID=HMEL016354g1.t1-E6;Parent=HMEL016354g1.t1								
415	Hmel202006	3740153	3740819	+	0	NA	Intergenic	Intergenic	-4153	ID=HMEL033352g1.t1-E1;Parent=HMEL033352g1.t1								
4196	Hmel218005	1045668	1046059	+	0	NA	TTS (ID=HMEL034270g1.t1-E14;Parent=HMEL034270g1.t1)	-TTS (ID=HMEL034270g1.t1-E14;Parent=HMEL034270g1.t1)	615	ID=HMEL034270g1.t2-E14;Parent=HMEL034270g1.t2								
3987	Hmel217005	156352	156524	+	0	NA	TTS (ID=HMEL033884g1.t1-E4;Parent=HMEL033884g1.t1)	-TTS (ID=HMEL033884g1.t1-E4;Parent=HMEL033884g1.t1)	554	ID=HMEL033884g1.t2-E5;Parent=HMEL033884g1.t2								
2597	Hmel212001	2037592	2038101	+	0	NA	Intergenic	Intergenic	1421	ID=HMEL016808g1.t1-E3;Parent=HMEL016808g1.t1								
1292	Hmel207002	940289	941712	+	0	NA	Intergenic	Intergenic	1286	ID=HMEL026001g1.t1-E3;Parent=HMEL026001g1.t1								
1356	Hmel207002	3253176	3254816	+	0	NA	Intergenic	Intergenic	4028	ID=HMEL009343g1.t1-E3;Parent=HMEL009343g1.t1								
5208	Hmel221017	364751	365322	+	0	NA	Intergenic	Intergenic	3800	ID=HMEL012199g3.t1-E3;Parent=HMEL012199g3.t1								
438	Hmel202006	4005552	4006250	+	0	NA	Intergenic	Intergenic	-4046	ID=HMEL010633g1.t1-E1;Parent=HMEL010633g1.t1								
1153	Hmel206009	3482537	3482994	+	0	NA	Intergenic	Intergenic	1566	ID=HMEL002646g2.t1-E3;Parent=HMEL002646g2.t1								
1871	Hmel209007	1554908	1555211	+	0	NA	Intergenic	Intergenic	-4184	ID=HMEL030404g1.t1-E1;Parent=HMEL030404g1.t1								
5209	Hmel221019	16436	17587	+	0	NA	Intergenic	Intergenic	-8886	ID=HMEL010547g1.t1-E1;Parent=HMEL010547g1.t1								
4569	Hmel219003	3974370	3974613	+	0	NA	Intergenic	Intergenic	-6556	ID=HMEL013178g1.t1-E1;Parent=HMEL013178g1.t1								
1022	Hmel206006	331173	332629	+	0	NA	Intergenic	Intergenic	-31540	ID=HMEL036935g1.t1-E1;Parent=HMEL036935g1.t1								
4463	Hmel218018	7761598	7761969	+	0	NA	Intergenic	Intergenic	3205	ID=HMEL016588g4.t1-E2;Parent=HMEL016588g4.t1								
4395	Hmel218018	5424605	5424876	+	0	NA	Intergenic	Intergenic	22364	ID=HMEL004603g1.t1-E2;Parent=HMEL004603g1.t1								
2795	Hmel212013	1402421	1402730	+	0	NA	Intergenic	Intergenic	26598	ID=HMEL015316g1.t1-E3;Parent=HMEL015316g1.t1								
953	Hmel205015	59246	59573	+	0	NA	Intergenic	Intergenic	4725	ID=HMEL036708g1.t1-E1;Parent=HMEL036708g1.t1								
4830	Hmel220003	823130	823449	+	0	NA	Intergenic	Intergenic	-1346	ID=HMEL034989g1.t1-E1;Parent=HMEL034989g1.t1								
1560	Hmel207021	2462146	2462282	+	0	NA	Intergenic	Intergenic	-1831	ID=HMEL010434g1.t1-E1;Parent=HMEL010434g1.t1								
3912	Hmel217004	175805	176080	+	0	NA	Intergenic	Intergenic	-1149	ID=HMEL007344g1.t1-E4;Parent=HMEL007344g1.t1								
4820	Hmel220003	497337	498107	+	0	NA	Intergenic	Intergenic	-5973	ID=HMEL034982g1.t1-E1;Parent=HMEL034982g1.t1								
784	Hmel204035	326	578	+	0	NA	TTS (ID=HMEL021012g1.t1-E1;Parent=HMEL021012g1.t1)	-TTS (ID=HMEL021012g1.t1-E1;Parent=HMEL021012g1.t1)	451	ID=HMEL021012g1.t1-E1;Parent=HMEL021012g1.t1								
1762	Hmel209001	717570	718454	+	0	NA	promoter-TSS (ID=HMEL038223g1.t1-E3;Parent=HMEL038223g1.t1)	-promoter-TSS (ID=HMEL038223g1.t1-E3;Parent=HMEL038223g1.t1)	-551	ID=HMEL038223g1.t1-E3;Parent=HMEL038223g1.t1								
260	Hmel201011	1473008	1473633	+	0	NA	Intergenic	Intergenic	6993	ID=HMEL033047g1.t1-E2;Parent=HMEL033047g1.t1								
5172	Hmel221012	1464001	1465189	+	0	NA	Intergenic	Intergenic	2997	ID=HMEL006382g1.t2-E1;Parent=HMEL006382g1.t2								
3080	Hmel213051	71794	72513	+	0	NA	TTS (ID=HMEL032083g1.t1-E6;Parent=HMEL032083g1.t1)	-TTS (ID=HMEL032083g1.t1-E6;Parent=HMEL032083g1.t1)	807	ID=HMEL032083g1.t1-E6;Parent=HMEL032083g1.t1								
2061	Hmel210004	5262777	5263134	+	0	NA	Intergenic	Intergenic	-2907	ID=HMEL002841-RA-E1;Parent=HMEL002841-RA								
1844	Hmel209006	249633	249968	+	0	NA	promoter-TSS (ID=HMEL030347g1.t1-E2;Parent=HMEL030347g1.t1)	-promoter-TSS (ID=HMEL030347g1.t1-E2;Parent=HMEL030347g1.t1)	-292	ID=HMEL030347g1.t1-E2;Parent=HMEL030347g1.t1								
762	Hmel204017	2521356	2521621	+	0	NA	promoter-TSS (ID=HMEL022218g1.t1-E1;Parent=HMEL022218g1.t1)	-promoter-TSS (ID=HMEL022218g1.t1-E1;Parent=HMEL022218g1.t1)	-766	ID=HMEL022218g1.t1-E1;Parent=HMEL022218g1.t1								
1144	Hmel206009	3173271	3173538	+	0	NA	TTS (ID=HMEL037052g1.t1-E1;Parent=HMEL037052g1.t1)	-TTS (ID=HMEL037052g1.t1-E1;Parent=HMEL037052g1.t1)	209	ID=HMEL037052g1.t1-E2;Parent=HMEL037052g1.t1								
1723	Hmel208050	75782	76298	+	0	NA	Intergenic	Intergenic	2926	ID=HMEL038130g1.t1-E3;Parent=HMEL038130g1.t1								
2047	Hmel210004	4418210	4418563	+	0	NA	Intergenic	Intergenic	9789	ID=HMEL030676g1.t1-E2;Parent=HMEL030676g1.t1								
144	Hmel201009	782347	783738	+	0	NA	Intergenic	Intergenic	-1646	ID=HMEL013296g1.t1-E2;Parent=HMEL013296g1.t1								
4619	Hmel219003	6325442	6327574	+	0	NA	Intergenic	Intergenic	11070	ID=HMEL034693g1.t1-E2;Parent=HMEL034693g1.t1								
5281	Hmel209009	37086	38362	+	0	NA	TTS (ID=HMEL030553g1.t1-E1;Parent=HMEL030553g1.t1)	-TTS (ID=HMEL030553g1.t1-E1;Parent=HMEL030553g1.t1)	-1530	ID=HMEL030552g1.t1-E1;Parent=HMEL030552g1.t1								
3696	Hmel216001	21778	22259	+	0	NA	Intergenic	Intergenic	11974	ID=HMEL013767g1.t1-E5;Parent=HMEL013767g1.t1								
906	Hmel205012	1163627	1163765	+	0	NA	Intergenic	Intergenic	34096	ID=HMEL017899g1.t1-E1;Parent=HMEL017899g1.t1								
2205	Hmel210011	1420465	1421092	+	0	NA	Intergenic	Intergenic	22131	ID=HMEL030853g1.t1-E2;Parent=HMEL030853g1.t1								
1349	Hmel207002	3059985	3060131	+	0	NA	promoter-TSS (ID=HMEL009331g3.t1-E1;Parent=HMEL009331g3.t1)	-promoter-TSS (ID=HMEL009331g3.t1-E1;Parent=HMEL009331g3.t1)	-815	ID=HMEL009331g3.t1-E1;Parent=HMEL009331g3.t1								
177	Hmel201009	2585858	2586146	+	0	NA	Intergenic	Intergenic	-4106	ID=HMEL017242g1.t1-E1;Parent=HMEL017242g1.t1								
2213	Hmel210011	2201215	2201391	+	0	NA	Intergenic	Intergenic	19099	ID=HMEL030871g1.t1-E2;Parent=HMEL030871g1.t1								
3346	Hmel214008	987396	987814	+	0	NA	promoter-TSS (ID=HMEL032332g1.t1-E1;Parent=HMEL032332g1.t1)	-promoter-TSS (ID=HMEL032332g1.t1-E1;Parent=HMEL032332g1.t1)	-402	ID=HMEL032332g1.t1-E1;Parent=HMEL032332g1.t1								
2940	Hmel213020	214768	215030	+	0	NA	TTS (ID=HMEL004896g1.t1-E1;Parent=HMEL004896g1.t1)	-TTS (ID=HMEL004896g1.t1-E1;Parent=HMEL004896g1.t1)	433	ID=HMEL004896g1.t1-E1;Parent=HMEL004896g1.t1								
22	Hmel201002	1217485	1217765	+	0	NA	TTS (ID=HMEL011299g1.t1-E1;Parent=HMEL011299g1.t1)	-TTS (ID=HMEL011299g1.t1-E1;Parent=HMEL011299g1.t1)	993	ID=HMEL011299g1.t2-E1;Parent=HMEL011299g1.t2								
205	Hmel201009	4191916	4192156	+	0	NA	promoter-TSS (ID=HMEL030239g1.t1-E4;Parent=HMEL030239g1.t1)	-promoter-TSS (ID=HMEL030239g1.t1-E4;Parent=HMEL030239g1.t1)	-315	ID=HMEL030239g1.t1-E4;Parent=HMEL030239g1.t1								
3072	Hmel213049	553828	554111	+	0	NA	Intergenic	Intergenic	-13144	ID=HMEL032072g1.t1-E1;Parent=HMEL032072g1.t1								
4345	Hmel218018	3444376	3444707	+	0	NA	Intergenic	Intergenic	5829	ID=HMEL034408g1.t1-E1;Parent=HMEL034408g1.t1								
3213	Hmel213065	27662	27887	+	0	NA	Intergenic	Intergenic	13258	ID=HMEL032135g1.t1-E2;Parent=HMEL032135g1.t1								
3296	Hmel213069	1319054	1319973	+	0	NA	Intergenic	Intergenic	-21412	ID=HMEL022169g1.t1-E1;Parent=HMEL022169g1.t1								
2681	Hmel212001	6437104	6437842	+	0	NA	promoter-TSS (ID=HMEL016400g3.t1-E2;Parent=HMEL016400g3.t1)	-promoter-TSS (ID=HMEL016400g3.t1-E2;Parent=HMEL016400g3.t1)	13	ID=HMEL016400g3.t1-E2;Parent=HMEL016400g3.t1								
1260	Hmel206021	152763	152955	+	0	NA	promoter-TSS (ID=HMEL037284g1.t1-E1;Parent=HMEL037284g1.t1)	-promoter-TSS (ID=HMEL037284g1.t1-E1;Parent=HMEL037284g1.t1)	-941	ID=HMEL037284g1.t1-E1;Parent=HMEL037284g1.t1								
874	Hmel205009	35533	35738	+	0	NA	TTS (ID=HMEL008349g2.t1-E2;Parent=HMEL008349g2.t1)	-TTS (ID=HMEL008349g2.t1-E2;Parent=HMEL008349g2.t1)	1188	ID=HMEL008349g2.t1-E2;Parent=HMEL008349g2.t1								
4795	Hmel219018	954709	954891	+	0	NA	promoter-TSS (ID=HMEL034904g1.t1-E5;Parent=HMEL034904g1.t1)	-promoter-TSS (ID=HMEL034904g1.t1-E5;Parent=HMEL034904g1.t1)	-202	ID=HMEL034904g1.t1-E5;Parent=HMEL034904g1.t1								
493	Hmel202006	6555335	6557480	+	0	NA	promoter-TSS (ID=HMEL033430g1.t1-E3;Parent=HMEL033430g1.t1)	-promoter-TSS (ID=HMEL033430g1.t1-E3;Parent=HMEL033430g1.t1)	123	ID=HMEL033430g1.t1-E2;Parent=HMEL033430g1.t1								
1708	Hmel208027	293473	293881	+	0	NA	TTS (ID=HMEL038016g1.t1-E1;Parent=HMEL038016g1.t1)	-TTS (ID=HMEL038016g1.t1-E1;Parent=HMEL038016g1.t1)	683	ID=HMEL038016g1.t1-E1;Parent=HMEL038016g1.t1								
3719	Hmel216009	259179	259798	+	0	NA	Intergenic	Intergenic	-4279	ID=HMEL010222g1.t1-E1;Parent=HMEL010222g1.t1								
2220	Hmel210011	2663364	2663537	+	0	NA	Intergenic	Intergenic	2548	ID=HMEL015940g1.t1-E3;Parent=HMEL015940g1.t1								
1436	Hmel207002	6725969	6726902	+	0	NA	Intergenic	Intergenic	-20902	ID=HMEL037512g1.t1-E1;Parent=HMEL037512g1.t1								
2528	Hmel211017	95853	96362	+	0	NA	promoter-TSS (ID=HMEL031269g1.t1-E1;Parent=HMEL031269g1.t1)	-promoter-TSS (ID=HMEL031269g1.t1-E1;Parent=HMEL031269g1.t1)	-567	ID=HMEL031269g1.t1-E1;Parent=HMEL031269g1.t1								
1591	Hmel208003	103685	103898	+	0	NA	Intergenic	Intergenic	-7515	ID=HMEL037802g1.t1-E1;Parent=HMEL037802g1.t1								
1677	Hmel208021	609519	611527	+	0	NA	Intergenic	Intergenic	5579	ID=HMEL037962g1.t1-E3;Parent=HMEL037962g1.t1								
2174	Hmel210010	254037	254742	+	0	NA	Intergenic	Intergenic	-39774	ID=HMEL012513g1.t1-E1;Parent=HMEL012513g1.t1								
4699	Hmel219013	35856	36294	+	0	NA	Intergenic	Intergenic	-8948	ID=HMEL034767g1.t1-E1;Parent=HMEL034767g1.t1								
1320	Hmel207002	2009283	2009688	+	0	NA	Intergenic	Intergenic	20590	ID=HMEL008502g1.t1-E5;Parent=HMEL008502g1.t1								
1026	Hmel206006	448943	449609	+	0	NA	Intergenic	Intergenic	19301	ID=HMEL012148g1.t1-E2;Parent=HMEL012148g1.t1								
4493	Hmel218018	8637798	8637960	+	0	NA	Intergenic	Intergenic	7389	ID=HMEL009229g1.t1-E4;Parent=HMEL009229g1.t1								
2752	Hmel212011	970656	970891	+	0	NA	Intergenic	Intergenic	-26942	ID=HMEL012672g1.t1-E1;Parent=HMEL012672g1.t1								
1390	Hmel207002	4973684	4973997	+	0	NA	Intergenic	Intergenic	7100	ID=HMEL037464g1.t1-E3;Parent=HMEL037464g1.t1								
1993	Hmel210004	798872	799102	+	0	NA	Intergenic	Intergenic	15395	ID=HMEL030620g1.t1-E7;Parent=HMEL030620g1.t1								
3544	Hmel215028	186391	186562	+	0	NA	promoter-TSS (ID=HMEL032738g1.t1-E12;Parent=HMEL032738g1.t1)	-promoter-TSS (ID=HMEL032738g1.t1-E12;Parent=HMEL032738g1.t1)	-285	ID=HMEL032738g1.t1-E12;Parent=HMEL032738g1.t1								
1469	Hmel207008	708163	708638	+	0	NA	Intergenic	Intergenic	-9282	ID=HMEL037544g1.t1-E1;Parent=HMEL037544g1.t1								
1499	Hmel207011	885315	885686	+	0	NA	promoter-TSS (ID=HMEL006647g1.t1-E5;Parent=HMEL006647g1.t1)	-promoter-TSS (ID=HMEL006647g1.t1-E5;Parent=HMEL006647g1.t1)	-135	ID=HMEL006647g1.t1-E5;Parent=HMEL006647g1.t1								
4674	Hmel219005	942532	942863	+	0	NA	Intergenic	Intergenic	14042	ID=HMEL034723g1.t1-E7;Parent=HMEL034723g1.t1								
400	Hmel202006	3633041	3633410	+	0	NA	Intergenic	Intergenic	2972	ID=HMEL033348g1.t1-E2;Parent=HMEL033348g1.t1								
919	Hmel205013	120443	122203	+	0	NA	Intergenic	Intergenic	-2992	ID=HMEL008930g1.t1-E2;Parent=HMEL008930g1.t1								
1268	Hmel207001	17320	17897	+	0	NA	Intergenic	Intergenic	-6646	ID=HMEL007653g1.t1-E1;Parent=HMEL007653g1.t1								
633	Hmel203069	2055641	2056066	+	0	NA	Intergenic	Intergenic	4023	ID=HMEL017403g1.t1-E2;Parent=HMEL017403g1.t1								
1372	Hmel207002	4504748	4504995	+	0	NA	Intergenic	Intergenic	-4711	ID=HMEL037452g1.t1-E1;Parent=HMEL037452g1.t1								
1977	Hmel210004	148037	148759	+	0	NA	Intergenic	Intergenic	1953	ID=HMEL007369g1.t1-E1;Parent=HMEL007369g1.t1								
2023	Hmel210004	2385782	2386014	+	0	NA	Intergenic	Intergenic	-7004	ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1								
4387	Hmel218018	5260118	5260423	+	0	NA	Intergenic	Intergenic	15802	ID=HMEL004599g1.t1-E1;Parent=HMEL004599g1.t1								
3445	Hmel214024	130326	130572	+	0	NA	Intergenic	Intergenic	-15713	ID=HMEL021806g1.t1-E1;Parent=HMEL021806g1.t1								
1669	Hmel208021	511334	511581	+	0	NA	Intergenic	Intergenic	-2225	ID=HMEL037959g1.t1-E2;Parent=HMEL037959g1.t1								
1825	Hmel209005	1058527	1058681	+	0	NA	Intergenic	Intergenic	-38268	ID=HMEL012978g1.t1-E1;Parent=HMEL012978g1.t1								
1285	Hmel207002	601034	602536	+	0	NA	Intergenic	Intergenic	6274	ID=HMEL037354g1.t1-E2;Parent=HMEL037354g1.t1								
3309	Hmel213071	284901	285711	+	0	NA	Intergenic	Intergenic	4655	ID=HMEL032247g1.t1-E3;Parent=HMEL032247g1.t1								
3594	Hmel215047	61720	62106	+	0	NA	Intergenic	Intergenic	-18822	ID=HMEL032850g1.t1-E1;Parent=HMEL032850g1.t1								
3757	Hmel216010	133390	133558	+	0	NA	Intergenic	Intergenic	-4397	ID=HmelUGT44A4-E1;Parent=HmelUGT44A4								
1549	Hmel207021	2157902	2158434	+	0	NA	Intergenic	Intergenic	11021	ID=HMEL037716g1.t1-E1;Parent=HMEL037716g1.t1								
1959	Hmel210001	576339	576721	+	0	NA	Intergenic	Intergenic	4465	ID=HMEL003546g1.t1-E4;Parent=HMEL003546g1.t1								
1242	Hmel206019	1054517	1055380	+	0	NA	Intergenic	Intergenic	-2058	ID=HMEL037227g1.t1-E5;Parent=HMEL037227g1.t1								
1208	Hmel206012	1489660	1489841	+	0	NA	Intergenic	Intergenic	-5356	ID=HMEL004534g1.t1-E1;Parent=HMEL004534g1.t1								
1874	Hmel209007	1662163	1662492	+	0	NA	Intergenic	Intergenic	-4716	ID=HMEL015712g1.t1-E1;Parent=HMEL015712g1.t1								
1803	Hmel209005	511520	512090	+	0	NA	Intergenic	Intergenic	13687	ID=HMEL030327g1.t1-E2;Parent=HMEL030327g1.t1								
3542	Hmel215025	161748	162902	+	0	NA	Intergenic	Intergenic	-2968	ID=HMEL021946g1.t2-E3;Parent=HMEL021946g1.t2								
1201	Hmel206012	1228447	1228693	+	0	NA	Intergenic	Intergenic	23019	ID=HMEL037127g1.t1-E2;Parent=HMEL037127g1.t1								
519	Hmel203001	218638	218878	+	0	NA	TTS (ID=HMEL035946g1.t1-E6;Parent=HMEL035946g1.t1)	-TTS (ID=HMEL035946g1.t1-E6;Parent=HMEL035946g1.t1)	515	ID=HMEL035946g1.t4-E6;Parent=HMEL035946g1.t4								
5070	Hmel220014	604391	604569	+	0	NA	Intergenic	Intergenic	3589	ID=HMEL014247-RA-E1;Parent=HMEL014247-RA								
5069	Hmel220014	568113	568841	+	0	NA	Intergenic	Intergenic	4043	ID=HMEL035317g1.t1-E2;Parent=HMEL035317g1.t1								
3300	Hmel213071	82656	82841	+	0	NA	Intergenic	Intergenic	10630	ID=HMEL004684g1.t1-E1;Parent=HMEL004684g1.t1								
17	Hmel201002	922098	922750	+	0	NA	Intergenic	Intergenic	-8401	ID=HMEL003792g1.t1-E1;Parent=HMEL003792g1.t1								
4092	Hmel217020	2743365	2743847	+	0	NA	Intergenic	Intergenic	3555	ID=HMEL006470g1.t1-E1;Parent=HMEL006470g1.t1								
2451	Hmel211012	863286	863483	+	0	NA	Intergenic	Intergenic	-6200	ID=HMEL015087g1.t1-E1;Parent=HMEL015087g1.t1								
3337	Hmel214008	483672	484303	+	0	NA	Intergenic	Intergenic	-17776	ID=HMEL032316g1.t1-E1;Parent=HMEL032316g1.t1								
1274	Hmel207001	140618	141106	+	0	NA	Intergenic	Intergenic	2698	ID=HMEL037342g1.t1-E4;Parent=HMEL037342g1.t1								
