PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2up_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_shared_D2up_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
892	Herato0310	7417175	7417445	+	0	NA	Intergenic	Intergenic	2132	ID=evm.model.Herato0310.191-E2;Parent=evm.model.Herato0310.191								
384	Herato1202	18828422	18829146	+	0	NA	Intergenic	Intergenic	5373	ID=evm.model.Herato1202.761-E4;Parent=evm.model.Herato1202.761								
398	Herato0101	21584424	21585295	+	0	NA	TTS (ID=evm.model.Herato0101.834-E1;Parent=evm.model.Herato0101.834)	-TTS (ID=evm.model.Herato0101.834-E1;Parent=evm.model.Herato0101.834)	982	ID=evm.model.Herato0101.834-E1;Parent=evm.model.Herato0101.834								
836	Herato2001	13527735	13528197	+	0	NA	Intergenic	Intergenic	-66023	ID=evm.model.Herato2001.533-E1;Parent=evm.model.Herato2001.533								
955	Herato0503	4461180	4461458	+	0	NA	Intergenic	Intergenic	-79644	ID=evm.model.Herato0503.132.2-E1;Parent=evm.model.Herato0503.132.2								
942	Herato0503	2535615	2536012	+	0	NA	Intergenic	Intergenic	-9906	ID=evm.model.Herato0503.97.2-E1;Parent=evm.model.Herato0503.97.2								
546	Herato1601	5300031	5300719	+	0	NA	Intergenic	Intergenic	-15969	ID=evm.model.Herato1601.115.1-E2;Parent=evm.model.Herato1601.115.1								
537	Herato1601	4472686	4473608	+	0	NA	Intergenic	Intergenic	4743	ID=evm.model.Herato1601.88-E9;Parent=evm.model.Herato1601.88								
407	Herato1301	6189168	6190142	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.217-E5;Parent=evm.model.Herato1301.217)	-promoter-TSS (ID=evm.model.Herato1301.217-E5;Parent=evm.model.Herato1301.217)	-323	ID=evm.model.Herato1301.217-E5;Parent=evm.model.Herato1301.217								
18	Herato0606	2185499	2185936	+	0	NA	Intergenic	Intergenic	-11755	ID=evm.model.Herato0606.66-E2;Parent=evm.model.Herato0606.66								
912	Herato0411	1054797	1055078	+	0	NA	promoter-TSS (ID=evm.model.Herato0411.17-E1;Parent=evm.model.Herato0411.17)	-promoter-TSS (ID=evm.model.Herato0411.17-E1;Parent=evm.model.Herato0411.17)	-243	ID=evm.model.Herato0411.17-E1;Parent=evm.model.Herato0411.17								
376	Herato1202	17086310	17086724	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.696.1-E1;Parent=evm.model.Herato1202.696.1)	-promoter-TSS (ID=evm.model.Herato1202.696.1-E1;Parent=evm.model.Herato1202.696.1)	612	ID=evm.model.Herato1202.696-E3;Parent=evm.model.Herato1202.696								
785	Herato1910	820196	821043	+	0	NA	TTS (ID=evm.model.Herato1910.61-E1;Parent=evm.model.Herato1910.61)	-TTS (ID=evm.model.Herato1910.61-E1;Parent=evm.model.Herato1910.61)	1103	ID=evm.model.Herato1910.61.5-E1;Parent=evm.model.Herato1910.61.5								
522	Herato1507	7164220	7164422	+	0	NA	Intergenic	Intergenic	3964	ID=evm.model.Herato1507.252-E1;Parent=evm.model.Herato1507.252								
125	Herato0701	17383440	17383697	+	0	NA	Intergenic	Intergenic	-8790	ID=evm.model.Herato0701.733-E1;Parent=evm.model.Herato0701.733								
599	Herato1701	4776788	4777210	+	0	NA	Intergenic	Intergenic	17127	ID=evm.model.Herato1701.110-E2;Parent=evm.model.Herato1701.110								
44	Herato0606	6100585	6100908	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.211-E5;Parent=evm.model.Herato0606.211)	-promoter-TSS (ID=evm.model.Herato0606.211-E5;Parent=evm.model.Herato0606.211)	-382	ID=novel_model_56-E1;Parent=novel_model_56								
609	Herato1701	6924778	6925109	+	0	NA	Intergenic	Intergenic	-1133	ID=evm.model.Herato1701.203-E10;Parent=evm.model.Herato1701.203								
587	Herato1605	4028646	4028855	+	0	NA	Intergenic	Intergenic	-29346	ID=evm.model.Herato1605.120-E9;Parent=evm.model.Herato1605.120								
667	Herato1805	2375125	2375321	+	0	NA	Intergenic	Intergenic	-65147	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
741	Herato1904	3040856	3041450	+	0	NA	Intergenic	Intergenic	1229	ID=evm.model.Herato1904.105-E7;Parent=evm.model.Herato1904.105								
190	Herato0901	5122654	5123143	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.139-E2;Parent=evm.model.Herato0901.139)	-promoter-TSS (ID=evm.model.Herato0901.139-E2;Parent=evm.model.Herato0901.139)	-875	ID=evm.model.Herato0901.139-E2;Parent=evm.model.Herato0901.139								
95	Herato0701	8882525	8882816	+	0	NA	Intergenic	Intergenic	-130367	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
298	Herato1108	3822737	3823110	+	0	NA	Intergenic	Intergenic	5852	ID=evm.model.Herato1108.146-E4;Parent=evm.model.Herato1108.146								
923	Herato0411	4697880	4698280	+	0	NA	Intergenic	Intergenic	104470	ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102								
714	Herato1807	4192417	4192604	+	0	NA	Intergenic	Intergenic	-3826	ID=evm.model.Herato1807.90.2-E4;Parent=evm.model.Herato1807.90.2								
822	Herato2001	10321359	10321629	+	0	NA	Intergenic	Intergenic	-50420	ID=evm.model.Herato2001.406-E1;Parent=evm.model.Herato2001.406								
601	Herato1701	5032164	5032853	+	0	NA	Intergenic	Intergenic	-15732	ID=evm.model.Herato1701.114-E1;Parent=evm.model.Herato1701.114								
313	Herato1108	9193974	9194937	+	0	NA	TTS (ID=evm.model.Herato1108.395.1-E1;Parent=evm.model.Herato1108.395.1)	-TTS (ID=evm.model.Herato1108.395.1-E1;Parent=evm.model.Herato1108.395.1)	1320	ID=evm.model.Herato1108.395.1-E1;Parent=evm.model.Herato1108.395.1								
243	Herato1003	7057526	7057693	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.256-E3;Parent=evm.model.Herato1003.256)	-promoter-TSS (ID=evm.model.Herato1003.256-E3;Parent=evm.model.Herato1003.256)	89	ID=evm.model.Herato1003.256-E3;Parent=evm.model.Herato1003.256								
231	Herato1001	3603261	3604234	+	0	NA	Intergenic	Intergenic	-10507	ID=evm.model.Herato1001.118-E2;Parent=evm.model.Herato1001.118								
779	Herato1908	1760296	1760747	+	0	NA	Intergenic	Intergenic	-1067	ID=evm.model.Herato1908.60-E2;Parent=evm.model.Herato1908.60								
551	Herato0209	986238	987101	+	0	NA	Intergenic	Intergenic	6981	ID=evm.model.Herato0209.65-E5;Parent=evm.model.Herato0209.65								
529	Herato1507	9529279	9529540	+	0	NA	Intergenic	Intergenic	26529	ID=evm.model.Herato1507.320.2-E13;Parent=evm.model.Herato1507.320.2								
148	Herato0101	12763454	12763782	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.433-E3;Parent=evm.model.Herato0101.433)	-promoter-TSS (ID=evm.model.Herato0101.433-E3;Parent=evm.model.Herato0101.433)	-248	ID=evm.model.Herato0101.433-E3;Parent=evm.model.Herato0101.433								
753	Herato1904	5697773	5698179	+	0	NA	Intergenic	Intergenic	-5321	ID=evm.model.Herato1904.210-E1;Parent=evm.model.Herato1904.210								
343	Herato1202	3699139	3699360	+	0	NA	Intergenic	Intergenic	2754	ID=evm.model.Herato1202.124-E3;Parent=evm.model.Herato1202.124								
504	Herato1505	324426	324932	+	0	NA	Intergenic	Intergenic	9621	ID=evm.model.Herato1505.21.1-E1;Parent=evm.model.Herato1505.21.1								
697	Herato1807	1017354	1017690	+	0	NA	Intergenic	Intergenic	-16017	ID=evm.model.Herato1807.18-E2;Parent=evm.model.Herato1807.18								
726	Herato1901	3002098	3002736	+	0	NA	exon (ID=evm.model.Herato1901.99-E1;Parent=evm.model.Herato1901.99, exon 1 of 1)	-exon (ID=evm.model.Herato1901.99-E1;Parent=evm.model.Herato1901.99, exon 1 of 1)	241	ID=evm.model.Herato1901.99-E1;Parent=evm.model.Herato1901.99								
397	Herato0101	21582611	21583166	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.834-E1;Parent=evm.model.Herato0101.834)	-promoter-TSS (ID=evm.model.Herato0101.834-E1;Parent=evm.model.Herato0101.834)	-989	ID=evm.model.Herato0101.834-E1;Parent=evm.model.Herato0101.834								
857	Herato2101	14026812	14027118	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.446-E2;Parent=evm.model.Herato2101.446)	-promoter-TSS (ID=evm.model.Herato2101.446-E2;Parent=evm.model.Herato2101.446)	107	ID=evm.model.Herato2101.446-E1;Parent=evm.model.Herato2101.446								
707	Herato1807	3312286	3312454	+	0	NA	Intergenic	Intergenic	-13429	ID=evm.model.Herato1807.64-E1;Parent=evm.model.Herato1807.64								
106	Herato0701	10363506	10364053	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.431-E1;Parent=evm.model.Herato0701.431)	-promoter-TSS (ID=evm.model.Herato0701.431-E1;Parent=evm.model.Herato0701.431)	-925	ID=evm.model.Herato0701.431-E1;Parent=evm.model.Herato0701.431								
964	Herato0503	6693371	6694658	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.230.3-E1;Parent=evm.model.Herato0503.230.3)	-promoter-TSS (ID=evm.model.Herato0503.230.3-E1;Parent=evm.model.Herato0503.230.3)	16	ID=evm.model.Herato0503.230.3-E1;Parent=evm.model.Herato0503.230.3								
157	Herato0821	241582	241889	+	0	NA	Intergenic	Intergenic	-4866	ID=evm.model.Herato0821.15-E4;Parent=evm.model.Herato0821.15								
65	Herato0701	2641089	2641585	+	0	NA	Intergenic	Intergenic	-14134	ID=evm.model.Herato0701.149-E1;Parent=evm.model.Herato0701.149								
935	Herato0503	901736	902668	+	0	NA	exon (ID=evm.model.Herato0503.27-E1;Parent=evm.model.Herato0503.27, exon 1 of 1)	-exon (ID=evm.model.Herato0503.27-E1;Parent=evm.model.Herato0503.27, exon 1 of 1)	911	ID=evm.model.Herato0503.27-E1;Parent=evm.model.Herato0503.27								
203	Herato0901	8070473	8071063	+	0	NA	TTS (ID=evm.model.Herato0901.260-E22;Parent=evm.model.Herato0901.260)	-TTS (ID=evm.model.Herato0901.260-E22;Parent=evm.model.Herato0901.260)	243	ID=evm.model.Herato0901.260-E22;Parent=evm.model.Herato0901.260								
261	Herato1005	2502877	2503302	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.124-E1;Parent=evm.model.Herato1005.124)	-promoter-TSS (ID=evm.model.Herato1005.124-E1;Parent=evm.model.Herato1005.124)	75	ID=evm.model.Herato1005.124-E1;Parent=evm.model.Herato1005.124								
908	Herato0403	817321	817999	+	0	NA	Intergenic	Intergenic	-15562	ID=evm.model.Herato0403.11-E1;Parent=evm.model.Herato0403.11								
81	Herato0701	7042081	7044049	+	0	NA	Intergenic	Intergenic	-4639	ID=evm.model.Herato0701.314-E5;Parent=evm.model.Herato0701.314								
321	Herato1108	10447803	10448093	+	0	NA	Intergenic	Intergenic	2347	ID=evm.model.Herato1108.457-E2;Parent=evm.model.Herato1108.457								
459	Herato1301	21987856	21988962	+	0	NA	Intergenic	Intergenic	-27944	ID=novel_model_173-E1;Parent=novel_model_173								
792	Herato2001	1064197	1064927	+	0	NA	Intergenic	Intergenic	40792	ID=evm.model.Herato2001.19-E2;Parent=evm.model.Herato2001.19								
624	Herato1703	973516	973798	+	0	NA	Intergenic	Intergenic	7600	ID=evm.model.Herato1703.16-E1;Parent=evm.model.Herato1703.16								
86	Herato0701	8185879	8186399	+	0	NA	Intergenic	Intergenic	-3037	ID=evm.model.Herato0701.366-E2;Parent=evm.model.Herato0701.366								
284	Herato0101	1646826	1647604	+	0	NA	Intergenic	Intergenic	4963	ID=evm.model.Herato0101.41-E3;Parent=evm.model.Herato0101.41								
823	Herato2001	10424286	10424729	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.407-E3;Parent=evm.model.Herato2001.407)	-promoter-TSS (ID=evm.model.Herato2001.407-E3;Parent=evm.model.Herato2001.407)	65	ID=evm.model.Herato2001.407.1-E3;Parent=evm.model.Herato2001.407.1								
903	Herato0401	1377729	1378361	+	0	NA	TTS (ID=evm.model.Herato0401.26-E7;Parent=evm.model.Herato0401.26)	-TTS (ID=evm.model.Herato0401.26-E7;Parent=evm.model.Herato0401.26)	360	ID=evm.model.Herato0401.26-E7;Parent=evm.model.Herato0401.26								
247	Herato1005	657278	657847	+	0	NA	Intergenic	Intergenic	5126	ID=evm.model.Herato1005.39-E1;Parent=evm.model.Herato1005.39								
656	Herato1805	931542	931817	+	0	NA	Intergenic	Intergenic	45632	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
371	Herato1202	15602243	15602687	+	0	NA	Intergenic	Intergenic	-7597	ID=evm.model.Herato1202.604-E1;Parent=evm.model.Herato1202.604								
204	Herato0101	14422951	14423559	+	0	NA	Intergenic	Intergenic	-38359	ID=evm.model.Herato0101.514-E1;Parent=evm.model.Herato0101.514								
165	Herato0821	2303040	2303283	+	0	NA	Intergenic	Intergenic	9657	ID=evm.model.Herato0821.84.1-E8;Parent=evm.model.Herato0821.84.1								
289	Herato1007	2403163	2403963	+	0	NA	Intergenic	Intergenic	51724	ID=novel_model_133-E1;Parent=novel_model_133								
729	Herato1901	3017079	3017579	+	0	NA	Intergenic	Intergenic	1516	ID=evm.model.Herato1901.100-E4;Parent=evm.model.Herato1901.100								
771	Herato1908	285528	285701	+	0	NA	Intergenic	Intergenic	1839	ID=evm.model.Herato1908.15.1-E1;Parent=evm.model.Herato1908.15.1								
2	Herato0508	1088858	1089186	+	0	NA	TTS (ID=evm.model.Herato0508.55-E4;Parent=evm.model.Herato0508.55)	-TTS (ID=evm.model.Herato0508.55-E4;Parent=evm.model.Herato0508.55)	1018	ID=evm.model.Herato0508.55-E4;Parent=evm.model.Herato0508.55								
435	Herato1301	17539218	17539874	+	0	NA	TTS (ID=evm.model.Herato1301.619-E4;Parent=evm.model.Herato1301.619)	-TTS (ID=evm.model.Herato1301.619-E4;Parent=evm.model.Herato1301.619)	165	ID=evm.model.Herato1301.619-E4;Parent=evm.model.Herato1301.619								
814	Herato2001	7735636	7735932	+	0	NA	Intergenic	Intergenic	3866	ID=evm.model.Herato2001.314-E1;Parent=evm.model.Herato2001.314								
808	Herato2001	5171436	5171630	+	0	NA	Intergenic	Intergenic	7674	ID=evm.model.Herato2001.174.2-E1;Parent=evm.model.Herato2001.174.2								
401	Herato1301	4051094	4051368	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.112-E5;Parent=evm.model.Herato1301.112)	-promoter-TSS (ID=evm.model.Herato1301.112-E5;Parent=evm.model.Herato1301.112)	88	ID=evm.model.Herato1301.112-E5;Parent=evm.model.Herato1301.112								
845	Herato2001	15729275	15730919	+	0	NA	Intergenic	Intergenic	8665	ID=evm.model.Herato2001.613-E5;Parent=evm.model.Herato2001.613								
924	Herato0411	4806392	4806587	+	0	NA	TTS (ID=evm.model.Herato0411.102-E2;Parent=evm.model.Herato0411.102)	-TTS (ID=evm.model.Herato0411.102-E2;Parent=evm.model.Herato0411.102)	803	ID=evm.model.Herato0411.102-E2;Parent=evm.model.Herato0411.102								
186	Herato0901	2187354	2188021	+	0	NA	Intergenic	Intergenic	9978	ID=evm.model.Herato0901.75-E2;Parent=evm.model.Herato0901.75								
885	Herato0310	5140385	5140724	+	0	NA	Intergenic	Intergenic	27219	ID=evm.model.Herato0310.123-E2;Parent=evm.model.Herato0310.123								
884	Herato0310	4877004	4877439	+	0	NA	Intergenic	Intergenic	13767	ID=evm.model.Herato0310.121-E3;Parent=evm.model.Herato0310.121								
147	Herato0801	5838977	5839775	+	0	NA	Intergenic	Intergenic	-21498	ID=evm.model.Herato0801.157-E3;Parent=evm.model.Herato0801.157								
973	Herato0503	8880981	8881644	+	0	NA	Intergenic	Intergenic	-2104	ID=evm.model.Herato0503.337-E6;Parent=evm.model.Herato0503.337								
339	Herato1202	3191027	3191505	+	0	NA	Intergenic	Intergenic	-7319	ID=evm.model.Herato1202.112-E1;Parent=evm.model.Herato1202.112								
760	Herato1904	7760411	7760883	+	0	NA	Intergenic	Intergenic	-10035	ID=evm.model.Herato1904.268-E1;Parent=evm.model.Herato1904.268								
228	Herato1001	3125437	3125655	+	0	NA	Intergenic	Intergenic	23650	ID=evm.model.Herato1001.113-E7;Parent=evm.model.Herato1001.113								
863	Herato0301	4540618	4541189	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.112-E1;Parent=evm.model.Herato0301.112)	-promoter-TSS (ID=evm.model.Herato0301.112-E1;Parent=evm.model.Herato0301.112)	-932	ID=evm.model.Herato0301.112-E1;Parent=evm.model.Herato0301.112								
749	Herato1904	4776993	4777395	+	0	NA	Intergenic	Intergenic	-26384	ID=evm.model.Herato1904.162-E1;Parent=evm.model.Herato1904.162								
531	Herato1507	9643676	9643968	+	0	NA	Intergenic	Intergenic	2078	ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324								
268	Herato0101	16640788	16641026	+	0	NA	Intergenic	Intergenic	117327	ID=evm.model.Herato0101.644.1.1-E9;Parent=evm.model.Herato0101.644.1.1								
829	Herato2001	11929682	11930285	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.456.2-E1;Parent=evm.model.Herato2001.456.2)	-promoter-TSS (ID=evm.model.Herato2001.456.2-E1;Parent=evm.model.Herato2001.456.2)	-33	ID=evm.model.Herato2001.456.2-E1;Parent=evm.model.Herato2001.456.2								
345	Herato1202	5009074	5009428	+	0	NA	Intergenic	Intergenic	-24098	ID=evm.model.Herato1202.191_evm.model.Herato1202.192-E1;Parent=evm.model.Herato1202.191_evm.model.Herato1202.192								
915	Herato0411	1200062	1200224	+	0	NA	Intergenic	Intergenic	-7092	ID=evm.model.Herato0411.25-E3;Parent=evm.model.Herato0411.25								
596	Herato1701	4164821	4164987	+	0	NA	Intergenic	Intergenic	-8982	ID=evm.model.Herato1701.95.1-E2;Parent=evm.model.Herato1701.95.1								
172	Herato0901	569970	570350	+	0	NA	Intergenic	Intergenic	6508	ID=evm.model.Herato0901.27-E1;Parent=evm.model.Herato0901.27								
319	Herato1108	10111613	10112998	+	0	NA	Intergenic	Intergenic	-20674	ID=evm.model.Herato1108.451-E1;Parent=evm.model.Herato1108.451								
735	Herato1904	1154406	1154678	+	0	NA	Intergenic	Intergenic	28314	ID=evm.model.Herato1904.42-E1;Parent=evm.model.Herato1904.42								
223	Herato1001	848568	850168	+	0	NA	TTS (ID=evm.model.Herato1001.39-E2;Parent=evm.model.Herato1001.39)	-TTS (ID=evm.model.Herato1001.39-E2;Parent=evm.model.Herato1001.39)	1018	ID=evm.model.Herato1001.39-E2;Parent=evm.model.Herato1001.39								
404	Herato1301	4220509	4220718	+	0	NA	Intergenic	Intergenic	-4365	ID=evm.model.Herato1301.115-E4;Parent=evm.model.Herato1301.115								
721	Herato1901	2820455	2821316	+	0	NA	promoter-TSS (ID=evm.model.Herato1901.89-E1;Parent=evm.model.Herato1901.89)	-promoter-TSS (ID=evm.model.Herato1901.89-E1;Parent=evm.model.Herato1901.89)	-86	ID=evm.model.Herato1901.89.2-E1;Parent=evm.model.Herato1901.89.2								
613	Herato1701	7459512	7460110	+	0	NA	Intergenic	Intergenic	-49955	ID=evm.model.Herato1701.219.1-E1;Parent=evm.model.Herato1701.219.1								
516	Herato1507	2837263	2837680	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.94.2-E1;Parent=evm.model.Herato1507.94.2)	-promoter-TSS (ID=evm.model.Herato1507.94.2-E1;Parent=evm.model.Herato1507.94.2)	-791	ID=evm.model.Herato1507.94.3-E1;Parent=evm.model.Herato1507.94.3								
669	Herato1805	2471751	2473256	+	0	NA	Intergenic	Intergenic	-138617	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
282	Herato1007	1790631	1790937	+	0	NA	Intergenic	Intergenic	-3488	ID=evm.model.Herato1007.76-E11;Parent=evm.model.Herato1007.76								
974	Herato0101	7930145	7930618	+	0	NA	Intergenic	Intergenic	11924	ID=evm.model.Herato0101.239-E13;Parent=evm.model.Herato0101.239								
420	Herato1301	13713102	13713446	+	0	NA	Intergenic	Intergenic	4003	ID=evm.model.Herato1301.529-E1;Parent=evm.model.Herato1301.529								
121	Herato0701	15926831	15927772	+	0	NA	Intergenic	Intergenic	20442	ID=evm.model.Herato0701.691-E1;Parent=evm.model.Herato0701.691								
702	Herato1807	2365619	2365854	+	0	NA	Intergenic	Intergenic	-1386	ID=evm.model.Herato1807.46.3-E1;Parent=evm.model.Herato1807.46.3								
952	Herato0503	4394809	4395257	+	0	NA	Intergenic	Intergenic	89398	ID=evm.model.Herato0503.130-E12;Parent=evm.model.Herato0503.130								
639	Herato1801	2529156	2529433	+	0	NA	Intergenic	Intergenic	-22025	ID=evm.model.Herato1801.90-E1;Parent=evm.model.Herato1801.90								
344	Herato1202	3701342	3701775	+	0	NA	Intergenic	Intergenic	1218	ID=evm.model.Herato1202.123.3-E2;Parent=evm.model.Herato1202.123.3								
487	Herato1411	937752	937968	+	0	NA	Intergenic	Intergenic	6642	ID=evm.model.Herato1411.25-E1;Parent=evm.model.Herato1411.25								
494	Herato1411	4740936	4743658	+	0	NA	Intergenic	Intergenic	18057	ID=evm.model.Herato1411.182-E1;Parent=evm.model.Herato1411.182								
238	Herato1003	4961969	4962266	+	0	NA	Intergenic	Intergenic	2983	ID=evm.model.Herato1003.154.2-E1;Parent=evm.model.Herato1003.154.2								
873	Herato0310	408139	408425	+	0	NA	Intergenic	Intergenic	-8427	ID=evm.model.Herato0310.10-E8;Parent=evm.model.Herato0310.10								
636	Herato1801	1618191	1618917	+	0	NA	Intergenic	Intergenic	-16640	ID=evm.model.Herato1801.78-E1;Parent=evm.model.Herato1801.78								
577	Herato1605	976242	977488	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.33.1-E1;Parent=evm.model.Herato1605.33.1)	-promoter-TSS (ID=evm.model.Herato1605.33.1-E1;Parent=evm.model.Herato1605.33.1)	518	ID=evm.model.Herato1605.33-E1;Parent=evm.model.Herato1605.33								
253	Herato1005	941367	941563	+	0	NA	Intergenic	Intergenic	6446	ID=evm.model.Herato1005.59.1-E1;Parent=evm.model.Herato1005.59.1								
561	Herato1603	2953082	2953497	+	0	NA	Intergenic	Intergenic	-13558	ID=evm.model.Herato1603.84-E2;Parent=evm.model.Herato1603.84								
448	Herato1301	19627454	19627975	+	0	NA	Intergenic	Intergenic	-33102	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
209	Herato0901	9863415	9864531	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.307-E1;Parent=evm.model.Herato0901.307)	-promoter-TSS (ID=evm.model.Herato0901.307-E1;Parent=evm.model.Herato0901.307)	-781	ID=evm.model.Herato0901.307-E1;Parent=evm.model.Herato0901.307								
216	Herato0101	14778744	14779170	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.529-E7;Parent=evm.model.Herato0101.529)	-promoter-TSS (ID=evm.model.Herato0101.529-E7;Parent=evm.model.Herato0101.529)	-485	ID=evm.model.Herato0101.529.1-E7;Parent=evm.model.Herato0101.529.1								
357	Herato1202	9635836	9636209	+	0	NA	Intergenic	Intergenic	-11679	ID=evm.model.Herato1202.400-E2;Parent=evm.model.Herato1202.400								
117	Herato0101	11653408	11653646	+	0	NA	Intergenic	Intergenic	5761	ID=evm.model.Herato0101.355-E12;Parent=evm.model.Herato0101.355								
852	Herato2101	8971815	8972122	+	0	NA	Intergenic	Intergenic	-59961	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
643	Herato1801	2957081	2957534	+	0	NA	Intergenic	Intergenic	2639	ID=evm.model.Herato1801.108-E1;Parent=evm.model.Herato1801.108								
63	Herato0701	2413277	2413501	+	0	NA	Intergenic	Intergenic	-7632	ID=evm.model.Herato0701.144-E2;Parent=evm.model.Herato0701.144								
455	Herato1301	20955234	20955520	+	0	NA	Intergenic	Intergenic	-13189	ID=evm.model.Herato1301.715-E1;Parent=evm.model.Herato1301.715								
600	Herato1701	5006880	5007142	+	0	NA	Intergenic	Intergenic	11415	ID=evm.model.Herato1701.113-E3;Parent=evm.model.Herato1701.113								
80	Herato0701	7023158	7023720	+	0	NA	Intergenic	Intergenic	-1244	ID=evm.model.Herato0701.314.1-E2;Parent=evm.model.Herato0701.314.1								
336	Herato1202	2373581	2373760	+	0	NA	Intergenic	Intergenic	-8650	ID=evm.model.Herato1202.81-E1;Parent=evm.model.Herato1202.81								
457	Herato1301	21142054	21142382	+	0	NA	Intergenic	Intergenic	4291	ID=evm.model.Herato1301.722-E2;Parent=evm.model.Herato1301.722								
821	Herato2001	9753536	9753988	+	0	NA	Intergenic	Intergenic	-82123	ID=evm.model.Herato2001.394-E1;Parent=evm.model.Herato2001.394								
179	Herato0901	1753905	1754546	+	0	NA	TTS (ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62)	-TTS (ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62)	950	ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62								
696	Herato1807	828294	828578	+	0	NA	Intergenic	Intergenic	-4893	ID=evm.model.Herato1807.14-E1;Parent=evm.model.Herato1807.14								
383	Herato1202	17813050	17813427	+	0	NA	Intergenic	Intergenic	-13371	ID=evm.model.Herato1202.729-E2;Parent=evm.model.Herato1202.729								
963	Herato0503	5305003	5305489	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.170-E3;Parent=evm.model.Herato0503.170)	-promoter-TSS (ID=evm.model.Herato0503.170-E3;Parent=evm.model.Herato0503.170)	-890	ID=evm.model.Herato0503.170-E3;Parent=evm.model.Herato0503.170								
297	Herato1108	3463014	3463255	+	0	NA	Intergenic	Intergenic	18001	ID=evm.model.Herato1108.116-E2;Parent=evm.model.Herato1108.116								
713	Herato1807	4182471	4183489	+	0	NA	Intergenic	Intergenic	-3252	ID=evm.model.Herato1807.90.2-E5;Parent=evm.model.Herato1807.90.2								
676	Herato1805	3417151	3417700	+	0	NA	Intergenic	Intergenic	19077	ID=evm.model.Herato1805.100-E5;Parent=evm.model.Herato1805.100								
277	Herato1007	999943	1000529	+	0	NA	Intergenic	Intergenic	-29213	ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41								
92	Herato0701	8688045	8688222	+	0	NA	Intergenic	Intergenic	61768	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
938	Herato0503	980455	980940	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.28.1-E1;Parent=evm.model.Herato0503.28.1)	-promoter-TSS (ID=evm.model.Herato0503.28.1-E1;Parent=evm.model.Herato0503.28.1)	-41	ID=evm.model.Herato0503.28.1-E1;Parent=evm.model.Herato0503.28.1								
879	Herato0310	2069969	2070288	+	0	NA	Intergenic	Intergenic	-5208	ID=evm.model.Herato0310.46.4-E2;Parent=evm.model.Herato0310.46.4								
10	Herato0601	1287023	1287669	+	0	NA	Intergenic	Intergenic	13194	ID=evm.model.Herato0601.15-E1;Parent=evm.model.Herato0601.15								
550	Herato1603	557715	558493	+	0	NA	promoter-TSS (ID=evm.model.Herato1603.9-E2;Parent=evm.model.Herato1603.9)	-promoter-TSS (ID=evm.model.Herato1603.9-E2;Parent=evm.model.Herato1603.9)	-251	ID=evm.model.Herato1603.9-E2;Parent=evm.model.Herato1603.9								
