PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2055	Hmel218003	1848923	1849126	+	0	NA	Intergenic	Intergenic	-16990	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
1487	Hmel213006	18178	18354	+	0	NA	Intergenic	Intergenic	-5416	ID=HMEL005061g1.t1-E1;Parent=HMEL005061g1.t1								
372	Hmel205004	118755	119012	+	0	NA	Intergenic	Intergenic	-2253	ID=HMEL036607g1.t1-E1;Parent=HMEL036607g1.t1								
2028	Hmel217020	2462909	2463638	+	0	NA	Intergenic	Intergenic	2914	ID=HMEL013462g2.t1-E2;Parent=HMEL013462g2.t1								
1540	Hmel213035	296955	297161	+	0	NA	Intergenic	Intergenic	-4639	ID=HMEL031993g1.t1-E8;Parent=HMEL031993g1.t1								
1661	Hmel213071	78797	79088	+	0	NA	Intergenic	Intergenic	14436	ID=HMEL004684g1.t1-E1;Parent=HMEL004684g1.t1								
1330	Hmel212001	2552677	2553002	+	0	NA	Intergenic	Intergenic	-1456	ID=HMEL016829g1.t1-E1;Parent=HMEL016829g1.t1								
1284	Hmel211015	250186	250916	+	0	NA	TTS (ID=HMEL015411g1.t1-E6;Parent=HMEL015411g1.t1)	-TTS (ID=HMEL015411g1.t1-E6;Parent=HMEL015411g1.t1)	804	ID=HMEL015411g1.t1-E6;Parent=HMEL015411g1.t1								
1606	Hmel213062	434474	434638	+	0	NA	Intergenic	Intergenic	25393	ID=HMEL032111g1.t1-E1;Parent=HMEL032111g1.t1								
2064	Hmel218004	385765	386590	+	0	NA	Intergenic	Intergenic	10851	ID=HMEL034244g1.t1-E2;Parent=HMEL034244g1.t1								
1160	Hmel211004	691760	692207	+	0	NA	Intergenic	Intergenic	2268	ID=HMEL015266g1.t2-E1;Parent=HMEL015266g1.t2								
99	Hmel201009	5082207	5082559	+	0	NA	Intergenic	Intergenic	2848	ID=HMEL030264g1.t1-E1;Parent=HMEL030264g1.t1								
869	Hmel209007	1016603	1018103	+	0	NA	promoter-TSS (ID=HMEL030389g1.t1-E1;Parent=HMEL030389g1.t1)	-promoter-TSS (ID=HMEL030389g1.t1-E1;Parent=HMEL030389g1.t1)	-610	ID=HMEL030389g1.t1-E1;Parent=HMEL030389g1.t1								
1592	Hmel213052	150212	152650	+	0	NA	Intergenic	Intergenic	6082	ID=HMEL009884g2.t1-E5;Parent=HMEL009884g2.t1								
1933	Hmel217001	2397286	2397572	+	0	NA	promoter-TSS (ID=HMEL033748g1.t1-E1;Parent=HMEL033748g1.t1)	-promoter-TSS (ID=HMEL033748g1.t1-E1;Parent=HMEL033748g1.t1)	-793	ID=HMEL033748g1.t1-E1;Parent=HMEL033748g1.t1								
2022	Hmel217019	65532	66417	+	0	NA	Intergenic	Intergenic	8352	ID=HMEL034026g1.t1-E1;Parent=HMEL034026g1.t1								
790	Hmel208028	240148	240628	+	0	NA	Intergenic	Intergenic	-1360	ID=HMEL038029g1.t1-E2;Parent=HMEL038029g1.t1								
533	Hmel206009	2462948	2463176	+	0	NA	Intergenic	Intergenic	-3030	ID=HMEL005358g4.t1-E1;Parent=HMEL005358g4.t1								
2080	Hmel218005	552004	552357	+	0	NA	promoter-TSS (ID=HMEL034260g1.t1-E1;Parent=HMEL034260g1.t1)	-promoter-TSS (ID=HMEL034260g1.t1-E1;Parent=HMEL034260g1.t1)	-649	ID=HMEL034260g1.t1-E1;Parent=HMEL034260g1.t1								
1122	Hmel211002	86736	87170	+	0	NA	Intergenic	Intergenic	9853	ID=HMEL015337g1.t1-E7;Parent=HMEL015337g1.t1								
2416	Hmel220009	244026	244341	+	0	NA	Intergenic	Intergenic	-6354	ID=HMEL005832g1.t1-E2;Parent=HMEL005832g1.t1								
1697	Hmel214012	56087	56322	+	0	NA	TTS (ID=HMEL017653g3.t1-E3;Parent=HMEL017653g3.t1)	-TTS (ID=HMEL017653g3.t1-E3;Parent=HMEL017653g3.t1)	562	ID=HMEL017653g3.t1-E4;Parent=HMEL017653g3.t1								
1053	Hmel210011	2978550	2979219	+	0	NA	Intergenic	Intergenic	-8326	ID=HMEL030884g1.t1-E1;Parent=HMEL030884g1.t1								
414	Hmel205012	895786	896121	+	0	NA	Intergenic	Intergenic	4179	ID=HMEL036671g1.t1-E3;Parent=HMEL036671g1.t1								
462	Hmel205022	421829	422130	+	0	NA	Intergenic	Intergenic	-2426	ID=HMEL036819g1.t1-E1;Parent=HMEL036819g1.t1								
1770	Hmel215034	253580	254035	+	0	NA	Intergenic	Intergenic	-29656	ID=HMEL016743g1.t1-E1;Parent=HMEL016743g1.t1								
2735	Hmel221014	38782	39299	+	0	NA	Intergenic	Intergenic	-4517	ID=HMEL035640g1.t1-E1;Parent=HMEL035640g1.t1								
1209	Hmel211004	3984707	3984917	+	0	NA	Intergenic	Intergenic	-4018	ID=HMEL031139g1.t1-E1;Parent=HMEL031139g1.t1								
263	Hmel203033	118743	119009	+	0	NA	Intergenic	Intergenic	4604	ID=HMEL036031g1.t1-E2;Parent=HMEL036031g1.t1								
991	Hmel210005	833275	833789	+	0	NA	promoter-TSS (ID=HMEL030771g1.t1-E1;Parent=HMEL030771g1.t1)	-promoter-TSS (ID=HMEL030771g1.t1-E1;Parent=HMEL030771g1.t1)	-27	ID=HMEL030771g1.t1-E1;Parent=HMEL030771g1.t1								
2348	Hmel220003	2776680	2778031	+	0	NA	Intergenic	Intergenic	5870	ID=HMEL012529g1.t1-E6;Parent=HMEL012529g1.t1								
931	Hmel210004	1819527	1820233	+	0	NA	Intergenic	Intergenic	-28786	ID=HMEL018100g1.t1-E1;Parent=HMEL018100g1.t1								
2246	Hmel219003	4686277	4686528	+	0	NA	Intergenic	Intergenic	-20155	ID=HMEL013138g1.t1-E1;Parent=HMEL013138g1.t1								
615	Hmel207002	3201060	3201841	+	0	NA	Intergenic	Intergenic	-5640	ID=HMEL037421g1.t1-E1;Parent=HMEL037421g1.t1								
476	Hmel206001	5340	6715	+	0	NA	Intergenic	Intergenic	12658	ID=HMEL007334g1.t1-E1;Parent=HMEL007334g1.t1								
1198	Hmel211004	3225314	3225631	+	0	NA	Intergenic	Intergenic	-1052	ID=HMEL006237g1.t1-E1;Parent=HMEL006237g1.t1								
1626	Hmel213065	626667	626862	+	0	NA	Intergenic	Intergenic	-4714	ID=HMEL032151g1.t1-E1;Parent=HMEL032151g1.t1								
1409	Hmel212013	150182	150346	+	0	NA	promoter-TSS (ID=HMEL017587g1.t1-E7;Parent=HMEL017587g1.t1)	-promoter-TSS (ID=HMEL017587g1.t1-E7;Parent=HMEL017587g1.t1)	549	ID=HMEL017587g1.t1-E6;Parent=HMEL017587g1.t1								
2219	Hmel219003	2027873	2028437	+	0	NA	Intergenic	Intergenic	-4278	ID=HMEL010683g1.t1-E1;Parent=HMEL010683g1.t1								
2141	Hmel218018	3648879	3649275	+	0	NA	Intergenic	Intergenic	-1526	ID=HMEL003247g1.t1-E2;Parent=HMEL003247g1.t1								
2464	Hmel221001	275341	276187	+	0	NA	Intergenic	Intergenic	-8272	ID=HMEL011045-RA-E7;Parent=HMEL011045-RA								
1077	Hmel210011	4223655	4224891	+	0	NA	Intergenic	Intergenic	-1700	ID=HMEL009088g1.t2-E1;Parent=HMEL009088g1.t2								
1716	Hmel214024	116734	116865	+	0	NA	Intergenic	Intergenic	4588	ID=HMEL032502g1.t1-E5;Parent=HMEL032502g1.t1								
293	Hmel203067	536097	537091	+	0	NA	Intergenic	Intergenic	17871	ID=HMEL036141g1.t1-E3;Parent=HMEL036141g1.t1								
2854	Hmel221044	360237	360533	+	0	NA	promoter-TSS (ID=HMEL025046g1.t1-E3;Parent=HMEL025046g1.t1)	-promoter-TSS (ID=HMEL025046g1.t1-E3;Parent=HMEL025046g1.t1)	-350	ID=HMEL025046g1.t2-E3;Parent=HMEL025046g1.t2								
1272	Hmel211014	293380	294183	+	0	NA	Intergenic	Intergenic	-6515	ID=HMEL031242g1.t1-E1;Parent=HMEL031242g1.t1								
1781	Hmel215044	528976	529258	+	0	NA	exon (ID=HMEL014219g1.t1-E1;Parent=HMEL014219g1.t1, exon 1 of 1)	-exon (ID=HMEL014219g1.t1-E1;Parent=HMEL014219g1.t1, exon 1 of 1)	808	ID=HMEL014219g1.t1-E1;Parent=HMEL014219g1.t1								
1299	Hmel212001	345332	347020	+	0	NA	Intergenic	Intergenic	5713	ID=HMEL017980g1.t1-E1;Parent=HMEL017980g1.t1								
1663	Hmel213071	89340	89609	+	0	NA	Intergenic	Intergenic	3904	ID=HMEL004684g1.t1-E1;Parent=HMEL004684g1.t1								
2888	Hmel203023	32	1087	+	0	NA	NA	NA	NA	NA								
967	Hmel210004	6817086	6817749	+	0	NA	Intergenic	Intergenic	-2264	ID=HMEL022548g3.t1-E2;Parent=HMEL022548g3.t1								
2157	Hmel218018	5699406	5700157	+	0	NA	Intergenic	Intergenic	-5694	ID=HMEL005852g1.t2-E1;Parent=HMEL005852g1.t2								
1611	Hmel213062	821801	822035	+	0	NA	promoter-TSS (ID=HMEL032118g1.t1-E1;Parent=HMEL032118g1.t1)	-promoter-TSS (ID=HMEL032118g1.t1-E1;Parent=HMEL032118g1.t1)	646	ID=HMEL032119g1.t1-E6;Parent=HMEL032119g1.t1								
322	Hmel204001	1430732	1430988	+	0	NA	promoter-TSS (ID=HMEL003677g1.t1-E6;Parent=HMEL003677g1.t1)	-promoter-TSS (ID=HMEL003677g1.t1-E6;Parent=HMEL003677g1.t1)	37	ID=HMEL003677g1.t1-E6;Parent=HMEL003677g1.t1								
469	Hmel205023	9805	10360	+	0	NA	Intergenic	Intergenic	-3617	ID=HMEL020351g1.t1-E1;Parent=HMEL020351g1.t1								
635	Hmel207002	6035893	6036491	+	0	NA	TTS (ID=HMEL037492g1.t1-E4;Parent=HMEL037492g1.t1)	-TTS (ID=HMEL037492g1.t1-E4;Parent=HMEL037492g1.t1)	296	ID=HMEL037492g1.t1-E4;Parent=HMEL037492g1.t1								
1088	Hmel210011	4840006	4840335	+	0	NA	Intergenic	Intergenic	4743	ID=HMEL030930g1.t1-E3;Parent=HMEL030930g1.t1								
575	Hmel206019	1374330	1374987	+	0	NA	TTS (ID=HMEL011526g1.t1-E4;Parent=HMEL011526g1.t1)	-TTS (ID=HMEL011526g1.t1-E4;Parent=HMEL011526g1.t1)	910	ID=HMEL011526g1.t1-E4;Parent=HMEL011526g1.t1								
1835	Hmel216006	33523	34431	+	0	NA	Intergenic	Intergenic	-1275	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
1566	Hmel213046	29868	30713	+	0	NA	TTS (ID=HMEL032048g1.t1-E1;Parent=HMEL032048g1.t1)	-TTS (ID=HMEL032048g1.t1-E1;Parent=HMEL032048g1.t1)	198	ID=HMEL032048g1.t1-E1;Parent=HMEL032048g1.t1								
979	Hmel210004	7268494	7268923	+	0	NA	Intergenic	Intergenic	-13301	ID=HMEL030733g1.t1-E1;Parent=HMEL030733g1.t1								
709	Hmel207021	619869	620535	+	0	NA	TTS (ID=HMEL016334g1.t1-E3;Parent=HMEL016334g1.t1)	-TTS (ID=HMEL016334g1.t1-E3;Parent=HMEL016334g1.t1)	1477	ID=HMEL016334g1.t1-E3;Parent=HMEL016334g1.t1								
40	Hmel201007	451525	451758	+	0	NA	Intergenic	Intergenic	-2245	ID=HMEL014543g1.t1-E2;Parent=HMEL014543g1.t1								
310	Hmel204001	658819	659355	+	0	NA	Intergenic	Intergenic	1504	ID=HMEL017439g1.t1-E2;Parent=HMEL017439g1.t1								
192	Hmel202006	1312859	1314156	+	0	NA	exon (ID=HMEL033281g1.t1-E2;Parent=HMEL033281g1.t1, exon 1 of 1)	-exon (ID=HMEL033281g1.t1-E2;Parent=HMEL033281g1.t1, exon 1 of 1)	197	ID=HMEL033281g1.t1-E2;Parent=HMEL033281g1.t1								
699	Hmel207017	106408	107603	+	0	NA	Intergenic	Intergenic	-3621	ID=HMEL037647g1.t1-E1;Parent=HMEL037647g1.t1								
1115	Hmel211002	46911	48619	+	0	NA	Intergenic	Intergenic	-20732	ID=HMEL015339g1.t1-E1;Parent=HMEL015339g1.t1								
960	Hmel210004	6634626	6635284	+	0	NA	Intergenic	Intergenic	11039	ID=HMEL009654g1.t1-E2;Parent=HMEL009654g1.t1								
818	Hmel209001	1309726	1311049	+	0	NA	promoter-TSS (ID=HMEL007612g1.t1-E2;Parent=HMEL007612g1.t1)	-promoter-TSS (ID=HMEL007612g1.t1-E2;Parent=HMEL007612g1.t1)	164	ID=HMEL007612g1.t1-E1;Parent=HMEL007612g1.t1								
2363	Hmel220005	805642	805968	+	0	NA	promoter-TSS (ID=HMEL035063g1.t1-E2;Parent=HMEL035063g1.t1)	-promoter-TSS (ID=HMEL035063g1.t1-E2;Parent=HMEL035063g1.t1)	-405	ID=HMEL035063g1.t1-E2;Parent=HMEL035063g1.t1								
1038	Hmel210011	2309246	2309390	+	0	NA	Intergenic	Intergenic	-50294	ID=HMEL030872g1.t1-E1;Parent=HMEL030872g1.t1								
2908	Hmel211001	17699	19097	+	0	NA	Intergenic	Intergenic	21943	ID=HMEL015344g1.t1-E1;Parent=HMEL015344g1.t1								
2293	Hmel219014	2142138	2142484	+	0	NA	Intergenic	Intergenic	-1330	ID=HMEL014650g1.t1-E1;Parent=HMEL014650g1.t1								
1707	Hmel214019	922533	924766	+	0	NA	Intergenic	Intergenic	-7048	ID=HMEL032470g1.t2-E1;Parent=HMEL032470g1.t2								
267	Hmel203033	451072	451598	+	0	NA	Intergenic	Intergenic	-9582	ID=HMEL017477g1.t1-E1;Parent=HMEL017477g1.t1								
543	Hmel206009	3481641	3482229	+	0	NA	Intergenic	Intergenic	-2362	ID=HMEL002646g2.t1-E4;Parent=HMEL002646g2.t1								
1892	Hmel216012	196937	197103	+	0	NA	Intergenic	Intergenic	-5177	ID=HMEL011492g1.t1-E1;Parent=HMEL011492g1.t1								
1777	Hmel215035	94025	94446	+	0	NA	Intergenic	Intergenic	-12357	ID=HMEL032810g1.t1-E1;Parent=HMEL032810g1.t1								
2044	Hmel218003	1268388	1268831	+	0	NA	Intergenic	Intergenic	-26726	ID=HMEL003289g1.t1-E1;Parent=HMEL003289g1.t1								
354	Hmel204017	2631346	2631518	+	0	NA	promoter-TSS (ID=HMEL007153g2.t1-E3;Parent=HMEL007153g2.t1)	-promoter-TSS (ID=HMEL007153g2.t1-E3;Parent=HMEL007153g2.t1)	-631	ID=HMEL007153g2.t1-E3;Parent=HMEL007153g2.t1								
1437	Hmel212013	2847281	2847483	+	0	NA	Intergenic	Intergenic	-1450	ID=HMEL012642g2.t1-E3;Parent=HMEL012642g2.t1								
2813	Hmel221029	22381	23144	+	0	NA	Intergenic	Intergenic	-11859	ID=HMEL002860g1.t1-E1;Parent=HMEL002860g1.t1								
1064	Hmel210011	3653796	3654063	+	0	NA	Intergenic	Intergenic	-13770	ID=HMEL030901g1.t1-E1;Parent=HMEL030901g1.t1								
2724	Hmel221012	3165914	3166471	+	0	NA	Intergenic	Intergenic	3365	ID=HMEL035626g1.t1-E2;Parent=HMEL035626g1.t1								
2517	Hmel221001	2054052	2055217	+	0	NA	Intergenic	Intergenic	13277	ID=HMEL007284g1.t1-E14;Parent=HMEL007284g1.t1								
757	Hmel208014	74439	74761	+	0	NA	promoter-TSS (ID=HMEL037848g1.t1-E8;Parent=HMEL037848g1.t1)	-promoter-TSS (ID=HMEL037848g1.t1-E8;Parent=HMEL037848g1.t1)	488	ID=HMEL037848g1.t1-E7;Parent=HMEL037848g1.t1								
2577	Hmel221009	234672	234994	+	0	NA	Intergenic	Intergenic	-3004	ID=HMEL035521g1.t1-E1;Parent=HMEL035521g1.t1								
9	Hmel201002	1293416	1294641	+	0	NA	Intergenic	Intergenic	-9877	ID=HMEL011296g1.t1-E7;Parent=HMEL011296g1.t1								
2734	Hmel221014	25343	25691	+	0	NA	Intergenic	Intergenic	1480	ID=HMEL013915g3.t1-E1;Parent=HMEL013915g3.t1								
1217	Hmel211004	4256215	4256751	+	0	NA	Intergenic	Intergenic	-6426	ID=HMEL031143g1.t1-E1;Parent=HMEL031143g1.t1								
1740	Hmel215006	509175	509463	+	0	NA	Intergenic	Intergenic	-18288	ID=HMEL005802g1.t1-E2;Parent=HMEL005802g1.t1								
1600	Hmel213054	164101	164375	+	0	NA	Intergenic	Intergenic	-2620	ID=HMEL007986g1.t1-E1;Parent=HMEL007986g1.t1								
603	Hmel207002	1778185	1779037	+	0	NA	TTS (ID=HMEL011244g1.t1-E2;Parent=HMEL011244g1.t1)	-TTS (ID=HMEL011244g1.t1-E2;Parent=HMEL011244g1.t1)	-1401	ID=HMEL011244g1.t1-E3;Parent=HMEL011244g1.t1								
2750	Hmel221015	182190	183508	+	0	NA	promoter-TSS (ID=HMEL002160g1.t1-E1;Parent=HMEL002160g1.t1)	-promoter-TSS (ID=HMEL002160g1.t1-E1;Parent=HMEL002160g1.t1)	-28	ID=HMEL002160g1.t1-E1;Parent=HMEL002160g1.t1								
2527	Hmel221001	2193832	2194811	+	0	NA	Intergenic	Intergenic	-5161	ID=HMEL007290g1.t1-E1;Parent=HMEL007290g1.t1								
90	Hmel201009	4010838	4011428	+	0	NA	Intergenic	Intergenic	13168	ID=HMEL030236g1.t1-E18;Parent=HMEL030236g1.t1								
1850	Hmel216009	1129948	1130370	+	0	NA	Intergenic	Intergenic	11823	ID=HMEL033511g1.t1-E3;Parent=HMEL033511g1.t1								
565	Hmel206012	1038945	1040129	+	0	NA	TTS (ID=HMEL008647g2.t1-E1;Parent=HMEL008647g2.t1)	-TTS (ID=HMEL008647g2.t1-E1;Parent=HMEL008647g2.t1)	442	ID=HMEL008647g2.t1-E1;Parent=HMEL008647g2.t1								
1346	Hmel212001	3514049	3514221	+	0	NA	Intergenic	Intergenic	-1584	ID=HMEL013206g1.t1-E3;Parent=HMEL013206g1.t1								
1964	Hmel217004	2070532	2070752	+	0	NA	Intergenic	Intergenic	-1709	ID=HMEL016686g2.t1-E3;Parent=HMEL016686g2.t1								
850	Hmel209006	281744	282703	+	0	NA	TTS (ID=HMEL013606g1.t1-E11;Parent=HMEL013606g1.t1)	-TTS (ID=HMEL013606g1.t1-E11;Parent=HMEL013606g1.t1)	482	ID=HMEL013606g1.t1-E11;Parent=HMEL013606g1.t1								
2818	Hmel221030	52999	53292	+	0	NA	Intergenic	Intergenic	-9820	ID=HMEL009822g1.t1-E1;Parent=HMEL009822g1.t1								
2424	Hmel220011	88157	89394	+	0	NA	Intergenic	Intergenic	-5962	ID=HMEL035266g1.t1-E1;Parent=HMEL035266g1.t1								
891	Hmel209007	3230648	3231007	+	0	NA	Intergenic	Intergenic	6821	ID=HMEL030444g1.t1-E1;Parent=HMEL030444g1.t1								
1004	Hmel210009	408642	408821	+	0	NA	Intergenic	Intergenic	2570	ID=HMEL005949g1.t1-E5;Parent=HMEL005949g1.t1								
2106	Hmel218013	85796	86601	+	0	NA	Intergenic	Intergenic	42672	ID=HMEL034339g1.t1-E1;Parent=HMEL034339g1.t1								
2696	Hmel221012	2778113	2778689	+	0	NA	Intergenic	Intergenic	-7539	ID=HMEL035613g1.t1-E1;Parent=HMEL035613g1.t1								
1360	Hmel212001	5981605	5981908	+	0	NA	Intergenic	Intergenic	-3660	ID=HMEL031458g1.t1-E1;Parent=HMEL031458g1.t1								
233	Hmel202006	6097098	6098156	+	0	NA	promoter-TSS (ID=HMEL033405g1.t1-E1;Parent=HMEL033405g1.t1)	-promoter-TSS (ID=HMEL033405g1.t1-E1;Parent=HMEL033405g1.t1)	-701	ID=HMEL033405g1.t1-E1;Parent=HMEL033405g1.t1								
1013	Hmel210010	227624	227767	+	0	NA	Intergenic	Intergenic	-13080	ID=HMEL012513g1.t1-E1;Parent=HMEL012513g1.t1								
1490	Hmel213005	59915	60453	+	0	NA	Intergenic	Intergenic	1868	ID=HMEL009897-RA-E2;Parent=HMEL009897-RA								
2198	Hmel218018	8679113	8679586	+	0	NA	Intergenic	Intergenic	-2703	ID=HMEL009230g3.t1-E1;Parent=HMEL009230g3.t1								
1693	Hmel214008	2278574	2278774	+	0	NA	Intergenic	Intergenic	10337	ID=HMEL032376g1.t1-E1;Parent=HMEL032376g1.t1								
316	Hmel204001	1306000	1306482	+	0	NA	Intergenic	Intergenic	-1720	ID=HMEL009714g4.t1-E2;Parent=HMEL009714g4.t1								
1806	Hmel215047	1325201	1325685	+	0	NA	TTS (ID=HMEL021121g1.t1-E3;Parent=HMEL021121g1.t1)	-TTS (ID=HMEL021121g1.t1-E3;Parent=HMEL021121g1.t1)	834	ID=HMEL021121g1.t1-E3;Parent=HMEL021121g1.t1								
2288	Hmel219014	1266098	1266634	+	0	NA	Intergenic	Intergenic	-1765	ID=HMEL034800g1.t1-E1;Parent=HMEL034800g1.t1								
1738	Hmel215006	28562	29069	+	0	NA	Intergenic	Intergenic	-6228	ID=HMEL013368g1.t1-E7;Parent=HMEL013368g1.t1								
2025	Hmel217020	380717	381209	+	0	NA	Intergenic	Intergenic	5320	ID=HMEL034055g1.t1-E2;Parent=HMEL034055g1.t1								
1370	Hmel212004	1444802	1445473	+	0	NA	promoter-TSS (ID=HMEL012601g1.t1-E2;Parent=HMEL012601g1.t1)	-promoter-TSS (ID=HMEL012601g1.t1-E2;Parent=HMEL012601g1.t1)	-657	ID=HMEL012601g1.t1-E2;Parent=HMEL012601g1.t1								
11	Hmel201002	1306206	1306355	+	0	NA	Intergenic	Intergenic	7336	ID=HMEL011296g1.t1-E6;Parent=HMEL011296g1.t1								
2649	Hmel221012	1221470	1222067	+	0	NA	promoter-TSS (ID=HMEL016654g4.t1-E1;Parent=HMEL016654g4.t1)	-promoter-TSS (ID=HMEL016654g4.t1-E1;Parent=HMEL016654g4.t1)	72	ID=HMEL016654g4.t1-E1;Parent=HMEL016654g4.t1								
511	Hmel206009	893252	893552	+	0	NA	Intergenic	Intergenic	14044	ID=HMEL037010g1.t1-E3;Parent=HMEL037010g1.t1								
842	Hmel209006	436723	437336	+	0	NA	Intergenic	Intergenic	10659	ID=HMEL030349g1.t1-E2;Parent=HMEL030349g1.t1								
2367	Hmel220005	1162330	1162595	+	0	NA	Intergenic	Intergenic	-6608	ID=HMEL016161g1.t1-E1;Parent=HMEL016161g1.t1								
899	Hmel209007	3709214	3709463	+	0	NA	Intergenic	Intergenic	21070	ID=HMEL013703g1.t1-E5;Parent=HMEL013703g1.t1								
2000	Hmel217018	580495	580701	+	0	NA	Intergenic	Intergenic	8873	ID=HMEL033970g1.t1-E2;Parent=HMEL033970g1.t1								
2437	Hmel220014	177969	178628	+	0	NA	Intergenic	Intergenic	-19744	ID=HMEL035305g1.t1-E1;Parent=HMEL035305g1.t1								
2531	Hmel221001	2217261	2217869	+	0	NA	Intergenic	Intergenic	8628	ID=HMEL035467g1.t1-E2;Parent=HMEL035467g1.t1								
2689	Hmel221012	2681274	2681548	+	0	NA	Intergenic	Intergenic	-13025	ID=HMEL008788g1.t1-E1;Parent=HMEL008788g1.t1								
199	Hmel202006	3685846	3686208	+	0	NA	Intergenic	Intergenic	-7301	ID=HMEL004265g1.t1-E2;Parent=HMEL004265g1.t1								
2410	Hmel220006	47012	48621	+	0	NA	Intergenic	Intergenic	16771	ID=HMEL035243g1.t1-E17;Parent=HMEL035243g1.t1								
1979	Hmel217004	3291434	3291740	+	0	NA	Intergenic	Intergenic	-1604	ID=HMEL033831g1.t1-E1;Parent=HMEL033831g1.t1								
1899	Hmel216012	504536	505004	+	0	NA	Intergenic	Intergenic	-9525	ID=HMEL033603g1.t1-E1;Parent=HMEL033603g1.t1								
1929	Hmel217001	1170040	1170279	+	0	NA	promoter-TSS (ID=HMEL017704g1.t1-E3;Parent=HMEL017704g1.t1)	-promoter-TSS (ID=HMEL017704g1.t1-E3;Parent=HMEL017704g1.t1)	-822	ID=HMEL017704g1.t1-E3;Parent=HMEL017704g1.t1								
2485	Hmel221001	646238	646838	+	0	NA	promoter-TSS (ID=HMEL011029g3.t1-E1;Parent=HMEL011029g3.t1)	-promoter-TSS (ID=HMEL011029g3.t1-E1;Parent=HMEL011029g3.t1)	13	ID=HMEL011029g3.t1-E1;Parent=HMEL011029g3.t1								
1737	Hmel215006	28187	28341	+	0	NA	Intergenic	Intergenic	-6779	ID=HMEL013368g1.t1-E7;Parent=HMEL013368g1.t1								
1948	Hmel217004	1142327	1142527	+	0	NA	Intergenic	Intergenic	-22847	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
795	Hmel208046	208424	209336	+	0	NA	Intergenic	Intergenic	3051	ID=HMEL038099g1.t1-E1;Parent=HMEL038099g1.t1								
1609	Hmel213062	492420	492754	+	0	NA	Intergenic	Intergenic	-18039	ID=HMEL032112g1.t1-E1;Parent=HMEL032112g1.t1								
794	Hmel208046	8850	9712	+	0	NA	Intergenic	Intergenic	-1883	ID=HMEL038090g1.t1-E3;Parent=HMEL038090g1.t1								
944	Hmel210004	4684632	4684833	+	0	NA	Intergenic	Intergenic	4813	ID=HMEL005868g1.t1-E5;Parent=HMEL005868g1.t1								
1780	Hmel215044	494919	495409	+	0	NA	Intergenic	Intergenic	-3328	ID=HMEL021859g1.t1-E1;Parent=HMEL021859g1.t1								
1113	Hmel211002	6126	6799	+	0	NA	Intergenic	Intergenic	-3796	ID=HMEL030982g1.t1-E1;Parent=HMEL030982g1.t1								
2122	Hmel218018	905550	906164	+	0	NA	Intergenic	Intergenic	6631	ID=HMEL034357g1.t1-E1;Parent=HMEL034357g1.t1								
674	Hmel207011	712387	713323	+	0	NA	TTS (ID=HMEL037585g1.t1-E1;Parent=HMEL037585g1.t1)	-TTS (ID=HMEL037585g1.t1-E1;Parent=HMEL037585g1.t1)	863	ID=HMEL037585g1.t1-E2;Parent=HMEL037585g1.t1								
2280	Hmel219014	643409	643590	+	0	NA	Intergenic	Intergenic	-6586	ID=HMEL005617g1.t1-E1;Parent=HMEL005617g1.t1								
1317	Hmel212001	1720822	1721434	+	0	NA	Intergenic	Intergenic	14110	ID=HMEL005670g1.t1-E2;Parent=HMEL005670g1.t1								
280	Hmel203048	225130	226428	+	0	NA	Intergenic	Intergenic	-10179	ID=HMEL036090g1.t3-E1;Parent=HMEL036090g1.t3								
957	Hmel210004	6410160	6410434	+	0	NA	Intergenic	Intergenic	-3711	ID=HMEL009639g1.t1-E1;Parent=HMEL009639g1.t1								
273	Hmel203045	458750	458896	+	0	NA	Intergenic	Intergenic	-4117	ID=HMEL002457g1.t1-E1;Parent=HMEL002457g1.t1								
2430	Hmel220011	355174	355842	+	0	NA	promoter-TSS (ID=HMEL035281g1.t1-E3;Parent=HMEL035281g1.t1)	-promoter-TSS (ID=HMEL035281g1.t1-E3;Parent=HMEL035281g1.t1)	-908	ID=HMEL035281g1.t1-E3;Parent=HMEL035281g1.t1								
471	Hmel205024	523978	524304	+	0	NA	Intergenic	Intergenic	-10041	ID=HMEL012723g1.t1-E1;Parent=HMEL012723g1.t1								
2943	Hmel221045	78557	80398	+	0	NA	Intergenic	Intergenic	2332	ID=HMEL035808g1.t1-E1;Parent=HMEL035808g1.t1								
