PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1612	Hmel219003	1773637	1774320	+	0	NA	Intergenic	Intergenic	4759	ID=HMEL010655g1.t1-E3;Parent=HMEL010655g1.t1								
184	Hmel203011	107653	108145	+	0	NA	Intergenic	Intergenic	-1384	ID=HMEL011674g1.t1-E1;Parent=HMEL011674g1.t1								
819	Hmel210010	242224	243914	+	0	NA	Intergenic	Intergenic	-28454	ID=HMEL012513g1.t1-E1;Parent=HMEL012513g1.t1								
1189	Hmel213071	597484	597777	+	0	NA	Intergenic	Intergenic	-12985	ID=HMEL032254g1.t1-E1;Parent=HMEL032254g1.t1								
1177	Hmel213069	23363	23661	+	0	NA	Intergenic	Intergenic	-5722	ID=HMEL002395g1.t1-E1;Parent=HMEL002395g1.t1								
1537	Hmel218007	1424610	1424832	+	0	NA	Intergenic	Intergenic	9506	ID=HMEL003254g1.t1-E5;Parent=HMEL003254g1.t1								
1127	Hmel213046	75757	76273	+	0	NA	Intergenic	Intergenic	-2116	ID=HMEL003998g1.t1-E2;Parent=HMEL003998g1.t1								
776	Hmel210004	3882259	3882430	+	0	NA	promoter-TSS (ID=HMEL030665g1.t1-E15;Parent=HMEL030665g1.t1)	-promoter-TSS (ID=HMEL030665g1.t1-E15;Parent=HMEL030665g1.t1)	-753	ID=HMEL030665g1.t1-E15;Parent=HMEL030665g1.t1								
894	Hmel211011	44911	45140	+	0	NA	Intergenic	Intergenic	-3430	ID=HMEL013578g1.t1-E1;Parent=HMEL013578g1.t1								
1748	Hmel220003	1640436	1640627	+	0	NA	Intergenic	Intergenic	-1044	ID=HMEL035002g1.t1-E1;Parent=HMEL035002g1.t1								
1819	Hmel220014	1247866	1248648	+	0	NA	TTS (ID=HMEL007192g1.t1-E9;Parent=HMEL007192g1.t1)	-TTS (ID=HMEL007192g1.t1-E9;Parent=HMEL007192g1.t1)	874	ID=HMEL007192g1.t1-E9;Parent=HMEL007192g1.t1								
1298	Hmel215029	117640	118663	+	0	NA	promoter-TSS (ID=HMEL032769g1.t1-E1;Parent=HMEL032769g1.t1)	-promoter-TSS (ID=HMEL032769g1.t1-E1;Parent=HMEL032769g1.t1)	-701	ID=HMEL032769g1.t1-E1;Parent=HMEL032769g1.t1								
858	Hmel210012	16203	16828	+	0	NA	Intergenic	Intergenic	-6698	ID=HMEL010257g1.t1-E1;Parent=HMEL010257g1.t1								
1459	Hmel217004	2794573	2794786	+	0	NA	promoter-TSS (ID=HMEL033820g1.t1-E9;Parent=HMEL033820g1.t1)	-promoter-TSS (ID=HMEL033820g1.t1-E9;Parent=HMEL033820g1.t1)	-995	ID=HMEL033820g1.t1-E9;Parent=HMEL033820g1.t1								
140	Hmel202006	3622849	3623555	+	0	NA	Intergenic	Intergenic	-4452	ID=HMEL033347g1.t2-E1;Parent=HMEL033347g1.t2								
1570	Hmel218018	4102813	4103199	+	0	NA	promoter-TSS (ID=HMEL034421g1.t1-E2;Parent=HMEL034421g1.t1)	-promoter-TSS (ID=HMEL034421g1.t1-E2;Parent=HMEL034421g1.t1)	186	ID=HMEL034421g1.t1-E1;Parent=HMEL034421g1.t1								
1900	Hmel218018	1007683	1009052	+	0	NA	Intergenic	Intergenic	-37773	ID=HMEL034360g1.t1-E1;Parent=HMEL034360g1.t1								
1269	Hmel214029	1282245	1283421	+	0	NA	Intergenic	Intergenic	11167	ID=HMEL009127g1.t1-E5;Parent=HMEL009127g1.t1								
181	Hmel203015	17105	17787	+	0	NA	Intergenic	Intergenic	-12285	ID=HMEL036005g1.t1-E1;Parent=HMEL036005g1.t1								
412	Hmel205022	635798	636122	+	0	NA	Intergenic	Intergenic	1797	ID=HMEL022163g1.t1-E12;Parent=HMEL022163g1.t1								
954	Hmel212001	4350844	4351184	+	0	NA	Intergenic	Intergenic	-3619	ID=HMEL016555g1.t2-E2;Parent=HMEL016555g1.t2								
385	Hmel205015	104430	104831	+	0	NA	Intergenic	Intergenic	13150	ID=HMEL036711g1.t1-E1;Parent=HMEL036711g1.t1								
1479	Hmel217018	488807	488988	+	0	NA	Intergenic	Intergenic	-27287	ID=HMEL033964g1.t1-E1;Parent=HMEL033964g1.t1								
1359	Hmel216007	207339	207835	+	0	NA	Intergenic	Intergenic	3163	ID=HMEL012650g1.t1-E1;Parent=HMEL012650g1.t1								
307	Hmel204017	2873767	2874695	+	0	NA	Intergenic	Intergenic	-9853	ID=HMEL036501g1.t1-E1;Parent=HMEL036501g1.t1								
1671	Hmel219005	410442	411053	+	0	NA	Intergenic	Intergenic	-19289	ID=HMEL034715g1.t1-E1;Parent=HMEL034715g1.t1								
801	Hmel210004	7307290	7307568	+	0	NA	Intergenic	Intergenic	-11983	ID=HMEL004083g1.t1-E1;Parent=HMEL004083g1.t1								
985	Hmel212011	250825	251045	+	0	NA	Intergenic	Intergenic	27077	ID=HMEL012714g1.t1-E11;Parent=HMEL012714g1.t1								
1467	Hmel217014	917989	918317	+	0	NA	promoter-TSS (ID=HMEL033929g1.t1-E1;Parent=HMEL033929g1.t1)	-promoter-TSS (ID=HMEL033929g1.t1-E1;Parent=HMEL033929g1.t1)	-563	ID=HMEL033929g1.t1-E1;Parent=HMEL033929g1.t1								
1463	Hmel217005	41708	42112	+	0	NA	Intergenic	Intergenic	4104	ID=HMEL003191g2.t1-E2;Parent=HMEL003191g2.t1								
971	Hmel212004	826281	826794	+	0	NA	Intergenic	Intergenic	28486	ID=HMEL017115g1.t1-E2;Parent=HMEL017115g1.t1								
830	Hmel210011	1307550	1307941	+	0	NA	promoter-TSS (ID=HMEL003035g1.t1-E1;Parent=HMEL003035g1.t1)	-promoter-TSS (ID=HMEL003035g1.t1-E1;Parent=HMEL003035g1.t1)	-847	ID=HMEL003035g1.t1-E1;Parent=HMEL003035g1.t1								
154	Hmel202006	3977901	3978193	+	0	NA	Intergenic	Intergenic	-1046	ID=HMEL010632g2.t1-E1;Parent=HMEL010632g2.t1								
754	Hmel210004	356540	358072	+	0	NA	promoter-TSS (ID=HMEL007550-RA-E5;Parent=HMEL007550-RA)	-promoter-TSS (ID=HMEL007550-RA-E5;Parent=HMEL007550-RA)	627	ID=HMEL007550-RA-E4;Parent=HMEL007550-RA								
847	Hmel210011	3813043	3813629	+	0	NA	Intergenic	Intergenic	6807	ID=HMEL015485g1.t1-E1;Parent=HMEL015485g1.t1								
479	Hmel206012	1437231	1437509	+	0	NA	promoter-TSS (ID=HMEL037135g1.t1-E1;Parent=HMEL037135g1.t1)	-promoter-TSS (ID=HMEL037135g1.t1-E1;Parent=HMEL037135g1.t1)	-58	ID=HMEL037135g1.t1-E1;Parent=HMEL037135g1.t1								
1166	Hmel213062	495942	496177	+	0	NA	Intergenic	Intergenic	-14567	ID=HMEL032112g1.t1-E1;Parent=HMEL032112g1.t1								
1101	Hmel213027	108694	109073	+	0	NA	Intergenic	Intergenic	3839	ID=HMEL031965g1.t1-E2;Parent=HMEL031965g1.t1								
704	Hmel209007	577050	577460	+	0	NA	TTS (ID=HMEL030376g1.t1-E2;Parent=HMEL030376g1.t1)	-TTS (ID=HMEL030376g1.t1-E2;Parent=HMEL030376g1.t1)	111	ID=HMEL030376g1.t1-E2;Parent=HMEL030376g1.t1								
1563	Hmel218018	2977690	2978061	+	0	NA	promoter-TSS (ID=HMEL034400g1.t1-E2;Parent=HMEL034400g1.t1)	-promoter-TSS (ID=HMEL034400g1.t1-E2;Parent=HMEL034400g1.t1)	43	ID=HMEL034400g1.t1-E2;Parent=HMEL034400g1.t1								
326	Hmel204036	412081	413095	+	0	NA	Intergenic	Intergenic	-39908	ID=HMEL036563g1.t1-E1;Parent=HMEL036563g1.t1								
1462	Hmel217005	159061	159679	+	0	NA	promoter-TSS (ID=HMEL033884g1.t1-E1;Parent=HMEL033884g1.t1)	-promoter-TSS (ID=HMEL033884g1.t1-E1;Parent=HMEL033884g1.t1)	-809	ID=HMEL033884g1.t1-E1;Parent=HMEL033884g1.t1								
1378	Hmel216009	1593053	1593893	+	0	NA	promoter-TSS (ID=HMEL008838g2.t1-E10;Parent=HMEL008838g2.t1)	-promoter-TSS (ID=HMEL008838g2.t1-E10;Parent=HMEL008838g2.t1)	8	ID=HMEL008838g2.t1-E9;Parent=HMEL008838g2.t1								
1165	Hmel213062	463053	463505	+	0	NA	Intergenic	Intergenic	-47347	ID=HMEL032112g1.t1-E1;Parent=HMEL032112g1.t1								
1003	Hmel212013	594211	594442	+	0	NA	TTS (ID=HMEL011955g1.t1-E2;Parent=HMEL011955g1.t1)	-TTS (ID=HMEL011955g1.t1-E2;Parent=HMEL011955g1.t1)	890	ID=HMEL011955g1.t1-E2;Parent=HMEL011955g1.t1								
1054	Hmel213012	39764	40259	+	0	NA	Intergenic	Intergenic	-11644	ID=HMEL031812g1.t1-E1;Parent=HMEL031812g1.t1								
681	Hmel209001	1535715	1535885	+	0	NA	Intergenic	Intergenic	44640	ID=HMEL004103g1.t1-E1;Parent=HMEL004103g1.t1								
1800	Hmel220009	590208	590574	+	0	NA	TTS (ID=HMEL022427g1.t1-E3;Parent=HMEL022427g1.t1)	-TTS (ID=HMEL022427g1.t1-E3;Parent=HMEL022427g1.t1)	1376	ID=HMEL022427g1.t1-E3;Parent=HMEL022427g1.t1								
619	Hmel208013	184831	186063	+	0	NA	Intergenic	Intergenic	6537	ID=HMEL037846g1.t1-E1;Parent=HMEL037846g1.t1								
1717	Hmel219018	1831591	1831744	+	0	NA	Intergenic	Intergenic	14010	ID=HMEL017603g1.t1-E4;Parent=HMEL017603g1.t1								
335	Hmel205004	163063	163339	+	0	NA	Intergenic	Intergenic	-1794	ID=HMEL036609g1.t1-E2;Parent=HMEL036609g1.t1								
1029	Hmel212013	2795390	2796436	+	0	NA	Intergenic	Intergenic	-5794	ID=HMEL012642g1.t1-E1;Parent=HMEL012642g1.t1								
698	Hmel209007	39429	39596	+	0	NA	promoter-TSS (ID=HMEL030352g1.t1-E1;Parent=HMEL030352g1.t1)	-promoter-TSS (ID=HMEL030352g1.t1-E1;Parent=HMEL030352g1.t1)	-69	ID=HMEL030353g1.t1-E1;Parent=HMEL030353g1.t1								
5	Hmel201002	1214835	1215380	+	0	NA	Intergenic	Intergenic	3511	ID=HMEL011299g1.t2-E1;Parent=HMEL011299g1.t2								
1634	Hmel219003	3975203	3975430	+	0	NA	Intergenic	Intergenic	-5731	ID=HMEL013178g1.t1-E1;Parent=HMEL013178g1.t1								
621	Hmel208015	38734	39059	+	0	NA	Intergenic	Intergenic	36905	ID=HMEL037865g1.t1-E2;Parent=HMEL037865g1.t1								
524	Hmel207002	3518490	3518883	+	0	NA	Intergenic	Intergenic	-1827	ID=HMEL008442g1.t1-E1;Parent=HMEL008442g1.t1								
1848	Hmel221036	520602	520810	+	0	NA	Intergenic	Intergenic	-2261	ID=HMEL012223g2.t1-E1;Parent=HMEL012223g2.t1								
554	Hmel207008	616458	616717	+	0	NA	promoter-TSS (ID=HMEL037541g1.t1-E7;Parent=HMEL037541g1.t1)	-promoter-TSS (ID=HMEL037541g1.t1-E7;Parent=HMEL037541g1.t1)	-117	ID=HMEL037541g1.t1-E7;Parent=HMEL037541g1.t1								
552	Hmel207008	225854	226072	+	0	NA	Intergenic	Intergenic	-10340	ID=HMEL037520g1.t1-E1;Parent=HMEL037520g1.t1								
1867	Hmel205024	543170	543407	+	0	NA	Intergenic	Intergenic	7630	ID=HMEL012721g1.t2-E27;Parent=HMEL012721g1.t2								
598	Hmel207031	123276	123937	+	0	NA	Intergenic	Intergenic	2358	ID=HMEL037777g1.t1-E2;Parent=HMEL037777g1.t1								
780	Hmel210004	4399178	4400167	+	0	NA	Intergenic	Intergenic	-4657	ID=HMEL030676g1.t1-E1;Parent=HMEL030676g1.t1								
1623	Hmel219003	1938107	1938439	+	0	NA	Intergenic	Intergenic	1943	ID=HMEL010670g1.t1-E1;Parent=HMEL010670g1.t1								
1433	Hmel217001	1266045	1266725	+	0	NA	Intergenic	Intergenic	-1507	ID=HMEL017701g1.t1-E1;Parent=HMEL017701g1.t1								
74	Hmel201009	4480162	4480336	+	0	NA	Intergenic	Intergenic	1542	ID=HMEL012492g2.t1-E2;Parent=HMEL012492g2.t1								
240	Hmel203069	1818698	1819387	+	0	NA	Intergenic	Intergenic	10999	ID=HMEL036258g1.t1-E3;Parent=HMEL036258g1.t1								
1666	Hmel219003	7323446	7323702	+	0	NA	promoter-TSS (ID=HMEL003753g1.t1-E1;Parent=HMEL003753g1.t1)	-promoter-TSS (ID=HMEL003753g1.t1-E1;Parent=HMEL003753g1.t1)	-501	ID=HMEL003753g1.t1-E1;Parent=HMEL003753g1.t1								
890	Hmel211009	544670	544860	+	0	NA	Intergenic	Intergenic	-6764	ID=HMEL031178g1.t1-E1;Parent=HMEL031178g1.t1								
440	Hmel206007	114114	114510	+	0	NA	Intergenic	Intergenic	-12771	ID=HMEL011868g1.t2-E1;Parent=HMEL011868g1.t2								
230	Hmel203067	528100	528740	+	0	NA	Intergenic	Intergenic	9697	ID=HMEL036141g1.t1-E3;Parent=HMEL036141g1.t1								
1289	Hmel215006	791642	791864	+	0	NA	Intergenic	Intergenic	5401	ID=HMEL002008g1.t1-E16;Parent=HMEL002008g1.t1								
115	Hmel202004	672250	672528	+	0	NA	Intergenic	Intergenic	-39838	ID=HMEL014170g1.t1-E1;Parent=HMEL014170g1.t1								
299	Hmel204017	2272270	2272515	+	0	NA	Intergenic	Intergenic	73298	ID=HMEL036476g1.t1-E4;Parent=HMEL036476g1.t1								
377	Hmel205014	8636	8819	+	0	NA	TTS (ID=HMEL003720g1.t1-E5;Parent=HMEL003720g1.t1)	-TTS (ID=HMEL003720g1.t1-E5;Parent=HMEL003720g1.t1)	359	ID=HMEL003720g1.t1-E5;Parent=HMEL003720g1.t1								
1282	Hmel215006	585497	585944	+	0	NA	promoter-TSS (ID=HMEL005803g2.t1-E1;Parent=HMEL005803g2.t1)	-promoter-TSS (ID=HMEL005803g2.t1-E1;Parent=HMEL005803g2.t1)	-237	ID=HMEL005803g2.t1-E1;Parent=HMEL005803g2.t1								
922	Hmel212001	105232	105377	+	0	NA	promoter-TSS (ID=HMEL031318g1.t1-E3;Parent=HMEL031318g1.t1)	-promoter-TSS (ID=HMEL031318g1.t1-E3;Parent=HMEL031318g1.t1)	-508	ID=HMEL031318g1.t1-E3;Parent=HMEL031318g1.t1								
602	Hmel208003	15749	16449	+	0	NA	Intergenic	Intergenic	1990	ID=HMEL037787g1.t1-E2;Parent=HMEL037787g1.t1								
1694	Hmel219014	1361614	1362176	+	0	NA	promoter-TSS (ID=HMEL012211g1.t1-E1;Parent=HMEL012211g1.t1)	-promoter-TSS (ID=HMEL012211g1.t1-E1;Parent=HMEL012211g1.t1)	-217	ID=HMEL012211g1.t1-E1;Parent=HMEL012211g1.t1								
841	Hmel210011	3160559	3161042	+	0	NA	promoter-TSS (ID=HMEL015973g1.t1-E1;Parent=HMEL015973g1.t1)	-promoter-TSS (ID=HMEL015973g1.t1-E1;Parent=HMEL015973g1.t1)	-975	ID=HMEL015973g1.t1-E1;Parent=HMEL015973g1.t1								
1898	Hmel217001	9139	9336	+	0	NA	promoter-TSS (ID=HMEL033676g1.t1-E1;Parent=HMEL033676g1.t1)	-promoter-TSS (ID=HMEL033676g1.t1-E1;Parent=HMEL033676g1.t1)	-223	ID=HMEL033676g1.t1-E1;Parent=HMEL033676g1.t1								
1311	Hmel215035	119332	120307	+	0	NA	TTS (ID=HMEL032811g1.t1-E2;Parent=HMEL032811g1.t1)	-TTS (ID=HMEL032811g1.t1-E2;Parent=HMEL032811g1.t1)	516	ID=HMEL032811g1.t1-E2;Parent=HMEL032811g1.t1								
1044	Hmel213004	1382858	1383227	+	0	NA	Intergenic	Intergenic	3744	ID=HMEL031783g1.t1-E2;Parent=HMEL031783g1.t1								
1072	Hmel213016	42527	42985	+	0	NA	promoter-TSS (ID=HMEL031847g1.t1-E4;Parent=HMEL031847g1.t1)	-promoter-TSS (ID=HMEL031847g1.t1-E4;Parent=HMEL031847g1.t1)	-933	ID=HMEL031847g1.t2-E4;Parent=HMEL031847g1.t2								
1787	Hmel220005	4973059	4973480	+	0	NA	Intergenic	Intergenic	-23593	ID=HMEL035221g1.t1-E1;Parent=HMEL035221g1.t1								
1394	Hmel216011	1980906	1981354	+	0	NA	TTS (ID=HMEL033573g1.t1-E2;Parent=HMEL033573g1.t1)	-TTS (ID=HMEL033573g1.t1-E2;Parent=HMEL033573g1.t1)	888	ID=HMEL033573g1.t1-E2;Parent=HMEL033573g1.t1								
1350	Hmel216006	370630	371108	+	0	NA	promoter-TSS (ID=HMEL012182g1.t1-E27;Parent=HMEL012182g1.t1)	-promoter-TSS (ID=HMEL012182g1.t1-E27;Parent=HMEL012182g1.t1)	282	ID=HMEL012182g1.t1-E26;Parent=HMEL012182g1.t1								
612	Hmel208006	12179	12405	+	0	NA	Intergenic	Intergenic	9041	ID=HMEL003152g1.t1-E2;Parent=HMEL003152g1.t1								
1751	Hmel220003	2026423	2026810	+	0	NA	Intergenic	Intergenic	22714	ID=HMEL035015g1.t1-E2;Parent=HMEL035015g1.t1								
1391	Hmel216011	1683004	1683492	+	0	NA	Intergenic	Intergenic	1735	ID=HMEL033564g1.t1-E2;Parent=HMEL033564g1.t1								
936	Hmel212001	1861280	1861866	+	0	NA	Intergenic	Intergenic	-6030	ID=HMEL031357g1.t1-E1;Parent=HMEL031357g1.t1								
1277	Hmel215006	163071	163570	+	0	NA	Intergenic	Intergenic	7437	ID=HMEL032658g1.t1-E1;Parent=HMEL032658g1.t1								
91	Hmel201011	2125688	2126019	+	0	NA	Intergenic	Intergenic	-2805	ID=HMEL033069g1.t1-E3;Parent=HMEL033069g1.t1								
1240	Hmel214019	966458	967410	+	0	NA	Intergenic	Intergenic	-8864	ID=HMEL032473g1.t1-E1;Parent=HMEL032473g1.t1								
1086	Hmel213029	87490	88335	+	0	NA	Intergenic	Intergenic	-29697	ID=HMEL031986g1.t1-E1;Parent=HMEL031986g1.t1								
701	Hmel209007	507025	507340	+	0	NA	Intergenic	Intergenic	-23461	ID=HMEL030374g1.t1-E1;Parent=HMEL030374g1.t1								
467	Hmel206009	4455846	4456162	+	0	NA	Intergenic	Intergenic	-9178	ID=HMEL037089g1.t1-E1;Parent=HMEL037089g1.t1								
474	Hmel206012	535443	535632	+	0	NA	promoter-TSS (ID=HMEL037115g1.t1-E2;Parent=HMEL037115g1.t1)	-promoter-TSS (ID=HMEL037115g1.t1-E2;Parent=HMEL037115g1.t1)	-602	ID=HMEL037115g1.t1-E2;Parent=HMEL037115g1.t1								
481	Hmel206012	1491537	1491908	+	0	NA	Intergenic	Intergenic	5668	ID=HMEL004535g1.t1-E2;Parent=HMEL004535g1.t1								
867	Hmel211002	519661	520199	+	0	NA	promoter-TSS (ID=HMEL030987g1.t1-E8;Parent=HMEL030987g1.t1)	-promoter-TSS (ID=HMEL030987g1.t1-E8;Parent=HMEL030987g1.t1)	89	ID=HMEL030987g1.t1-E8;Parent=HMEL030987g1.t1								
214	Hmel203038	109441	110064	+	0	NA	Intergenic	Intergenic	42801	ID=HMEL036041g1.t1-E2;Parent=HMEL036041g1.t1								
564	Hmel207011	252639	252872	+	0	NA	Intergenic	Intergenic	9309	ID=HMEL037558g1.t1-E4;Parent=HMEL037558g1.t1								
817	Hmel210010	139679	140396	+	0	NA	promoter-TSS (ID=HMEL012505g2.t1-E3;Parent=HMEL012505g2.t1)	-promoter-TSS (ID=HMEL012505g2.t1-E3;Parent=HMEL012505g2.t1)	136	ID=HMEL012505g2.t1-E2;Parent=HMEL012505g2.t1								
563	Hmel207011	239047	239303	+	0	NA	Intergenic	Intergenic	-6943	ID=HMEL007904g1.t1-E1;Parent=HMEL007904g1.t1								
1650	Hmel219003	6098311	6098750	+	0	NA	Intergenic	Intergenic	-1603	ID=HMEL008565g4.t1-E1;Parent=HMEL008565g4.t1								
731	Hmel209007	3969048	3969300	+	0	NA	Intergenic	Intergenic	-10214	ID=HMEL030466g1.t1-E1;Parent=HMEL030466g1.t1								
657	Hmel208051	516170	516390	+	0	NA	promoter-TSS (ID=HMEL006686g1.t1-E1;Parent=HMEL006686g1.t1)	-promoter-TSS (ID=HMEL006686g1.t1-E1;Parent=HMEL006686g1.t1)	-431	ID=HMEL006686g1.t1-E1;Parent=HMEL006686g1.t1								
229	Hmel203067	446681	446881	+	0	NA	Intergenic	Intergenic	19627	ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1								
1865	Hmel204027	11373	11596	+	0	NA	TTS (ID=HMEL002410g1.t1-E1;Parent=HMEL002410g1.t1)	-TTS (ID=HMEL002410g1.t1-E1;Parent=HMEL002410g1.t1)	202	ID=HMEL002410g1.t1-E2;Parent=HMEL002410g1.t1								
1783	Hmel220005	4352347	4352535	+	0	NA	Intergenic	Intergenic	3727	ID=HMEL035207g1.t1-E3;Parent=HMEL035207g1.t1								
768	Hmel210004	1871299	1871702	+	0	NA	promoter-TSS (ID=HMEL018102g1.t1-E6;Parent=HMEL018102g1.t1)	-promoter-TSS (ID=HMEL018102g1.t1-E6;Parent=HMEL018102g1.t1)	-162	ID=HMEL018102g1.t1-E6;Parent=HMEL018102g1.t1								
1092	Hmel213027	198480	198800	+	0	NA	Intergenic	Intergenic	-1809	ID=HMEL031967g1.t1-E8;Parent=HMEL031967g1.t1								
673	Hmel209001	732755	734311	+	0	NA	promoter-TSS (ID=HMEL038224g1.t1-E4;Parent=HMEL038224g1.t1)	-promoter-TSS (ID=HMEL038224g1.t1-E4;Parent=HMEL038224g1.t1)	-215	ID=HMEL038224g1.t1-E4;Parent=HMEL038224g1.t1								
503	Hmel207002	342635	342916	+	0	NA	Intergenic	Intergenic	-10650	ID=HMEL016133g1.t1-E1;Parent=HMEL016133g1.t1								
1756	Hmel220003	2911908	2912303	+	0	NA	Intergenic	Intergenic	15530	ID=HMEL012521g1.t1-E6;Parent=HMEL012521g1.t1								
1636	Hmel219003	4357210	4357978	+	0	NA	promoter-TSS (ID=HMEL013152g1.t1-E4;Parent=HMEL013152g1.t1)	-promoter-TSS (ID=HMEL013152g1.t1-E4;Parent=HMEL013152g1.t1)	-898	ID=HMEL013152g1.t1-E4;Parent=HMEL013152g1.t1								
68	Hmel201009	3151558	3151727	+	0	NA	Intergenic	Intergenic	2973	ID=HMEL030207g1.t1-E2;Parent=HMEL030207g1.t1								
1483	Hmel217018	811266	811432	+	0	NA	Intergenic	Intergenic	-3556	ID=HMEL033976g1.t1-E1;Parent=HMEL033976g1.t1								
315	Hmel204019	409153	409495	+	0	NA	Intergenic	Intergenic	-2333	ID=HMEL009987g1.t1-E1;Parent=HMEL009987g1.t1								
1827	Hmel220022	712867	713359	+	0	NA	Intergenic	Intergenic	-4083	ID=HMEL035408g1.t1-E1;Parent=HMEL035408g1.t1								
338	Hmel205005	89649	89948	+	0	NA	Intergenic	Intergenic	32992	ID=HMEL015999g3.t1-E2;Parent=HMEL015999g3.t1								
1347	Hmel216006	60057	61271	+	0	NA	Intergenic	Intergenic	22232	ID=HMEL013766g1.t1-E2;Parent=HMEL013766g1.t1								
761	Hmel210004	870488	871222	+	0	NA	Intergenic	Intergenic	-22539	ID=HMEL030621g1.t1-E1;Parent=HMEL030621g1.t1								
576	Hmel207021	419594	420016	+	0	NA	Intergenic	Intergenic	10237	ID=HMEL021999g2.t1-E1;Parent=HMEL021999g2.t1								
222	Hmel203048	131004	131676	+	0	NA	promoter-TSS (ID=HMEL036085g1.t1-E1;Parent=HMEL036085g1.t1)	-promoter-TSS (ID=HMEL036085g1.t1-E1;Parent=HMEL036085g1.t1)	-312	ID=HMEL036085g1.t1-E1;Parent=HMEL036085g1.t1								
1504	Hmel218003	577816	578991	+	0	NA	Intergenic	Intergenic	-11169	ID=HMEL002053g1.t1-E1;Parent=HMEL002053g1.t1								
25	Hmel201005	863214	863577	+	0	NA	Intergenic	Intergenic	10530	ID=HMEL030076g1.t1-E2;Parent=HMEL030076g1.t1								
1775	Hmel220005	3568183	3568736	+	0	NA	promoter-TSS (ID=HMEL035185g1.t1-E1;Parent=HMEL035185g1.t1)	-promoter-TSS (ID=HMEL035185g1.t1-E1;Parent=HMEL035185g1.t1)	-688	ID=HMEL035185g1.t1-E1;Parent=HMEL035185g1.t1								
738	Hmel209007	5049338	5050378	+	0	NA	TTS (ID=HMEL014901g1.t1-E2;Parent=HMEL014901g1.t1)	-TTS (ID=HMEL014901g1.t1-E2;Parent=HMEL014901g1.t1)	1868	ID=HMEL014901g1.t1-E2;Parent=HMEL014901g1.t1								
1415	Hmel216015	230398	230640	+	0	NA	Intergenic	Intergenic	5854	ID=HMEL033629g1.t1-E4;Parent=HMEL033629g1.t1								
484	Hmel206012	1748639	1749388	+	0	NA	promoter-TSS (ID=HMEL037149g1.t1-E3;Parent=HMEL037149g1.t1)	-promoter-TSS (ID=HMEL037149g1.t1-E3;Parent=HMEL037149g1.t1)	-634	ID=HMEL037149g1.t1-E3;Parent=HMEL037149g1.t1								
1243	Hmel214020	49250	49560	+	0	NA	Intergenic	Intergenic	-14160	ID=HMEL032474g1.t1-E1;Parent=HMEL032474g1.t1								
1078	Hmel213020	793200	793838	+	0	NA	Intergenic	Intergenic	-2001	ID=HMEL011811g2.t1-E1;Parent=HMEL011811g2.t1								
1036	Hmel212016	51653	52721	+	0	NA	promoter-TSS (ID=HMEL004721g1.t1-E2;Parent=HMEL004721g1.t1)	-promoter-TSS (ID=HMEL004721g1.t1-E2;Parent=HMEL004721g1.t1)	-236	ID=HMEL004721g1.t2-E2;Parent=HMEL004721g1.t2								
305	Hmel204017	2729506	2730897	+	0	NA	TTS (ID=HMEL009923g2.t1-E2;Parent=HMEL009923g2.t1)	-TTS (ID=HMEL009923g2.t1-E2;Parent=HMEL009923g2.t1)	337	ID=HMEL009923g2.t1-E2;Parent=HMEL009923g2.t1								
1253	Hmel214024	516668	516985	+	0	NA	Intergenic	Intergenic	4352	ID=HMEL032522g1.t1-E3;Parent=HMEL032522g1.t1								
928	Hmel212001	1035817	1036027	+	0	NA	Intergenic	Intergenic	12910	ID=HMEL010993g1.t1-E2;Parent=HMEL010993g1.t1								
1265	Hmel214029	298652	299130	+	0	NA	Intergenic	Intergenic	2326	ID=HMEL021814g1.t1-E3;Parent=HMEL021814g1.t1								
623	Hmel208016	52320	52744	+	0	NA	Intergenic	Intergenic	-14767	ID=HMEL021513g1.t3-E1;Parent=HMEL021513g1.t3								
544	Hmel207002	6404345	6404834	+	0	NA	promoter-TSS (ID=HMEL037498g1.t1-E3;Parent=HMEL037498g1.t1)	-promoter-TSS (ID=HMEL037498g1.t1-E3;Parent=HMEL037498g1.t1)	406	ID=HMEL037498g1.t1-E2;Parent=HMEL037498g1.t1								
1512	Hmel218003	1317907	1318164	+	0	NA	promoter-TSS (ID=HMEL003285g1.t1-E3;Parent=HMEL003285g1.t1)	-promoter-TSS (ID=HMEL003285g1.t1-E3;Parent=HMEL003285g1.t1)	-58	ID=HMEL003285g1.t1-E3;Parent=HMEL003285g1.t1								
1644	Hmel219003	5486180	5486733	+	0	NA	Intergenic	Intergenic	-24190	ID=HMEL016887g1.t1-E1;Parent=HMEL016887g1.t1								
